,sample_idx,Sehwag2021Proxy_R18_cifar10_autoaugment_trades0.12_adv_conf0.12,Sehwag2021Proxy_R18_cifar10_autoaugment_trades0.12_is_acc,Sehwag2021Proxy_R18_cifar10_autoaugment_trades0.12_is_rob0.12,Sehwag2021Proxy_R18_cifar10_autoaugment_trades0.12_nat_conf,Sehwag2021Proxy_R18_cifar10_autoaugment_trades0.12_pred
34,34,0.9962778687477112,1,1,0.996921718120575,9
35,35,0.5273189544677734,0,0,0.5580748319625854,3
36,36,0.6770223379135132,0,0,0.5989985466003418,7
37,37,0.5361537337303162,1,0,0.6154232621192932,1
38,38,0.9970405697822571,1,1,0.9975200295448303,9
39,39,0.9924919009208679,1,1,0.9961167573928833,5
40,40,0.9999681711196899,1,1,0.9999797344207764,4
41,41,0.9990346431732178,1,1,0.9994773268699646,6
42,42,0.9990109205245972,1,1,0.9993767142295837,5
43,43,0.9926891922950745,1,1,0.9956417083740234,6
44,44,0.9874782562255859,1,1,0.9921165108680725,0
45,45,0.9975535273551941,1,1,0.9978362917900085,9
46,46,0.9100347757339478,1,1,0.975146472454071,3
47,47,0.4509000778198242,1,0,0.3869730830192566,9
48,48,0.9973727464675903,1,1,0.9984350800514221,7
49,49,0.9869077205657959,1,1,0.9941501617431641,6
50,50,0.9887175559997559,1,1,0.9941129088401794,9
51,51,0.9780681729316711,1,1,0.9909235835075378,8
52,52,0.5110511183738708,0,1,0.7168489694595337,3
53,53,0.9157040119171143,1,1,0.9759324789047241,3
54,54,0.9999010562896729,1,1,0.9999295473098755,8
55,55,0.9988118410110474,1,1,0.9994334578514099,8
56,56,0.9930437803268433,1,1,0.9959702491760254,7
57,57,0.8468310832977295,1,1,0.9516632556915283,7
58,58,0.500499427318573,0,1,0.8825321197509766,3
59,59,0.7805597186088562,1,1,0.894740104675293,6
60,60,0.9998694658279419,1,1,0.9999048709869385,7
61,61,0.7257527709007263,0,0,0.5092528462409973,5
62,62,0.9982838034629822,1,1,0.999037504196167,6
63,63,0.48201465606689453,1,0,0.7146719098091125,3
64,64,0.9949259757995605,1,1,0.9974616765975952,6
65,65,0.8940212726593018,1,1,0.9517220854759216,2
66,66,0.9969125986099243,1,1,0.9984832406044006,1
67,67,0.9999439716339111,1,1,0.9999600648880005,2
68,68,0.7722002863883972,1,1,0.8907926082611084,3
69,69,0.9927733540534973,1,1,0.9966212511062622,7
70,70,0.9879646301269531,1,1,0.9945847392082214,2
71,71,0.6164045929908752,1,1,0.8872668147087097,6
72,72,0.9941931366920471,1,1,0.9966526627540588,8
73,73,0.9991714954376221,1,1,0.9994049072265625,8
74,74,0.9971328973770142,1,1,0.9988202452659607,0
75,75,0.999783456325531,1,1,0.9998877048492432,2
76,76,0.9952192902565002,1,1,0.9975653886795044,9
77,77,0.9952170848846436,1,1,0.9973838925361633,3
78,78,0.8182703256607056,1,1,0.9021949768066406,3
79,79,0.9996324777603149,1,1,0.9997392296791077,8
80,80,0.9976735711097717,1,1,0.9986127614974976,8
81,81,0.7034314274787903,1,1,0.8363142013549805,1
82,82,0.9988773465156555,1,1,0.9991171956062317,1
83,83,0.9999058246612549,1,1,0.9999265670776367,7
84,84,0.9971309304237366,1,1,0.9983779191970825,2
85,85,0.5012806057929993,0,1,0.7418603897094727,7
86,86,0.4041610360145569,0,1,0.4862457811832428,5
87,87,0.9742469191551208,1,1,0.9907482266426086,7
88,88,0.9987879395484924,1,1,0.9992546439170837,8
89,89,0.9993232488632202,1,1,0.9994459748268127,9
90,90,0.999006450176239,1,1,0.9995174407958984,0
91,91,0.9890064001083374,1,1,0.9970954656600952,3
92,92,0.9993873834609985,1,1,0.9996213912963867,8
93,93,0.9993038177490234,1,1,0.9995408058166504,6
94,94,0.6094776391983032,1,1,0.7866675853729248,4
95,95,0.9800880551338196,1,1,0.9921072125434875,6
96,96,0.9976577758789062,1,1,0.9989283680915833,6
97,97,0.7607905268669128,1,1,0.8375266194343567,0
98,98,0.9999182224273682,1,1,0.9999377727508545,0
99,99,0.9999512434005737,1,1,0.9999765157699585,7
100,100,0.9282087087631226,1,1,0.9740158319473267,4
101,101,0.991931140422821,1,1,0.9973205924034119,5
102,102,0.9997417330741882,1,1,0.9998577833175659,6
103,103,0.9996775388717651,1,1,0.9998074173927307,3
104,104,0.999426007270813,1,1,0.9995262622833252,1
105,105,0.9986035227775574,1,1,0.9987890124320984,1
106,106,0.9917770624160767,1,1,0.9954521059989929,3
107,107,0.9989107847213745,1,1,0.9992126226425171,6
108,108,0.9987356066703796,1,1,0.9992703795433044,8
109,109,0.9999568462371826,1,1,0.9999741315841675,7
110,110,0.9552204012870789,1,1,0.982666015625,4
111,111,0.9975276589393616,1,1,0.998306393623352,0
112,112,0.7905622720718384,1,1,0.8881583213806152,6
113,113,0.9959844350814819,1,1,0.9986722469329834,2
114,114,0.9967548251152039,1,1,0.998618483543396,1
115,115,0.9942499399185181,1,1,0.9980401396751404,3
116,116,0.9992526173591614,1,1,0.9995551705360413,0
117,117,0.9862490296363831,1,1,0.9929534792900085,4
118,118,0.610992431640625,0,0,0.33337995409965515,5
119,119,0.9919806718826294,1,1,0.9968944787979126,7
120,120,0.9360087513923645,1,1,0.9768843054771423,8
121,121,0.6086329817771912,1,0,0.621333122253418,3
122,122,0.9959523677825928,1,1,0.9974008798599243,1
123,123,0.9999936819076538,1,1,0.9999964237213135,2
124,124,0.9113451838493347,1,1,0.9529412984848022,8
125,125,0.40756353735923767,1,0,0.5332661867141724,0
126,126,0.9939409494400024,1,1,0.996291995048523,8
127,127,0.6468431353569031,1,1,0.8397310972213745,3
128,128,0.6271443963050842,1,1,0.7733997106552124,5
129,129,0.961772084236145,1,1,0.9842454791069031,2
130,130,0.964804470539093,1,1,0.9862359166145325,4
131,131,0.9998407363891602,1,1,0.9998774528503418,1
132,132,0.9909242987632751,1,1,0.9945982694625854,8
133,133,0.9987701773643494,1,1,0.9989748001098633,9
134,134,0.9980425834655762,1,1,0.9984447360038757,1
135,135,0.9970580339431763,1,1,0.9983566403388977,2
136,136,0.9985367059707642,1,1,0.9990910291671753,9
137,137,0.9998028874397278,1,1,0.9998476505279541,7
138,138,0.9917615652084351,1,1,0.9964140057563782,2
139,139,0.5095213055610657,0,0,0.5452988147735596,8
140,140,0.9957999587059021,1,1,0.9974114298820496,6
141,141,0.9998168349266052,1,1,0.9998890161514282,5
142,142,0.9992030262947083,1,1,0.9994827508926392,6
143,143,0.46518394351005554,1,1,0.7250842452049255,3
144,144,0.9993873834609985,1,1,0.9996434450149536,8
145,145,0.9767126441001892,1,1,0.9866676330566406,7
146,146,0.99947589635849,1,1,0.9997114539146423,6
147,147,0.5582708716392517,0,1,0.80617755651474,5
148,148,0.9911718964576721,1,1,0.9955809712409973,5
149,149,0.9976254105567932,1,1,0.9988027811050415,2
150,150,0.9961774349212646,1,1,0.997660756111145,8
151,151,0.973737359046936,1,1,0.9876614809036255,9
152,152,0.9878204464912415,1,1,0.9950047135353088,6
153,153,0.9835280179977417,1,1,0.989987313747406,0
154,154,0.9744142889976501,1,1,0.9855861067771912,0
155,155,0.9990105628967285,1,1,0.9995291233062744,5
156,156,0.9891688823699951,1,1,0.9958010315895081,2
157,157,0.9974297881126404,1,1,0.9980788230895996,9
158,158,0.644180178642273,0,1,0.7662808299064636,3
159,159,0.999745786190033,1,1,0.9998589754104614,4
160,160,0.9998055100440979,1,1,0.9998914003372192,2
161,161,0.9992602467536926,1,1,0.9994298815727234,1
162,162,0.5869089961051941,1,0,0.5365649461746216,6
163,163,0.994127631187439,1,1,0.9981235861778259,6
164,164,0.5025590062141418,0,0,0.601207435131073,0
165,165,0.917247474193573,0,1,0.9828359484672546,2
166,166,0.9698761105537415,1,1,0.9856427311897278,8
167,167,0.7031058073043823,1,1,0.9352909922599792,4
168,168,0.9772816896438599,1,1,0.9863545298576355,5
169,169,0.8823789358139038,1,1,0.9367320537567139,0
170,170,0.9987552165985107,1,1,0.9990975856781006,9
171,171,0.6607465147972107,1,1,0.8375376462936401,9
172,172,0.9959560036659241,1,1,0.9981999397277832,9
173,173,0.997277557849884,1,1,0.9985087513923645,8
174,174,0.9981263279914856,1,1,0.9985347986221313,9
175,175,0.9991987347602844,1,1,0.9993851184844971,9
176,176,0.9993072748184204,1,1,0.999642014503479,3
177,177,0.9997881054878235,1,1,0.9999295473098755,7
178,178,0.5225303173065186,0,1,0.7342971563339233,3
179,179,0.9998661279678345,1,1,0.9999257326126099,0
180,180,0.9996365308761597,1,1,0.9997565150260925,0
181,181,0.9995311498641968,1,1,0.999637246131897,5
182,182,0.9998420476913452,1,1,0.999903678894043,2
183,183,0.9148285388946533,1,1,0.9598761200904846,2
184,184,0.9412465691566467,1,1,0.9814459681510925,3
185,185,0.9993128776550293,1,1,0.9995238780975342,8
186,186,0.7560808062553406,1,1,0.9299932718276978,6
187,187,0.8914246559143066,1,1,0.974410355091095,3
188,188,0.6132429242134094,1,1,0.7076014876365662,4
189,189,0.9360028505325317,1,1,0.9626680016517639,0
190,190,0.9904263615608215,1,1,0.9939894676208496,5
191,191,0.9536004066467285,1,1,0.9722290635108948,8
192,192,0.8157951831817627,1,1,0.8920000791549683,0
193,193,0.9929952025413513,1,1,0.9963192939758301,1
194,194,0.9999802112579346,1,1,0.9999920129776001,7
195,195,0.5700070261955261,0,1,0.6173895597457886,5
196,196,0.9998553991317749,1,1,0.999900221824646,8
197,197,0.9942122101783752,1,1,0.9968031644821167,8
198,198,0.9999730587005615,1,1,0.999984860420227,7
199,199,0.9962837100028992,1,1,0.9981180429458618,8
200,200,0.9726088047027588,1,1,0.99016934633255,5
201,201,0.9827587008476257,1,1,0.9890977144241333,1
202,202,0.9978963136672974,1,1,0.9985137581825256,8
203,203,0.9979324340820312,1,1,0.9989026784896851,7
204,204,0.9995726943016052,1,1,0.9996906518936157,1
205,205,0.992988646030426,1,1,0.9966614246368408,3
206,206,0.9193024039268494,1,1,0.9648316502571106,0
207,207,0.9995342493057251,1,1,0.9997952580451965,5
208,208,0.9993870258331299,1,1,0.9995428323745728,7
209,209,0.9954010248184204,1,1,0.996333122253418,9
210,210,0.8077910542488098,1,0,0.5552530884742737,7
211,211,0.9849119186401367,1,1,0.9904332160949707,4
212,212,0.9983956217765808,1,1,0.9990276098251343,5
213,213,0.47278115153312683,1,1,0.6547942757606506,9
214,214,0.9329235553741455,1,1,0.9625725746154785,8
215,215,0.9935137033462524,1,1,0.9962798953056335,0
216,216,0.9998260140419006,1,1,0.999866247177124,7
217,217,0.9981010556221008,1,1,0.9989513158798218,9
218,218,0.42653754353523254,1,1,0.5576111078262329,8
219,219,0.9999358654022217,1,1,0.9999738931655884,2
220,220,0.9853302240371704,1,1,0.9941204190254211,7
221,221,0.9337337613105774,1,1,0.9746256470680237,6
222,222,0.9942079782485962,1,1,0.995530903339386,9
223,223,0.9738337993621826,1,1,0.9876930117607117,4
224,224,0.5489211678504944,0,1,0.8509167432785034,4
225,225,0.9424211978912354,1,1,0.9750440120697021,9
226,226,0.6003049612045288,0,1,0.8475536704063416,4
227,227,0.9992257356643677,1,1,0.9996047616004944,4
228,228,0.9980517625808716,1,1,0.9991857409477234,7
229,229,0.9000096321105957,1,1,0.9668775200843811,6
230,230,0.9993820190429688,1,1,0.9995651841163635,5
231,231,0.9999690055847168,1,1,0.999974250793457,1
232,232,0.7512962222099304,0,1,0.8518995642662048,3
233,233,0.9208290576934814,1,1,0.9722559452056885,8
234,234,0.9989930987358093,1,1,0.9994624257087708,8
235,235,0.9998648166656494,1,1,0.9998875856399536,0
236,236,0.9961275458335876,1,1,0.9978220462799072,4
237,237,0.6382486820220947,1,1,0.8636025786399841,0
238,238,0.9162020087242126,1,1,0.9576796293258667,5
239,239,0.9999308586120605,1,1,0.9999638795852661,5
240,240,0.9997473359107971,1,1,0.9997935891151428,1
241,241,0.9991365075111389,1,1,0.9993945360183716,1
242,242,0.5826588869094849,1,1,0.7125871181488037,8
243,243,0.994909942150116,1,1,0.9970285296440125,9
244,244,0.9971733093261719,1,1,0.998120129108429,0
245,245,0.9757038354873657,1,1,0.9883723855018616,3
246,246,0.9965831637382507,1,1,0.9978799819946289,1
247,247,0.6120111346244812,1,1,0.7922250628471375,9
248,248,0.9999270439147949,1,1,0.9999693632125854,2
249,249,0.9854763150215149,1,1,0.9949023723602295,2
250,250,0.998826801776886,1,1,0.9993981122970581,5
251,251,0.9885186553001404,1,1,0.9953763484954834,3
252,252,0.9983526468276978,1,1,0.9986899495124817,9
253,253,0.9998506307601929,1,1,0.9999257326126099,9
254,254,0.8021926283836365,0,0,0.5444391369819641,6
255,255,0.7633718252182007,1,0,0.5273835062980652,0
256,256,0.9992523789405823,1,1,0.9996337890625,3
257,257,0.8776024580001831,1,1,0.92592453956604,0
258,258,0.744579553604126,1,1,0.9335232377052307,0
259,259,0.9876272678375244,1,1,0.9946051239967346,9
260,260,0.996891438961029,1,1,0.9984690546989441,8
261,261,0.9997865557670593,1,1,0.9998725652694702,1
262,262,0.9662742018699646,1,1,0.9895093441009521,5
263,263,0.9993614554405212,1,1,0.9997274279594421,7
264,264,0.7653312087059021,1,0,0.5150336623191833,0
265,265,0.9654579162597656,1,1,0.9807382225990295,8
266,266,0.6025097966194153,1,1,0.872195839881897,2
267,267,0.9999878406524658,1,1,0.999993085861206,4
268,268,0.999330997467041,1,1,0.9995185136795044,7
269,269,0.9452713131904602,1,1,0.9783685207366943,0
270,270,0.9916257262229919,1,1,0.9973709583282471,2
271,271,0.9489703178405762,0,1,0.9762701392173767,5
272,272,0.9990590214729309,1,1,0.9994213581085205,6
273,273,0.9517199397087097,1,1,0.9838787317276001,3
274,274,0.9976634979248047,1,1,0.9987409710884094,8
275,275,0.870766282081604,0,1,0.9275964498519897,3
276,276,0.7886191606521606,1,1,0.8725594878196716,0
277,277,0.3674805462360382,0,1,0.49188581109046936,4
278,278,0.9965332746505737,1,1,0.9990424513816833,4
279,279,0.5754022598266602,1,0,0.5944217443466187,3
280,280,0.980360209941864,1,1,0.9917147755622864,9
281,281,0.8723390102386475,1,1,0.9271855354309082,0
282,282,0.9996858835220337,1,1,0.9998032450675964,6
283,283,0.999183714389801,1,1,0.9993054866790771,1
284,284,0.5208798050880432,1,1,0.7539829611778259,0
285,285,0.999395489692688,1,1,0.999566376209259,9
286,286,0.9802241325378418,1,1,0.9893580675125122,1
287,287,0.8833732008934021,1,1,0.94867342710495,0
288,288,0.9987150430679321,1,1,0.9990129470825195,7
289,289,0.9997455477714539,1,1,0.999799907207489,9
290,290,0.9988555908203125,1,1,0.9991099238395691,1
291,291,0.9998499155044556,1,1,0.9999076128005981,2
292,292,0.9795137643814087,1,1,0.9956876635551453,6
293,293,0.8785638809204102,1,1,0.9505378007888794,9
294,294,0.8745797872543335,1,1,0.9268537163734436,3
295,295,0.9121471643447876,1,1,0.966195285320282,4
296,296,0.999768078327179,1,1,0.9998108744621277,6
297,297,0.998753547668457,1,1,0.9990979433059692,0
298,298,0.9996378421783447,1,1,0.9997996687889099,0
299,299,0.9919381737709045,1,1,0.9947158694267273,6
300,300,0.9997493624687195,1,1,0.9998277425765991,6
301,301,0.9976880550384521,1,1,0.9990741014480591,6
302,302,0.5916368961334229,1,0,0.620447039604187,3
303,303,0.9950525164604187,1,1,0.9971849322319031,2
304,304,0.9990422129631042,1,1,0.9994500279426575,6
305,305,0.9963248372077942,1,1,0.9976849555969238,1
306,306,0.7487689256668091,1,1,0.9076242446899414,8
307,307,0.68416428565979,1,0,0.6498157978057861,2
308,308,0.7413947582244873,1,1,0.8572262525558472,1
309,309,0.8216056823730469,0,1,0.927607536315918,2
310,310,0.9989169836044312,1,1,0.9993613362312317,8
311,311,0.9996540546417236,1,1,0.9997285008430481,6
312,312,0.7030736207962036,0,1,0.8938109278678894,0
313,313,0.5769904255867004,0,1,0.7010138630867004,2
314,314,0.8577766418457031,1,1,0.9304656982421875,4
315,315,0.997923731803894,1,1,0.9984526634216309,0
316,316,0.7834256291389465,1,1,0.9250510334968567,7
317,317,0.9996943473815918,1,1,0.9998151659965515,7
318,318,0.9993324875831604,1,1,0.9995790123939514,5
319,319,0.9985054731369019,1,1,0.9993672966957092,5
320,320,0.9990672469139099,1,1,0.9993833303451538,3
321,321,0.9996508359909058,1,1,0.9998087286949158,5
322,322,0.9997791647911072,1,1,0.999906063079834,2
323,323,0.9965932965278625,1,1,0.9982091188430786,3
324,324,0.544393002986908,0,1,0.8278605937957764,3
325,325,0.5769698023796082,1,1,0.804451048374176,1
326,326,0.9956307411193848,1,1,0.9978213310241699,7
327,327,0.8897822499275208,1,1,0.9716091156005859,5
328,328,0.9961392283439636,1,1,0.997931718826294,4
329,329,0.9921762347221375,1,1,0.9968050718307495,6
330,330,0.9996613264083862,1,1,0.9997486472129822,1
331,331,0.9999388456344604,1,1,0.9999545812606812,9
332,332,0.5931916236877441,0,1,0.8238997459411621,6
333,333,0.999601423740387,1,1,0.99972003698349,6
334,334,0.9985328912734985,1,1,0.9992676377296448,6
335,335,0.9534341096878052,1,1,0.9801464676856995,9
336,336,0.9998273849487305,1,1,0.9998810291290283,3
337,337,0.9964711666107178,1,1,0.9976803064346313,8
338,338,0.9705677032470703,1,1,0.9854356646537781,0
339,339,0.999261200428009,1,1,0.9994865655899048,7
340,340,0.44116446375846863,0,0,0.5885235667228699,6
341,341,0.9997348189353943,1,1,0.9998037219047546,6
342,342,0.7817158699035645,1,1,0.8759527802467346,2
343,343,0.9827584624290466,1,1,0.989513099193573,5
344,344,0.9999017715454102,1,1,0.9999614953994751,8
345,345,0.7709952592849731,1,1,0.8849429488182068,5
346,346,0.9935728311538696,1,1,0.9971399307250977,4
347,347,0.9962838292121887,1,1,0.9981478452682495,6
348,348,0.9999955892562866,1,1,0.9999969005584717,8
349,349,0.9788647890090942,1,1,0.987750232219696,9
350,350,0.9830049276351929,1,1,0.9882473349571228,9
351,351,0.99897301197052,1,1,0.9994555115699768,1
352,352,0.8305777907371521,1,1,0.9482600688934326,0
353,353,0.9999419450759888,1,1,0.9999591112136841,2
354,354,0.8956742286682129,1,1,0.9671690464019775,2
355,355,0.4518657624721527,1,0,0.5159397721290588,7
356,356,0.4816282093524933,0,0,0.5387581586837769,6
357,357,0.7025146484375,1,1,0.9027479290962219,2
358,358,0.9923830628395081,1,1,0.9961203932762146,8
359,359,0.9991583824157715,1,1,0.9994751811027527,0
360,360,0.9997839331626892,1,1,0.9998669624328613,9
361,361,0.9901149272918701,1,1,0.9960559606552124,5
362,362,0.9995594620704651,1,1,0.9996857643127441,8
363,363,0.9799667000770569,1,1,0.9865486025810242,1
364,364,0.9993846416473389,1,1,0.9994945526123047,9
365,365,0.9950089454650879,1,1,0.9971328973770142,4
366,366,0.9941504597663879,1,1,0.9970316886901855,1
367,367,0.9430589079856873,1,1,0.9662536978721619,3
368,368,0.4721510708332062,0,0,0.44343820214271545,4
369,369,0.9969586133956909,1,1,0.9978698492050171,1
370,370,0.5580052733421326,1,1,0.7075844407081604,4
371,371,0.9996441602706909,1,1,0.9997190833091736,7
372,372,0.9995255470275879,1,1,0.999657154083252,9
373,373,0.9438794851303101,1,1,0.9787270426750183,4
374,374,0.9991245865821838,1,1,0.9995154142379761,2
375,375,0.9997538924217224,1,1,0.9998596906661987,7
376,376,0.9844343066215515,1,1,0.9923722743988037,0
377,377,0.9967811107635498,1,1,0.9985299110412598,7
378,378,0.5709356069564819,0,0,0.6176118850708008,8
379,379,0.9991453886032104,1,1,0.9993798732757568,6
380,380,0.9962702989578247,1,1,0.9982529282569885,6
381,381,0.9977648258209229,1,1,0.9986839890480042,9
382,382,0.9991777539253235,1,1,0.9994533658027649,0
383,383,0.9645901322364807,1,1,0.9862672090530396,9
384,384,0.942074179649353,1,1,0.9818098545074463,2
385,385,0.9383326768875122,1,1,0.9626984000205994,8
386,386,0.9988933205604553,1,1,0.9993725419044495,7
387,387,0.652177095413208,0,0,0.51041579246521,5
388,388,0.999790608882904,1,1,0.9999245405197144,2
389,389,0.9997933506965637,1,1,0.9998812675476074,5
390,390,0.999222993850708,1,1,0.9994174242019653,1
391,391,0.9999639987945557,1,1,0.9999750852584839,2
392,392,0.999929666519165,1,1,0.9999492168426514,6
393,393,0.6645950675010681,0,0,0.5369194149971008,6
394,394,0.929340660572052,1,1,0.9705304503440857,9
395,395,0.9977880716323853,1,1,0.9989011287689209,6
396,396,0.9997480511665344,1,1,0.9999170303344727,2
397,397,0.5500360131263733,1,1,0.694104015827179,3
398,398,0.9417566657066345,1,1,0.9753209948539734,0
399,399,0.9743015766143799,1,1,0.9881629347801208,3
400,400,0.9987500905990601,1,1,0.9990969896316528,9
401,401,0.9748900532722473,1,1,0.9860219955444336,8
402,402,0.9381945729255676,1,1,0.9700065851211548,7
403,403,0.9475858807563782,1,1,0.9758266806602478,8
404,404,0.9994008541107178,1,1,0.9996034502983093,8
405,405,0.5483201742172241,1,0,0.6654651761054993,4
406,406,0.9976072311401367,1,1,0.998422384262085,0
407,407,0.9904663562774658,1,1,0.9958912134170532,1
408,408,0.9871391654014587,1,1,0.9936842322349548,8
409,409,0.9952463507652283,1,1,0.9979981780052185,2
410,410,0.9994596838951111,1,1,0.9996009469032288,7
411,411,0.9986631870269775,1,1,0.9992584586143494,9
412,412,0.6381761431694031,1,1,0.8148340582847595,3
413,413,0.997599184513092,1,1,0.9981617331504822,6
414,414,0.9984003901481628,1,1,0.9986926913261414,1
415,415,0.999575674533844,1,1,0.9996786117553711,9
416,416,0.9561382532119751,1,1,0.9810927510261536,0
417,417,0.998144268989563,1,1,0.9986591339111328,7
418,418,0.8662716150283813,1,1,0.9412195682525635,3
419,419,0.9999700784683228,1,1,0.999985933303833,7
420,420,0.9979608058929443,1,1,0.9994518160820007,4
421,421,0.5279069542884827,1,0,0.7996696829795837,5
422,422,0.5620701313018799,0,1,0.8305379152297974,8
423,423,0.9991342425346375,1,1,0.9994878768920898,0
424,424,0.8430712819099426,1,1,0.9481344223022461,2
425,425,0.9994627833366394,1,1,0.9996211528778076,9
426,426,0.706348180770874,0,1,0.8750933408737183,5
427,427,0.996383547782898,1,1,0.9984867572784424,4
428,428,0.992918074131012,1,1,0.9973101615905762,0
429,429,0.99937903881073,1,1,0.9995220899581909,6
430,430,0.9130978584289551,1,1,0.9779932498931885,2
431,431,0.9863098859786987,1,1,0.9948471784591675,5
432,432,0.7891825437545776,1,1,0.9214955568313599,3
433,433,0.9158346056938171,1,1,0.9729751944541931,7
434,434,0.9163187742233276,1,1,0.9632348418235779,3
435,435,0.999728262424469,1,1,0.9998001456260681,7
436,436,0.9951649904251099,1,1,0.9984216690063477,2
437,437,0.9630807638168335,1,1,0.9856613874435425,5
438,438,0.9569511413574219,1,1,0.9837719798088074,3
439,439,0.804377555847168,1,1,0.9462873935699463,1
440,440,0.997137188911438,1,1,0.9979386925697327,1
441,441,0.8478498458862305,1,1,0.9486134052276611,4
442,442,0.9985635876655579,1,1,0.9989653825759888,9
443,443,0.9992175102233887,1,1,0.9997069239616394,9
444,444,0.9368318915367126,1,1,0.9652763605117798,5
445,445,0.9998805522918701,1,1,0.9999507665634155,7
446,446,0.9356276392936707,1,1,0.9814374446868896,5
447,447,0.8798096179962158,1,1,0.9309768676757812,0
448,448,0.998420238494873,1,1,0.9994869232177734,2
449,449,0.9200403690338135,1,1,0.962080180644989,2
450,450,0.9985344409942627,1,1,0.9994261264801025,2
451,451,0.9999681711196899,1,1,0.9999786615371704,9
452,452,0.9990255832672119,1,1,0.9993501305580139,7
453,453,0.9266537427902222,1,1,0.9645185470581055,3
454,454,0.9994397759437561,1,1,0.9995982050895691,9
455,455,0.9934030175209045,1,1,0.9960622191429138,4
456,456,0.7021384239196777,0,0,0.6957609057426453,6
457,457,0.9708605408668518,1,1,0.9882594347000122,5
458,458,0.5326358079910278,0,0,0.6638602614402771,3
459,459,0.8922231793403625,1,1,0.9473781585693359,6
460,460,0.9996947050094604,1,1,0.9997521042823792,5
461,461,0.998141884803772,1,1,0.9992254972457886,6
462,462,0.9972779154777527,1,1,0.998386025428772,1
463,463,0.7547759413719177,0,0,0.5940428972244263,5
464,464,0.7772828340530396,1,1,0.8943376541137695,3
465,465,0.9937269687652588,1,1,0.9982361793518066,4
466,466,0.9997105002403259,1,1,0.9998558759689331,4
467,467,0.9995569586753845,1,1,0.9997275471687317,3
468,468,0.9917790293693542,1,1,0.9963240623474121,7
469,469,0.9984109401702881,1,1,0.9991050362586975,8
470,470,0.5377325415611267,0,0,0.41494253277778625,4
471,471,0.9941330552101135,1,1,0.9971511960029602,7
472,472,0.9985675811767578,1,1,0.9991793036460876,8
473,473,0.8624772429466248,1,1,0.9317257404327393,0
474,474,0.8904737234115601,1,1,0.9306961297988892,5
475,475,0.9920527935028076,1,1,0.995912492275238,7
476,476,0.8704289793968201,1,1,0.9732508659362793,6
477,477,0.5359485745429993,1,1,0.7966173887252808,0
478,478,0.9956246018409729,1,1,0.9982243180274963,5
479,479,0.982832133769989,1,1,0.9936020970344543,4
480,480,0.6497440934181213,0,0,0.5489635467529297,9
481,481,0.9980989098548889,1,1,0.9986520409584045,6
482,482,0.9995765089988708,1,1,0.9997536540031433,8
483,483,0.846182107925415,1,1,0.9330188035964966,5
484,484,0.9997474551200867,1,1,0.9998509883880615,5
485,485,0.6658901572227478,1,1,0.8137122392654419,9
486,486,0.9998477697372437,1,1,0.9998855590820312,9
487,487,0.9981557726860046,1,1,0.9985182881355286,9
488,488,0.6640104651451111,1,0,0.6483076214790344,5
489,489,0.9431336522102356,1,1,0.9587516188621521,0
