,sample_idx,resnet50_cifar10_trades8_255_adv_conf1_255,resnet50_cifar10_trades8_255_adv_conf2_255,resnet50_cifar10_trades8_255_adv_conf4_255,resnet50_cifar10_trades8_255_is_acc,resnet50_cifar10_trades8_255_is_rob1_255,resnet50_cifar10_trades8_255_is_rob2_255,resnet50_cifar10_trades8_255_is_rob4_255,resnet50_cifar10_trades8_255_nat_conf,resnet50_cifar10_trades8_255_pred
25,25,0.4250431060791016,0.4120796322822571,0.3822624981403351,1,1,1,1,0.43552157282829285,2
26,26,0.2719251215457916,0.26202830672264105,0.24921005964279175,1,1,1,0,0.28242257237434387,4
27,27,0.3011627495288849,0.2836139798164368,0.31694674491882324,1,1,1,0,0.3191235363483429,0
28,28,0.5797990560531616,0.5671445727348328,0.5329673290252686,1,1,1,1,0.5899626612663269,9
29,29,0.6285387873649597,0.6199422478675842,0.600543200969696,1,1,1,1,0.6360834836959839,6
30,30,0.3464614152908325,0.3371736407279968,0.31607457995414734,1,1,1,1,0.35605284571647644,6
31,31,0.35166996717453003,0.3331575393676758,0.3279349207878113,1,1,1,0,0.36765074729919434,5
32,32,0.2712520360946655,0.2577769756317139,0.28191491961479187,1,1,1,0,0.28437212109565735,4
33,33,0.3919415771961212,0.3840410113334656,0.36622247099876404,1,1,1,1,0.3983903229236603,5
34,34,0.8487814664840698,0.841966450214386,0.8269023299217224,1,1,1,1,0.8544776439666748,9
35,35,0.3595077097415924,0.3492236137390137,0.3223475515842438,0,1,1,1,0.365536093711853,3
36,36,0.2696520090103149,0.26199790835380554,0.2786892056465149,1,1,1,0,0.2775347828865051,4
37,37,0.4885418117046356,0.4625387191772461,0.41012635827064514,0,1,1,1,0.51517653465271,9
38,38,0.7398115992546082,0.7304686903953552,0.7097988724708557,1,1,1,1,0.7472384572029114,9
39,39,0.6538483500480652,0.6450116038322449,0.6233952045440674,1,1,1,1,0.6615723967552185,5
40,40,0.5913564562797546,0.5740607380867004,0.5321068167686462,1,1,1,1,0.6079538464546204,4
41,41,0.6525253653526306,0.6439221501350403,0.6243083477020264,1,1,1,1,0.66104656457901,6
42,42,0.5754138231277466,0.5682160258293152,0.5523646473884583,1,1,1,1,0.5816786885261536,5
43,43,0.3802527189254761,0.3724492788314819,0.3560192286968231,1,1,1,1,0.3867717683315277,6
44,44,0.4582513868808746,0.4674057066440582,0.5460152626037598,1,1,0,0,0.492309033870697,0
45,45,0.8194406032562256,0.8161703944206238,0.8044857382774353,1,1,1,1,0.8220368027687073,9
46,46,0.4148339629173279,0.41098615527153015,0.4003334045410156,1,1,1,1,0.41956767439842224,3
47,47,0.2331804782152176,0.2304910719394684,0.27374500036239624,1,1,0,0,0.2601759135723114,9
48,48,0.43359628319740295,0.41812047362327576,0.3873731791973114,0,1,1,1,0.44810202717781067,4
49,49,0.3716495633125305,0.357345849275589,0.3909180760383606,1,1,1,0,0.3856065273284912,6
50,50,0.7502638101577759,0.735704243183136,0.7007064819335938,1,1,1,1,0.7647905349731445,9
51,51,0.4824003875255585,0.4592595398426056,0.4103820025920868,1,1,1,1,0.5033989548683167,8
52,52,0.2193715125322342,0.2087424397468567,0.23201315104961395,0,1,1,0,0.23120246827602386,2
53,53,0.2223094552755356,0.2165350615978241,0.25657951831817627,1,1,0,0,0.22926780581474304,3
54,54,0.8707835674285889,0.8658326268196106,0.8541865348815918,1,1,1,1,0.8753988146781921,8
55,55,0.6471234560012817,0.619739294052124,0.5543808341026306,1,1,1,1,0.6694836020469666,8
56,56,0.3642925918102264,0.3544475734233856,0.36304420232772827,0,1,1,0,0.37296926975250244,5
57,57,0.18691258132457733,0.19120320677757266,0.24617978930473328,0,1,0,0,0.19159814715385437,5
58,58,0.2329731732606888,0.2274835854768753,0.20952340960502625,0,1,1,1,0.23841357231140137,3
59,59,0.21719563007354736,0.22650815546512604,0.2605723440647125,0,1,0,0,0.22452303767204285,3
60,60,0.4555953443050385,0.4411919713020325,0.41065359115600586,1,1,1,1,0.4690312147140503,7
61,61,0.2702736854553223,0.2666475772857666,0.26697903871536255,1,1,1,0,0.2730567157268524,3
62,62,0.5618091821670532,0.5455909371376038,0.5076588988304138,1,1,1,1,0.5778926610946655,6
63,63,0.5760784745216371,0.5565117597579956,0.5145140886306763,0,1,1,1,0.5936505794525146,9
64,64,0.39021950960159296,0.3767738342285156,0.35106614232063293,1,1,1,1,0.4030527174472809,6
65,65,0.2762618660926819,0.2915957868099213,0.32121363282203674,0,0,0,0,0.2723618447780609,6
66,66,0.3720601201057434,0.3551894128322601,0.3237611651420593,1,1,1,1,0.39229854941368103,1
67,67,0.7643193602561951,0.7548789978027344,0.7331485152244568,1,1,1,1,0.7734559178352356,2
68,68,0.3901754319667816,0.3788327872753143,0.3480645716190338,1,1,1,1,0.4002609848976135,3
69,69,0.5087621808052063,0.4579997062683106,0.46396350860595703,0,1,1,0,0.561741828918457,9
70,70,0.2874243259429932,0.3160487711429596,0.3702428936958313,0,0,0,0,0.2709599435329437,0
71,71,0.4114740490913391,0.3972651362419128,0.3682977259159088,1,1,1,1,0.42466962337493896,6
72,72,0.7434910535812378,0.7330208420753479,0.7100288271903992,1,1,1,1,0.7530875205993652,8
73,73,0.7781703472137451,0.7710375785827637,0.7563022971153259,1,1,1,1,0.7840172052383423,8
74,74,0.4505559802055359,0.4186932146549225,0.37678107619285583,1,1,1,0,0.4801390767097473,0
75,75,0.5234144926071167,0.5144609212875366,0.4966212809085846,1,1,1,1,0.5325247049331665,2
76,76,0.591436505317688,0.569787323474884,0.5248559713363647,1,1,1,1,0.6129224300384521,9
77,77,0.4678236842155457,0.4498059153556824,0.4093779921531677,1,1,1,1,0.48272573947906494,3
78,78,0.3865154385566712,0.3797786235809326,0.3649812638759613,1,1,1,1,0.39202192425727844,3
79,79,0.8336678743362427,0.8251749277114868,0.8051190376281738,1,1,1,1,0.8415043950080872,8
80,80,0.6638737916946411,0.6472952365875244,0.6060612201690674,1,1,1,1,0.6790951490402222,8
81,81,0.6508388519287109,0.6393041014671326,0.6129385232925415,1,1,1,1,0.6635290384292603,1
82,82,0.8255881667137146,0.8244539499282837,0.8225898146629333,1,1,1,1,0.8265466690063477,1
83,83,0.8035186529159546,0.7861278653144836,0.7403045296669006,1,1,1,1,0.8175225853919983,7
84,84,0.7303352355957031,0.7164110541343689,0.684212863445282,1,1,1,1,0.7415485382080078,2
85,85,0.6110178828239441,0.6011598110198975,0.5785371661186218,0,1,1,1,0.6196662187576294,7
86,86,0.355455219745636,0.33421799540519714,0.297536700963974,1,1,1,0,0.3766741454601288,2
87,87,0.581156849861145,0.567365288734436,0.5374515056610107,0,1,1,1,0.5942476987838745,8
88,88,0.774425208568573,0.7645561099052429,0.7417445182800293,1,1,1,1,0.782813310623169,8
89,89,0.7460267543792725,0.7327724099159241,0.7013233304023743,1,1,1,1,0.7578795552253723,9
90,90,0.6764034032821655,0.6575049757957458,0.6059190630912781,1,1,1,1,0.6888536810874939,0
91,91,0.2317878156900406,0.2493835687637329,0.2830531597137451,0,0,0,0,0.21483224630355835,6
92,92,0.9082428216934204,0.905129611492157,0.8986701965332031,1,1,1,1,0.9108396172523499,8
93,93,0.4437085688114166,0.4370209276676178,0.41866105794906616,1,1,1,1,0.449541300535202,6
94,94,0.34489747881889343,0.33316770195961,0.31965550780296326,1,1,1,0,0.3554624617099762,4
95,95,0.31442543864250183,0.30543306469917303,0.2929614186286926,1,1,1,0,0.32185280323028564,6
96,96,0.5603972673416138,0.5523415803909302,0.5288468599319458,1,1,1,1,0.5696161389350891,6
97,97,0.483304888010025,0.4700178503990173,0.4378923773765564,1,1,1,1,0.4947769045829773,0
98,98,0.9617029428482056,0.9596994519233704,0.9556381702423096,1,1,1,1,0.9636170268058777,0
99,99,0.8002724647521973,0.7925289869308472,0.7746254205703735,1,1,1,1,0.8073980212211609,7
100,100,0.259275883436203,0.2613510489463806,0.3073558807373047,1,1,0,0,0.27668046951293945,4
101,101,0.2808867394924164,0.2671092748641968,0.24833332002162933,1,1,1,0,0.29332491755485535,5
102,102,0.5904532074928284,0.580590546131134,0.5530349016189575,1,1,1,1,0.5998515486717224,6
103,103,0.5749024748802185,0.5692455768585205,0.5538976192474365,1,1,1,1,0.5805893540382385,3
104,104,0.8639175295829773,0.8598026633262634,0.8514965772628784,1,1,1,1,0.8678407073020935,1
105,105,0.8605801463127136,0.8561786413192749,0.8468726277351379,1,1,1,1,0.8649998903274536,1
106,106,0.20197533071041107,0.2195664495229721,0.26480066776275635,1,0,0,0,0.19741202890872955,3
107,107,0.5418291687965393,0.5296641588211061,0.5021554827690125,1,1,1,1,0.5528966188430786,6
108,108,0.5468025803565979,0.5029513835906982,0.4032288193702698,1,1,1,1,0.5855746269226074,8
109,109,0.7185536026954651,0.7101792097091675,0.6922274827957153,1,1,1,1,0.7264651656150818,7
110,110,0.2786427736282349,0.2725443542003632,0.3050025701522827,1,1,1,0,0.28469133377075195,4
111,111,0.7357506155967712,0.7237557768821716,0.6984004378318787,1,1,1,1,0.7471655011177063,0
112,112,0.4669384062290192,0.44955435395240784,0.40414831042289734,0,1,1,1,0.4807741641998291,2
113,113,0.496738463640213,0.4895657300949097,0.4672205150127411,1,1,1,1,0.501991868019104,2
114,114,0.7159645557403564,0.6934175491333008,0.638390839099884,1,1,1,1,0.7358311414718628,1
115,115,0.4827249646186829,0.4686878621578217,0.43206316232681274,1,1,1,1,0.4935154616832733,3
116,116,0.6276825070381165,0.6049397587776184,0.5542564988136292,1,1,1,1,0.6460167765617371,0
117,117,0.3813432157039641,0.3675890564918518,0.3459785282611847,1,1,1,0,0.39412975311279297,4
118,118,0.4508470594882965,0.4364190697669983,0.40479305386543274,0,1,1,1,0.4639158844947815,3
119,119,0.33103954792022705,0.3396302759647369,0.3790567219257355,0,1,0,0,0.3457593023777008,5
120,120,0.6315345764160156,0.6178028583526611,0.5756329298019409,1,1,1,1,0.6425837278366089,8
121,121,0.578085720539093,0.5669487118721008,0.5457196831703186,0,1,1,1,0.5891600251197815,4
122,122,0.6952803134918213,0.6872876286506653,0.668380618095398,1,1,1,1,0.7023321986198425,1
123,123,0.7231246829032898,0.7138684391975403,0.6946602463722229,1,1,1,1,0.7317711710929871,2
124,124,0.7058028578758241,0.692008912563324,0.6581809520721436,1,1,1,1,0.7185996770858765,8
125,125,0.2789249420166016,0.27970218658447266,0.295158326625824,0,1,1,0,0.2781188189983368,2
126,126,0.2889057695865631,0.283418208360672,0.26619753241539,1,1,1,1,0.2907107472419739,8
127,127,0.4519336521625519,0.44575196504592896,0.42781540751457214,1,1,1,1,0.4579147398471832,3
128,128,0.4131630063056946,0.4142689406871796,0.4094279110431671,0,1,1,1,0.4105263352394104,3
129,129,0.4532962441444397,0.4261378049850464,0.365224152803421,1,1,1,1,0.4772913157939911,2
130,130,0.4406223893165589,0.4244258999824524,0.39059126377105713,1,1,1,1,0.45558831095695496,4
131,131,0.9740411639213562,0.9724975228309632,0.9691810607910156,1,1,1,1,0.9754760265350342,1
132,132,0.4692478179931641,0.4340890645980835,0.40408122539520264,1,1,1,0,0.49801337718963623,8
133,133,0.9241026043891908,0.9210442900657654,0.9136152863502502,1,1,1,1,0.9271705746650696,9
134,134,0.5062258243560791,0.4820732176303864,0.42865219712257385,1,1,1,1,0.5272514820098877,1
135,135,0.35345223546028137,0.34046101570129395,0.3116237223148346,1,1,1,0,0.36635732650756836,2
136,136,0.8095125555992126,0.8038983941078186,0.789539098739624,1,1,1,1,0.8150219917297363,9
137,137,0.6344828605651855,0.6174375414848328,0.5831166505813599,1,1,1,1,0.6499202847480774,7
138,138,0.432211309671402,0.4224192798137665,0.3996228873729706,1,1,1,1,0.4414421021938324,2
139,139,0.7420035600662231,0.7292349338531494,0.7024295926094055,0,1,1,1,0.7532640099525452,8
140,140,0.3121592700481415,0.29662105441093445,0.27215340733528137,1,1,1,0,0.3264513611793518,6
141,141,0.7351416349411011,0.7291531562805176,0.7178735733032227,1,1,1,1,0.7398977875709534,5
142,142,0.6540993452072144,0.6322725415229797,0.5798684358596802,1,1,1,1,0.6744783520698547,6
143,143,0.27450719475746155,0.3027912974357605,0.3618679344654083,1,0,0,0,0.2503841519355774,3
144,144,0.7241739630699158,0.7116760015487671,0.6822509169578552,1,1,1,1,0.7358524203300476,8
145,145,0.5285392999649048,0.5132069587707521,0.4781787097454071,1,1,1,1,0.5418460369110107,7
146,146,0.5698314309120178,0.5589010119438171,0.52939772605896,1,1,1,1,0.5802829265594482,6
147,147,0.5009990334510803,0.4797031879425049,0.4381074011325836,0,1,1,1,0.5202699899673462,5
148,148,0.6221746802330017,0.6080153584480286,0.5752112865447998,1,1,1,1,0.6356245279312134,5
149,149,0.4905851781368256,0.4689987301826477,0.4241701066493988,1,1,1,1,0.5098519325256348,2
150,150,0.6716166138648987,0.659855842590332,0.633258581161499,1,1,1,1,0.6822130084037781,8
151,151,0.6281730532646179,0.6202571392059326,0.6001266241073608,1,1,1,1,0.6365527510643005,9
152,152,0.3203965425491333,0.3108751475811005,0.28716322779655457,1,1,1,1,0.33010202646255493,6
153,153,0.696020781993866,0.6798927187919617,0.6389890909194946,1,1,1,1,0.7094743847846985,0
154,154,0.7377146482467651,0.7164155840873718,0.6670226454734802,1,1,1,1,0.7566967010498047,0
155,155,0.3709602653980255,0.3464183211326599,0.31686776876449585,1,1,1,0,0.39244163036346436,5
156,156,0.5671117901802063,0.5443441271781921,0.4915805757045746,1,1,1,1,0.5872217416763306,2
157,157,0.8039350509643555,0.7949999570846558,0.7699188590049744,1,1,1,1,0.8113259673118591,9
158,158,0.2875136733055115,0.28631147742271423,0.28331702947616577,0,1,1,0,0.28810247778892517,3
159,159,0.6231698989868164,0.6144863963127136,0.5970820188522339,1,1,1,1,0.6311340928077698,4
160,160,0.8591448664665222,0.8519978523254395,0.8350555896759033,1,1,1,1,0.865507185459137,2
161,161,0.7559279203414917,0.7437983155250549,0.7113268375396729,1,1,1,1,0.765964925289154,1
162,162,0.23370783030986786,0.2259538024663925,0.22890014946460724,1,1,1,0,0.24289201200008392,6
163,163,0.4024558961391449,0.3906212151050568,0.3639364540576935,1,1,1,1,0.4149053990840912,6
164,164,0.4266529381275177,0.41251179575920105,0.44499605894088745,1,1,1,0,0.44062939286231995,8
165,165,0.3416184484958649,0.37658783793449396,0.43815112113952637,0,0,0,0,0.30629828572273254,7
166,166,0.7662215828895569,0.7563418745994568,0.7352659106254578,1,1,1,1,0.775395393371582,8
167,167,0.33015134930610657,0.34443899989128113,0.38819459080696106,0,1,0,0,0.34041258692741394,6
168,168,0.2333176583051681,0.2625248432159424,0.31723514199256897,0,0,0,0,0.23164887726306915,7
169,169,0.4309343695640564,0.4194175601005554,0.4133841097354889,1,1,1,0,0.44406071305274963,0
170,170,0.7657859325408936,0.7541783452033997,0.7275654673576355,1,1,1,1,0.7766309380531311,9
171,171,0.5200740694999695,0.5019014477729797,0.459272176027298,1,1,1,1,0.5371922254562378,9
172,172,0.2240117937326432,0.24934273958206174,0.32817456126213074,1,1,0,0,0.22073492407798767,9
173,173,0.455221027135849,0.4419728815555573,0.4089350402355194,1,1,1,1,0.4708356261253357,8
174,174,0.7298422455787659,0.7243369817733765,0.7118575572967529,1,1,1,1,0.7347238063812256,9
175,175,0.9100894927978516,0.9075971245765686,0.9019553065299988,1,1,1,1,0.9127981662750244,9
176,176,0.3745748996734619,0.3611999750137329,0.3270992338657379,1,1,1,1,0.3835142254829407,3
177,177,0.3413598835468292,0.3313197195529938,0.31052160263061523,1,1,1,1,0.3530825078487396,7
178,178,0.25176993012428284,0.2686194479465485,0.3066498041152954,1,0,0,0,0.2372104525566101,5
179,179,0.7533593177795409,0.7429189085960388,0.7223132252693176,1,1,1,1,0.7636285424232483,0
180,180,0.9387393593788148,0.9355998635292052,0.9287539720535278,1,1,1,1,0.9416215419769287,0
181,181,0.4398981928825377,0.4114758670330048,0.3562737703323364,1,1,1,1,0.4670731723308563,5
182,182,0.4678663015365601,0.461744874715805,0.4462873339653015,1,1,1,1,0.47391989827156067,2
183,183,0.31054484844207764,0.3063895404338837,0.29347512125968933,1,1,1,1,0.3141505718231201,2
184,184,0.3332285284996033,0.3656264841556549,0.4310157895088196,0,0,0,0,0.33937832713127136,0
185,185,0.7801516652107239,0.7757104635238647,0.7630956768989563,1,1,1,1,0.7841944694519043,8
186,186,0.4440646767616272,0.4294641315937042,0.40382856130599976,1,1,1,1,0.4573819935321808,6
187,187,0.2615043818950653,0.25992971658706665,0.2973875105381012,1,1,0,0,0.26981663703918457,3
188,188,0.3724918067455292,0.355540543794632,0.33546262979507446,0,1,1,0,0.38949039578437805,3
189,189,0.4957934021949768,0.5024464130401611,0.526627779006958,1,1,0,0,0.5083778500556946,0
190,190,0.5650880932807922,0.5407936573028564,0.49155908823013306,1,1,1,1,0.584340512752533,5
191,191,0.2827877104282379,0.2709101736545563,0.33143213391304016,1,1,0,0,0.3187592625617981,8
192,192,0.25870805978775024,0.2779732942581177,0.3189083933830261,1,0,0,0,0.25710830092430115,0
193,193,0.8200114965438843,0.8147786855697632,0.7997865080833435,1,1,1,1,0.8233269453048706,1
194,194,0.3734847009181976,0.3591179847717285,0.3267748951911926,1,1,1,1,0.38744083046913147,7
195,195,0.3335815370082855,0.3237810730934143,0.3030519485473633,1,1,1,1,0.34300971031188965,2
196,196,0.7757043242454529,0.7673841714859009,0.7493693232536316,1,1,1,1,0.7840014696121216,8
197,197,0.6515102386474609,0.6245014071464539,0.567968487739563,1,1,1,1,0.6775407791137695,8
198,198,0.8220776915550232,0.8180221915245056,0.8092519044876099,1,1,1,1,0.8259369730949402,7
199,199,0.3434939086437225,0.3148452937602997,0.27517130970954895,1,1,1,0,0.37240779399871826,8
200,200,0.3905367851257324,0.3796738088130951,0.38566091656684875,1,1,1,0,0.4023609459400177,5
201,201,0.3364517092704773,0.31024882197380066,0.3673378527164459,1,1,0,0,0.37173521518707275,1
202,202,0.7584242820739746,0.7505292892456055,0.7316862344741821,1,1,1,1,0.7664383053779602,8
203,203,0.6732746958732605,0.6561169028282166,0.6199719309806824,1,1,1,1,0.6876967549324036,7
204,204,0.6918888688087463,0.6875974535942078,0.6830555200576782,1,1,1,1,0.6956616044044495,1
205,205,0.4839712679386139,0.4745124578475952,0.45795515179634094,1,1,1,1,0.4917352497577667,3
206,206,0.4149041771888733,0.3860433697700501,0.3838067352771759,1,1,1,0,0.4395921528339386,0
207,207,0.4664829969406128,0.4521252512931824,0.4218365252017975,1,1,1,1,0.47981178760528564,5
208,208,0.7000693082809448,0.6921478509902954,0.6739509105682373,1,1,1,1,0.7076377272605896,7
209,209,0.5584492683410645,0.5234766602516174,0.4452517032623291,1,1,1,1,0.587032675743103,9
210,210,0.21027439832687372,0.2210061401128769,0.2595887780189514,0,1,0,0,0.21062366664409637,2
211,211,0.50208979845047,0.484163224697113,0.44435983896255493,1,1,1,1,0.517091691493988,4
212,212,0.7964115142822266,0.7815770506858826,0.7468404769897461,1,1,1,1,0.8096245527267456,5
213,213,0.3992791473865509,0.4384318292140961,0.5154542922973633,0,0,0,0,0.37963637709617615,7
214,214,0.5317695736885071,0.5159866809844971,0.4801568388938904,1,1,1,1,0.5455573201179504,8
215,215,0.6636343002319336,0.6320011615753174,0.5649772882461548,1,1,1,1,0.6939589977264404,0
216,216,0.8855847120285034,0.8826268315315247,0.8759377598762512,1,1,1,1,0.8883993625640869,7
217,217,0.7099131345748901,0.6733257174491882,0.5741941928863525,1,1,1,1,0.7401894927024841,9
218,218,0.8299917578697205,0.8141803145408629,0.7753522396087646,0,1,1,1,0.8422278761863708,0
219,219,0.43413400650024414,0.42665860056877136,0.4091969132423401,1,1,1,1,0.4405522346496582,2
220,220,0.7509406805038452,0.7406689524650574,0.7168241143226624,1,1,1,1,0.7599044442176819,7
221,221,0.3219665884971619,0.3125965595245361,0.32257845997810364,1,1,1,0,0.33124491572380066,6
222,222,0.8196390867233276,0.8131687045097351,0.800674557685852,1,1,1,1,0.824936032295227,9
223,223,0.37977683544158936,0.3560266196727753,0.30874499678611755,1,1,1,1,0.4027364253997803,4
224,224,0.2731911540031433,0.2986053228378296,0.354207843542099,1,0,0,0,0.2536028027534485,3
225,225,0.7884226441383362,0.7692173719406128,0.7192591428756714,1,1,1,1,0.804667592048645,9
226,226,0.2810544967651367,0.2755095064640045,0.2603469491004944,0,1,1,1,0.28742003440856934,4
227,227,0.2965203821659088,0.28259170055389404,0.2919588088989258,1,1,1,0,0.31082087755203247,4
228,228,0.3726660907268524,0.344113290309906,0.3706517517566681,1,1,1,0,0.39969009160995483,7
229,229,0.23524877429008484,0.2547009885311127,0.2977088987827301,0,1,0,0,0.24245649576187134,3
230,230,0.8626909852027893,0.8575461506843567,0.8457290530204773,1,1,1,1,0.867501437664032,5
231,231,0.95099276304245,0.9490254521369934,0.9449122548103333,1,1,1,1,0.9528005123138428,1
232,232,0.3679412007331848,0.38209617137908936,0.410532683134079,1,0,0,0,0.3595930337905884,5
233,233,0.2707775831222534,0.3125607669353485,0.39544254541397095,1,0,0,0,0.2791750133037567,8
234,234,0.7380410432815552,0.7269166111946106,0.6889131665229797,1,1,1,1,0.7457988858222961,8
235,235,0.9543306231498718,0.952296793460846,0.9479366540908813,1,1,1,1,0.956217348575592,0
236,236,0.5173307657241821,0.5085948705673218,0.48374465107917786,1,1,1,1,0.5260812044143677,4
237,237,0.2254510521888733,0.2445698827505112,0.28676965832710266,1,0,0,0,0.21274662017822266,0
238,238,0.410273939371109,0.3858476579189301,0.3452620804309845,0,1,1,1,0.435098797082901,0
239,239,0.6957965493202211,0.6829743385314941,0.6549909710884094,1,1,1,1,0.7078935503959656,5
240,240,0.8572558760643005,0.8541073799133301,0.8476470112800598,1,1,1,1,0.8598210215568542,1
241,241,0.6285036206245422,0.6135414838790894,0.5770881175994873,1,1,1,1,0.6426739692687988,1
242,242,0.2534838914871216,0.28501084446907043,0.3492956757545471,0,0,0,0,0.2291082739830017,9
243,243,0.7289109230041504,0.7008745074272156,0.6324885487556458,1,1,1,1,0.7521449327468872,9
244,244,0.90814471244812,0.904145121574402,0.8947710394859314,1,1,1,1,0.9120537638664246,0
245,245,0.4437009394168854,0.4252308011054993,0.3896583914756775,1,1,1,1,0.461588054895401,3
246,246,0.7067207098007202,0.6929784417152405,0.6599527597427368,1,1,1,1,0.718917965888977,1
247,247,0.6505545377731323,0.6383536458015442,0.6126412153244019,0,1,1,1,0.6624646186828613,8
248,248,0.6211405992507935,0.6101284027099609,0.586068868637085,1,1,1,1,0.6306213140487671,2
249,249,0.324775755405426,0.3323893845081329,0.384033203125,1,1,0,0,0.3423035740852356,2
250,250,0.4643850028514862,0.4457656145095825,0.4150024354457855,1,1,1,1,0.48078909516334534,5
251,251,0.5006962418556213,0.4855550229549408,0.4535272717475891,1,1,1,1,0.5162376165390015,3
252,252,0.8463428020477295,0.8439871668815613,0.8385807275772095,1,1,1,1,0.8485998511314392,9
253,253,0.4573448896408081,0.4437015950679779,0.41077786684036255,1,1,1,1,0.4721096158027649,9
254,254,0.2630062997341156,0.2797388434410095,0.3141418397426605,0,0,0,0,0.27202725410461426,6
255,255,0.4397925436496735,0.4234840273857117,0.3835909366607666,1,1,1,1,0.4561997354030609,0
256,256,0.3195444345474243,0.3351723849773407,0.3645819425582886,0,0,0,0,0.3135530948638916,6
257,257,0.8496905565261841,0.8422158360481262,0.8260255455970764,1,1,1,1,0.8565222024917603,0
258,258,0.5567988753318787,0.5200411081314087,0.4505598545074463,0,1,1,1,0.5923186540603638,8
259,259,0.5409973859786987,0.5149496197700499,0.4544253945350647,1,1,1,1,0.5619942545890808,9
260,260,0.33796370029449463,0.309552401304245,0.27076244354248047,1,1,1,0,0.36863502860069275,8
261,261,0.5376116037368774,0.5237057209014893,0.4927727282047272,1,1,1,1,0.550956130027771,1
262,262,0.3690560460090637,0.3956010937690735,0.44971925020217896,1,0,0,0,0.3769192695617676,5
263,263,0.2049049735069275,0.21964791417121887,0.25221434235572815,0,0,0,0,0.19729575514793396,6
264,264,0.3874371647834778,0.39795756340026855,0.45101797580718994,0,1,0,0,0.41312381625175476,8
265,265,0.7631244659423828,0.750685453414917,0.718180775642395,1,1,1,1,0.7735502123832703,8
266,266,0.20181705057621,0.2212434411048889,0.26552915573120117,1,0,0,0,0.1931767761707306,2
267,267,0.783286452293396,0.7755783200263977,0.7597538828849792,1,1,1,1,0.7907289862632751,4
268,268,0.6628300547599792,0.6458476781845093,0.6029369235038757,1,1,1,1,0.6776977777481079,7
269,269,0.5335175991058351,0.5067260265350342,0.45439091324806213,1,1,1,1,0.5615893602371216,0
270,270,0.3087474703788757,0.3075484931468964,0.34466034173965454,1,1,0,0,0.3163798451423645,2
271,271,0.3897444009780884,0.3743654191493988,0.3490716516971588,0,1,1,0,0.40365728735923767,5
272,272,0.6083810925483704,0.60072922706604,0.586734414100647,1,1,1,1,0.6141526103019714,6
