,sample_idx,Carmon2019Unlabeled_cifar10_autoaugment_trades1_255_adv_conf1_255,Carmon2019Unlabeled_cifar10_autoaugment_trades1_255_is_acc,Carmon2019Unlabeled_cifar10_autoaugment_trades1_255_is_rob1_255,Carmon2019Unlabeled_cifar10_autoaugment_trades1_255_nat_conf,Carmon2019Unlabeled_cifar10_autoaugment_trades1_255_pred
78,78,0.9845659136772156,1,1,0.9929901361465454,3
79,79,0.9963449835777283,1,1,0.9967013001441956,8
80,80,0.9958271384239197,1,1,0.9970494508743286,8
81,81,0.5270301103591919,1,1,0.758899986743927,1
82,82,0.9990366697311401,1,1,0.9991112351417542,1
83,83,0.9983637928962708,1,1,0.9985539317131042,7
84,84,0.9952175617218018,1,1,0.996291995048523,2
85,85,0.7425532341003418,0,0,0.7321546077728271,7
86,86,0.9889057874679565,1,1,0.9944738745689392,2
87,87,0.9050947427749634,1,1,0.971270740032196,7
88,88,0.9978474378585815,1,1,0.9982438087463379,8
89,89,0.9986258745193481,1,1,0.9987626075744629,9
90,90,0.9988356232643127,1,1,0.9989497065544128,0
91,91,0.9977400302886963,1,1,0.9980962872505188,3
92,92,0.9984118938446045,1,1,0.9985927939414978,8
93,93,0.9975289702415466,1,1,0.9978734254837036,6
94,94,0.6834433674812317,1,1,0.9632745385169983,4
95,95,0.9969040751457214,1,1,0.9977967739105225,6
96,96,0.9987994432449341,1,1,0.9991440773010254,6
97,97,0.9804002046585083,1,1,0.9830746054649353,0
98,98,0.9981153011322021,1,1,0.9981759786605835,0
99,99,0.9981502294540405,1,1,0.9984062314033508,7
100,100,0.5191842317581177,1,1,0.9162276983261108,4
101,101,0.9472519159317017,1,1,0.9865778684616089,5
102,102,0.9988598823547363,1,1,0.9990390539169312,6
103,103,0.9974238872528076,1,1,0.9986473917961121,3
104,104,0.9989491105079651,1,1,0.9990538954734802,1
105,105,0.9984461665153503,1,1,0.9985456466674805,1
106,106,0.9945175051689148,1,1,0.9963862895965576,3
107,107,0.9979410767555237,1,1,0.998465895652771,6
108,108,0.9981549382209778,1,1,0.9984708428382874,8
109,109,0.9990190267562866,1,1,0.9990971088409424,7
110,110,0.997780978679657,1,1,0.9984727501869202,4
111,111,0.9992498755455017,1,1,0.9993693232536316,0
112,112,0.9958576560020447,1,1,0.9965750575065613,6
113,113,0.9964836835861206,1,1,0.9972639083862305,2
114,114,0.9989323019981384,1,1,0.9992378950119019,1
115,115,0.9964894652366638,1,1,0.9971491694450378,3
116,116,0.9979451298713684,1,1,0.9984099864959717,0
117,117,0.4588618576526642,1,1,0.6181216239929199,4
118,118,0.6360363364219666,1,1,0.9264765977859497,2
119,119,0.9862280488014221,1,1,0.9942926168441772,7
120,120,0.9959271550178528,1,1,0.9974314570426941,8
121,121,0.7698836326599121,1,1,0.9303992390632629,3
122,122,0.9981836676597595,1,1,0.9985256791114807,1
123,123,0.9986408352851868,1,1,0.9987279772758484,2
124,124,0.9982182383537292,1,1,0.9986445307731628,8
125,125,0.4661717712879181,0,0,0.7194007039070129,8
126,126,0.9928519129753113,1,1,0.9946411848068237,8
127,127,0.9804415702819824,1,1,0.9899266958236694,3
128,128,0.813011109828949,0,0,0.5883951783180237,3
129,129,0.9882021546363831,1,1,0.9963578581809998,2
130,130,0.9988948702812195,1,1,0.9991698265075684,4
131,131,0.9988375306129456,1,1,0.9989432692527771,1
132,132,0.9979963898658752,1,1,0.9983935952186584,8
133,133,0.9991890788078308,1,1,0.9992712140083313,9
134,134,0.9964767098426819,1,1,0.9969410300254822,1
135,135,0.9968204498291016,1,1,0.9973936080932617,2
136,136,0.9985443353652954,1,1,0.9987723231315613,9
137,137,0.9991012811660767,1,1,0.9992089867591858,7
138,138,0.997684121131897,1,1,0.9981093406677246,2
139,139,0.963981568813324,1,1,0.986412525177002,9
140,140,0.961143970489502,1,1,0.9934333562850952,6
141,141,0.9990849494934082,1,1,0.9992071986198425,5
142,142,0.9919642210006714,1,1,0.9947139620780945,6
143,143,0.9958831071853638,1,1,0.9973112344741821,3
144,144,0.997418999671936,1,1,0.9978813529014587,8
145,145,0.9849023222923279,1,1,0.9947468638420105,7
146,146,0.9979813694953918,1,1,0.9982823133468628,6
147,147,0.6173790693283081,0,1,0.9276226758956909,5
148,148,0.9889187216758728,1,1,0.9931967258453369,5
149,149,0.9976582527160645,1,1,0.9980217218399048,2
150,150,0.9965701103210449,1,1,0.9972520470619202,8
151,151,0.9964828491210938,1,1,0.9982038736343384,9
152,152,0.9968600273132324,1,1,0.9975456595420837,6
153,153,0.9967523813247681,1,1,0.9976425766944885,0
154,154,0.9969009160995483,1,1,0.9974138736724854,0
155,155,0.9977918863296509,1,1,0.9980753660202026,5
156,156,0.9975489974021912,1,1,0.9982694387435913,2
157,157,0.9991381168365479,1,1,0.999288022518158,9
158,158,0.9219258427619934,1,1,0.9709780812263489,5
159,159,0.9985637068748474,1,1,0.9988090991973877,4
160,160,0.9975128173828125,1,1,0.9977278113365173,2
161,161,0.9988934397697449,1,1,0.9990119934082031,1
162,162,0.8847153186798096,1,0,0.47159895300865173,6
163,163,0.9757188558578491,1,1,0.9923658967018127,6
164,164,0.9883153438568115,0,1,0.9939109086990356,0
165,165,0.9109618663787842,1,0,0.5410075783729553,4
166,166,0.9944189786911011,1,1,0.9966700673103333,8
167,167,0.9800292253494263,1,1,0.9933444261550903,4
168,168,0.9983707070350647,1,1,0.9986446499824524,5
169,169,0.9825214743614197,1,1,0.991472065448761,0
170,170,0.9983172416687012,1,1,0.9986311793327332,9
171,171,0.8107934594154358,1,1,0.9493128657341003,9
172,172,0.9946869611740112,1,1,0.9962881803512573,9
173,173,0.9991233944892883,1,1,0.9992823004722595,8
174,174,0.998934805393219,1,1,0.9990934133529663,9
175,175,0.9988383650779724,1,1,0.9989398121833801,9
176,176,0.9937375783920288,1,1,0.9946107864379883,3
177,177,0.9983404874801636,1,1,0.998654842376709,7
178,178,0.5086694359779358,0,0,0.8845617771148682,3
179,179,0.9991115927696228,1,1,0.9992520213127136,0
180,180,0.9980528354644775,1,1,0.998246431350708,0
181,181,0.9923967719078064,1,1,0.9932243227958679,5
182,182,0.9986739158630371,1,1,0.9988514184951782,2
183,183,0.944649875164032,1,1,0.9661787152290344,2
184,184,0.9943947792053223,1,1,0.9957220554351807,3
185,185,0.9980559349060059,1,1,0.9983637928962708,8
186,186,0.9781016707420349,1,1,0.9928295016288757,6
187,187,0.6027380228042603,1,1,0.9288727641105652,3
188,188,0.9755776524543762,1,1,0.9809622168540955,4
189,189,0.9820941090583801,1,1,0.9907434582710266,0
190,190,0.9987269043922424,1,1,0.9989105463027954,5
191,191,0.9833210706710815,1,1,0.9950359463691711,8
192,192,0.9071465134620667,1,1,0.9616745114326477,0
193,193,0.9988003969192505,1,1,0.9989709854125977,1
194,194,0.9985417127609253,1,1,0.9988428354263306,7
195,195,0.7971671223640442,1,0,0.5298389792442322,2
196,196,0.9973704814910889,1,1,0.9977734684944153,8
197,197,0.995896577835083,1,1,0.9965907335281372,8
198,198,0.998529314994812,1,1,0.9988341927528381,7
199,199,0.9949117302894592,1,1,0.9964836835861206,8
200,200,0.9738274216651917,1,1,0.9946966171264648,5
201,201,0.9979681372642517,1,1,0.9984713196754456,1
202,202,0.9973656535148621,1,1,0.997664213180542,8
203,203,0.9978944659233093,1,1,0.9981749057769775,7
204,204,0.9987826943397522,1,1,0.9989275336265564,1
205,205,0.9959967136383057,1,1,0.9970797896385193,3
206,206,0.9470106363296509,1,1,0.9802682399749756,0
207,207,0.9985370635986328,1,1,0.9987640380859375,5
208,208,0.9990002512931824,1,1,0.9991018772125244,7
209,209,0.9977795481681824,1,1,0.9980306029319763,9
210,210,0.9965278506278992,1,1,0.9974349141120911,7
211,211,0.9971457123756409,1,1,0.9976045489311218,4
212,212,0.998656153678894,1,1,0.9987868666648865,5
213,213,0.9000422358512878,0,1,0.9829187393188477,8
214,214,0.9934426546096802,1,1,0.9965285658836365,8
215,215,0.9989185333251953,1,1,0.999005138874054,0
216,216,0.9983356595039368,1,1,0.9984799027442932,7
217,217,0.9981414079666138,1,1,0.9985207915306091,9
218,218,0.929343044757843,1,1,0.9510533213615417,8
219,219,0.9988491535186768,1,1,0.9989727735519409,2
220,220,0.9960164427757263,1,1,0.9981040954589844,7
221,221,0.5505989789962769,1,0,0.9284089207649231,6
222,222,0.9993391633033752,1,1,0.9994451403617859,9
223,223,0.9655041694641113,1,1,0.9896413683891296,4
224,224,0.9307016134262085,0,1,0.9828082919120789,4
225,225,0.9963601231575012,1,1,0.998238205909729,9
226,226,0.6785843968391418,0,0,0.6060481071472168,4
227,227,0.9954888224601746,1,1,0.9965253472328186,4
228,228,0.9972615242004395,1,1,0.9978240728378296,7
229,229,0.9890748858451843,1,1,0.9956417083740234,6
230,230,0.9991890788078308,1,1,0.9993327260017395,5
231,231,0.9985396862030029,1,1,0.998670220375061,1
232,232,0.9874752163887024,1,1,0.9938183426856995,5
233,233,0.9969401359558105,1,1,0.9982085227966309,8
234,234,0.9974391460418701,1,1,0.9981552958488464,8
235,235,0.9988136291503906,1,1,0.9989317059516907,0
236,236,0.990921139717102,1,1,0.9936860203742981,4
237,237,0.8098596334457397,1,1,0.960798442363739,0
238,238,0.9963902831077576,1,1,0.9971490502357483,5
239,239,0.9984878301620483,1,1,0.9986647367477417,5
240,240,0.9987351298332214,1,1,0.9988980293273926,1
241,241,0.992324709892273,1,1,0.997424840927124,1
242,242,0.9075097441673279,1,1,0.9776370525360107,8
243,243,0.9982535243034363,1,1,0.9984625577926636,9
244,244,0.9968480467796326,1,1,0.997229278087616,0
245,245,0.3949666917324066,0,0,0.5322486162185669,8
246,246,0.9995847344398499,1,1,0.9996397495269775,1
247,247,0.9852439165115356,1,1,0.9885205626487732,9
248,248,0.9992663264274597,1,1,0.9993903636932373,2
249,249,0.9532365202903748,1,1,0.9851367473602295,2
250,250,0.9977292418479919,1,1,0.9980776309967041,5
251,251,0.9959548711776733,1,1,0.9973393082618713,3
252,252,0.9985864162445068,1,1,0.9988160133361816,9
253,253,0.9975918531417847,1,1,0.9980828762054443,9
254,254,0.9945906400680542,1,1,0.9979420304298401,4
255,255,0.9960783123970032,1,1,0.9968975782394409,0
256,256,0.9990227222442627,1,1,0.9991616010665894,3
257,257,0.9899841547012329,1,1,0.9927351474761963,0
258,258,0.8373605012893677,1,1,0.975927472114563,0
259,259,0.9987693428993225,1,1,0.9989150762557983,9
260,260,0.9979793429374695,1,1,0.9984182119369507,8
261,261,0.9965409636497498,1,1,0.9975308775901794,1
262,262,0.9968302845954895,1,1,0.997748076915741,5
263,263,0.9956246018409729,1,1,0.997244119644165,7
264,264,0.6077113747596741,0,0,0.7369689345359802,8
265,265,0.9908623695373535,1,1,0.993553638458252,8
266,266,0.9820477962493896,1,1,0.9888139367103577,2
267,267,0.9978893399238586,1,1,0.9983433485031128,4
268,268,0.9982556700706482,1,1,0.998536229133606,7
269,269,0.8476982116699219,0,0,0.5286641120910645,6
270,270,0.9937333464622498,1,1,0.9962255954742432,2
271,271,0.8192001581192017,1,0,0.528073251247406,3
272,272,0.9987499713897705,1,1,0.9989209175109863,6
273,273,0.8797598481178284,1,1,0.9734461307525635,3
274,274,0.9974253177642822,1,1,0.997893750667572,8
275,275,0.9847230911254883,0,1,0.9911491870880127,3
276,276,0.9955161213874817,1,1,0.9970002770423889,0
277,277,0.8662022352218628,1,1,0.9551956057548523,3
278,278,0.998141884803772,1,1,0.9986855387687683,4
279,279,0.9449390769004822,1,1,0.9745690822601318,3
280,280,0.9991081357002258,1,1,0.9992395639419556,9
281,281,0.9973646998405457,1,1,0.9976775050163269,0
282,282,0.9968498349189758,1,1,0.9974995255470276,6
283,283,0.9977301955223083,1,1,0.9977647066116333,1
284,284,0.9757556319236755,1,1,0.9889819025993347,0
285,285,0.9982537627220154,1,1,0.9985888600349426,9
286,286,0.9988080263137817,1,1,0.9989733695983887,1
287,287,0.9900897741317749,1,1,0.9948847889900208,0
288,288,0.9991575479507446,1,1,0.9992227554321289,7
289,289,0.998353123664856,1,1,0.998516857624054,9
290,290,0.9983322024345398,1,1,0.9984524250030518,1
291,291,0.9976274371147156,1,1,0.9979830980300903,2
292,292,0.9984734654426575,1,1,0.9987062215805054,6
293,293,0.9833270907402039,1,1,0.993071973323822,9
294,294,0.9959278702735901,1,1,0.996957540512085,3
295,295,0.9965421557426453,1,1,0.9973117113113403,4
296,296,0.9981108903884888,1,1,0.9983294606208801,6
297,297,0.9981763362884521,1,1,0.9982532858848572,0
298,298,0.9987987279891968,1,1,0.9991124272346497,0
299,299,0.9980022311210632,1,1,0.9984982013702393,6
300,300,0.999528169631958,1,1,0.9996216297149658,6
301,301,0.9973764419555664,1,1,0.9979875087738037,6
302,302,0.9907943606376648,1,1,0.9937705397605896,3
303,303,0.9985628724098206,1,1,0.9987439513206482,2
304,304,0.99595707654953,1,1,0.9965218305587769,6
305,305,0.9976546168327332,1,1,0.99782395362854,1
306,306,0.9933910369873047,1,1,0.9961503744125366,8
307,307,0.9411188960075378,1,1,0.9886918067932129,2
308,308,0.9806259870529175,1,1,0.9927119016647339,1
309,309,0.8427266478538513,1,0,0.5587096810340881,6
310,310,0.9973329305648804,1,1,0.9976939558982849,8
311,311,0.9992616772651672,1,1,0.9993593096733093,6
312,312,0.5445210337638855,0,1,0.9222039580345154,0
313,313,0.6299012899398804,0,0,0.5797654390335083,2
314,314,0.9543960690498352,1,1,0.9855257868766785,4
315,315,0.9917024970054626,1,1,0.994115948677063,0
316,316,0.9886271357536316,1,1,0.9969555139541626,7
317,317,0.9990307092666626,1,1,0.9991330504417419,7
318,318,0.9966422319412231,1,1,0.9974381923675537,5
319,319,0.9988216757774353,1,1,0.9990696310997009,5
320,320,0.9969958066940308,1,1,0.9975993037223816,3
321,321,0.9989651441574097,1,1,0.9991076588630676,5
322,322,0.9967684745788574,1,1,0.9972844123840332,2
323,323,0.8547304272651672,1,1,0.9763044714927673,3
324,324,0.9846914410591125,1,1,0.9948305487632751,4
325,325,0.9988038539886475,1,1,0.999017596244812,1
326,326,0.9984117746353149,1,1,0.9987170696258545,7
327,327,0.9958912134170532,1,1,0.9974237680435181,5
328,328,0.9975717663764954,1,1,0.9978894591331482,4
329,329,0.9980181455612183,1,1,0.9984616041183472,6
330,330,0.9987892508506775,1,1,0.9988688826560974,1
331,331,0.9990328550338745,1,1,0.9991205334663391,9
332,332,0.6723865270614624,1,0,0.6393934488296509,3
333,333,0.9985561966896057,1,1,0.9987952709197998,6
334,334,0.9983861446380615,1,1,0.9987572431564331,6
335,335,0.9967208504676819,1,1,0.9977954626083374,9
336,336,0.998324453830719,1,1,0.9985920786857605,3
337,337,0.9979596138000488,1,1,0.9984787106513977,8
338,338,0.9985395669937134,1,1,0.9986351132392883,0
339,339,0.9989508390426636,1,1,0.999118983745575,7
340,340,0.58524090051651,1,1,0.9281643033027649,2
341,341,0.9980046153068542,1,1,0.9983429908752441,6
342,342,0.9826968908309937,1,1,0.9899264574050903,2
343,343,0.9970816969871521,1,1,0.9977753758430481,5
344,344,0.9977627992630005,1,1,0.9982422590255737,8
345,345,0.9961578249931335,1,1,0.997991681098938,5
346,346,0.947597861289978,1,1,0.9838389158248901,4
347,347,0.998449444770813,1,1,0.9986949563026428,6
348,348,0.9978817105293274,1,1,0.9982150793075562,8
349,349,0.9963502883911133,1,1,0.9973347783088684,9
350,350,0.9972518086433411,1,1,0.9978312849998474,9
351,351,0.9990583062171936,1,1,0.9992468357086182,1
352,352,0.970852792263031,1,1,0.9936419129371643,0
353,353,0.9985414743423462,1,1,0.9986127614974976,2
354,354,0.9830062985420227,1,1,0.9914618730545044,2
355,355,0.6854711174964905,0,0,0.5608265399932861,4
356,356,0.6239070892333984,0,1,0.9018780589103699,5
357,357,0.9915191531181335,1,1,0.9945637583732605,2
358,358,0.9968758821487427,1,1,0.99754399061203,8
359,359,0.9972473978996277,1,1,0.9975389242172241,0
360,360,0.9987905621528625,1,1,0.9989575147628784,9
361,361,0.9991453886032104,1,1,0.9992877840995789,5
362,362,0.9985007047653198,1,1,0.9986750483512878,8
363,363,0.9902597069740295,1,1,0.9917997717857361,1
364,364,0.9989138841629028,1,1,0.999007523059845,9
365,365,0.9848318696022034,1,1,0.9912387728691101,4
366,366,0.997977077960968,1,1,0.9983239769935608,1
367,367,0.9789829254150391,1,1,0.9870713353157043,3
368,368,0.4775185286998749,1,0,0.7561618089675903,8
369,369,0.9986633062362671,1,1,0.9988184571266174,1
370,370,0.7328880429267883,0,0,0.3672305643558502,2
371,371,0.9980190992355347,1,1,0.9982507824897766,7
372,372,0.9987710118293762,1,1,0.9989113807678223,9
373,373,0.9251208305358887,1,1,0.9868773818016052,4
374,374,0.9987649917602539,1,1,0.9990929365158081,2
375,375,0.9985887408256531,1,1,0.9988018274307251,7
376,376,0.9935609102249146,1,1,0.9949654936790466,0
377,377,0.9981770515441895,1,1,0.9985491633415222,7
378,378,0.9031959772109985,0,1,0.9735263586044312,8
379,379,0.9991071820259094,1,1,0.9992132186889648,6
380,380,0.9974831938743591,1,1,0.9979934692382812,6
381,381,0.9973133206367493,1,1,0.9978194236755371,9
382,382,0.9981521964073181,1,1,0.9982352256774902,0
383,383,0.99847012758255,1,1,0.9987086057662964,9
384,384,0.7073716521263123,1,1,0.9577135443687439,2
385,385,0.9883231520652771,1,1,0.9891433119773865,8
386,386,0.9990841150283813,1,1,0.9993103742599487,7
387,387,0.9799818992614746,1,1,0.9915717840194702,2
388,388,0.9962407350540161,1,1,0.9969682097434998,2
389,389,0.9988662004470825,1,1,0.9989963173866272,5
390,390,0.9983981251716614,1,1,0.9986234903335571,1
391,391,0.9981563687324524,1,1,0.9982384443283081,2
392,392,0.9979484677314758,1,1,0.998190701007843,6
393,393,0.9875829815864563,1,1,0.9945423603057861,2
394,394,0.9948262572288513,1,1,0.9975166320800781,9
395,395,0.9988059997558594,1,1,0.9993020296096802,6
396,396,0.9985559582710266,1,1,0.9988314509391785,2
397,397,0.9680420160293579,1,1,0.9890075922012329,3
398,398,0.9967484474182129,1,1,0.9977018237113953,0
399,399,0.9965887069702148,1,1,0.99748694896698,3
400,400,0.999158501625061,1,1,0.9992572665214539,9
401,401,0.9931851029396057,1,1,0.9948247671127319,8
402,402,0.9263859391212463,1,1,0.9658461809158325,7
403,403,0.9925445318222046,1,1,0.9945857524871826,8
404,404,0.9966844916343689,1,1,0.9970335960388184,8
405,405,0.8610788583755493,1,1,0.97756427526474,4
406,406,0.9989781379699707,1,1,0.9990992546081543,0
407,407,0.9987360835075378,1,1,0.9988774657249451,1
408,408,0.997553288936615,1,1,0.9978209733963013,8
409,409,0.998028576374054,1,1,0.9983130693435669,2
410,410,0.9987413287162781,1,1,0.9989017248153687,7
411,411,0.9973543882369995,1,1,0.9978302121162415,9
412,412,0.7951332926750183,1,1,0.9201748967170715,3
413,413,0.9986918568611145,1,1,0.9988839030265808,6
414,414,0.9987996816635132,1,1,0.9989056587219238,1
415,415,0.9981566071510315,1,1,0.9983738660812378,9
416,416,0.9781336188316345,1,1,0.9880687594413757,0
417,417,0.9936710596084595,1,1,0.9955086708068848,7
418,418,0.6161854863166809,1,1,0.9117431044578552,3
419,419,0.9977129697799683,1,1,0.9979337453842163,7
420,420,0.9944862723350525,1,1,0.9960405826568604,4
421,421,0.9982452392578125,1,1,0.9988304972648621,5
422,422,0.718176543712616,0,0,0.7554293870925903,8
423,423,0.998267412185669,1,1,0.9985291957855225,0
424,424,0.9952652454376221,1,1,0.9967719912528992,2
425,425,0.9983299374580383,1,1,0.9985517859458923,9
426,426,0.9353344440460205,0,1,0.9776157736778259,5
427,427,0.9952860474586487,1,1,0.9963512420654297,4
428,428,0.9962602853775024,1,1,0.9977230429649353,0
429,429,0.9968908429145813,1,1,0.9972243309020996,6
430,430,0.9979864358901978,1,1,0.998457670211792,2
431,431,0.9984934329986572,1,1,0.998778760433197,5
432,432,0.9868240356445312,1,1,0.9924782514572144,3
433,433,0.9797700643539429,1,1,0.9955800175666809,7
434,434,0.9958842396736145,1,1,0.9973093271255493,3
435,435,0.9987704157829285,1,1,0.9989412426948547,7
436,436,0.9957720637321472,1,1,0.9974033236503601,2
437,437,0.9120618104934692,1,1,0.9853544235229492,5
438,438,0.9935789108276367,1,1,0.9958606362342834,3
439,439,0.934063732624054,1,1,0.9863124489784241,1
440,440,0.9991909861564636,1,1,0.9992664456367493,1
441,441,0.9888462424278259,1,1,0.9923408031463623,4
442,442,0.9985792636871338,1,1,0.9987149238586426,9
443,443,0.9969303011894226,1,1,0.9976116418838501,9
444,444,0.9979680180549622,1,1,0.9985005855560303,5
445,445,0.9987680315971375,1,1,0.9989954829216003,7
446,446,0.9967334270477295,1,1,0.9974907636642456,5
447,447,0.993855893611908,1,1,0.9942521452903748,0
448,448,0.997247040271759,1,1,0.997810423374176,2
449,449,0.5227690935134888,1,1,0.8183431625366211,2
450,450,0.9986989498138428,1,1,0.9988969564437866,2
451,451,0.9991724491119385,1,1,0.9992603659629822,9
452,452,0.9990549683570862,1,1,0.9991610050201416,7
453,453,0.9628404974937439,1,1,0.9840679168701172,3
454,454,0.9982428550720215,1,1,0.9984048008918762,9
455,455,0.9976680874824524,1,1,0.9981874823570251,4
456,456,0.9582307934761047,0,0,0.5723558068275452,4
457,457,0.9988640546798706,1,1,0.999219536781311,5
458,458,0.6791346669197083,0,0,0.689609706401825,5
459,459,0.9739961624145508,1,1,0.9878944754600525,6
460,460,0.9975378513336182,1,1,0.9978281855583191,5
461,461,0.9965073466300964,1,1,0.9984727501869202,6
462,462,0.9985039234161377,1,1,0.9986822009086609,1
463,463,0.46028846502304077,1,1,0.8561215996742249,4
464,464,0.8978898525238037,1,1,0.9664488434791565,3
465,465,0.990559458732605,1,1,0.9982258677482605,4
466,466,0.999267041683197,1,1,0.9994416832923889,4
467,467,0.9959892630577087,1,1,0.996383786201477,3
468,468,0.9942018389701843,1,1,0.9969108700752258,7
469,469,0.9983333945274353,1,1,0.9985117316246033,8
470,470,0.8588841557502747,1,0,0.5664874911308289,3
471,471,0.996661901473999,1,1,0.9973020553588867,7
472,472,0.998630702495575,1,1,0.9988046884536743,8
473,473,0.9941900968551636,1,1,0.996417760848999,0
474,474,0.6162628531455994,1,1,0.853617787361145,5
475,475,0.998345136642456,1,1,0.9986981153488159,7
476,476,0.9827626943588257,1,1,0.993120551109314,6
477,477,0.9630001783370972,1,1,0.9894132614135742,0
478,478,0.993524432182312,1,1,0.9960927367210388,5
479,479,0.9736284017562866,1,1,0.9910091161727905,4
480,480,0.8538195490837097,1,1,0.9360846281051636,8
481,481,0.9990537762641907,1,1,0.9992550015449524,6
482,482,0.9951177835464478,1,1,0.9958410859107971,8
483,483,0.7306133508682251,1,0,0.35723432898521423,5
484,484,0.9992783665657043,1,1,0.9994661211967468,5
485,485,0.7508090734481812,1,1,0.9435163140296936,9
486,486,0.9987898468971252,1,1,0.9988899827003479,9
487,487,0.9989694356918335,1,1,0.9990725517272949,9
488,488,0.9730302095413208,1,1,0.989564061164856,5
489,489,0.9840683341026306,1,1,0.9894285798072815,0
