,sample_idx,Sehwag2021Proxy_R18_cifar10_trades0.25_adv_conf0.25,Sehwag2021Proxy_R18_cifar10_trades0.25_is_acc,Sehwag2021Proxy_R18_cifar10_trades0.25_is_rob0.25,Sehwag2021Proxy_R18_cifar10_trades0.25_nat_conf,Sehwag2021Proxy_R18_cifar10_trades0.25_pred
78,78,0.7735310792922974,1,1,0.9361410140991211,3
79,79,0.9990043044090271,1,1,0.999549925327301,8
80,80,0.9980688691139221,1,1,0.9992340803146362,8
81,81,0.8525118827819824,1,1,0.9688341617584229,1
82,82,0.997977077960968,1,1,0.9985364675521851,1
83,83,0.9976048469543457,1,1,0.99909508228302,7
84,84,0.9981855750083923,1,1,0.9995394945144653,2
85,85,0.9886214137077332,0,1,0.9972048401832581,7
86,86,0.680064857006073,0,0,0.7114742398262024,5
87,87,0.4768105447292328,1,0,0.876812756061554,7
88,88,0.9993937015533447,1,1,0.9996787309646606,8
89,89,0.9994367957115173,1,1,0.999651312828064,9
90,90,0.9962257146835327,1,1,0.9987878203392029,0
91,91,0.9707981944084167,1,1,0.9965184926986694,3
92,92,0.9978540539741516,1,1,0.9991201758384705,8
93,93,0.9983161687850952,1,1,0.9993257522583008,6
94,94,0.7531540989875793,1,1,0.940285325050354,4
95,95,0.9871417284011841,1,1,0.9987611770629883,6
96,96,0.9983067512512207,1,1,0.9997988343238831,6
97,97,0.9597238302230835,1,1,0.978553056716919,0
98,98,0.9986796975135803,1,1,0.9990807771682739,0
99,99,0.9998810291290283,1,1,0.9999592304229736,7
100,100,0.8813843131065369,1,1,0.9842922687530518,4
101,101,0.9935289025306702,1,1,0.9987994432449341,5
102,102,0.9995892643928528,1,1,0.9999184608459473,6
103,103,0.9984460473060608,1,1,0.9997567534446716,3
104,104,0.9989792108535767,1,1,0.999272882938385,1
105,105,0.9988197684288025,1,1,0.999140739440918,1
106,106,0.9941064119338989,1,1,0.9979475140571594,3
107,107,0.9994064569473267,1,1,0.9997056126594543,6
108,108,0.990120530128479,1,1,0.995189905166626,8
109,109,0.9999650716781616,1,1,0.9999836683273315,7
110,110,0.9776932597160339,1,1,0.9946088790893555,4
111,111,0.9990001320838928,1,1,0.9995220899581909,0
112,112,0.6954230666160583,1,0,0.7754728198051453,6
113,113,0.9952758550643921,1,1,0.9993163347244263,2
114,114,0.9974367022514343,1,1,0.9990686774253845,1
115,115,0.9934762120246887,1,1,0.9965754151344299,3
116,116,0.9998070597648621,1,1,0.9999325275421143,0
117,117,0.9973793029785156,1,1,0.9990832805633545,4
118,118,0.65317302942276,0,0,0.877141535282135,3
119,119,0.8652105927467346,1,1,0.9880977272987366,7
120,120,0.850941002368927,1,1,0.9813230037689209,8
121,121,0.8884485960006714,1,1,0.9636764526367188,3
122,122,0.9979761242866516,1,1,0.9987610578536987,1
123,123,0.9999949932098389,1,1,0.9999979734420776,2
124,124,0.9030380845069885,1,1,0.9850988388061523,8
125,125,0.4001932442188263,1,0,0.6327108144760132,0
126,126,0.9721101522445679,1,1,0.9904342889785767,8
127,127,0.9712485671043396,1,1,0.9953286647796631,3
128,128,0.6558234095573425,1,1,0.9057372808456421,5
129,129,0.9484285712242126,1,1,0.9874147772789001,2
130,130,0.8199904561042786,1,1,0.9854963421821594,4
131,131,0.9987012147903442,1,1,0.998953104019165,1
132,132,0.9948987364768982,1,1,0.9979314804077148,8
133,133,0.9994496703147888,1,1,0.9995693564414978,9
134,134,0.9977651834487915,1,1,0.9991482496261597,1
135,135,0.9971501231193542,1,1,0.999578058719635,2
136,136,0.9976876974105835,1,1,0.9993131160736084,9
137,137,0.9990900754928589,1,1,0.9994481205940247,7
138,138,0.9920119643211365,1,1,0.9983185529708862,2
139,139,0.9695762395858765,0,1,0.9933371543884277,8
140,140,0.9988189339637756,1,1,0.9993498921394348,6
141,141,0.9997348189353943,1,1,0.9998815059661865,5
142,142,0.999839186668396,1,1,0.999922513961792,6
143,143,0.7315078973770142,1,1,0.9551750421524048,3
144,144,0.995784342288971,1,1,0.9984809756278992,8
145,145,0.8232951164245605,1,1,0.9532672762870789,7
146,146,0.9997177720069885,1,1,0.9998924732208252,6
147,147,0.7243466973304749,0,1,0.9581515192985535,5
148,148,0.9657891392707825,1,1,0.9896208047866821,5
149,149,0.9995261430740356,1,1,0.9998488426208496,2
150,150,0.999610960483551,1,1,0.9998026490211487,8
151,151,0.5764999985694885,1,1,0.9526681303977966,9
152,152,0.9970003962516785,1,1,0.9996240139007568,6
153,153,0.9390012621879578,1,1,0.984237015247345,0
154,154,0.9937570095062256,1,1,0.9970675110816956,0
155,155,0.9992693066596985,1,1,0.999755322933197,5
156,156,0.9870694875717163,1,1,0.9986940026283264,2
157,157,0.9988616704940796,1,1,0.9994015693664551,9
158,158,0.5209881663322449,0,1,0.792884886264801,3
159,159,0.9995879530906677,1,1,0.9998249411582947,4
160,160,0.9994333386421204,1,1,0.9997068047523499,2
161,161,0.998052716255188,1,1,0.9987208247184753,1
162,162,0.8383281826972961,0,0,0.6210654377937317,5
163,163,0.9766986966133118,1,1,0.998611569404602,6
164,164,0.8240007758140564,0,1,0.9488036036491394,0
165,165,0.9706770777702332,0,1,0.9980308413505554,2
166,166,0.997281551361084,1,1,0.9993401169776917,8
167,167,0.9592958092689514,1,0,0.7003732919692993,4
168,168,0.8947519063949585,1,1,0.9733095765113831,5
169,169,0.9280928373336792,1,1,0.9733021259307861,0
170,170,0.9991945624351501,1,1,0.9995772242546082,9
171,171,0.5097570419311523,1,1,0.8930438160896301,9
172,172,0.9976824522018433,1,1,0.9995662569999695,9
173,173,0.9972072243690491,1,1,0.9985837936401367,8
174,174,0.9984331727027893,1,1,0.999169111251831,9
175,175,0.9994999170303345,1,1,0.9996436834335327,9
176,176,0.9985120892524719,1,1,0.9995736479759216,3
177,177,0.9978283047676086,1,1,0.9996479749679565,7
178,178,0.8627006411552429,0,1,0.9754510521888733,3
179,179,0.9998220801353455,1,1,0.9999227523803711,0
180,180,0.9996459484100342,1,1,0.9998183846473694,0
181,181,0.9924208521842957,1,1,0.9967713952064514,5
182,182,0.9943656921386719,1,1,0.9984071850776672,2
183,183,0.9408004879951477,1,1,0.988292396068573,2
184,184,0.6506114602088928,1,1,0.9496942162513733,3
185,185,0.9989508390426636,1,1,0.9994507431983948,8
186,186,0.7744377851486206,1,1,0.991661548614502,6
187,187,0.588198184967041,1,0,0.9430626034736633,3
188,188,0.693513035774231,0,1,0.8034383058547974,3
189,189,0.9548748731613159,1,1,0.9845341444015503,0
190,190,0.9932428002357483,1,1,0.9978983402252197,5
191,191,0.9764423966407776,1,1,0.9930787682533264,8
192,192,0.4751451015472412,1,0,0.5620054602622986,0
193,193,0.9985606074333191,1,1,0.9994505047798157,1
194,194,0.9994722008705139,1,1,0.9999330043792725,7
195,195,0.7344076633453369,1,0,0.8515334725379944,2
196,196,0.9999741315841675,1,1,0.9999872446060181,8
197,197,0.9993288516998291,1,1,0.9997696280479431,8
198,198,0.9999854564666748,1,1,0.9999947547912598,7
199,199,0.9505383968353271,1,1,0.9883657693862915,8
200,200,0.9519942998886108,1,1,0.9927029609680176,5
201,201,0.9700050950050354,1,1,0.9900838136672974,1
202,202,0.9930417537689209,1,1,0.9960948824882507,8
203,203,0.9986202716827393,1,1,0.9995092153549194,7
204,204,0.9997184872627258,1,1,0.9998237490653992,1
205,205,0.9946934580802917,1,1,0.9988178610801697,3
206,206,0.9922221302986145,1,1,0.9966141581535339,0
207,207,0.9991704225540161,1,1,0.9997381567955017,5
208,208,0.9989940524101257,1,1,0.9993839263916016,7
209,209,0.9979454874992371,1,1,0.9986177682876587,9
210,210,0.7303939461708069,1,0,0.900777280330658,7
211,211,0.5134797692298889,1,0,0.7845754623413086,4
212,212,0.9832005500793457,1,1,0.9925699830055237,5
213,213,0.8981560468673706,0,0,0.6670701503753662,7
214,214,0.9839619398117065,1,1,0.9954664707183838,8
215,215,0.9933788776397705,1,1,0.9978881478309631,0
216,216,0.9991045594215393,1,1,0.9993379712104797,7
217,217,0.9982337951660156,1,1,0.999359667301178,9
218,218,0.49244457483291626,1,0,0.9051177501678467,8
219,219,0.9963996410369873,1,1,0.9994776844978333,2
220,220,0.6012135744094849,1,1,0.9540096521377563,7
221,221,0.8642609715461731,1,0,0.7097272276878357,6
222,222,0.9942542910575867,1,1,0.9962980151176453,9
223,223,0.966481626033783,1,1,0.9929266571998596,4
224,224,0.7077620625495911,1,0,0.899791419506073,3
225,225,0.8726620674133301,1,1,0.9752110242843628,9
226,226,0.8199346661567688,0,1,0.9817453026771545,4
227,227,0.9975045323371887,1,1,0.9993859529495239,4
228,228,0.9973483085632324,1,1,0.9995204210281372,7
229,229,0.9645297527313232,1,1,0.9956718683242798,6
230,230,0.9987632036209106,1,1,0.9993547797203064,5
231,231,0.9998264908790588,1,1,0.9998788833618164,1
232,232,0.55715012550354,0,0,0.782931923866272,3
233,233,0.9369072914123535,1,1,0.9920138716697693,8
234,234,0.9992431402206421,1,1,0.9997041821479797,8
235,235,0.9993639588356018,1,1,0.9995425939559937,0
236,236,0.9951573014259338,1,1,0.9977193474769592,4
237,237,0.5214028358459473,1,0,0.9042158722877502,0
238,238,0.9194634556770325,1,1,0.9657509922981262,5
239,239,0.997484564781189,1,1,0.9990666508674622,5
240,240,0.9994469285011292,1,1,0.9995848536491394,1
241,241,0.9991205334663391,1,1,0.9995213747024536,1
242,242,0.5816982984542847,1,0,0.7449824213981628,8
243,243,0.9926041960716248,1,1,0.9977123737335205,9
244,244,0.9997760653495789,1,1,0.9998822212219238,0
245,245,0.8189749121665955,1,1,0.9681122303009033,3
246,246,0.9941009879112244,1,1,0.9974396228790283,1
247,247,0.8043337464332581,0,0,0.464791864156723,8
248,248,0.9995115995407104,1,1,0.9998568296432495,2
249,249,0.9197580218315125,1,1,0.9862117767333984,2
250,250,0.9858389496803284,1,1,0.999022364616394,5
251,251,0.57948899269104,1,1,0.9109958410263062,3
252,252,0.9992838501930237,1,1,0.9994895458221436,9
253,253,0.9973160624504089,1,1,0.9992478489875793,9
254,254,0.8906832337379456,0,0,0.7968032956123352,6
255,255,0.9034938812255859,0,0,0.6262167096138,3
256,256,0.998859167098999,1,1,0.9995250701904297,3
257,257,0.9577932357788086,1,1,0.9823331236839294,0
258,258,0.8026316165924072,1,0,0.8835130929946899,0
259,259,0.996334433555603,1,1,0.9990058541297913,9
260,260,0.9956356883049011,1,1,0.9980862140655518,8
261,261,0.9991115927696228,1,1,0.9997838139533997,1
262,262,0.8798099756240845,1,1,0.9870670437812805,5
263,263,0.9997255206108093,1,1,0.9999289512634277,7
264,264,0.9118615984916687,0,0,0.5042886137962341,8
265,265,0.9968722462654114,1,1,0.9984365105628967,8
266,266,0.9359726309776306,1,0,0.564081072807312,2
267,267,0.9999754428863525,1,1,0.99998939037323,4
268,268,0.9988961219787598,1,1,0.999506950378418,7
269,269,0.9563379287719727,1,1,0.9947264790534973,0
270,270,0.9152809977531433,1,1,0.9929617047309875,2
271,271,0.9563413858413696,0,1,0.9901750087738037,5
272,272,0.9992823004722595,1,1,0.999637246131897,6
273,273,0.9554462432861328,1,1,0.9946942925453186,3
274,274,0.9985607266426086,1,1,0.9994229078292847,8
275,275,0.8863458037376404,0,1,0.9607728719711304,3
276,276,0.51430743932724,1,1,0.7351341247558594,0
277,277,0.7555751204490662,1,0,0.6569635272026062,3
278,278,0.9629084467887878,1,1,0.9954675436019897,4
279,279,0.8341014385223389,0,0,0.5847873687744141,5
280,280,0.960460901260376,1,1,0.9901056885719299,9
281,281,0.48651599884033203,1,1,0.7716684341430664,0
282,282,0.9996752738952637,1,1,0.999876856803894,6
283,283,0.998274564743042,1,1,0.9986379742622375,1
284,284,0.7855192422866821,1,1,0.982125997543335,0
285,285,0.9994841814041138,1,1,0.9996919631958008,9
286,286,0.9881677031517029,1,1,0.9957850575447083,1
287,287,0.6368811130523682,1,0,0.8265081644058228,0
288,288,0.9964221715927124,1,1,0.9977594614028931,7
289,289,0.9996362924575806,1,1,0.9997485280036926,9
290,290,0.9987516403198242,1,1,0.9991779923439026,1
291,291,0.9986373782157898,1,1,0.9997292160987854,2
292,292,0.9982777833938599,1,1,0.9995543360710144,6
293,293,0.634086549282074,1,1,0.9217416644096375,9
294,294,0.6087033748626709,1,1,0.9186406135559082,3
295,295,0.8198358416557312,1,1,0.9684547781944275,4
296,296,0.9995771050453186,1,1,0.9997599720954895,6
297,297,0.9992610812187195,1,1,0.9994561076164246,0
298,298,0.998765230178833,1,1,0.999451220035553,0
299,299,0.9982481002807617,1,1,0.9989094734191895,6
300,300,0.9998316764831543,1,1,0.999911904335022,6
301,301,0.9967325925827026,1,1,0.9992659687995911,6
302,302,0.6228777170181274,1,0,0.8415275812149048,3
303,303,0.97032231092453,1,1,0.99016934633255,2
304,304,0.9895371198654175,1,1,0.9980564117431641,6
305,305,0.9960158467292786,1,1,0.998584508895874,1
306,306,0.8301249742507935,1,1,0.9822739958763123,8
307,307,0.5695786476135254,1,1,0.9500377178192139,2
308,308,0.9168002605438232,1,1,0.9805147051811218,1
309,309,0.7549436092376709,0,0,0.6293361783027649,2
310,310,0.9982207417488098,1,1,0.9994935989379883,8
311,311,0.9992480874061584,1,1,0.9995145797729492,6
312,312,0.6618968844413757,0,1,0.9652677178382874,0
313,313,0.6002740263938904,0,1,0.8959030508995056,2
314,314,0.5620699524879456,1,1,0.9319940209388733,4
315,315,0.9989644289016724,1,1,0.9995455145835876,0
316,316,0.7908709645271301,1,1,0.9803306460380554,7
317,317,0.9993535876274109,1,1,0.9997308850288391,7
318,318,0.9986957907676697,1,1,0.9994866847991943,5
319,319,0.9970564842224121,1,1,0.999360978603363,5
320,320,0.9964762330055237,1,1,0.9995759129524231,3
321,321,0.9906855225563049,1,1,0.9961065649986267,5
322,322,0.9995554089546204,1,1,0.9999138116836548,2
323,323,0.9130513072013855,1,1,0.9749919176101685,3
324,324,0.8596602082252502,0,0,0.5350888967514038,3
325,325,0.827627420425415,1,1,0.9752105474472046,1
326,326,0.9739202857017517,1,1,0.9958691000938416,7
327,327,0.8347545862197876,1,1,0.9730271100997925,5
328,328,0.9626480937004089,1,1,0.9921642541885376,4
329,329,0.9974197149276733,1,1,0.9993610978126526,6
330,330,0.9992097616195679,1,1,0.9994971752166748,1
331,331,0.9998791217803955,1,1,0.999934196472168,9
332,332,0.49785974621772766,0,1,0.934812605381012,6
333,333,0.999758780002594,1,1,0.9998575448989868,6
334,334,0.9995359182357788,1,1,0.9998706579208374,6
335,335,0.989592432975769,1,1,0.9967537522315979,9
336,336,0.9998483657836914,1,1,0.9999352693557739,3
337,337,0.9952312111854553,1,1,0.9973015189170837,8
338,338,0.9913097620010376,1,1,0.9973486661911011,0
339,339,0.9978774785995483,1,1,0.9992176294326782,7
340,340,0.5774704813957214,0,0,0.728412389755249,6
341,341,0.9983398914337158,1,1,0.999264657497406,6
342,342,0.936330258846283,1,1,0.9778380990028381,2
343,343,0.9506532549858093,1,1,0.9894166588783264,5
344,344,0.9999072551727295,1,1,0.9999744892120361,8
345,345,0.8721233010292053,1,1,0.9704530835151672,5
346,346,0.9946830868721008,1,1,0.9986500144004822,4
347,347,0.9997319579124451,1,1,0.9998723268508911,6
348,348,0.9999464750289917,1,1,0.9999674558639526,8
349,349,0.9912130236625671,1,1,0.9968523383140564,9
350,350,0.9967383742332458,1,1,0.9979787468910217,9
351,351,0.9982219338417053,1,1,0.999666690826416,1
352,352,0.5727928280830383,1,1,0.9705735445022583,0
353,353,0.9998652935028076,1,1,0.9999133348464966,2
354,354,0.9703234434127808,1,0,0.6047561764717102,2
355,355,0.638584554195404,1,0,0.8325245380401611,7
356,356,0.7078385949134827,0,0,0.4767879545688629,5
357,357,0.916371762752533,1,1,0.9917744994163513,2
358,358,0.9889605641365051,1,1,0.9962944388389587,8
359,359,0.9963346719741821,1,1,0.998508632183075,0
360,360,0.9994136095046997,1,1,0.9998103976249695,9
361,361,0.9845396876335144,1,1,0.9976792931556702,5
362,362,0.9990978240966797,1,1,0.9993414282798767,8
363,363,0.8709375262260437,1,1,0.9417111873626709,1
364,364,0.9994938373565674,1,1,0.9996740818023682,9
365,365,0.9800595641136169,1,1,0.9952709078788757,4
366,366,0.9742481708526611,1,1,0.9976874589920044,1
367,367,0.9912351369857788,1,1,0.9978160858154297,3
368,368,0.8909574151039124,0,0,0.5531831383705139,0
369,369,0.9951169490814209,1,1,0.9972127079963684,1
370,370,0.7260093092918396,1,0,0.8245388269424438,4
371,371,0.9992596507072449,1,1,0.999484658241272,7
372,372,0.9998315572738647,1,1,0.9999034404754639,9
373,373,0.8261551260948181,1,1,0.9765408635139465,4
374,374,0.9997767806053162,1,1,0.999880313873291,2
375,375,0.9998922348022461,1,1,0.9999457597732544,7
376,376,0.988956868648529,1,1,0.9967575669288635,0
377,377,0.9812807440757751,1,1,0.9979578256607056,7
378,378,0.73249751329422,0,0,0.7358183860778809,8
379,379,0.9985706806182861,1,1,0.9992625117301941,6
380,380,0.9996722936630249,1,1,0.9998759031295776,6
381,381,0.9980035424232483,1,1,0.999369204044342,9
382,382,0.9990332126617432,1,1,0.9994837045669556,0
383,383,0.9954959154129028,1,1,0.9988333582878113,9
384,384,0.9115678071975708,1,0,0.6439898610115051,2
385,385,0.9745228886604309,1,1,0.9885213375091553,8
386,386,0.9987932443618774,1,1,0.9993667006492615,7
387,387,0.4183577299118042,1,0,0.46373724937438965,2
388,388,0.9980759620666504,1,1,0.9996646642684937,2
389,389,0.9997666478157043,1,1,0.9999128580093384,5
390,390,0.9991000890731812,1,1,0.9994224309921265,1
391,391,0.9994482398033142,1,1,0.9997765421867371,2
392,392,0.9998936653137207,1,1,0.9999560117721558,6
393,393,0.6824871897697449,0,0,0.4000687599182129,6
394,394,0.5460090041160583,1,0,0.8276355862617493,9
395,395,0.9980272650718689,1,1,0.9996650218963623,6
396,396,0.9966282248497009,1,1,0.9997276663780212,2
397,397,0.5331007838249207,1,1,0.7797761559486389,3
398,398,0.9903188943862915,1,1,0.9978602528572083,0
399,399,0.9761476516723633,1,1,0.9950802326202393,3
400,400,0.9973047971725464,1,1,0.9984110593795776,9
401,401,0.9181494116783142,1,1,0.9698534607887268,8
402,402,0.8961347341537476,1,1,0.9914370179176331,7
403,403,0.5699023008346558,1,0,0.8647270202636719,8
404,404,0.99757319688797,1,1,0.9991534948348999,8
405,405,0.9650442004203796,0,0,0.4447730481624603,2
406,406,0.9961410164833069,1,1,0.9982970356941223,0
407,407,0.9547885656356812,1,1,0.9893488883972168,1
408,408,0.9582780599594116,1,1,0.9861859083175659,8
409,409,0.9710742235183716,1,1,0.9930320978164673,2
410,410,0.9984733462333679,1,1,0.999112069606781,7
411,411,0.9977840781211853,1,1,0.9993365406990051,9
412,412,0.649370551109314,0,0,0.5970888733863831,5
413,413,0.9967111349105835,1,1,0.9980446100234985,6
414,414,0.9961358904838562,1,1,0.9976009726524353,1
415,415,0.999210000038147,1,1,0.9994454979896545,9
416,416,0.691571056842804,1,1,0.9103751182556152,0
417,417,0.9940342307090759,1,1,0.9979428648948669,7
418,418,0.9587739109992981,1,1,0.9960564374923706,3
419,419,0.9999473094940186,1,1,0.9999885559082031,7
420,420,0.9975317716598511,1,1,0.99982088804245,4
421,421,0.59334796667099,1,0,0.8740642666816711,5
422,422,0.7680510878562927,0,0,0.7665168046951294,8
423,423,0.9957380294799805,1,1,0.9981939196586609,0
424,424,0.7848753929138184,1,1,0.989548921585083,2
425,425,0.9997177720069885,1,1,0.9998363256454468,9
426,426,0.8238118290901184,1,0,0.6766386032104492,3
427,427,0.9981874823570251,1,1,0.9996086955070496,4
428,428,0.9322007298469543,1,1,0.9848824143409729,0
429,429,0.9992907047271729,1,1,0.9995434880256653,6
430,430,0.646198034286499,1,0,0.9724817276000977,2
431,431,0.836732804775238,1,1,0.9762971997261047,5
432,432,0.7413186430931091,1,0,0.7883338332176208,3
433,433,0.7890528440475464,1,0,0.7302254438400269,7
434,434,0.9396200180053711,1,0,0.5507541298866272,3
435,435,0.9997627139091492,1,1,0.9998809099197388,7
436,436,0.9858382344245911,1,1,0.9995995163917542,2
437,437,0.7428345680236816,1,1,0.9549398422241211,5
438,438,0.9465742111206055,1,1,0.9881225228309631,3
439,439,0.9110507369041443,0,0,0.5400593280792236,9
440,440,0.9975011944770813,1,1,0.9986342787742615,1
441,441,0.9959287047386169,1,1,0.9995315074920654,4
442,442,0.9992185831069946,1,1,0.99946528673172,9
443,443,0.9974996447563171,1,1,0.9992567896842957,9
444,444,0.49980831146240234,1,0,0.9618907570838928,5
445,445,0.9996715784072876,1,1,0.9999339580535889,7
446,446,0.9903779029846191,1,1,0.998480498790741,5
447,447,0.9197645783424377,1,1,0.966100811958313,0
448,448,0.9977288842201233,1,1,0.9998596906661987,2
449,449,0.9074158072471619,1,1,0.9787867665290833,2
450,450,0.9958630800247192,1,1,0.9989299178123474,2
451,451,0.9998034834861755,1,1,0.9999123811721802,9
452,452,0.9979845285415649,1,1,0.9988970756530762,7
453,453,0.6616676449775696,1,1,0.8856866955757141,3
454,454,0.9997394680976868,1,1,0.9998382329940796,9
455,455,0.9781158566474915,1,1,0.995373547077179,4
456,456,0.8987196683883667,1,0,0.6465263366699219,3
457,457,0.7935614585876465,1,1,0.9548338651657104,5
458,458,0.7281492352485657,1,0,0.6531456112861633,4
459,459,0.7664420008659363,1,0,0.6279206275939941,6
460,460,0.9990406632423401,1,1,0.9992850422859192,5
461,461,0.9995967745780945,1,1,0.9999327659606934,6
462,462,0.9996005892753601,1,1,0.9997850060462952,1
463,463,0.6259999871253967,0,0,0.7953178882598877,5
464,464,0.5003033876419067,1,1,0.9323545098304749,3
465,465,0.987522304058075,1,1,0.9990001320838928,4
466,466,0.9971967935562134,1,1,0.9990963935852051,4
467,467,0.9985681772232056,1,1,0.9993478655815125,3
468,468,0.9794491529464722,1,1,0.9951761960983276,7
469,469,0.9998641014099121,1,1,0.9999200105667114,8
470,470,0.7468608617782593,1,0,0.42620840668678284,3
471,471,0.9978368878364563,1,1,0.9994179010391235,7
472,472,0.9980745315551758,1,1,0.9988402724266052,8
473,473,0.7257210612297058,1,1,0.9254963994026184,0
474,474,0.7284093499183655,1,1,0.9007934331893921,5
475,475,0.9982709884643555,1,1,0.9993038177490234,7
476,476,0.9625946283340454,1,1,0.996795117855072,6
477,477,0.8556649684906006,1,1,0.9837252497673035,0
478,478,0.9870350956916809,1,1,0.9965888261795044,5
479,479,0.9977867603302002,1,1,0.9991760849952698,4
480,480,0.6337593793869019,1,0,0.8821595907211304,8
481,481,0.9976436495780945,1,1,0.9987275004386902,6
482,482,0.9991305470466614,1,1,0.999640703201294,8
483,483,0.7203384637832642,1,0,0.816407322883606,5
484,484,0.9983348250389099,1,1,0.999413013458252,5
485,485,0.685735821723938,0,0,0.46367403864860535,8
486,486,0.9997578263282776,1,1,0.9998843669891357,9
487,487,0.9952929615974426,1,1,0.9973865151405334,9
488,488,0.6117459535598755,1,1,0.9368284940719604,5
489,489,0.9618293046951294,1,1,0.9859305620193481,0
490,490,0.9978912472724915,1,1,0.9984739422798157,1
491,491,0.9937484264373779,1,1,0.9969479441642761,0
