,sample_idx,Gowal2020Uncovering_28_10_extra_cifar10_trades1_255_adv_conf1_255,Gowal2020Uncovering_28_10_extra_cifar10_trades1_255_is_acc,Gowal2020Uncovering_28_10_extra_cifar10_trades1_255_is_rob1_255,Gowal2020Uncovering_28_10_extra_cifar10_trades1_255_nat_conf,Gowal2020Uncovering_28_10_extra_cifar10_trades1_255_pred
70,70,0.9955878257751465,1,1,0.9971334934234619,2
71,71,0.9996362924575806,1,1,0.9997686743736267,6
72,72,0.999853253364563,1,1,0.9998757839202881,8
73,73,0.9996114373207092,1,1,0.9997066855430603,8
74,74,0.999842643737793,1,1,0.9999010562896729,0
75,75,0.9991218447685242,1,1,0.9992735981941223,2
76,76,0.9992606043815613,1,1,0.9994379878044128,9
77,77,0.9997400641441345,1,1,0.9998136162757874,3
78,78,0.999531626701355,1,1,0.9997091889381409,3
79,79,0.9998526573181152,1,1,0.9998714923858643,8
80,80,0.9994645714759827,1,1,0.9996229410171509,8
81,81,0.9726352095603943,1,1,0.9828760027885437,1
82,82,0.9999426603317261,1,1,0.9999549388885498,1
83,83,0.9999707937240601,1,1,0.9999793767929077,7
84,84,0.9995884299278259,1,1,0.99965500831604,2
85,85,0.8570315837860107,1,0,0.5051822662353516,5
86,86,0.9990308284759521,1,1,0.9993599057197571,2
87,87,0.9877768754959106,1,1,0.9949567914009094,7
88,88,0.9995352029800415,1,1,0.9996705055236816,8
89,89,0.999808132648468,1,1,0.9998620748519897,9
90,90,0.9999364614486694,1,1,0.9999500513076782,0
91,91,0.9953674077987671,1,1,0.9970999956130981,3
92,92,0.9998224377632141,1,1,0.9998443126678467,8
93,93,0.9997676014900208,1,1,0.999829888343811,6
94,94,0.9948851466178894,1,1,0.9992572665214539,4
95,95,0.990997314453125,1,1,0.9974824786186218,6
96,96,0.9998250603675842,1,1,0.9998819828033447,6
97,97,0.977886974811554,1,1,0.9931145310401917,0
98,98,0.9998871088027954,1,1,0.9998987913131714,0
99,99,0.999195396900177,1,1,0.9994906187057495,7
100,100,0.9976750016212463,1,1,0.9988308548927307,4
101,101,0.99972003698349,1,1,0.9998108744621277,5
102,102,0.9998347759246826,1,1,0.9998670816421509,6
103,103,0.9977176189422607,1,1,0.9989570379257202,3
104,104,0.9999090433120728,1,1,0.9999260902404785,1
105,105,0.9999114274978638,1,1,0.9999250173568726,1
106,106,0.9984381794929504,1,1,0.9991187453269958,3
107,107,0.9994508624076843,1,1,0.9997003078460693,6
108,108,0.9997586607933044,1,1,0.9998040795326233,8
109,109,0.9995224475860596,1,1,0.9996181726455688,7
110,110,0.9996001124382019,1,1,0.9997484087944031,4
111,111,0.9999431371688843,1,1,0.9999555349349976,0
112,112,0.9630605578422546,1,1,0.9820128083229065,6
113,113,0.9966104626655579,1,1,0.9975335597991943,2
114,114,0.9999126195907593,1,1,0.9999454021453857,1
115,115,0.9994522929191589,1,1,0.9996697902679443,3
116,116,0.9998154044151306,1,1,0.9998465776443481,0
117,117,0.9933033585548401,1,1,0.9972055554389954,4
118,118,0.8410152196884155,1,0,0.46738648414611816,2
119,119,0.9954401254653931,1,1,0.998735249042511,7
120,120,0.991230845451355,1,1,0.9981999397277832,8
121,121,0.5740469694137573,1,1,0.7537069916725159,3
122,122,0.999750554561615,1,1,0.9998230338096619,1
123,123,0.9999185800552368,1,1,0.9999330043792725,2
124,124,0.9997243285179138,1,1,0.9998031258583069,8
125,125,0.42525964975357056,1,0,0.6070457696914673,0
126,126,0.9998212456703186,1,1,0.9998680353164673,8
127,127,0.7288401126861572,1,1,0.943406343460083,3
128,128,0.6638232469558716,1,0,0.6275335550308228,5
129,129,0.9820387959480286,1,1,0.9939374923706055,2
130,130,0.9991204142570496,1,1,0.9994144439697266,4
131,131,0.9999046325683594,1,1,0.9999229907989502,1
132,132,0.9999412298202515,1,1,0.9999589920043945,8
133,133,0.9998192191123962,1,1,0.9998570680618286,9
134,134,0.9997817873954773,1,1,0.9998327493667603,1
135,135,0.9990272521972656,1,1,0.9993719458580017,2
136,136,0.9986120462417603,1,1,0.9990228414535522,9
137,137,0.9997736811637878,1,1,0.9998220801353455,7
138,138,0.9989946484565735,1,1,0.999140739440918,2
139,139,0.9994761347770691,1,1,0.9996880292892456,9
140,140,0.9965235590934753,1,1,0.9992474317550659,6
141,141,0.9986693859100342,1,1,0.9989243149757385,5
142,142,0.9995278120040894,1,1,0.9996422529220581,6
143,143,0.9988856911659241,1,1,0.9995341300964355,3
144,144,0.999681830406189,1,1,0.9997504353523254,8
145,145,0.9995455145835876,1,1,0.9997819066047668,7
146,146,0.9991089701652527,1,1,0.999422550201416,6
147,147,0.9801552891731262,0,1,0.9951364398002625,5
148,148,0.9902129769325256,1,1,0.9963346719741821,5
149,149,0.9990620017051697,1,1,0.9991969466209412,2
150,150,0.9999518394470215,1,1,0.9999611377716064,8
151,151,0.9995421171188354,1,1,0.9997429251670837,9
152,152,0.9982386827468872,1,1,0.9988691210746765,6
153,153,0.9999488592147827,1,1,0.9999607801437378,0
154,154,0.9976085424423218,1,1,0.9989462494850159,0
155,155,0.9974364638328552,1,1,0.998953104019165,5
156,156,0.9992364645004272,1,1,0.9994029998779297,2
157,157,0.9998080134391785,1,1,0.9998695850372314,9
158,158,0.9997783303260803,1,1,0.9998658895492554,5
159,159,0.9998776912689209,1,1,0.9999068975448608,4
160,160,0.9989247918128967,1,1,0.9990869760513306,2
161,161,0.9997889399528503,1,1,0.9998441934585571,1
162,162,0.7068295478820801,0,0,0.643648624420166,3
163,163,0.9982031583786011,1,1,0.9993261098861694,6
164,164,0.9994151592254639,0,1,0.9996547698974609,0
165,165,0.7477257251739502,0,1,0.9384288787841797,2
166,166,0.9996916055679321,1,1,0.9998061060905457,8
167,167,0.994744062423706,1,1,0.9984484910964966,4
168,168,0.9999338388442993,1,1,0.999954342842102,5
169,169,0.9800325036048889,1,1,0.9969555139541626,0
170,170,0.998963475227356,1,1,0.9992576241493225,9
171,171,0.5063740015029907,0,0,0.8077084422111511,0
172,172,0.9995878338813782,1,1,0.9997636675834656,9
173,173,0.9988131523132324,1,1,0.9992544054985046,8
174,174,0.9997288584709167,1,1,0.9998086094856262,9
175,175,0.9999357461929321,1,1,0.9999489784240723,9
176,176,0.9992561936378479,1,1,0.999359667301178,3
177,177,0.9996812343597412,1,1,0.9998134970664978,7
178,178,0.6572713851928711,1,0,0.6813399195671082,5
179,179,0.9996616840362549,1,1,0.9997448325157166,0
180,180,0.9999673366546631,1,1,0.9999712705612183,0
181,181,0.9982176423072815,1,1,0.9986749291419983,5
182,182,0.9996160268783569,1,1,0.9997280240058899,2
183,183,0.9469998478889465,1,1,0.9898365139961243,2
184,184,0.9995114803314209,1,1,0.999679684638977,3
185,185,0.9998258948326111,1,1,0.9998704195022583,8
186,186,0.9782530665397644,1,1,0.9937728047370911,6
187,187,0.5790010094642639,1,1,0.9268968105316162,3
188,188,0.9304859638214111,1,1,0.9573718309402466,4
189,189,0.8435226082801819,1,1,0.9248124957084656,0
190,190,0.9990524649620056,1,1,0.9992533326148987,5
191,191,0.9978792667388916,1,1,0.9991981387138367,8
192,192,0.9615142345428467,1,1,0.9914044141769409,0
193,193,0.9998151659965515,1,1,0.9998766183853149,1
194,194,0.9998493194580078,1,1,0.9999045133590698,7
195,195,0.8036318421363831,1,1,0.9518778324127197,2
196,196,0.9996522665023804,1,1,0.9997430443763733,8
197,197,0.9768878221511841,1,1,0.9842214584350586,8
198,198,0.9998880624771118,1,1,0.9999167919158936,7
199,199,0.999570906162262,1,1,0.9997051358222961,8
200,200,0.5917108058929443,1,1,0.9099608659744263,5
201,201,0.997584342956543,1,1,0.9985204339027405,1
202,202,0.9997397065162659,1,1,0.9997833371162415,8
203,203,0.9997493624687195,1,1,0.9998743534088135,7
204,204,0.9999409914016724,1,1,0.99996018409729,1
205,205,0.9997947812080383,1,1,0.9998894929885864,3
206,206,0.8930952548980713,1,1,0.9449694156646729,0
207,207,0.9996687173843384,1,1,0.9997557997703552,5
208,208,0.9999386072158813,1,1,0.9999634027481079,7
209,209,0.9999147653579712,1,1,0.9999399185180664,9
210,210,0.9996185302734375,1,1,0.999819815158844,7
211,211,0.982203483581543,1,1,0.9920992851257324,4
212,212,0.9997685551643372,1,1,0.9998161196708679,5
213,213,0.9119953513145447,0,1,0.9762924313545227,8
214,214,0.9998941421508789,1,1,0.9999245405197144,8
215,215,0.9999111890792847,1,1,0.9999266862869263,0
216,216,0.9994345307350159,1,1,0.9995670914649963,7
217,217,0.9998037219047546,1,1,0.999852180480957,9
218,218,0.4326515793800354,1,1,0.7701432108879089,8
219,219,0.9998577833175659,1,1,0.9999009370803833,2
220,220,0.9990666508674622,1,1,0.999565064907074,7
221,221,0.9993382096290588,1,1,0.9997648596763611,6
222,222,0.9999139308929443,1,1,0.9999359846115112,9
223,223,0.998372495174408,1,1,0.9987939596176147,4
224,224,0.5462580919265747,0,0,0.8494324088096619,4
225,225,0.9977074861526489,1,1,0.999413251876831,9
226,226,0.6895706653594971,0,1,0.9266594648361206,4
227,227,0.9997939467430115,1,1,0.999860405921936,4
228,228,0.999811589717865,1,1,0.9998732805252075,7
229,229,0.9843009114265442,1,1,0.99679034948349,6
230,230,0.9996241331100464,1,1,0.9997005462646484,5
231,231,0.9998987913131714,1,1,0.9999136924743652,1
232,232,0.7973106503486633,1,1,0.8851831555366516,5
233,233,0.998496413230896,1,1,0.9993240833282471,8
234,234,0.9994982481002808,1,1,0.9996316432952881,8
235,235,0.999987006187439,1,1,0.9999881982803345,0
236,236,0.9991187453269958,1,1,0.9993934631347656,4
237,237,0.8605172038078308,0,0,0.4990546703338623,2
238,238,0.9988755583763123,1,1,0.9995075464248657,5
239,239,0.9998853206634521,1,1,0.999916672706604,5
240,240,0.9999535083770752,1,1,0.9999634027481079,1
241,241,0.999808132648468,1,1,0.9998624324798584,1
242,242,0.9857398867607117,1,1,0.9963272213935852,8
243,243,0.9991284012794495,1,1,0.9995249509811401,9
244,244,0.9995031356811523,1,1,0.9996064305305481,0
245,245,0.8312283754348755,1,1,0.92181795835495,3
246,246,0.999862790107727,1,1,0.999902606010437,1
247,247,0.706561267375946,1,0,0.7019653916358948,9
248,248,0.9988981485366821,1,1,0.9991843104362488,2
249,249,0.5271377563476562,1,1,0.7722488641738892,2
250,250,0.9996616840362549,1,1,0.9997835755348206,5
251,251,0.9861341118812561,1,1,0.9958252906799316,3
252,252,0.9999479055404663,1,1,0.99996018409729,9
253,253,0.9996490478515625,1,1,0.9997444748878479,9
254,254,0.9993908405303955,1,1,0.9996460676193237,4
255,255,0.999518632888794,1,1,0.9996768236160278,0
256,256,0.9946655035018921,1,1,0.997589111328125,3
257,257,0.9999465942382812,1,1,0.9999537467956543,0
258,258,0.9989726543426514,1,1,0.9996927976608276,0
259,259,0.9997544884681702,1,1,0.9998168349266052,9
260,260,0.9988275170326233,1,1,0.9992320537567139,8
261,261,0.9993294477462769,1,1,0.9996598958969116,1
262,262,0.9950650334358215,1,1,0.9970031380653381,5
263,263,0.996198832988739,1,1,0.9987964630126953,7
264,264,0.8320320844650269,0,1,0.9528952240943909,8
265,265,0.9966719150543213,1,1,0.9981572031974792,8
266,266,0.9872279167175293,1,1,0.9979326725006104,2
267,267,0.9996433258056641,1,1,0.9997454285621643,4
268,268,0.9990724325180054,1,1,0.9994435906410217,7
269,269,0.8710422515869141,1,1,0.9780228734016418,0
270,270,0.9614856243133545,1,1,0.9897351264953613,2
271,271,0.7763121128082275,0,1,0.9789713621139526,5
272,272,0.9994341731071472,1,1,0.9996277093887329,6
273,273,0.5662358403205872,1,0,0.8329004645347595,3
274,274,0.9998568296432495,1,1,0.9998981952667236,8
275,275,0.9982926249504089,0,1,0.9990531802177429,3
276,276,0.9998574256896973,1,1,0.9998897314071655,0
277,277,0.5212777256965637,0,1,0.8656517863273621,2
278,278,0.9979540109634399,1,1,0.9988559484481812,4
279,279,0.6743384599685669,1,1,0.8863438367843628,3
280,280,0.999788224697113,1,1,0.9998247027397156,9
281,281,0.9977238774299622,1,1,0.9991433620452881,0
282,282,0.9991303086280823,1,1,0.9993384480476379,6
283,283,0.9996800422668457,1,1,0.9997311234474182,1
284,284,0.999808132648468,1,1,0.9998819828033447,0
285,285,0.9995988011360168,1,1,0.9997243285179138,9
286,286,0.9997817873954773,1,1,0.999835729598999,1
287,287,0.8268743753433228,1,1,0.9794044494628906,0
288,288,0.9997648596763611,1,1,0.9997978806495667,7
289,289,0.9996421337127686,1,1,0.9997175335884094,9
290,290,0.9999103546142578,1,1,0.9999312162399292,1
291,291,0.9980552196502686,1,1,0.9985436201095581,2
292,292,0.9994818568229675,1,1,0.9996546506881714,6
293,293,0.9690099954605103,1,1,0.9970794916152954,9
294,294,0.999915361404419,1,1,0.9999334812164307,3
295,295,0.9995481371879578,1,1,0.9997209906578064,4
296,296,0.9998562335968018,1,1,0.999887228012085,6
297,297,0.9999709129333496,1,1,0.9999732971191406,0
298,298,0.992824912071228,1,1,0.9976373910903931,0
299,299,0.9996017813682556,1,1,0.9997631907463074,6
300,300,0.9998346567153931,1,1,0.9998887777328491,6
301,301,0.9991933703422546,1,1,0.9996267557144165,6
302,302,0.9885513186454773,1,1,0.9971197843551636,3
303,303,0.9982849955558777,1,1,0.9988419413566589,2
304,304,0.9954648613929749,1,1,0.9975868463516235,6
305,305,0.9998270869255066,1,1,0.9998557567596436,1
306,306,0.9997279047966003,1,1,0.9998250603675842,8
307,307,0.9557927846908569,1,1,0.9909660816192627,2
308,308,0.9999074935913086,1,1,0.9999432563781738,1
309,309,0.5988708138465881,0,0,0.9133819937705994,4
310,310,0.9997444748878479,1,1,0.9997976422309875,8
311,311,0.9999459981918335,1,1,0.9999642372131348,6
312,312,0.6290359497070312,1,1,0.978518009185791,8
313,313,0.5859696865081787,1,0,0.6748892068862915,0
314,314,0.987542450428009,1,1,0.997755229473114,4
315,315,0.9432857632637024,1,1,0.9666681289672852,0
316,316,0.6649032235145569,1,1,0.9528525471687317,7
317,317,0.9997525811195374,1,1,0.9998481273651123,7
318,318,0.9987591505050659,1,1,0.9990935325622559,5
319,319,0.9999467134475708,1,1,0.999969482421875,5
320,320,0.9993295669555664,1,1,0.9995334148406982,3
321,321,0.9998674392700195,1,1,0.9999340772628784,5
322,322,0.9974543452262878,1,1,0.9980005621910095,2
323,323,0.9985790252685547,1,1,0.9997431635856628,3
324,324,0.9960829019546509,1,1,0.9983481168746948,4
325,325,0.9990221261978149,1,1,0.999619722366333,1
326,326,0.9983586668968201,1,1,0.999263346195221,7
327,327,0.999471127986908,1,1,0.9997017979621887,5
328,328,0.9998866319656372,1,1,0.9999160766601562,4
329,329,0.9997397065162659,1,1,0.9998314380645752,6
330,330,0.9999301433563232,1,1,0.9999427795410156,1
331,331,0.999871015548706,1,1,0.9998892545700073,9
332,332,0.8747095465660095,1,1,0.9693873524665833,3
333,333,0.9993559718132019,1,1,0.9995972514152527,6
334,334,0.9994584918022156,1,1,0.9996902942657471,6
335,335,0.9996957778930664,1,1,0.9998462200164795,9
336,336,0.9996185302734375,1,1,0.999735414981842,3
337,337,0.997238039970398,1,1,0.9991303086280823,8
338,338,0.9999171495437622,1,1,0.9999253749847412,0
339,339,0.9968469738960266,1,1,0.998672366142273,7
340,340,0.6304492950439453,1,0,0.4072210192680359,2
341,341,0.9996618032455444,1,1,0.9997437596321106,6
342,342,0.989188551902771,1,1,0.9940316081047058,2
343,343,0.9997852444648743,1,1,0.9998717308044434,5
344,344,0.999136745929718,1,1,0.999657154083252,8
345,345,0.9995296001434326,1,1,0.9996718168258667,5
346,346,0.9994004964828491,1,1,0.9995414018630981,4
347,347,0.9996752738952637,1,1,0.9997817873954773,6
348,348,0.9998162388801575,1,1,0.999840259552002,8
349,349,0.9943759441375732,1,1,0.9972008466720581,9
350,350,0.9995518326759338,1,1,0.9996609687805176,9
351,351,0.9997153878211975,1,1,0.9998371601104736,1
352,352,0.9998717308044434,1,1,0.9999312162399292,0
353,353,0.9998867511749268,1,1,0.9998960494995117,2
354,354,0.9464008212089539,1,1,0.9893695116043091,2
355,355,0.46780258417129517,0,1,0.7746528387069702,4
356,356,0.5999337434768677,0,0,0.6871949434280396,2
357,357,0.9968317151069641,1,1,0.9983271956443787,2
358,358,0.9997994303703308,1,1,0.9998695850372314,8
359,359,0.9998087286949158,1,1,0.9998506307601929,0
360,360,0.9999340772628784,1,1,0.9999556541442871,9
361,361,0.9997697472572327,1,1,0.9998338222503662,5
362,362,0.9998412132263184,1,1,0.9998667240142822,8
363,363,0.9980124235153198,1,1,0.9986248016357422,1
364,364,0.9998155236244202,1,1,0.999842643737793,9
365,365,0.9997401833534241,1,1,0.9997900128364563,4
366,366,0.9997145533561707,1,1,0.9998456239700317,1
367,367,0.9997265934944153,1,1,0.9997970461845398,3
368,368,0.5562107563018799,0,1,0.8704673051834106,0
369,369,0.9998257756233215,1,1,0.9998705387115479,1
370,370,0.8450890779495239,1,0,0.6869999170303345,4
371,371,0.9997128844261169,1,1,0.9997677206993103,7
372,372,0.9997618794441223,1,1,0.9998154044151306,9
373,373,0.9978176355361938,1,1,0.9994452595710754,4
374,374,0.9997469782829285,1,1,0.9997988343238831,2
375,375,0.9997938275337219,1,1,0.9998661279678345,7
376,376,0.9999017715454102,1,1,0.9999256134033203,0
377,377,0.9997665286064148,1,1,0.9998562335968018,7
378,378,0.580081582069397,0,1,0.919670581817627,8
379,379,0.9994682669639587,1,1,0.9996234178543091,6
380,380,0.9990904331207275,1,1,0.9993941783905029,6
381,381,0.9994025230407715,1,1,0.9995587468147278,9
382,382,0.9999610185623169,1,1,0.999964714050293,0
383,383,0.9995680451393127,1,1,0.9997432827949524,9
384,384,0.8611926436424255,0,0,0.58609938621521,5
385,385,0.9982919096946716,1,1,0.9987431168556213,8
386,386,0.9999121427536011,1,1,0.9999394416809082,7
387,387,0.7904848456382751,0,1,0.935659646987915,7
388,388,0.9985982775688171,1,1,0.9990119934082031,2
389,389,0.999127209186554,1,1,0.9994274377822876,5
390,390,0.9999622106552124,1,1,0.9999706745147705,1
391,391,0.9998456239700317,1,1,0.9998632669448853,2
392,392,0.9983555674552917,1,1,0.9988998174667358,6
393,393,0.9834737181663513,1,1,0.9925763607025146,2
394,394,0.9989757537841797,1,1,0.9995077848434448,9
395,395,0.9974422454833984,1,1,0.998938262462616,6
396,396,0.9990757703781128,1,1,0.9993618130683899,2
397,397,0.9890003204345703,1,1,0.9975851774215698,3
398,398,0.9998950958251953,1,1,0.9999268054962158,0
399,399,0.9998406171798706,1,1,0.9998756647109985,3
400,400,0.9997199177742004,1,1,0.9997770190238953,9
401,401,0.9961651563644409,1,1,0.9984620809555054,8
402,402,0.9936829805374146,1,1,0.9983861446380615,7
403,403,0.9998125433921814,1,1,0.9998620748519897,8
404,404,0.9993588328361511,1,1,0.9994774460792542,8
405,405,0.7913708686828613,1,0,0.8926474452018738,4
406,406,0.9999877214431763,1,1,0.9999899864196777,0
407,407,0.998954176902771,1,1,0.9994648098945618,1
408,408,0.9994357228279114,1,1,0.9995930790901184,8
409,409,0.9996393918991089,1,1,0.9996800422668457,2
410,410,0.9999029636383057,1,1,0.9999216794967651,7
411,411,0.9996812343597412,1,1,0.9997538924217224,9
412,412,0.5174460411071777,0,1,0.8768553137779236,5
413,413,0.9990488886833191,1,1,0.99940025806427,6
414,414,0.9998538494110107,1,1,0.9998807907104492,1
415,415,0.9998494386672974,1,1,0.9998841285705566,9
416,416,0.9891582727432251,1,1,0.9960599541664124,0
417,417,0.9957606196403503,1,1,0.9975621700286865,7
418,418,0.988599419593811,1,1,0.9955745935440063,3
419,419,0.9998015761375427,1,1,0.999879002571106,7
420,420,0.9995837807655334,1,1,0.9997298121452332,4
421,421,0.9997420907020569,1,1,0.9998559951782227,5
422,422,0.8646872043609619,0,1,0.9884381890296936,8
423,423,0.9985847473144531,1,1,0.9992275238037109,0
424,424,0.9904515743255615,1,1,0.9944191575050354,2
425,425,0.9991100430488586,1,1,0.9993219375610352,9
426,426,0.8888283967971802,0,1,0.9747059345245361,5
427,427,0.9999561309814453,1,1,0.9999668598175049,4
428,428,0.9975683093070984,1,1,0.9994589686393738,0
429,429,0.9996227025985718,1,1,0.9996744394302368,6
430,430,0.9708451628684998,1,1,0.9963521957397461,2
431,431,0.9998643398284912,1,1,0.999901533126831,5
432,432,0.9995539784431458,1,1,0.9996993541717529,3
433,433,0.7348859310150146,0,0,0.43363526463508606,5
434,434,0.9899523854255676,1,1,0.9976981282234192,3
435,435,0.9998522996902466,1,1,0.9998972415924072,7
436,436,0.9978302121162415,1,1,0.9991707801818848,2
437,437,0.9880257248878479,1,1,0.9981605410575867,5
438,438,0.9911202788352966,1,1,0.9968427419662476,3
439,439,0.7441939115524292,1,1,0.9435024857521057,1
440,440,0.9999011754989624,1,1,0.9999271631240845,1
441,441,0.9949160814285278,1,1,0.9988318085670471,4
442,442,0.9998531341552734,1,1,0.9998875856399536,9
443,443,0.9982905983924866,1,1,0.9994024038314819,9
444,444,0.9995532631874084,1,1,0.9996631145477295,5
445,445,0.9998433589935303,1,1,0.9999083280563354,7
446,446,0.9997246861457825,1,1,0.9998303651809692,5
447,447,0.9996597766876221,1,1,0.9997369647026062,0
448,448,0.998272180557251,1,1,0.9985960125923157,2
449,449,0.9321413040161133,1,1,0.9727407693862915,2
450,450,0.9995856881141663,1,1,0.9997983574867249,2
451,451,0.9997549653053284,1,1,0.9998313188552856,9
452,452,0.9997218251228333,1,1,0.9997861981391907,7
453,453,0.7984778881072998,1,1,0.982620894908905,3
454,454,0.9995027780532837,1,1,0.999632716178894,9
455,455,0.999257504940033,1,1,0.9996353387832642,4
456,456,0.9775991439819336,0,1,0.996769905090332,4
457,457,0.9996594190597534,1,1,0.9998325109481812,5
458,458,0.8972783088684082,1,0,0.5259876251220703,4
459,459,0.9983553290367126,1,1,0.9990241527557373,6
460,460,0.9998244643211365,1,1,0.9998630285263062,5
461,461,0.998930037021637,1,1,0.9994305968284607,6
462,462,0.9993187189102173,1,1,0.9994701743125916,1
463,463,0.8800896406173706,1,0,0.6439226269721985,4
464,464,0.5032315850257874,1,0,0.7713897228240967,3
465,465,0.9522255063056946,1,1,0.995973527431488,4
466,466,0.9999200105667114,1,1,0.9999382495880127,4
467,467,0.9999039173126221,1,1,0.9999359846115112,3
468,468,0.9988487958908081,1,1,0.9992945194244385,7
469,469,0.9995513558387756,1,1,0.9996765851974487,8
470,470,0.746027410030365,0,0,0.7359423637390137,4
471,471,0.9996005892753601,1,1,0.999754011631012,7
472,472,0.9998878240585327,1,1,0.9999063014984131,8
473,473,0.9994540810585022,1,1,0.9998375177383423,0
474,474,0.9934301972389221,1,1,0.9970596432685852,5
475,475,0.9999433755874634,1,1,0.9999669790267944,7
476,476,0.9984777569770813,1,1,0.9993804693222046,6
477,477,0.9944556355476379,1,1,0.9991070628166199,0
478,478,0.9982514977455139,1,1,0.9987805485725403,5
479,479,0.9992461204528809,1,1,0.9994359612464905,4
480,480,0.6563639640808105,1,1,0.9289973974227905,8
481,481,0.999908447265625,1,1,0.9999468326568604,6
482,482,0.99967360496521,1,1,0.9997312426567078,8
483,483,0.371754914522171,0,0,0.5566361546516418,3
484,484,0.9996412992477417,1,1,0.9997244477272034,5
485,485,0.68350750207901,0,1,0.9441738724708557,8
486,486,0.9998757839202881,1,1,0.9999014139175415,9
487,487,0.9998457431793213,1,1,0.999881386756897,9
488,488,0.99952232837677,1,1,0.9996762275695801,5
489,489,0.9994615912437439,1,1,0.9996652603149414,0
