,sample_idx,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_autoaugment_trades4_255_adv_conf4_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_autoaugment_trades4_255_is_acc,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_autoaugment_trades4_255_is_rob4_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_autoaugment_trades4_255_nat_conf,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_autoaugment_trades4_255_pred
47,47,0.996253252029419,1,1,0.9973727464675903,58
48,48,0.6352382302284241,1,1,0.860235869884491,75
49,49,0.457827627658844,0,0,0.21956157684326172,76
50,50,0.8029764294624329,1,1,0.9080215096473694,4
51,51,0.7245649099349976,1,0,0.3984546661376953,6
52,52,0.9808105826377869,1,1,0.9885939359664917,9
53,53,0.440168172121048,1,0,0.4494085907936096,57
54,54,0.4730307459831238,1,0,0.5433964729309082,2
55,55,0.4895709455013275,1,0,0.4942092001438141,32
56,56,0.9190965294837952,1,1,0.9533518552780151,71
57,57,0.49063366651535034,1,1,0.538303792476654,52
58,58,0.7226465344429016,1,1,0.8920826315879822,42
59,59,0.8851443529129028,1,1,0.9497461318969727,69
60,60,0.577438473701477,0,0,0.35787302255630493,78
61,61,0.4185643792152405,1,1,0.5825275182723999,27
62,62,0.5542763471603394,0,1,0.7805378437042236,31
63,63,0.19181951880455017,1,0,0.12208466231822968,65
64,64,0.5841248631477356,0,0,0.7287623286247253,62
65,65,0.4990907907485962,1,1,0.6656206846237183,35
66,66,0.5820267200469971,1,1,0.7497780919075012,43
67,67,0.609355628490448,1,1,0.8184093236923218,82
68,68,0.9711143374443054,1,1,0.9805018305778503,63
69,69,0.5525191426277161,0,0,0.24545548856258392,50
70,70,0.4220823347568512,1,0,0.253092497587204,66
71,71,0.43102648854255676,0,0,0.3872734308242798,6
72,72,0.4367433488368988,0,0,0.5507783889770508,76
73,73,0.9144511818885803,1,1,0.9505150318145752,91
74,74,0.45378559827804565,0,1,0.7295691967010498,76
75,75,0.9724039435386658,1,1,0.9862546920776367,32
76,76,0.9976149797439575,1,1,0.998263418674469,82
77,77,0.5095550417900085,1,0,0.7990965843200684,10
78,78,0.6551737785339355,1,1,0.8537721633911133,77
79,79,0.8731346726417542,0,1,0.9263960719108582,61
80,80,0.724325954914093,1,1,0.8472124338150024,71
81,81,0.5460999011993408,1,1,0.6929576992988586,78
82,82,0.8919761776924133,1,1,0.9595426917076111,54
83,83,0.4494696259498596,1,1,0.7262269258499146,6
84,84,0.9927279949188232,1,1,0.9954054355621338,29
85,85,0.9479349255561829,1,1,0.9785531759262085,89
86,86,0.5851501226425171,1,0,0.6057748794555664,78
87,87,0.2561492919921875,0,0,0.20931507647037506,31
88,88,0.3820066452026367,0,0,0.23545406758785248,98
89,89,0.4762924909591675,0,0,0.3675191402435303,73
90,90,0.43540623784065247,1,1,0.7010453939437866,22
91,91,0.5059053897857666,1,0,0.6793097257614136,18
92,92,0.31277531385421753,1,0,0.2191775143146515,27
93,93,0.956453263759613,1,1,0.984398603439331,21
94,94,0.769290030002594,0,0,0.47609850764274597,81
95,95,0.3488750159740448,1,1,0.6133188009262085,21
96,96,0.3392269015312195,0,0,0.09143630415201187,72
97,97,0.6973907351493835,1,0,0.34833455085754395,75
98,98,0.3072510063648224,0,1,0.6305092573165894,68
99,99,0.39204832911491394,0,0,0.15225844085216522,59
100,100,0.41883787512779236,0,0,0.20162610709667206,33
101,101,0.45216184854507446,0,0,0.3005903661251068,57
102,102,0.4774274230003357,1,0,0.4213639497756958,47
103,103,0.5774199962615967,0,0,0.3007175326347351,18
104,104,0.8224202990531921,1,1,0.8862652778625488,43
105,105,0.9947581887245178,1,1,0.9970273375511169,69
106,106,0.9949303269386292,1,1,0.9962334036827087,76
107,107,0.6247794032096863,1,1,0.7959555983543396,17
108,108,0.8398165106773376,1,1,0.9582726955413818,57
109,109,0.45463308691978455,0,1,0.7561208009719849,47
110,110,0.9168218374252319,1,1,0.9771565794944763,25
111,111,0.9874072074890137,1,1,0.9910882711410522,20
112,112,0.965645432472229,1,1,0.9841015934944153,27
113,113,0.49839138984680176,0,0,0.25615790486335754,83
114,114,0.5718469619750977,1,0,0.1269829273223877,9
115,115,0.34009888768196106,1,0,0.5520152449607849,71
116,116,0.5981622934341431,1,1,0.8312849402427673,8
117,117,0.5746632218360901,1,1,0.8182049989700317,43
118,118,0.7624980211257935,1,1,0.955798864364624,57
119,119,0.9755964875221252,1,1,0.9861997365951538,56
120,120,0.5939325094223022,1,1,0.8920968770980835,85
121,121,0.488425076007843,0,0,0.33297044038772583,65
122,122,0.3302891254425049,1,1,0.6282759308815002,19
123,123,0.5491352677345276,1,0,0.3746766149997711,92
124,124,0.5564310550689697,1,0,0.7676875591278076,33
125,125,0.6929319500923157,1,1,0.897650420665741,20
126,126,0.4405311942100525,1,0,0.5374091863632202,21
127,127,0.27147045731544495,0,0,0.14605483412742615,27
128,128,0.7332409620285034,1,1,0.8779650330543518,70
129,129,0.5089789032936096,1,0,0.3296917974948883,46
130,130,0.6663722991943359,0,0,0.41283664107322693,46
131,131,0.9969391822814941,1,1,0.9978985786437988,16
132,132,0.5324321389198303,0,0,0.8107964396476746,81
133,133,0.5108840465545654,0,0,0.4067757725715637,50
134,134,0.5469757318496704,0,0,0.48610731959342957,3
135,135,0.9875462651252747,1,1,0.9936281442642212,91
136,136,0.8670722246170044,1,1,0.8935896754264832,60
137,137,0.33027347922325134,0,0,0.2185145616531372,3
138,138,0.5169610381126404,1,1,0.655173122882843,52
139,139,0.7616450786590576,1,1,0.8493255972862244,23
140,140,0.5589689016342163,1,1,0.7893413305282593,4
141,141,0.8223711252212524,1,1,0.9176177382469177,11
142,142,0.723821759223938,1,1,0.7709221243858337,52
143,143,0.3941846787929535,0,0,0.12121384590864182,34
144,144,0.7754155397415161,1,1,0.9136337041854858,24
145,145,0.6000118851661682,1,1,0.8183270692825317,95
146,146,0.7213636636734009,1,0,0.7201105952262878,25
147,147,0.9730851650238037,1,1,0.9857638478279114,39
148,148,0.410564661026001,1,0,0.6750612258911133,51
149,149,0.6202033758163452,1,1,0.8478450775146484,58
150,150,0.29580891132354736,1,0,0.3074759542942047,58
151,151,0.4668422341346741,1,0,0.48862120509147644,77
152,152,0.30751484632492065,0,0,0.3115687668323517,66
153,153,0.4526941776275635,0,1,0.7013711333274841,49
154,154,0.9887145161628723,1,1,0.9948108196258545,45
155,155,0.35916754603385925,1,1,0.6278966069221497,66
156,156,0.5249833464622498,1,1,0.7751678228378296,58
157,157,0.9967009425163269,1,1,0.9988565444946289,20
158,158,0.5467807054519653,1,1,0.8175017833709717,24
159,159,0.2973095178604126,0,0,0.1573757827281952,42
160,160,0.8357552289962769,1,1,0.8928501009941101,36
161,161,0.45279660820961,1,0,0.6270474195480347,8
162,162,0.752247154712677,0,0,0.13920986652374268,31
163,163,0.4960378408432007,1,0,0.7193074822425842,10
164,164,0.31888508796691895,0,0,0.0844976082444191,63
165,165,0.47718456387519836,0,0,0.2918989658355713,52
166,166,0.9964742064476013,1,1,0.9970049262046814,54
167,167,0.7681130766868591,1,1,0.8913875222206116,99
168,168,0.8537261486053467,1,1,0.9065831303596497,51
169,169,0.7936904430389404,1,0,0.45399346947669983,83
170,170,0.45126837491989136,1,0,0.5329009890556335,9
171,171,0.5091800689697266,0,0,0.34891003370285034,26
172,172,0.3453303277492523,0,0,0.10736850649118423,27
173,173,0.2365785539150238,0,1,0.3830823302268982,16
174,174,0.818913996219635,1,1,0.9042102694511414,95
175,175,0.5871360301971436,0,0,0.3069816529750824,53
176,176,0.6672123074531555,0,1,0.8827599883079529,95
177,177,0.49519866704940796,1,1,0.7469732165336609,73
178,178,0.17174319922924042,1,1,0.1937277466058731,18
179,179,0.9955730438232422,1,1,0.9969964027404785,40
180,180,0.35064905881881714,0,0,0.1175655946135521,97
181,181,0.5915071964263916,0,0,0.2308693379163742,14
182,182,0.9961938858032227,1,1,0.9975443482398987,22
183,183,0.41948190331459045,1,0,0.31449031829833984,80
184,184,0.6807200908660889,0,0,0.19944356381893158,10
185,185,0.48358288407325745,1,0,0.7083776593208313,28
186,186,0.739475429058075,0,0,0.29042670130729675,94
187,187,0.894704282283783,1,1,0.9567456245422363,95
188,188,0.504330575466156,1,1,0.7439764738082886,98
189,189,0.7678351402282715,1,1,0.9553588032722473,83
190,190,0.9919724464416504,1,1,0.9946495890617371,12
191,191,0.7308118939399719,1,1,0.8851480484008789,24
192,192,0.36469385027885437,0,0,0.12935250997543335,62
193,193,0.9837558269500732,1,1,0.9888134598731995,13
194,194,0.9715973138809204,1,1,0.9842149615287781,94
195,195,0.911961019039154,1,1,0.9569942951202393,24
196,196,0.4551103115081787,1,1,0.8213717341423035,58
197,197,0.45305025577545166,1,1,0.7617301344871521,63
198,198,0.5729796886444092,0,0,0.5976855158805847,18
199,199,0.8275099396705627,1,1,0.8976304531097412,87
200,200,0.4689798653125763,1,0,0.4657166302204132,6
201,201,0.8935971856117249,1,1,0.9215067028999329,78
202,202,0.7198155522346497,1,1,0.8531594276428223,68
203,203,0.757843554019928,1,1,0.8627411127090454,60
204,204,0.2710822522640228,1,0,0.6727006435394287,6
205,205,0.7299934029579163,1,1,0.8113516569137573,23
206,206,0.6295573711395264,1,0,0.448407381772995,44
207,207,0.4031587541103363,1,1,0.6033303141593933,31
208,208,0.5132735967636108,1,1,0.7552623152732849,80
209,209,0.6778146624565125,1,1,0.7909764051437378,93
210,210,0.5730114579200745,0,0,0.2692440450191498,64
211,211,0.4578265845775604,1,0,0.3162190020084381,98
212,212,0.6287935972213745,1,0,0.42538097500801086,49
213,213,0.6141459345817566,0,0,0.22009038925170898,33
214,214,0.9967817068099976,1,1,0.99811851978302,97
215,215,0.28302237391471863,0,0,0.2179352343082428,56
216,216,0.5089863538742065,0,0,0.7296275496482849,53
217,217,0.4033470153808594,1,0,0.40503451228141785,67
218,218,0.5957997441291809,0,0,0.6124044060707092,86
219,219,0.43299421668052673,1,1,0.5111223459243774,81
220,220,0.5415720343589783,1,1,0.7257827520370483,94
221,221,0.4018144905567169,0,0,0.1439608633518219,56
222,222,0.3447128236293793,0,0,0.11369968205690384,68
223,223,0.5271115899085999,1,0,0.744559645652771,77
224,224,0.8438537120819092,1,1,0.9190982580184937,12
225,225,0.27120691537857056,0,0,0.2901597321033478,44
226,226,0.6778092980384827,1,1,0.8519616723060608,0
227,227,0.7207965850830078,0,0,0.3748925030231476,39
228,228,0.3611293137073517,1,0,0.4981084167957306,79
229,229,0.8173682689666748,1,1,0.9050907492637634,71
230,230,0.9111906886100769,1,1,0.9452270269393921,89
231,231,0.723194420337677,1,1,0.9278525114059448,57
232,232,0.6073354482650757,1,0,0.39551904797554016,47
233,233,0.9892104864120483,1,1,0.9923095703125,24
234,234,0.6443050503730774,1,0,0.5170615315437317,65
235,235,0.5601963996887207,0,0,0.36062368750572205,83
236,236,0.44926685094833374,1,1,0.7590646743774414,32
237,237,0.5321983695030212,1,1,0.8542712330818176,36
238,238,0.9804329872131348,1,1,0.9926506876945496,82
239,239,0.5505012273788452,1,0,0.3115186393260956,31
240,240,0.9375706911087036,1,1,0.9734773635864258,23
241,241,0.9787077903747559,1,1,0.9868249297142029,24
242,242,0.7296883463859558,1,1,0.9059760570526123,34
243,243,0.5069059133529663,1,1,0.7334912419319153,21
244,244,0.539086103439331,1,0,0.4820093810558319,11
245,245,0.6356669068336487,0,0,0.6245059967041016,62
246,246,0.46468427777290344,1,1,0.6938601136207581,80
247,247,0.4316729009151459,1,0,0.546776533126831,44
248,248,0.22727447748184204,0,0,0.1310272514820099,33
249,249,0.23916177451610565,0,1,0.2967137396335602,70
250,250,0.8746166825294495,1,1,0.9286357164382935,91
251,251,0.9491708874702454,1,1,0.9720137715339661,16
252,252,0.3518266975879669,0,0,0.1077982485294342,50
253,253,0.3819229006767273,1,1,0.6541873812675476,68
254,254,0.7839849591255188,1,0,0.5192311406135559,50
255,255,0.3760225176811218,0,0,0.11669307947158813,88
256,256,0.25641685724258423,0,0,0.0739971250295639,8
257,257,0.39844760298728943,0,0,0.24151961505413055,75
258,258,0.49893054366111755,0,0,0.19896623492240906,80
259,259,0.4252859950065613,1,0,0.6566202044487,42
260,260,0.47664445638656616,1,0,0.3308611214160919,80
261,261,0.9582113027572632,1,1,0.9721581935882568,76
262,262,0.5364949107170105,0,0,0.3100515902042389,13
263,263,0.49628111720085144,1,0,0.1418164074420929,55
264,264,0.3722478449344635,1,0,0.7604587078094482,19
265,265,0.9857593774795532,1,1,0.9934101700782776,91
266,266,0.45105165243148804,0,0,0.5961934924125671,47
267,267,0.37974703311920166,1,0,0.44973093271255493,1
268,268,0.42500683665275574,0,0,0.35845133662223816,44
269,269,0.32677823305130005,1,0,0.43617621064186096,62
270,270,0.906467616558075,1,1,0.9698742032051086,99
271,271,0.9093677401542664,1,1,0.9757586717605591,51
272,272,0.38920527696609497,1,1,0.5289891362190247,96
273,273,0.7060233950614929,0,0,0.3533594012260437,0
274,274,0.3910534977912903,0,0,0.15890677273273468,78
275,275,0.8869970440864563,0,0,0.4694565236568451,91
276,276,0.9736604690551758,1,1,0.9877462387084961,67
277,277,0.27996039390563965,0,0,0.0854049026966095,5
278,278,0.9916732907295227,1,1,0.9948039650917053,40
279,279,0.9783979654312134,1,1,0.986086368560791,62
280,280,0.39658698439598083,1,0,0.6568690538406372,78
281,281,0.9861380457878113,1,1,0.9914581179618835,84
282,282,0.551054060459137,1,0,0.8297216892242432,28
283,283,0.7124525904655457,1,0,0.652172327041626,89
284,284,0.39222511649131775,0,0,0.39841726422309875,73
285,285,0.5137699842453003,1,1,0.836471676826477,66
286,286,0.3559386730194092,0,0,0.5203855037689209,24
287,287,0.3525683879852295,0,0,0.2023932784795761,50
288,288,0.23771826922893524,1,0,0.16985496878623962,42
289,289,0.7942320108413696,1,1,0.9675012230873108,92
290,290,0.5066397190093994,0,0,0.32406988739967346,91
291,291,0.32686957716941833,0,0,0.163838192820549,38
292,292,0.860602617263794,1,1,0.9449543952941895,86
293,293,0.4730936586856842,0,0,0.3099214434623718,93
294,294,0.46591031551361084,1,0,0.7149322032928467,96
295,295,0.8923940658569336,1,1,0.9415149092674255,12
296,296,0.34144341945648193,1,0,0.5828748345375061,16
297,297,0.30584535002708435,1,0,0.45715197920799255,67
298,298,0.21775221824645996,0,0,0.3244341015815735,19
299,299,0.4503554403781891,1,0,0.5858190655708313,89
300,300,0.3304513990879059,0,1,0.6168608665466309,52
301,301,0.6491557359695435,1,0,0.5244505405426025,12
302,302,0.9743537306785583,1,1,0.9908762574195862,40
303,303,0.3954816460609436,1,0,0.735552191734314,7
304,304,0.24542827904224396,0,0,0.17830367386341095,67
305,305,0.4234212338924408,0,0,0.15338671207427979,44
306,306,0.9917608499526978,1,1,0.9950752854347229,76
307,307,0.7729607224464417,0,0,0.40442243218421936,19
308,308,0.482125848531723,0,0,0.1793651580810547,27
309,309,0.9190226197242737,1,1,0.9743685722351074,28
310,310,0.41616618633270264,1,0,0.21658089756965637,19
311,311,0.3541671931743622,1,0,0.30704665184020996,18
312,312,0.9970471262931824,1,1,0.9975301623344421,41
313,313,0.41579899191856384,1,0,0.2577706277370453,42
314,314,0.37345820665359497,0,0,0.10938432812690735,72
315,315,0.3798598349094391,0,0,0.27462542057037354,15
316,316,0.5419304966926575,0,0,0.19693438708782196,49
317,317,0.430357426404953,1,0,0.2244308590888977,15
318,318,0.2820107042789459,0,0,0.15965761244297028,61
319,319,0.9963579773902893,1,1,0.9975460171699524,8
320,320,0.5199171900749207,0,0,0.795035183429718,17
321,321,0.39859217405319214,1,0,0.5635377168655396,89
322,322,0.4589056372642517,0,0,0.0760527029633522,2
323,323,0.4917599856853485,1,1,0.6401568055152893,67
324,324,0.5872222781181335,1,1,0.798058032989502,12
325,325,0.9925161004066467,1,1,0.9968808889389038,2
326,326,0.5233566164970398,1,0,0.24083204567432404,19
327,327,0.9692017436027527,1,1,0.9863935112953186,91
328,328,0.5121143460273743,1,1,0.8071451783180237,94
329,329,0.5347694754600525,0,0,0.3801044821739197,24
330,330,0.41975846886634827,1,1,0.4212047755718231,71
331,331,0.35816994309425354,1,1,0.5831564664840698,36
332,332,0.966214656829834,1,1,0.9857468605041504,61
333,333,0.4901050627231598,1,1,0.6624146699905396,62
334,334,0.4244152307510376,0,0,0.270974725484848,73
335,335,0.7025283575057983,1,1,0.8164100646972656,60
336,336,0.5340862274169922,0,1,0.685833215713501,67
337,337,0.5152267217636108,1,1,0.7267983555793762,91
338,338,0.3686280846595764,1,0,0.5122132897377014,34
339,339,0.4530695378780365,1,0,0.6554961800575256,95
340,340,0.4110013246536255,1,0,0.07962116599082947,9
341,341,0.7880856394767761,0,0,0.2850911319255829,92
342,342,0.744286835193634,1,1,0.8497759103775024,68
343,343,0.983794629573822,1,1,0.9914542436599731,62
344,344,0.5854308605194092,1,1,0.78915935754776,99
345,345,0.9278074502944946,1,1,0.9687906503677368,66
346,346,0.536290168762207,0,0,0.3774441182613373,21
347,347,0.6107490658760071,1,0,0.5370671153068542,7
348,348,0.23060818016529083,0,0,0.10488895326852798,83
349,349,0.5393756628036499,1,0,0.3688322603702545,10
350,350,0.8582829833030701,1,1,0.9498854875564575,68
351,351,0.4287136495113373,0,0,0.6286386251449585,43
352,352,0.5258936882019043,0,1,0.711060106754303,33
353,353,0.923226535320282,1,1,0.9637983441352844,58
354,354,0.3939582407474518,1,1,0.7034741044044495,48
355,355,0.9842460751533508,1,1,0.9928697943687439,40
356,356,0.4201255738735199,1,0,0.182223379611969,96
357,357,0.35527023673057556,1,0,0.2667919099330902,14
358,358,0.41691383719444275,0,1,0.6018046736717224,35
359,359,0.26572275161743164,0,0,0.08491253107786179,42
360,360,0.926541268825531,1,1,0.9563247561454773,64
361,361,0.9542642831802368,1,1,0.9771944880485535,39
362,362,0.44724220037460327,1,0,0.2029951810836792,33
363,363,0.42083925008773804,1,1,0.5656773447990417,94
364,364,0.8291186690330505,1,1,0.9037370085716248,63
365,365,0.5128582715988159,0,0,0.3010399341583252,61
366,366,0.3928097188472748,1,0,0.5897912383079529,89
367,367,0.625299870967865,0,1,0.7998126745223999,54
368,368,0.3453616797924042,1,0,0.5244618058204651,90
369,369,0.4383790194988251,0,0,0.572393536567688,27
370,370,0.6627873778343201,1,0,0.5610632300376892,90
371,371,0.7226094603538513,1,1,0.8058173060417175,33
372,372,0.9722971320152283,1,1,0.9855208992958069,28
373,373,0.9638428688049316,1,1,0.9812989830970764,29
374,374,0.4829334020614624,0,0,0.19356359541416168,65
375,375,0.5598961710929871,1,1,0.8696790337562561,86
376,376,0.6173430681228638,1,0,0.7089858055114746,7
377,377,0.8953760266304016,1,1,0.9678987264633179,0
378,378,0.9862106442451477,1,1,0.9914336204528809,94
379,379,0.7988433241844177,0,0,0.593417763710022,45
380,380,0.2777152955532074,1,0,0.2947688400745392,26
381,381,0.905124306678772,1,1,0.9769231081008911,6
382,382,0.9972386360168457,1,1,0.9977153539657593,41
383,383,0.5968198776245117,0,0,0.2737022340297699,72
384,384,0.9692590832710266,1,1,0.9908417463302612,69
385,385,0.4560711681842804,0,0,0.2300719916820526,45
386,386,0.8519238829612732,1,1,0.9331251978874207,29
387,387,0.47038906812667847,0,0,0.3310590386390686,73
388,388,0.9886572957038879,1,1,0.9926982522010803,85
389,389,0.8129885196685791,1,1,0.9017690420150757,65
390,390,0.2524567246437073,1,0,0.19493290781974792,40
391,391,0.9766494035720825,1,1,0.9919779300689697,57
392,392,0.4258785545825958,0,0,0.18595826625823975,49
393,393,0.8377537131309509,1,1,0.926551878452301,30
394,394,0.34489262104034424,0,0,0.1554267853498459,15
395,395,0.21190716326236725,0,0,0.13834908604621887,42
396,396,0.5341575741767883,0,0,0.40981417894363403,4
397,397,0.4480748474597931,1,0,0.6781986355781555,49
398,398,0.7484167814254761,1,1,0.8237601518630981,52
399,399,0.49202314019203186,0,0,0.27602052688598633,27
400,400,0.989791750907898,1,1,0.9938242435455322,40
401,401,0.4007706642150879,1,0,0.1677573174238205,93
402,402,0.33394837379455566,0,0,0.11890298873186111,74
403,403,0.4707658588886261,0,0,0.17117051780223846,12
404,404,0.39847204089164734,1,0,0.5800210237503052,6
405,405,0.8061219453811646,1,1,0.9433146715164185,57
406,406,0.696678102016449,1,0,0.42478102445602417,72
407,407,0.9451999664306641,1,1,0.9741178154945374,16
408,408,0.41674402356147766,0,1,0.5528146624565125,35
409,409,0.6255598664283752,0,0,0.18715664744377136,8
410,410,0.9896201491355896,1,1,0.9944585561752319,40
411,411,0.426788330078125,0,0,0.39891770482063293,47
412,412,0.8020008206367493,1,1,0.9106079936027527,71
413,413,0.2841861844062805,0,0,0.11185865104198456,27
414,414,0.2881371080875397,0,0,0.10870562493801117,32
415,415,0.4394356310367584,1,0,0.779194176197052,66
416,416,0.4367276132106781,0,0,0.214906245470047,34
417,417,0.3250977694988251,1,0,0.3916991949081421,8
418,418,0.9621542096138,1,1,0.9823570251464844,53
419,419,0.2818029224872589,0,0,0.15220524370670319,42
420,420,0.5375368595123291,0,0,0.12280849367380142,66
421,421,0.3372564911842346,0,0,0.09231198579072952,37
422,422,0.3168138265609741,1,0,0.3097311854362488,88
423,423,0.46158239245414734,1,0,0.31032025814056396,96
424,424,0.3712378144264221,0,0,0.3558427691459656,71
425,425,0.5943084955215454,1,0,0.4359777569770813,42
426,426,0.45587387681007385,1,0,0.6489688754081726,77
427,427,0.5465142726898193,0,0,0.29046759009361267,28
428,428,0.4337870478630066,1,0,0.7426871657371521,27
429,429,0.35421130061149597,0,0,0.19977642595767975,70
430,430,0.2716559171676636,1,0,0.2147543728351593,79
431,431,0.9303446412086487,1,1,0.9615145921707153,98
432,432,0.32458463311195374,0,0,0.24809837341308594,40
433,433,0.9385756254196167,1,1,0.958101749420166,51
434,434,0.3347538709640503,1,0,0.3389236330986023,2
435,435,0.5803152918815613,0,1,0.8762645721435547,51
436,436,0.3580656349658966,1,0,0.32324424386024475,31
437,437,0.3188718557357788,0,0,0.2156071662902832,33
438,438,0.9305975437164307,1,1,0.9669327735900879,36
439,439,0.5155206322669983,0,0,0.20519475638866425,77
440,440,0.6788623332977295,1,1,0.8237292170524597,16
441,441,0.40646079182624817,1,1,0.7816317677497864,5
442,442,0.814373254776001,1,1,0.9395408630371094,81
443,443,0.937726616859436,1,1,0.9585921168327332,85
444,444,0.5806795954704285,0,0,0.3046237826347351,6
445,445,0.49311134219169617,1,1,0.7760517001152039,85
446,446,0.2791683077812195,1,1,0.4534629285335541,65
447,447,0.5704244375228882,0,0,0.218257874250412,79
448,448,0.8444498777389526,0,1,0.9440724849700928,4
449,449,0.1916310042142868,0,0,0.07708916813135147,17
450,450,0.3408600986003876,1,1,0.5605888962745667,22
451,451,0.6954414248466492,0,0,0.6698893308639526,47
452,452,0.36672812700271606,0,1,0.6572138667106628,22
453,453,0.294032484292984,1,0,0.37809139490127563,18
454,454,0.6626349687576294,0,0,0.46345266699790955,35
455,455,0.8092446327209473,1,1,0.9363433122634888,9
456,456,0.3848622143268585,0,0,0.1443837583065033,63
457,457,0.43974900245666504,0,0,0.3379407227039337,93
458,458,0.5341600179672241,1,0,0.4931972026824951,7
459,459,0.6349744200706482,1,0,0.2927218973636627,5
460,460,0.3073379695415497,1,0,0.46402594447135925,58
461,461,0.9875288009643555,1,1,0.9919800758361816,87
462,462,0.7417788505554199,0,0,0.5129813551902771,69
463,463,0.3315986096858978,0,1,0.4944717288017273,87
464,464,0.7179428339004517,0,0,0.5157627463340759,92
465,465,0.34756845235824585,0,0,0.2656860053539276,44
466,466,0.16594766080379486,0,0,0.07945585995912552,74
467,467,0.36309492588043213,1,1,0.5864346623420715,17
468,468,0.9977140426635742,1,1,0.9986203908920288,6
469,469,0.6209447979927063,1,1,0.8764359951019287,0
470,470,0.2781241536140442,1,0,0.29975324869155884,79
471,471,0.8637246489524841,1,1,0.9329864382743835,97
472,472,0.5008124709129333,0,0,0.21128728985786438,34
473,473,0.9025665521621704,1,1,0.9558922052383423,14
474,474,0.382385790348053,0,0,0.3351484537124634,14
475,475,0.6213739514350891,0,0,0.28237760066986084,14
476,476,0.393510639667511,0,0,0.10236997902393341,85
477,477,0.3731663227081299,1,0,0.3342730700969696,42
478,478,0.4379521906375885,0,0,0.18146741390228271,27
479,479,0.539585292339325,1,0,0.5882666110992432,25
480,480,0.49857866764068604,1,0,0.6666346788406372,37
481,481,0.9882098436355591,1,1,0.9912211894989014,75
482,482,0.495827317237854,0,1,0.7669801115989685,10
483,483,0.31830477714538574,1,0,0.2777199149131775,41
