,sample_idx,resnet50_cifar10_autoaugment_trades1_255_adv_conf1_255,resnet50_cifar10_autoaugment_trades1_255_is_acc,resnet50_cifar10_autoaugment_trades1_255_is_rob1_255,resnet50_cifar10_autoaugment_trades1_255_nat_conf,resnet50_cifar10_autoaugment_trades1_255_pred
90,90,0.994929850101471,1,1,0.9960747957229614,0
91,91,0.5639750361442566,1,1,0.7924485206604004,3
92,92,0.996402382850647,1,1,0.9976297616958618,8
93,93,0.9852647185325623,1,1,0.9896292090415955,6
94,94,0.40748101472854614,1,1,0.5702115297317505,4
95,95,0.9102868437767029,1,1,0.9427933096885681,6
96,96,0.993071973323822,1,1,0.9956642985343933,6
97,97,0.5899164080619812,1,1,0.6643376350402832,0
98,98,0.9984449744224548,1,1,0.9987195730209351,0
99,99,0.9997689127922058,1,1,0.9998262524604797,7
100,100,0.7818707227706909,1,1,0.8609254360198975,4
101,101,0.8839484453201294,1,1,0.9189143180847168,5
102,102,0.9941993951797485,1,1,0.9963228702545166,6
103,103,0.9679692983627319,1,1,0.9822132587432861,3
104,104,0.9971240162849426,1,1,0.9976769089698792,1
105,105,0.9978935122489929,1,1,0.9981448650360107,1
106,106,0.7700656652450562,1,1,0.8405763506889343,3
107,107,0.983873188495636,1,1,0.9887934327125549,6
108,108,0.9959561228752136,1,1,0.997041642665863,8
109,109,0.9986220598220825,1,1,0.9989306330680847,7
110,110,0.7589369416236877,1,1,0.873142659664154,4
111,111,0.9865102171897888,1,1,0.9925172328948975,0
112,112,0.5821029543876648,1,1,0.7465974688529968,6
113,113,0.9518550634384155,1,1,0.9759559631347656,2
114,114,0.9486863017082214,1,1,0.9735465049743652,1
115,115,0.985263466835022,1,1,0.9907490611076355,3
116,116,0.9753203988075256,1,1,0.984373927116394,0
117,117,0.9365684986114502,1,1,0.9565009474754333,4
118,118,0.48968306183815,0,0,0.5110760927200317,3
119,119,0.6785503625869751,1,1,0.8433852195739746,7
120,120,0.8760080337524414,1,1,0.9513415098190308,8
121,121,0.5372359156608582,1,1,0.6833093166351318,3
122,122,0.996653139591217,1,1,0.9975525736808777,1
123,123,0.9999055862426758,1,1,0.9999276399612427,2
124,124,0.961911141872406,1,1,0.980832576751709,8
125,125,0.5024518966674805,0,0,0.5398842692375183,8
126,126,0.9630619883537292,1,1,0.9796740412712097,8
127,127,0.8440357446670532,1,1,0.909454882144928,3
128,128,0.5068433880805969,0,1,0.6214459538459778,3
129,129,0.8184356689453125,1,1,0.9225786328315735,2
130,130,0.909961462020874,1,1,0.968166172504425,4
131,131,0.9993762373924255,1,1,0.9995070695877075,1
132,132,0.9748406410217285,1,1,0.9847588539123535,8
133,133,0.9994420409202576,1,1,0.999550998210907,9
134,134,0.9880437254905701,1,1,0.9898870587348938,1
135,135,0.9508593082427979,1,1,0.9691201448440552,2
136,136,0.9978690147399902,1,1,0.9984918832778931,9
137,137,0.9986578226089478,1,1,0.9989137649536133,7
138,138,0.9009813666343689,1,1,0.9536557793617249,2
139,139,0.6473832130432129,1,0,0.5366085171699524,9
140,140,0.9511858820915222,1,1,0.971478283405304,6
141,141,0.9831621646881104,1,1,0.9884340167045593,5
142,142,0.9947484135627747,1,1,0.9961042404174805,6
143,143,0.7055346369743347,1,1,0.8272814154624939,3
144,144,0.9790580868721008,1,1,0.9872210621833801,8
145,145,0.989281415939331,1,1,0.9937938451766968,7
146,146,0.9553560614585876,1,1,0.9845418930053711,6
147,147,0.6031768321990967,0,0,0.5162598490715027,5
148,148,0.5007089972496033,1,0,0.5944041609764099,5
149,149,0.9956574440002441,1,1,0.996956467628479,2
150,150,0.9871726036071777,1,1,0.9911303520202637,8
151,151,0.940510094165802,1,1,0.9645975232124329,9
152,152,0.9236831068992615,1,1,0.9565013647079468,6
153,153,0.9493727087974548,1,1,0.9696130156517029,0
154,154,0.987801730632782,1,1,0.9924536347389221,0
155,155,0.9399067759513855,1,1,0.9590378403663635,5
156,156,0.9688078761100769,1,1,0.9794305562973022,2
157,157,0.9988452196121216,1,1,0.9991099238395691,9
158,158,0.5555489659309387,1,0,0.45535799860954285,5
159,159,0.9907439351081848,1,1,0.99318528175354,4
160,160,0.981280505657196,1,1,0.9869990944862366,2
161,161,0.9960590600967407,1,1,0.9969909191131592,1
162,162,0.43890872597694397,1,0,0.5003299713134766,6
163,163,0.8527665138244629,1,1,0.9149644374847412,6
164,164,0.610793948173523,0,1,0.7263250350952148,0
165,165,0.568324625492096,0,0,0.5421740412712097,2
166,166,0.8613321185112,1,1,0.9541003704071045,8
167,167,0.7151663303375244,1,1,0.8298109769821167,4
168,168,0.9168933629989624,1,1,0.9542970657348633,5
169,169,0.6486483812332153,1,1,0.8343585729598999,0
170,170,0.9968808889389038,1,1,0.9973467588424683,9
171,171,0.8775944113731384,1,1,0.9391363263130188,9
172,172,0.9187743067741394,1,1,0.9528450965881348,9
173,173,0.8888974785804749,1,1,0.9422751069068909,8
174,174,0.9959945678710938,1,1,0.9968359470367432,9
175,175,0.9983125925064087,1,1,0.9985848665237427,9
176,176,0.9506867527961731,1,1,0.9775438904762268,3
177,177,0.8824902176856995,1,1,0.9389814734458923,7
178,178,0.4620903432369232,1,0,0.6078980565071106,5
179,179,0.9970493316650391,1,1,0.9979779124259949,0
180,180,0.9959473013877869,1,1,0.9966273903846741,0
181,181,0.9921412467956543,1,1,0.994067907333374,5
182,182,0.9944823980331421,1,1,0.9960904717445374,2
183,183,0.6038864850997925,1,1,0.749952495098114,2
184,184,0.7514501810073853,1,1,0.8751100301742554,3
185,185,0.9961983561515808,1,1,0.9972155094146729,8
186,186,0.7237796187400818,1,1,0.8631213903427124,6
187,187,0.47531822323799133,1,1,0.6658690571784973,3
188,188,0.5455859899520874,1,1,0.6579108238220215,4
189,189,0.5550776720046997,0,1,0.7193190455436707,8
190,190,0.9715067148208618,1,1,0.9867330193519592,5
191,191,0.9037164449691772,1,1,0.9453683495521545,8
192,192,0.9473989009857178,1,1,0.9665684700012207,0
193,193,0.9848803281784058,1,1,0.9907348155975342,1
194,194,0.9956544637680054,1,1,0.9971975088119507,7
195,195,0.44184398651123047,0,0,0.4232613444328308,3
196,196,0.988806962966919,1,1,0.9919840693473816,8
197,197,0.9786030650138855,1,1,0.9844402074813843,8
198,198,0.9973394274711609,1,1,0.9977878332138062,7
199,199,0.8955093026161194,1,1,0.9519944787025452,8
200,200,0.8145601749420166,1,1,0.9064018726348877,5
201,201,0.8413248658180237,1,1,0.9156701564788818,1
202,202,0.9981480836868286,1,1,0.998528242111206,8
203,203,0.9716001152992249,1,1,0.9827524423599243,7
204,204,0.9959676265716553,1,1,0.9970095157623291,1
205,205,0.8871241807937622,1,1,0.9320682883262634,3
206,206,0.9610787630081177,1,1,0.971969485282898,0
207,207,0.9822258949279785,1,1,0.9884356260299683,5
208,208,0.9994471669197083,1,1,0.9995627999305725,7
209,209,0.9952806830406189,1,1,0.9966177344322205,9
210,210,0.5667100548744202,1,1,0.7822287678718567,7
211,211,0.9658958911895752,1,1,0.979902446269989,4
212,212,0.9946396946907043,1,1,0.9963260293006897,5
213,213,0.8653270602226257,0,1,0.9286025166511536,8
214,214,0.7335259318351746,1,1,0.8274879455566406,8
215,215,0.9946468472480774,1,1,0.9958438277244568,0
216,216,0.9996966123580933,1,1,0.9997199177742004,7
217,217,0.9843758940696716,1,1,0.9934864044189453,9
218,218,0.42800208926200867,1,1,0.572457492351532,8
219,219,0.9789925217628479,1,1,0.987467348575592,2
220,220,0.887173056602478,1,1,0.9415959715843201,7
221,221,0.5577328205108643,1,0,0.48187604546546936,6
222,222,0.9985142350196838,1,1,0.998853325843811,9
223,223,0.5648550391197205,1,1,0.7574005722999573,4
224,224,0.49060702323913574,1,1,0.672935962677002,3
225,225,0.9838706254959106,1,1,0.9934044480323792,9
226,226,0.24970586597919464,0,0,0.33235013484954834,0
227,227,0.9774166345596313,1,1,0.9848736524581909,4
228,228,0.8944360613822937,1,1,0.9620177149772644,7
229,229,0.5748347043991089,1,1,0.6953168511390686,6
230,230,0.9954470992088318,1,1,0.996921181678772,5
231,231,0.9996442794799805,1,1,0.9997016787528992,1
232,232,0.5525347590446472,0,1,0.7035546898841858,3
233,233,0.9774466156959534,1,1,0.9839168190956116,8
234,234,0.9932443499565125,1,1,0.9952308535575867,8
235,235,0.9971619844436646,1,1,0.9980137348175049,0
236,236,0.972663938999176,1,1,0.982001006603241,4
237,237,0.5312590003013611,0,1,0.7616916298866272,2
238,238,0.8310657143592834,1,1,0.8825782537460327,5
239,239,0.9977182149887085,1,1,0.9983291029930115,5
240,240,0.9981593489646912,1,1,0.9985692501068115,1
241,241,0.9916247725486755,1,1,0.9945679903030396,1
242,242,0.7934064865112305,1,1,0.8830627799034119,8
243,243,0.9845959544181824,1,1,0.9916881918907166,9
244,244,0.9922735095024109,1,1,0.994438648223877,0
245,245,0.8853695392608643,1,1,0.9421231746673584,3
246,246,0.9924155473709106,1,1,0.9943874478340149,1
247,247,0.46618351340293884,1,0,0.7419300079345703,9
248,248,0.9908975958824158,1,1,0.9943193197250366,2
249,249,0.46857815980911255,1,1,0.6803133487701416,2
250,250,0.9878343343734741,1,1,0.9914892911911011,5
251,251,0.9039469957351685,1,1,0.9411901831626892,3
252,252,0.9989709854125977,1,1,0.9991612434387207,9
253,253,0.9726334810256958,1,1,0.9826801419258118,9
254,254,0.5399872660636902,1,0,0.5853835940361023,4
255,255,0.7311038374900818,1,1,0.8566466569900513,0
256,256,0.5038362741470337,1,1,0.7387162446975708,3
257,257,0.9940099716186523,1,1,0.9957535266876221,0
258,258,0.6905702352523804,0,1,0.8935308456420898,8
259,259,0.952162504196167,1,1,0.978172779083252,9
260,260,0.9666475653648376,1,1,0.9792966246604919,8
261,261,0.9384414553642273,1,1,0.9643872976303101,1
262,262,0.8902115821838379,1,1,0.9405412077903748,5
263,263,0.7643917798995972,1,1,0.8530188798904419,7
264,264,0.7290635108947754,0,1,0.8435821533203125,8
265,265,0.9573547840118408,1,1,0.9729433655738831,8
266,266,0.7726008296012878,1,1,0.8843855261802673,2
267,267,0.9964749217033386,1,1,0.9975948929786682,4
268,268,0.994361162185669,1,1,0.9959661960601807,7
269,269,0.44890910387039185,1,1,0.6594498157501221,0
270,270,0.6213957071304321,1,1,0.7813902497291565,2
271,271,0.6457679867744446,0,0,0.48323071002960205,5
272,272,0.9764564037322998,1,1,0.9861685633659363,6
273,273,0.848598301410675,1,1,0.9162091016769409,3
274,274,0.9953895807266235,1,1,0.9964240193367004,8
275,275,0.7360379695892334,0,1,0.8165987730026245,3
276,276,0.6836034059524536,1,1,0.7831548452377319,0
277,277,0.4388314485549927,1,0,0.40238890051841736,3
278,278,0.9553096294403076,1,1,0.9723038673400879,4
279,279,0.4220581352710724,1,1,0.5191500186920166,3
280,280,0.9888439178466797,1,1,0.9938741326332092,9
281,281,0.841739296913147,1,1,0.9110059142112732,0
282,282,0.9599307179450989,1,1,0.973959743976593,6
283,283,0.9977389574050903,1,1,0.9981125593185425,1
284,284,0.9087333083152771,1,1,0.9540412425994873,0
285,285,0.9975378513336182,1,1,0.9983192086219788,9
286,286,0.9750019907951355,1,1,0.9809795022010803,1
287,287,0.878011167049408,1,1,0.9361431002616882,0
288,288,0.9976354837417603,1,1,0.9980080723762512,7
289,289,0.9977807402610779,1,1,0.9980868101119995,9
290,290,0.9967467784881592,1,1,0.9975672960281372,1
291,291,0.9817744493484497,1,1,0.9874714016914368,2
292,292,0.9622988104820251,1,1,0.9852873086929321,6
293,293,0.9409996271133423,1,1,0.9687225222587585,9
294,294,0.9086164832115173,1,1,0.9392199516296387,3
295,295,0.9777316451072693,1,1,0.9873194694519043,4
296,296,0.9986892342567444,1,1,0.9989680051803589,6
297,297,0.9987969398498535,1,1,0.998931348323822,0
298,298,0.7958322167396545,1,1,0.8696314692497253,0
299,299,0.9887209534645081,1,1,0.9923485517501831,6
300,300,0.9834186434745789,1,1,0.9887005686759949,6
301,301,0.9724493622779846,1,1,0.9810687899589539,6
302,302,0.4451568126678467,1,0,0.6503098011016846,3
303,303,0.9956551790237427,1,1,0.9968128800392151,2
304,304,0.9968589544296265,1,1,0.9978491067886353,6
305,305,0.9976303577423096,1,1,0.9981927275657654,1
306,306,0.6074371933937073,1,1,0.8268677592277527,8
307,307,0.8704971075057983,1,1,0.9229745268821716,2
308,308,0.754152238368988,1,1,0.8969786763191223,1
309,309,0.6833547949790955,0,0,0.44391515851020813,2
310,310,0.9927211403846741,1,1,0.9949016571044922,8
311,311,0.9983571171760559,1,1,0.9988549947738647,6
312,312,0.6009694933891296,0,1,0.7702637910842896,0
313,313,0.6773993372917175,0,1,0.7740404605865479,2
314,314,0.6779462695121765,1,1,0.8118036389350891,4
315,315,0.9863331913948059,1,1,0.9922692179679871,0
316,316,0.4949698746204376,1,1,0.6947087645530701,7
317,317,0.9968454241752625,1,1,0.9978811144828796,7
318,318,0.980270504951477,1,1,0.9876310229301453,5
319,319,0.9461230635643005,1,1,0.9664690494537354,5
320,320,0.9115635752677917,1,1,0.9449437856674194,3
321,321,0.7250314354896545,1,1,0.8449255228042603,5
322,322,0.9667392373085022,1,1,0.9805039167404175,2
323,323,0.5010462403297424,1,1,0.6288518309593201,3
324,324,0.6935935616493225,1,1,0.8071116209030151,4
325,325,0.975499153137207,1,1,0.9845954775810242,1
326,326,0.9587808847427368,1,1,0.9725756645202637,7
327,327,0.6146788597106934,1,1,0.7665001153945923,5
328,328,0.9798118472099304,1,1,0.9871947169303894,4
329,329,0.9618042707443237,1,1,0.9752971529960632,6
330,330,0.9981421232223511,1,1,0.9984116554260254,1
331,331,0.999602735042572,1,1,0.9996700286865234,9
332,332,0.4179331064224243,0,0,0.4522647261619568,6
333,333,0.9919947385787964,1,1,0.9948458671569824,6
334,334,0.9878073334693909,1,1,0.9913000464439392,6
335,335,0.9578849077224731,1,1,0.9774903655052185,9
336,336,0.9935101866722107,1,1,0.9955160021781921,3
337,337,0.9660989046096802,1,1,0.9803699254989624,8
338,338,0.9668996930122375,1,1,0.9782516956329346,0
339,339,0.9925071597099304,1,1,0.9949134588241577,7
340,340,0.8270893096923828,1,1,0.900772213935852,2
341,341,0.993289053440094,1,1,0.9950315952301025,6
342,342,0.6953269243240356,1,1,0.8186594247817993,2
343,343,0.9453824162483215,1,1,0.9614638686180115,5
344,344,0.9622966051101685,1,1,0.9798303842544556,8
345,345,0.9580179452896118,1,1,0.9762741327285767,5
346,346,0.9192860126495361,1,1,0.9467478394508362,4
347,347,0.9519931674003601,1,1,0.9654860496520996,6
348,348,0.9995636343955994,1,1,0.9996273517608643,8
349,349,0.8867552280426025,1,1,0.9539838433265686,9
350,350,0.9983590245246887,1,1,0.9986924529075623,9
351,351,0.9351504445075989,1,1,0.9679635167121887,1
352,352,0.8228030800819397,1,1,0.9236363768577576,0
353,353,0.9995108842849731,1,1,0.9996047616004944,2
354,354,0.42903512716293335,1,0,0.5842469334602356,2
355,355,0.4426426589488983,1,0,0.32076296210289,7
356,356,0.434912770986557,0,1,0.5890032052993774,5
357,357,0.6054195165634155,1,1,0.723527729511261,2
358,358,0.9859785437583923,1,1,0.9912294149398804,8
359,359,0.9973045587539673,1,1,0.9982655644416809,0
360,360,0.9919847846031189,1,1,0.9938843846321106,9
361,361,0.9815639853477478,1,1,0.9888968467712402,5
362,362,0.9981841444969177,1,1,0.9985387325286865,8
363,363,0.966093122959137,1,1,0.9748470783233643,1
364,364,0.9990329742431641,1,1,0.9992589354515076,9
365,365,0.9810664653778076,1,1,0.9895029067993164,4
366,366,0.9779229164123535,1,1,0.9873838424682617,1
367,367,0.954568088054657,1,1,0.9742836952209473,3
368,368,0.41533511877059937,0,0,0.4650171399116516,2
369,369,0.9747330546379089,1,1,0.9872642755508423,1
370,370,0.4199379086494446,1,1,0.5858457684516907,4
371,371,0.9988144636154175,1,1,0.9989838004112244,7
372,372,0.9961918592453003,1,1,0.9972430467605591,9
373,373,0.9068013429641724,1,1,0.9404361844062805,4
374,374,0.9785990715026855,1,1,0.9851689338684082,2
375,375,0.9941404461860657,1,1,0.9952913522720337,7
376,376,0.6618731617927551,1,1,0.8130007386207581,0
377,377,0.923802375793457,1,1,0.9620914459228516,7
378,378,0.35946348309516907,0,0,0.3512767255306244,8
379,379,0.9963130354881287,1,1,0.997527539730072,6
380,380,0.9349491596221924,1,1,0.9668231010437012,6
381,381,0.9934466481208801,1,1,0.9951657056808472,9
382,382,0.9935787916183472,1,1,0.9960939288139343,0
383,383,0.8947935104370117,1,1,0.9623201489448547,9
384,384,0.6320350170135498,1,0,0.4727347493171692,2
385,385,0.736245334148407,1,1,0.8103040456771851,8
386,386,0.991946280002594,1,1,0.993423342704773,7
387,387,0.4284084737300873,1,0,0.3511662781238556,2
388,388,0.9926888346672058,1,1,0.996559202671051,2
389,389,0.9916108250617981,1,1,0.994457483291626,5
390,390,0.9973829388618469,1,1,0.9979225993156433,1
391,391,0.9981783628463745,1,1,0.9986280202865601,2
392,392,0.9945210218429565,1,1,0.9958980679512024,6
393,393,0.8803685903549194,1,1,0.925446093082428,2
394,394,0.6781761050224304,1,1,0.8345606327056885,9
395,395,0.9126278758049011,1,1,0.9411952495574951,6
396,396,0.9850435256958008,1,1,0.9909877181053162,2
397,397,0.5161787867546082,1,1,0.7491834163665771,3
398,398,0.8758491277694702,1,1,0.9123291373252869,0
399,399,0.9920478463172913,1,1,0.9958667755126953,3
400,400,0.9983252882957458,1,1,0.9987422823905945,9
401,401,0.9557017683982849,1,1,0.974159836769104,8
402,402,0.8263309597969055,1,1,0.9104697108268738,7
403,403,0.953886091709137,1,1,0.9716418981552124,8
404,404,0.9854507446289062,1,1,0.9911240339279175,8
405,405,0.6338602304458618,1,1,0.7477803230285645,4
406,406,0.9945429563522339,1,1,0.9959583878517151,0
407,407,0.9821688532829285,1,1,0.9867274165153503,1
408,408,0.980803370475769,1,1,0.9866949319839478,8
409,409,0.9120355248451233,1,1,0.9505870938301086,2
410,410,0.998324453830719,1,1,0.9986767172813416,7
411,411,0.9778823256492615,1,1,0.9845259189605713,9
412,412,0.485678106546402,0,0,0.568669319152832,5
413,413,0.996221661567688,1,1,0.9972142577171326,6
414,414,0.9973636269569397,1,1,0.9981662631034851,1
415,415,0.9981649518013,1,1,0.9985814094543457,9
416,416,0.6011443734169006,1,1,0.7235667705535889,0
417,417,0.5511127710342407,1,1,0.7377155423164368,7
418,418,0.4122854173183441,0,0,0.4789653718471527,5
419,419,0.9956003427505493,1,1,0.9971517324447632,7
420,420,0.8957318663597107,1,1,0.9487747550010681,4
421,421,0.6549937129020691,1,1,0.8188372850418091,5
422,422,0.9461882710456848,0,1,0.9719940423965454,8
423,423,0.9963966012001038,1,1,0.9975388050079346,0
424,424,0.8720393776893616,1,1,0.9288771748542786,2
425,425,0.9986338019371033,1,1,0.9989998936653137,9
426,426,0.4824671447277069,0,0,0.5803619027137756,6
427,427,0.8410769701004028,1,1,0.9018069505691528,4
428,428,0.6498363018035889,0,0,0.41761672496795654,6
429,429,0.997843861579895,1,1,0.9984276294708252,6
430,430,0.4413316547870636,1,0,0.7203389406204224,2
431,431,0.9828248023986816,1,1,0.9887569546699524,5
432,432,0.7141388654708862,1,1,0.795871913433075,3
433,433,0.5087025165557861,1,1,0.7279660105705261,7
434,434,0.6279071569442749,1,1,0.7553852796554565,3
435,435,0.9850904941558838,1,1,0.9891724586486816,7
436,436,0.5457929372787476,1,1,0.7420205473899841,2
437,437,0.832622230052948,1,1,0.9016915559768677,5
438,438,0.6280861496925354,1,0,0.5248296856880188,3
439,439,0.4849461317062378,1,1,0.6688447594642639,1
440,440,0.9963562488555908,1,1,0.9973996877670288,1
441,441,0.7409560680389404,1,1,0.8489865064620972,4
442,442,0.9986802935600281,1,1,0.9989749193191528,9
443,443,0.9862188696861267,1,1,0.9912028312683105,9
444,444,0.9791085124015808,1,1,0.9860339760780334,5
445,445,0.9428377151489258,1,1,0.9675713181495667,7
446,446,0.7646338939666748,1,1,0.8523458242416382,5
447,447,0.9623824954032898,1,1,0.9703683257102966,0
448,448,0.8330581188201904,1,1,0.9265268445014954,2
449,449,0.5863754749298096,0,1,0.6874837875366211,0
450,450,0.9890238046646118,1,1,0.9937345385551453,2
451,451,0.9970418810844421,1,1,0.9981100559234619,9
452,452,0.9978247880935669,1,1,0.9982165694236755,7
453,453,0.4761710464954376,1,0,0.557392954826355,3
454,454,0.9924739003181458,1,1,0.993922233581543,9
455,455,0.8095691204071045,1,1,0.8771500587463379,4
456,456,0.6448755860328674,0,0,0.4604017436504364,4
457,457,0.9675265550613403,1,1,0.9834325909614563,5
458,458,0.738594651222229,0,1,0.8415563106536865,3
459,459,0.6288981437683105,1,1,0.8067736625671387,6
460,460,0.9938430786132812,1,1,0.9946251511573792,5
461,461,0.9398119449615479,1,1,0.965511679649353,6
462,462,0.991378903388977,1,1,0.9941275119781494,1
463,463,0.6670896410942078,1,1,0.7963231205940247,4
464,464,0.6281449794769287,1,1,0.7183917760848999,3
465,465,0.9365401864051819,1,1,0.9706488251686096,4
466,466,0.9950501322746277,1,1,0.9967971444129944,4
467,467,0.9970133304595947,1,1,0.9976608753204346,3
468,468,0.9848877191543579,1,1,0.9910026788711548,7
469,469,0.9793939590454102,1,1,0.987214207649231,8
470,470,0.496878445148468,0,0,0.5105170607566833,4
471,471,0.9715437293052673,1,1,0.9806209206581116,7
472,472,0.9970249533653259,1,1,0.9979270696640015,8
473,473,0.7676078081130981,1,1,0.8718074560165405,0
474,474,0.5875949859619141,1,1,0.7229128479957581,5
475,475,0.9932326078414917,1,1,0.9951701760292053,7
476,476,0.5994947552680969,1,1,0.8141405582427979,6
477,477,0.8373802304267883,1,1,0.9064773917198181,0
478,478,0.8980804085731506,1,1,0.9350196123123169,5
479,479,0.9506911635398865,1,1,0.9662318825721741,4
480,480,0.7414731979370117,1,1,0.8720265626907349,8
481,481,0.9953415393829346,1,1,0.9966553449630737,6
482,482,0.9959719777107239,1,1,0.9969602227210999,8
483,483,0.4198637306690216,0,0,0.48732489347457886,2
484,484,0.9891833066940308,1,1,0.992720365524292,5
485,485,0.5803481340408325,0,0,0.5016421675682068,8
486,486,0.998146653175354,1,1,0.998742401599884,9
487,487,0.9961896538734436,1,1,0.9975685477256775,9
488,488,0.6133336424827576,0,0,0.5927435159683228,4
489,489,0.8905192613601685,1,1,0.9166841506958008,0
490,490,0.9985604882240295,1,1,0.9987936019897461,1
491,491,0.9629860520362854,1,1,0.9796816110610962,0
492,492,0.9174865484237671,1,1,0.946208119392395,8
