,sample_idx,Carmon2019Unlabeled_adv_conf16_255,Carmon2019Unlabeled_adv_conf1_255,Carmon2019Unlabeled_adv_conf2_255,Carmon2019Unlabeled_adv_conf4_255,Carmon2019Unlabeled_adv_conf8_255,Carmon2019Unlabeled_is_acc,Carmon2019Unlabeled_is_rob1_255,Carmon2019Unlabeled_is_rob2_255,Carmon2019Unlabeled_is_rob4_255,Carmon2019Unlabeled_is_rob8_255,Carmon2019Unlabeled_is_rob16_255,Carmon2019Unlabeled_nat_conf,Carmon2019Unlabeled_pred
11,11,0.6980766654014587,0.9046528339385986,0.9002265334129333,0.8909025192260742,0.8699426054954529,1,1,1,1,1,1,0.9086524844169617,9
12,12,0.6422202587127686,0.26232656836509705,0.2935268580913544,0.36032065749168396,0.4833201467990875,1,0,0,0,0,0,0.2546944320201874,5
13,13,0.9305846095085144,0.9568520188331604,0.955596923828125,0.9528521299362184,0.9465480446815492,1,1,1,1,1,1,0.9579729437828064,7
14,14,0.55069899559021,0.8404189348220825,0.834492564201355,0.8219420909881592,0.7893049120903015,1,1,1,1,1,1,0.8455110788345337,9
15,15,0.4861886203289032,0.8789596557617188,0.8703686594963074,0.8475033044815063,0.7287875413894653,1,1,1,1,1,0,0.8859797716140747,8
16,16,0.6928640604019165,0.8034549355506897,0.7860288023948669,0.7341699004173279,0.5385810732841492,1,1,1,1,1,0,0.817846953868866,5
17,17,0.3895660936832428,0.6855456829071045,0.6774923801422119,0.6607120037078857,0.6067144870758057,1,1,1,1,1,0,0.6928669810295105,7
18,18,0.6648944616317749,0.7641803026199341,0.7460830211639404,0.6928724646568298,0.5003850460052489,1,1,1,1,1,0,0.778918445110321,8
19,19,0.3908393085002899,0.7362473011016846,0.7247723937034607,0.6983084678649902,0.6284323334693909,1,1,1,1,1,1,0.7461925148963928,6
20,20,0.6417262554168701,0.7648923993110657,0.7372646331787109,0.6525854468345642,0.40744999051094055,1,1,1,1,1,0,0.7836755514144897,7
21,21,0.969710648059845,0.9943570494651794,0.9940045475959778,0.9931060671806335,0.9901087284088136,1,1,1,1,1,1,0.994662880897522,0
22,22,0.7870481014251709,0.4809026420116425,0.3987620770931244,0.5265073776245117,0.676697313785553,0,1,1,0,0,0,0.5625922083854675,0
23,23,0.9343751668930054,0.9610825181007384,0.9599354267120358,0.9575077891349792,0.951790452003479,1,1,1,1,1,1,0.962113618850708,9
24,24,0.5096270442008972,0.35433560609817505,0.3396739959716797,0.309558629989624,0.38804468512535095,0,1,1,0,0,0,0.36923763155937195,4
25,25,0.4708065986633301,0.599359393119812,0.5922002792358398,0.5787973999977112,0.5375748872756958,1,1,1,1,1,0,0.6056246161460876,2
26,26,0.5378201007843018,0.33870625495910645,0.3238388299942017,0.29791828989982605,0.3539542555809021,1,1,1,1,0,0,0.35264766216278076,4
27,27,0.6181477308273315,0.8446416854858398,0.8353854417800903,0.815270721912384,0.7571914792060852,1,1,1,1,1,0,0.8531364798545837,0
28,28,0.7730416655540466,0.6994887590408325,0.6785883903503418,0.6309342384338379,0.4746705591678619,1,1,1,1,1,0,0.7166722416877747,9
29,29,0.41722407937049866,0.7190271615982056,0.711314857006073,0.6957237720489502,0.6556869149208069,1,1,1,1,1,0,0.7265328168869019,6
30,30,0.7253308892250061,0.3970496356487274,0.3781620860099793,0.3411881327629089,0.4793230593204498,1,1,1,1,0,0,0.41627371311187744,6
31,31,0.6178271174430847,0.5369738936424255,0.5173601508140564,0.4713723361492157,0.3690432608127594,1,1,1,1,1,0,0.5531461834907532,5
32,32,0.5860525369644165,0.4824518859386444,0.45814648270607,0.3667039275169373,0.6784133315086365,1,1,1,1,0,0,0.49081021547317505,4
33,33,0.6401690244674683,0.4559976160526276,0.43632447719573975,0.4229254126548767,0.5134721398353577,1,1,1,0,0,0,0.47242191433906555,5
34,34,0.5649662613868713,0.934941589832306,0.9319678544998168,0.9253849387168884,0.9075403809547424,1,1,1,1,1,1,0.9377111196517944,9
35,35,0.6267597079277039,0.3390404582023621,0.3218397796154022,0.3749410212039948,0.4760088622570038,0,1,1,0,0,0,0.3561965525150299,3
36,36,0.5916709899902344,0.3542117476463318,0.3402577340602875,0.32978692650794983,0.4292346239089966,1,1,1,0,0,0,0.3653095066547394,4
37,37,0.9045199155807495,0.7083716392517091,0.6478894352912903,0.5046856403350829,0.6964037418365479,0,1,1,1,0,0,0.7610015273094177,9
38,38,0.874566376209259,0.9465762376785278,0.9448843598365784,0.9409826397895812,0.931056022644043,1,1,1,1,1,1,0.9481814503669739,9
39,39,0.5567984580993652,0.7573127746582031,0.7475888729095459,0.7251569032669067,0.6618787050247192,1,1,1,1,1,0,0.765271008014679,5
40,40,0.6069973707199097,0.8597643971443176,0.8535415530204773,0.8394477367401123,0.8079277276992798,1,1,1,1,1,1,0.8654741048812866,4
41,41,0.49595150351524353,0.7178590893745422,0.7103986740112305,0.6945518851280212,0.6568940877914429,1,1,1,1,1,1,0.7251522541046143,6
42,42,0.6806012392044067,0.6643689274787903,0.6416492462158203,0.5764691233634949,0.4048358201980591,1,1,1,1,0,0,0.6809118390083313,5
43,43,0.5609254240989685,0.4261059463024139,0.4156593382358551,0.3880113959312439,0.3537432551383972,1,1,1,1,0,0,0.4359160363674164,6
44,44,0.508820652961731,0.8238994479179382,0.8179571628570557,0.8039529919624329,0.7702021598815918,1,1,1,1,1,1,0.8293336629867554,0
45,45,0.9151959419250488,0.9586004614830016,0.9575536847114564,0.9551398158073424,0.9490519165992736,1,1,1,1,1,1,0.9595069885253906,9
46,46,0.5435394644737244,0.41510459780693054,0.4050016403198242,0.3804919421672821,0.3789419233798981,1,1,1,1,0,0,0.42492976784706116,3
47,47,0.63531494140625,0.3172416687011719,0.2714267671108246,0.297159880399704,0.4456399083137512,1,1,1,0,0,0,0.3720376789569855,9
48,48,0.7195912599563599,0.4671947658061981,0.44293856620788574,0.43193450570106506,0.5635255575180054,1,1,1,0,0,0,0.48813870549201965,7
49,49,0.7107342481613159,0.4256172478199005,0.39926424622535706,0.41630974411964417,0.5549874305725098,1,1,1,0,0,0,0.4494796395301819,6
50,50,0.5632122159004211,0.8335574865341187,0.8175973296165466,0.7786416411399841,0.6631485819816589,1,1,1,1,1,0,0.8451188206672668,9
51,51,0.5446730256080627,0.6577961444854736,0.6456239819526672,0.6050642132759094,0.4631174206733704,1,1,1,1,1,0,0.6687203049659729,8
52,52,0.809427797794342,0.3974538147449493,0.3649309575557709,0.43579229712486267,0.6174333691596985,0,1,1,0,0,0,0.4289603531360626,6
53,53,0.5180217623710632,0.25415125489234924,0.27041533589363104,0.305092453956604,0.3869601190090179,0,0,0,0,0,0,0.2485170066356659,5
54,54,0.7969393134117126,0.9422088861465454,0.94053316116333,0.9368906617164612,0.9269084930419922,1,1,1,1,1,1,0.9438316822052002,8
55,55,0.7020317316055298,0.8326312899589539,0.8251550793647766,0.8008091449737549,0.6496647000312805,1,1,1,1,1,0,0.8393862843513489,8
56,56,0.6978607177734375,0.5724309682846069,0.5408931970596313,0.4680883884429932,0.34767937660217285,1,1,1,1,1,0,0.5978188514709473,7
57,57,0.7120009660720825,0.4395155012607575,0.4040128290653229,0.3206140100955963,0.4771590530872345,1,1,1,1,0,0,0.46757563948631287,7
58,58,0.5217519998550415,0.2680521607398987,0.25312379002571106,0.2883358597755432,0.3829501271247864,0,1,1,0,0,0,0.28236934542655945,3
59,59,0.5446226596832275,0.2763593792915344,0.2746820747852325,0.30975770950317383,0.3960204720497131,0,1,0,0,0,0,0.28733885288238525,3
60,60,0.49146437644958496,0.784801721572876,0.7776758074760437,0.7624036073684692,0.7211241722106934,1,1,1,1,1,1,0.7915031313896179,7
61,61,0.5659122467041016,0.2965012788772583,0.3148229718208313,0.3531095385551453,0.4321611225605011,0,0,0,0,0,0,0.28624165058135986,5
62,62,0.5870715379714966,0.7286369204521179,0.7246294021606445,0.7142062783241272,0.6906352043151855,1,1,1,1,1,1,0.7327020764350891,6
63,63,0.725559413433075,0.5076075196266174,0.4547897577285767,0.4341661632061005,0.5843492150306702,0,1,1,0,0,0,0.5569495558738708,9
64,64,0.5522788166999817,0.4965975880622864,0.4802586138248444,0.43784528970718384,0.3515928387641907,1,1,1,1,0,0,0.5097699761390686,6
65,65,0.6006738543510437,0.3540070056915283,0.3417378664016724,0.35623523592948914,0.4499585032463074,1,1,1,0,0,0,0.3652820289134979,2
66,66,0.6089932322502136,0.8258865475654602,0.8189207911491394,0.8028459548950195,0.7498404979705809,1,1,1,1,1,0,0.8320009708404541,1
67,67,0.9191562533378601,0.9611034393310548,0.9598318934440612,0.9570229649543762,0.9504170417785645,1,1,1,1,1,1,0.9623442888259888,2
68,68,0.5444896817207336,0.35991981625556946,0.34373387694358826,0.3258422017097473,0.4136328399181366,1,1,1,0,0,0,0.37563565373420715,3
69,69,0.9718096256256104,0.7100993394851685,0.6730007529258728,0.5569666028022766,0.794144332408905,1,1,1,1,0,0,0.7385481595993042,7
70,70,0.7631005048751831,0.4834898114204407,0.4483279585838318,0.3555281162261963,0.55506432056427,1,1,1,1,0,0,0.5133567452430725,2
71,71,0.5753829479217529,0.4255662262439728,0.3989939689636231,0.35010072588920593,0.4274241626262665,1,1,1,1,0,0,0.45349133014678955,6
72,72,0.6076123714447021,0.8606970310211182,0.8525611758232117,0.8334958553314209,0.7732011675834656,1,1,1,1,1,0,0.8680590987205505,8
73,73,0.6048339605331421,0.9052581191062928,0.9009223580360411,0.8911452889442444,0.8554026484489441,1,1,1,1,1,1,0.9088929891586304,8
74,74,0.7515206336975098,0.7425472736358643,0.7251714468002319,0.6839964985847473,0.514512836933136,1,1,1,1,1,0,0.7575768232345581,0
75,75,0.4082340896129608,0.6616370677947998,0.6536967754364014,0.6369713544845581,0.5974676609039307,1,1,1,1,1,1,0.6690711379051208,2
76,76,0.6463011503219604,0.8241958618164062,0.8143825531005859,0.7860408425331116,0.6485698223114014,1,1,1,1,1,0,0.8328630328178406,9
77,77,0.7637524008750916,0.6627781987190247,0.6440332531929016,0.5899236798286438,0.4818830788135529,1,1,1,1,0,0,0.6788975596427917,3
78,78,0.5727910399436951,0.4752923250198364,0.4630206525325775,0.42989733815193176,0.3299490213394165,1,1,1,1,1,0,0.4853416979312897,3
79,79,0.8757251501083374,0.9558582305908204,0.9542180299758912,0.9506705999374392,0.9417392015457152,1,1,1,1,1,1,0.9574767351150513,8
80,80,0.8482608795166016,0.764731764793396,0.7417714595794678,0.6737841963768005,0.5398300290107727,1,1,1,1,0,0,0.781419575214386,8
81,81,0.7081694006919861,0.7647485733032227,0.7431443929672241,0.6914575099945068,0.5348279476165771,1,1,1,1,1,0,0.7826887369155884,1
82,82,0.8978038430213928,0.9556418657302856,0.9545557498931884,0.9513835906982422,0.944415807723999,1,1,1,1,1,1,0.9567755460739136,1
83,83,0.5733529925346375,0.9621192216873168,0.9596375226974488,0.9533593654632568,0.9313067793846129,1,1,1,1,1,0,0.9643776416778564,7
84,84,0.4505278170108795,0.9120228886604308,0.9064022898674012,0.8927893042564392,0.8489861488342285,1,1,1,1,1,1,0.9167898893356323,2
85,85,0.3956984877586365,0.7103983759880066,0.7069841623306274,0.7007350325584412,0.6606057286262512,0,1,1,1,1,1,0.7130126357078552,7
86,86,0.5577327013015747,0.8791381716728209,0.8697550892829895,0.8434127569198608,0.7287411093711853,1,1,1,1,1,0,0.8875762224197388,2
87,87,0.9323753714561462,0.3734040856361389,0.3766190707683563,0.4763920307159424,0.7361667156219482,1,1,0,0,0,0,0.40894758701324463,7
88,88,0.5363230109214783,0.8791918158531189,0.8749244809150696,0.8648231625556946,0.8335346579551697,1,1,1,1,1,0,0.8829715847969055,8
89,89,0.5232340693473816,0.9391495585441588,0.9353638887405396,0.9256722927093506,0.8981871604919434,1,1,1,1,1,0,0.9424756169319153,9
90,90,0.7748605012893677,0.8914536237716675,0.8848356008529663,0.8669924736022949,0.7769506573677063,1,1,1,1,1,0,0.8969782590866089,0
91,91,0.6441035270690918,0.37157943844795227,0.3634416460990906,0.33333277702331543,0.405071884393692,1,1,1,1,0,0,0.377999871969223,3
92,92,0.8720723390579224,0.9683733582496644,0.9672290086746216,0.9647126793861388,0.9581490159034728,1,1,1,1,1,1,0.9694422483444214,8
93,93,0.4916367530822754,0.5317085385322571,0.5246935486793518,0.5096398591995239,0.4567064046859741,1,1,1,1,1,0,0.5366030335426331,6
94,94,0.6602157950401306,0.4439621567726135,0.43251875042915344,0.4083352088928223,0.3663487434387207,1,1,1,1,0,0,0.451923131942749,4
95,95,0.5630319714546204,0.4235763251781464,0.4125627279281616,0.3800608217716217,0.3157564997673035,1,1,1,1,0,0,0.4340217709541321,6
96,96,0.44149085879325867,0.6478461027145386,0.6423330903053284,0.6296154260635376,0.5856378674507141,1,1,1,1,1,0,0.6532078981399536,6
97,97,0.7209221124649048,0.7418256402015686,0.7217580080032349,0.6754974126815796,0.5285054445266724,1,1,1,1,1,0,0.7582429051399231,0
98,98,0.9959492683410645,0.99666827917099,0.9966292977333068,0.996552586555481,0.9964085221290588,1,1,1,1,1,1,0.9967049956321716,0
99,99,0.5523473620414734,0.9093023538589478,0.9056443572044371,0.8949702382087708,0.8531771898269653,1,1,1,1,1,1,0.9121289253234863,7
100,100,0.658117413520813,0.2944167554378509,0.2800097465515137,0.2833535969257355,0.4290681779384613,1,1,1,0,0,0,0.30642759799957275,4
101,101,0.5592187643051147,0.4372921586036682,0.4256580770015717,0.3969328403472901,0.3147374987602234,1,1,1,1,0,0,0.44763970375061035,5
102,102,0.6464641690254211,0.8083820343017578,0.8030208349227905,0.7908899188041687,0.7671515345573425,1,1,1,1,1,1,0.8140089511871338,6
103,103,0.48143619298934937,0.5978507399559021,0.5963466167449951,0.5911077260971069,0.553661584854126,1,1,1,1,1,0,0.5981795787811279,3
104,104,0.9121734499931335,0.962168037891388,0.9603636264801024,0.9563581943511964,0.9463606476783752,1,1,1,1,1,1,0.9638862013816833,1
105,105,0.9399387836456299,0.9722230434417723,0.9714014530181884,0.9696617722511292,0.964447021484375,1,1,1,1,1,1,0.9729772210121155,1
106,106,0.6417168974876404,0.4142889082431793,0.39075034856796265,0.3413722813129425,0.3859212398529053,1,1,1,1,0,0,0.43422505259513855,3
107,107,0.5128733515739441,0.6524261236190796,0.6428440809249878,0.622331976890564,0.5510143041610718,1,1,1,1,1,0,0.6608023643493652,6
108,108,0.6408265829086304,0.8585344552993774,0.8430057764053345,0.7921299934387207,0.5493854284286499,1,1,1,1,1,0,0.8710238933563232,8
109,109,0.8047442436218262,0.9055321216583252,0.9018248319625854,0.893733561038971,0.8741642832756042,1,1,1,1,1,1,0.9087765216827393,7
110,110,0.6494183540344238,0.4545994997024536,0.4460150003433228,0.4234493970870972,0.3632259666919708,1,1,1,1,0,0,0.4597299098968506,4
111,111,0.8735204339027405,0.9581432342529296,0.9561140537261964,0.9515892863273621,0.937831699848175,1,1,1,1,1,1,0.9599968791007996,0
112,112,0.7242863774299622,0.4288155436515808,0.4016284942626953,0.4494877755641937,0.5663977265357971,1,1,1,0,0,0,0.45430228114128113,6
113,113,0.6507474780082703,0.6344102621078491,0.6237070560455322,0.6048580408096313,0.5220823287963867,1,1,1,1,1,0,0.6439950466156006,2
114,114,0.9300054311752319,0.9296754002571106,0.9228050708770752,0.9024320840835572,0.744042694568634,1,1,1,1,1,0,0.9352531433105469,1
115,115,0.706882119178772,0.7361941933631897,0.7299473881721497,0.7160181403160095,0.6750389933586121,1,1,1,1,1,0,0.7411925792694092,3
116,116,0.7437241673469543,0.9274289608001708,0.920490562915802,0.9025649428367616,0.7897623181343079,1,1,1,1,1,0,0.9335175156593323,0
117,117,0.8398861289024353,0.5312057137489319,0.5133699178695679,0.4655702114105225,0.5332236886024475,1,1,1,1,0,0,0.5472785830497742,4
118,118,0.5287774801254272,0.38891538977622986,0.3711149990558624,0.33849862217903137,0.3205932378768921,0,1,1,1,0,0,0.40654197335243225,3
119,119,0.7858428359031677,0.3769317865371704,0.4263866543769837,0.5120843052864075,0.6429253220558167,1,0,0,0,0,0,0.3608846068382263,7
120,120,0.853864848613739,0.7525168061256409,0.7224031090736389,0.6360655426979065,0.5432687997817993,1,1,1,1,0,0,0.7744605541229248,8
121,121,0.7350694537162781,0.4852944612503052,0.4525035321712494,0.4155359864234924,0.5505830645561218,0,1,1,0,0,0,0.519108235836029,4
122,122,0.7466750144958496,0.8773409724235535,0.8699397444725037,0.8507802486419678,0.7637490630149841,1,1,1,1,1,0,0.8837197422981262,1
123,123,0.650931179523468,0.7743527889251709,0.7690455913543701,0.7571275234222412,0.7299833893775941,1,1,1,1,1,1,0.77944016456604,2
124,124,0.808923065662384,0.8069076538085938,0.7942492365837097,0.7570517659187317,0.5532921552658081,1,1,1,1,1,0,0.8168042302131653,8
125,125,0.5980030298233032,0.3003031015396118,0.29843783378601074,0.3224737048149109,0.40486401319503773,0,1,1,0,0,0,0.30315157771110535,2
126,126,0.7547942996025085,0.5248028039932251,0.5116763710975647,0.4578582048416138,0.3884508907794952,1,1,1,1,0,0,0.5335299372673035,8
127,127,0.6441598534584045,0.4705701768398285,0.4660835862159729,0.4438155889511109,0.3827779591083527,1,1,1,1,0,0,0.47076085209846497,3
128,128,0.6665017604827881,0.4050376713275909,0.4067121744155884,0.4614430963993073,0.5566031336784363,0,1,0,0,0,0,0.4224685728549957,3
129,129,0.6631360650062561,0.6403582692146301,0.613578736782074,0.5450737476348877,0.3335952162742615,1,1,1,1,0,0,0.6610258221626282,2
130,130,0.5647532939910889,0.6095998287200928,0.6029582023620605,0.583351194858551,0.5021838545799255,1,1,1,1,1,0,0.6153141260147095,4
131,131,0.9837198257446289,0.994034230709076,0.9937806725502014,0.9932274222373962,0.991795003414154,1,1,1,1,1,1,0.9942708015441895,1
132,132,0.8841723203659058,0.5748716592788696,0.5465422868728638,0.4588782489299774,0.6912533640861511,1,1,1,1,0,0,0.5969828367233276,8
133,133,0.951362669467926,0.9683817625045776,0.9676063656806946,0.966069221496582,0.9622705578804016,1,1,1,1,1,1,0.969103217124939,9
134,134,0.6093403697013855,0.9188368916511536,0.9156243801116944,0.907435417175293,0.8838845491409302,1,1,1,1,1,1,0.9213095307350159,1
135,135,0.5885472893714905,0.607344925403595,0.583422839641571,0.5256187915802002,0.3391768336296081,1,1,1,1,1,0,0.6286338567733765,2
136,136,0.4889899492263794,0.916293442249298,0.91221421957016,0.901995062828064,0.8679462671279907,1,1,1,1,1,0,0.91968834400177,9
137,137,0.5932751297950745,0.8806644678115845,0.8727579116821289,0.8536407351493835,0.7898614406585693,1,1,1,1,1,0,0.887755811214447,7
138,138,0.6070001721382141,0.5443474650382996,0.5323035717010498,0.5050888061523438,0.4269372820854187,1,1,1,1,1,0,0.5549572110176086,2
139,139,0.7284892201423645,0.5290576815605164,0.4902977347373962,0.4270104467868805,0.4917410612106323,0,1,1,1,0,0,0.5734192728996277,8
140,140,0.5925832986831665,0.3690108358860016,0.3540109395980835,0.3104831874370575,0.3801819384098053,1,1,1,1,0,0,0.38080689311027527,6
141,141,0.6916136741638184,0.8722022175788879,0.8681563138961792,0.8591415286064148,0.8368234038352966,1,1,1,1,1,1,0.8761186003684998,5
142,142,0.6769328117370605,0.8788971900939941,0.8694638609886169,0.8458941578865051,0.7476617693901062,1,1,1,1,1,0,0.8872731924057007,6
143,143,0.48839277029037476,0.5901954174041748,0.5802522897720337,0.5558685064315796,0.4975171089172363,1,1,1,1,1,0,0.5976629853248596,3
144,144,0.6468558311462402,0.9142951965332032,0.9098251461982728,0.8988453149795532,0.8650607466697693,1,1,1,1,1,1,0.9181355834007263,8
145,145,0.6977239847183228,0.5893511772155762,0.5502440929412842,0.4696417152881622,0.3195052444934845,1,1,1,1,1,0,0.6200518012046814,7
146,146,0.5570014715194702,0.6716284155845642,0.6620339155197144,0.6379422545433044,0.5357970595359802,1,1,1,1,1,0,0.6795200109481812,6
147,147,0.6887259483337402,0.6572979688644409,0.6010591983795166,0.487794578075409,0.4955756366252899,0,1,1,1,0,0,0.7075359225273132,5
148,148,0.578003466129303,0.7732125520706177,0.7579417228698729,0.7192822694778442,0.5955773591995239,1,1,1,1,1,0,0.7855685949325562,5
149,149,0.5258160829544067,0.7149099111557007,0.7074492573738098,0.6914834380149841,0.6467894315719604,1,1,1,1,1,0,0.721336841583252,2
150,150,0.7142294645309448,0.8821324706077576,0.8793764710426331,0.8731340169906616,0.8532066345214844,1,1,1,1,1,1,0.8846765160560608,8
151,151,0.7876597046852112,0.675369918346405,0.6527963280677795,0.5940178036689758,0.4318181872367859,1,1,1,1,1,0,0.693105161190033,9
152,152,0.5796799659729004,0.4458757936954498,0.43393439054489136,0.4013314247131348,0.2896289825439453,1,1,1,1,0,0,0.45611539483070374,6
153,153,0.6460356116294861,0.8862858414649963,0.8694270849227905,0.8226069808006287,0.6185344457626343,1,1,1,1,1,0,0.8957120776176453,0
154,154,0.6234051585197449,0.8282677531242371,0.8077888488769531,0.7571577429771423,0.613129734992981,1,1,1,1,1,0,0.8447964191436768,0
155,155,0.7074769735336304,0.5474154949188232,0.5298866033554077,0.4887681305408478,0.3802760243415833,1,1,1,1,0,0,0.5635964870452881,5
156,156,0.6724754571914673,0.7849202752113342,0.7643566727638245,0.7051723003387451,0.49881127476692205,1,1,1,1,1,0,0.8018750548362732,2
157,157,0.7494304180145264,0.930886685848236,0.9263988137245178,0.915737807750702,0.8870466947555542,1,1,1,1,1,0,0.9349015355110168,9
158,158,0.5904983878135681,0.32679709792137146,0.3510452210903168,0.3976477086544037,0.478050708770752,1,0,0,0,0,0,0.31168797612190247,5
159,159,0.39247748255729675,0.8191564679145813,0.8143884539604187,0.8043709993362427,0.7749898433685303,1,1,1,1,1,1,0.8234267234802246,4
160,160,0.9458296895027161,0.9839534759521484,0.9829098582267758,0.9805489182472228,0.9742161631584167,1,1,1,1,1,1,0.9849250912666321,2
161,161,0.6424994468688965,0.9207529425621032,0.918761432170868,0.9134920239448548,0.8946264386177063,1,1,1,1,1,0,0.9227849245071411,1
162,162,0.5501879453659058,0.3265246152877808,0.3076639175415039,0.2760019600391388,0.3825895190238953,1,1,1,0,0,0,0.3479515016078949,6
163,163,0.5544935464859009,0.4993641674518585,0.4818742275238037,0.4357747435569763,0.3979901969432831,1,1,1,1,0,0,0.5158254504203796,6
164,164,0.8105933666229248,0.6572866439819336,0.6369535326957703,0.584829568862915,0.4652945697307586,0,1,1,1,0,0,0.6745300889015198,0
165,165,0.7519121766090393,0.3474304974079132,0.3754795491695404,0.4738714396953583,0.616629421710968,1,1,0,0,0,0,0.3830898702144623,4
166,166,0.7584941983222961,0.8932509422302246,0.8857410550117493,0.8671939969062805,0.7861044406890869,1,1,1,1,1,0,0.9001529216766357,8
167,167,0.7144968509674072,0.3884424865245819,0.42220568656921387,0.4888859391212464,0.5900424718856812,1,0,0,0,0,0,0.3896174132823944,4
168,168,0.6479789018630981,0.5749332308769226,0.566432774066925,0.5445700883865356,0.4591284394264221,1,1,1,1,1,0,0.5825828909873962,5
169,169,0.7088912129402161,0.6209951639175415,0.5936450958251953,0.5261657238006592,0.5066191554069519,1,1,1,1,0,0,0.6447276473045349,0
170,170,0.858330488204956,0.9450575709342957,0.9431362152099608,0.9390885829925536,0.9277805089950562,1,1,1,1,1,1,0.9468250870704651,9
171,171,0.7358837723731995,0.695692241191864,0.6678968071937561,0.5945015549659729,0.3994855582714081,1,1,1,1,1,0,0.7197373509407043,9
172,172,0.6792442202568054,0.43593379855155945,0.4218755066394806,0.36039867997169495,0.6380223035812378,1,1,1,1,0,0,0.4324210286140442,9
173,173,0.42400768399238586,0.86421799659729,0.8590772747993469,0.8456879258155823,0.8042407035827637,1,1,1,1,1,1,0.8686065077781677,8
174,174,0.8285021781921387,0.9204932451248168,0.917194128036499,0.9103041291236876,0.8950577974319458,1,1,1,1,1,1,0.9232931733131409,9
175,175,0.940902829170227,0.963639497756958,0.9627683162689208,0.960680902004242,0.9562920331954956,1,1,1,1,1,1,0.9644784331321716,9
176,176,0.46682944893836975,0.6747769117355347,0.669331967830658,0.656442403793335,0.6167316436767578,1,1,1,1,1,0,0.6796412467956543,3
177,177,0.42063772678375244,0.4869820177555084,0.4794096350669861,0.4578865468502045,0.3821820914745331,1,1,1,1,1,0,0.4940688908100128,7
178,178,0.5433225035667419,0.2812674939632416,0.26981601119041443,0.29842206835746765,0.38745856285095215,1,1,1,0,0,0,0.2909967303276062,5
179,179,0.4531956613063812,0.8765884637832642,0.8723374605178833,0.8623912930488586,0.8326312303543091,1,1,1,1,1,1,0.881050705909729,0
180,180,0.9395745396614075,0.9829777479171752,0.9821004271507264,0.9800392985343932,0.9742215871810912,1,1,1,1,1,1,0.9837400317192078,0
181,181,0.5168460607528687,0.8148803114891052,0.8091513514518738,0.7940215468406677,0.7609903812408447,1,1,1,1,1,1,0.8203305006027222,5
182,182,0.5863671898841858,0.6533079743385315,0.6445893049240112,0.6246296763420105,0.5652222633361816,1,1,1,1,1,0,0.6620097756385803,2
183,183,0.6733516454696655,0.3752155601978302,0.3548116981983185,0.3514578342437744,0.4753419160842896,1,1,1,0,0,0,0.3942296504974365,2
184,184,0.503055214881897,0.5422384738922119,0.5251070857048035,0.47297602891921997,0.3430112302303314,1,1,1,1,1,0,0.5579993724822998,3
185,185,0.5932024717330933,0.936491847038269,0.9346869587898254,0.9294396042823792,0.9101985096931458,1,1,1,1,1,1,0.938086748123169,8
186,186,0.6288296580314636,0.5359680652618408,0.516656756401062,0.4736594259738922,0.3802265822887421,1,1,1,1,1,0,0.551068127155304,6
187,187,0.6149268746376038,0.34605079889297485,0.3203445076942444,0.3049367666244507,0.4182704985141754,1,1,1,0,0,0,0.3711663782596588,3
