,sample_idx,resnet50_mtsd_l_trades8_255_adv_conf1_255,resnet50_mtsd_l_trades8_255_adv_conf2_255,resnet50_mtsd_l_trades8_255_adv_conf4_255,resnet50_mtsd_l_trades8_255_is_acc,resnet50_mtsd_l_trades8_255_is_rob1_255,resnet50_mtsd_l_trades8_255_is_rob2_255,resnet50_mtsd_l_trades8_255_is_rob4_255,resnet50_mtsd_l_trades8_255_nat_conf,resnet50_mtsd_l_trades8_255_pred
26,26,0.9198930859565736,0.9158269166946412,0.9056829810142517,1,1,1,1,0.9233167767524719,3
27,27,0.5285143852233887,0.515921950340271,0.4902290999889374,1,1,1,1,0.5407550930976868,3
28,28,0.8989967703819275,0.894700288772583,0.8854661583900452,1,1,1,1,0.9033014178276062,3
29,29,0.2934284508228302,0.2882344126701355,0.2758674621582031,1,1,1,1,0.2998153567314148,3
30,30,0.9927292466163636,0.9923149943351746,0.9913745522499084,1,1,1,1,0.9931220412254333,3
31,31,0.4698334634304047,0.4590588808059693,0.4415755867958069,1,1,1,1,0.4824923276901245,3
32,32,0.6549978256225586,0.6384405493736267,0.6007398962974548,1,1,1,1,0.6706889867782593,3
33,33,0.984238862991333,0.983356475830078,0.9811949133872986,1,1,1,1,0.9850686192512512,3
34,34,0.5953898429870605,0.5827275514602661,0.5582680106163025,1,1,1,1,0.6067436933517456,3
35,35,0.17369501292705536,0.14622604846954346,0.10057800263166428,1,1,1,1,0.20517560839653015,3
36,36,0.44760528206825256,0.4501218795776367,0.4519147574901581,1,1,1,1,0.44510892033576965,3
37,37,0.9747505784034728,0.9739954471588136,0.9723390340805054,1,1,1,1,0.9754396080970764,3
38,38,0.9890955090522766,0.9887847900390624,0.9880949258804321,1,1,1,1,0.989388644695282,3
39,39,0.9805023074150084,0.9800439476966858,0.9791077971458435,1,1,1,1,0.9809055328369141,3
40,40,0.9929261803627014,0.9928107857704164,0.9925643801689148,1,1,1,1,0.9930201172828674,3
41,41,0.6099086999893188,0.6043248772621155,0.5973041653633118,1,1,1,1,0.6161428093910217,3
42,42,0.30632081627845764,0.2947593331336975,0.23703601956367493,1,1,1,1,0.31712234020233154,3
43,43,0.8076658248901367,0.8020318746566772,0.7895544767379761,1,1,1,1,0.8133183121681213,3
44,44,0.7265459299087524,0.7123380899429321,0.6820728778839111,1,1,1,1,0.7410483956336975,3
45,45,0.9502501487731934,0.9490970969200134,0.9464576244354248,1,1,1,1,0.951361894607544,3
46,46,0.8140612244606018,0.8029170036315918,0.756274402141571,1,1,1,1,0.8227249979972839,3
47,47,0.9237322211265564,0.9201250672340392,0.9135873913764954,1,1,1,1,0.9272765517234802,3
48,48,0.9248814582824708,0.9213849902153016,0.9138073325157166,1,1,1,1,0.9282532334327698,3
49,49,0.9300753474235536,0.9272704720497132,0.9213675856590271,1,1,1,1,0.9327695369720459,3
50,50,0.5887852907180786,0.572218120098114,0.5372670292854309,1,1,1,1,0.6051080226898193,3
51,51,0.7641273140907288,0.7526853084564209,0.726290762424469,1,1,1,1,0.7751718163490295,3
52,52,0.9592410326004028,0.956381618976593,0.9484238624572754,1,1,1,1,0.9616045355796814,3
53,53,0.7938459515571594,0.7869343161582947,0.7720558643341064,1,1,1,1,0.8011302947998047,3
54,54,0.5463906526565552,0.5409725308418274,0.5268097519874573,1,1,1,1,0.5500975251197815,3
55,55,0.6998332142829895,0.6898177266120911,0.6704851388931274,1,1,1,1,0.7095430493354797,3
56,56,0.4600385427474976,0.4449844658374785,0.4128754138946533,1,1,1,1,0.48325905203819275,3
57,57,0.9909965991973876,0.9906989932060242,0.9900683760643005,1,1,1,1,0.9912834167480469,3
58,58,0.9653623700141908,0.9637593030929564,0.9601854085922241,1,1,1,1,0.9668635725975037,3
59,59,0.7933942079544067,0.7820900082588196,0.7532560229301453,1,1,1,1,0.8036178946495056,3
60,60,0.8677601814270021,0.8632484078407288,0.8542366027832031,1,1,1,1,0.8722477555274963,3
61,61,0.6983566284179688,0.6727933287620544,0.6199958920478821,1,1,1,1,0.7228965163230896,3
62,62,0.77216637134552,0.7632268667221069,0.7440046072006226,1,1,1,1,0.78077232837677,3
63,63,0.9892160892486572,0.988937497138977,0.9883251190185547,1,1,1,1,0.9895004630088806,3
64,64,0.9946042895317078,0.9943444728851318,0.9937340617179871,1,1,1,1,0.9948347806930542,3
65,65,0.6396512389183044,0.6156200170516968,0.5566257834434509,1,1,1,1,0.6600344181060791,3
66,66,0.3261040449142456,0.3147425353527069,0.2827329933643341,1,1,1,1,0.3387165367603302,3
67,67,0.7976782917976379,0.7903702259063721,0.7750715613365173,1,1,1,1,0.8059421181678772,3
68,68,0.286441445350647,0.27450653910636896,0.2013338953256607,1,1,1,1,0.29442641139030457,3
69,69,0.3821924030780792,0.3662175238132477,0.31981512904167175,1,1,1,1,0.40099430084228516,3
70,70,0.9726933836936952,0.9712114930152892,0.9681745767593384,1,1,1,1,0.9740997552871704,3
71,71,0.6985504031181335,0.6893200874328613,0.6686675548553467,1,1,1,1,0.7070077061653137,3
72,72,0.7495185136795044,0.7410042285919191,0.7212464213371277,1,1,1,1,0.7574572563171387,3
73,73,0.9843196272850036,0.9838587641716005,0.9828192591667175,1,1,1,1,0.9847868084907532,3
74,74,0.9718652367591858,0.9708603024482728,0.9683560729026794,1,1,1,1,0.9728003144264221,3
75,75,0.8957805037498474,0.8928366899490356,0.8869739770889282,1,1,1,1,0.898698091506958,3
76,76,0.9781463742256165,0.9769157171249391,0.9739913940429688,1,1,1,1,0.9792519211769104,3
77,77,0.3886820673942566,0.3888673782348633,0.3917558789253235,1,1,1,1,0.38840943574905396,3
78,78,0.9511778950691224,0.9498562812805176,0.9468961358070374,1,1,1,1,0.9526058435440063,3
79,79,0.8800556659698486,0.875178337097168,0.8638124465942383,1,1,1,1,0.8850620985031128,3
80,80,0.8552883267402649,0.8498972058296204,0.8394351601600647,1,1,1,1,0.8606608510017395,3
81,81,0.9794929623603821,0.9789034128189088,0.9777500033378601,1,1,1,1,0.9800131916999817,3
82,82,0.3859327435493469,0.3764488399028778,0.3664373755455017,1,1,1,1,0.39648640155792236,3
83,83,0.9481672048568726,0.9465341567993164,0.9431312084197998,1,1,1,1,0.9495805501937866,3
84,84,0.6335949301719666,0.6181151866912842,0.5710994601249695,1,1,1,1,0.6469515562057495,3
85,85,0.7763233184814453,0.764805018901825,0.7395473718643188,1,1,1,1,0.7877039909362793,3
86,86,0.586080014705658,0.5759007930755615,0.5562200546264648,1,1,1,1,0.596013605594635,3
87,87,0.811889111995697,0.8077682852745056,0.7994787096977234,1,1,1,1,0.8160821795463562,3
88,88,0.811935544013977,0.8061522841453552,0.792768657207489,1,1,1,1,0.8171826004981995,3
89,89,0.7539312243461609,0.7464408874511719,0.7303056716918945,1,1,1,1,0.7606983184814453,3
90,90,0.5303226709365845,0.5193352699279785,0.49760663509368896,1,1,1,1,0.5412010550498962,3
91,91,0.7314304709434509,0.7278792858123779,0.7199681401252747,1,1,1,1,0.7348836064338684,3
92,92,0.9276655912399292,0.9247285723686218,0.9179143309593201,1,1,1,1,0.9303107261657715,3
93,93,0.6215466856956482,0.6055071353912354,0.5722126960754395,1,1,1,1,0.637328028678894,3
94,94,0.9883652925491332,0.9870548248291016,0.983906626701355,1,1,1,1,0.9895556569099426,3
95,95,0.7659564018249512,0.7586979866027832,0.7428092956542969,1,1,1,1,0.7732663154602051,3
96,96,0.9674875140190125,0.9667802453041076,0.9653646945953369,1,1,1,1,0.9680952429771423,3
97,97,0.9678331017494202,0.9668401479721068,0.9647233486175537,1,1,1,1,0.9688188433647156,3
98,98,0.5212450623512268,0.5033404827117921,0.46658435463905334,1,1,1,1,0.5389795899391174,3
99,99,0.9548293352127076,0.9530869126319884,0.9496059417724609,1,1,1,1,0.9565517902374268,3
100,100,0.9977180957794192,0.9975796341896056,0.9972549080848694,1,1,1,1,0.9978498220443726,3
101,101,0.21362650394439692,0.2895807921886444,0.4626881182193756,0,0,0,0,0.2058534324169159,15
102,102,0.8474770784378052,0.8420236706733704,0.8303824067115784,1,1,1,1,0.852921187877655,3
103,103,0.9491324424743652,0.9467313885688782,0.9417311549186707,1,1,1,1,0.9513381719589233,3
104,104,0.2125817984342575,0.20753709971904755,0.14701999723911285,1,1,1,1,0.21403978765010834,3
105,105,0.5592981576919556,0.5442517995834351,0.5119567513465881,1,1,1,1,0.5743916630744934,3
106,106,0.6098538041114807,0.5948615074157715,0.5636099576950073,1,1,1,1,0.6248948574066162,3
107,107,0.9096509218215942,0.9054173231124878,0.8965176343917847,1,1,1,1,0.9137142896652222,3
108,108,0.96556293964386,0.9603475332260132,0.9446802139282227,1,1,1,1,0.9698023200035095,3
109,109,0.9426318407058716,0.940469205379486,0.9358183145523071,1,1,1,1,0.9447938203811646,3
110,110,0.19070233404636386,0.14034338295459747,0.12733475863933563,1,1,1,0,0.20176830887794495,3
111,111,0.8957041501998901,0.8898453712463379,0.876840353012085,1,1,1,1,0.9013552069664001,3
112,112,0.978559911251068,0.9778587222099304,0.9763630628585815,1,1,1,1,0.979246199131012,3
113,113,0.9667506217956544,0.965825855731964,0.9639410972595215,1,1,1,1,0.9676010012626648,3
114,114,0.6772184371948242,0.6700103282928467,0.6512394547462463,1,1,1,1,0.6859844923019409,3
115,115,0.7696917057037354,0.7618998885154724,0.7459911704063416,1,1,1,1,0.7773077487945557,3
116,116,0.263447105884552,0.2617323100566864,0.2363736778497696,1,1,1,1,0.2663683593273163,3
117,117,0.7315484285354614,0.7220579981803894,0.7063694596290588,1,1,1,1,0.7412662506103516,3
118,118,0.986430287361145,0.9859995245933532,0.985116183757782,1,1,1,1,0.9868248105049133,3
119,119,0.9707693457603456,0.9694711565971376,0.9666564464569092,1,1,1,1,0.971960723400116,3
120,120,0.798798143863678,0.7924683690071106,0.7798450589179993,1,1,1,1,0.8046591877937317,3
121,121,0.977993369102478,0.9774192571640016,0.9761620759963989,1,1,1,1,0.9784522652626038,3
122,122,0.3641909956932068,0.3543861508369446,0.3358719050884247,1,1,1,1,0.37451067566871643,3
123,123,0.7543741464614868,0.7350068092346191,0.6917000412940979,1,1,1,1,0.772135317325592,3
124,124,0.6048644781112671,0.6038345098495483,0.6013997793197632,1,1,1,1,0.6049579381942749,3
125,125,0.910378098487854,0.9047575592994691,0.8922373652458191,1,1,1,1,0.9162039160728455,3
126,126,0.6878982186317444,0.6823832392692566,0.6706669330596924,1,1,1,1,0.6937294006347656,3
127,127,0.6448535323143005,0.6330992579460144,0.6125628352165222,1,1,1,1,0.656094491481781,3
128,128,0.9841032028198242,0.9834464192390442,0.9820166230201721,1,1,1,1,0.9846883416175842,3
129,129,0.992942214012146,0.992659032344818,0.991987943649292,1,1,1,1,0.9932071566581726,3
130,130,0.9077070355415344,0.903401792049408,0.8944163918495178,1,1,1,1,0.9118595123291016,3
131,131,0.9067856669425964,0.9013275504112244,0.8904789090156555,1,1,1,1,0.9119442105293274,3
132,132,0.9003058671951294,0.897337794303894,0.8914438486099243,1,1,1,1,0.9032121300697327,3
133,133,0.9922446608543396,0.9918959736824036,0.9911401867866516,1,1,1,1,0.9925616383552551,3
134,134,0.8993111252784729,0.8939825296401978,0.8832476139068604,1,1,1,1,0.9044052362442017,3
135,135,0.7462430596351624,0.7371746301651001,0.718218982219696,1,1,1,1,0.7549140453338623,3
136,136,0.92445170879364,0.9166924953460692,0.8984532952308655,1,1,1,1,0.9312506318092346,3
137,137,0.9685249924659728,0.9669293165206908,0.9636410474777222,1,1,1,1,0.970001757144928,3
138,138,0.9524700045585632,0.951607346534729,0.9489728808403015,1,1,1,1,0.9531581997871399,3
139,139,0.9898366332054138,0.9893091917037964,0.9880433082580566,1,1,1,1,0.990307092666626,3
140,140,0.9874722957611084,0.987201452255249,0.986615777015686,1,1,1,1,0.987739622592926,3
141,141,0.9236515760421752,0.9155151247978209,0.8970519304275513,1,1,1,1,0.931121826171875,3
142,142,0.7793386578559875,0.7721928954124451,0.7571952939033508,1,1,1,1,0.7862346768379211,3
143,143,0.9871030449867249,0.9863395690917968,0.9845405220985413,1,1,1,1,0.9878054857254028,3
144,144,0.911671221256256,0.9085171818733216,0.902000367641449,1,1,1,1,0.9147475957870483,3
145,145,0.9513344168663024,0.9491418600082396,0.9443775415420532,1,1,1,1,0.9533724784851074,3
146,146,0.9840137362480164,0.982183575630188,0.9776946306228638,1,1,1,1,0.9856206178665161,3
147,147,0.5509402751922607,0.5342497825622559,0.4982055723667145,1,1,1,1,0.5675219893455505,3
148,148,0.98735374212265,0.9870715737342834,0.986457884311676,1,1,1,1,0.9876101016998291,3
149,149,0.4464535117149353,0.4439991414546967,0.43708860874176025,1,1,1,1,0.44709640741348267,3
150,150,0.9834986329078674,0.9828595519065856,0.9813377857208252,1,1,1,1,0.9841230511665344,3
151,151,0.4174129068851471,0.4092948734760285,0.3959832191467285,1,1,1,1,0.4251992106437683,3
152,152,0.6313958764076233,0.6174691319465637,0.5905706286430359,1,1,1,1,0.6452441811561584,3
153,153,0.6863568425178528,0.6733185052871704,0.6467264890670776,1,1,1,1,0.698443591594696,3
154,154,0.8265891671180725,0.8186031579971313,0.8019640445709229,1,1,1,1,0.8338814377784729,3
155,155,0.4531521797180176,0.44351401925086975,0.42218074202537537,1,1,1,1,0.4603201746940613,3
156,156,0.8910279273986816,0.8866201639175415,0.8772586584091187,1,1,1,1,0.8954249024391174,3
157,157,0.5749353766441345,0.5581249594688416,0.5266313552856445,1,1,1,1,0.5908145904541016,3
158,158,0.9905546307563782,0.990026593208313,0.9887612462043762,1,1,1,1,0.9910280108451843,3
159,159,0.9086397886276244,0.9009485840797424,0.8761804699897766,1,1,1,1,0.915044903755188,3
160,160,0.3267596364021301,0.3190312385559082,0.30697089433670044,1,1,1,1,0.33558616042137146,3
161,161,0.8712239861488342,0.8722506165504456,0.8687372803688049,1,1,1,1,0.8683449029922485,3
162,162,0.9350090026855468,0.9247515201568604,0.8997114300727844,1,1,1,1,0.943935751914978,3
163,163,0.903499722480774,0.8976046442985535,0.8820012211799622,1,1,1,1,0.9089561104774475,3
164,164,0.8939515352249146,0.8893932104110718,0.8799077272415161,1,1,1,1,0.8986155986785889,3
165,165,0.9524653553962708,0.9501448273658752,0.9448034167289734,1,1,1,1,0.9548013806343079,3
166,166,0.4695884585380554,0.4564923346042633,0.4199007451534271,1,1,1,1,0.4830034077167511,3
167,167,0.9897162318229676,0.9890150427818298,0.9875049591064453,1,1,1,1,0.9903592467308044,3
168,168,0.928343653678894,0.9231672883033752,0.909964919090271,1,1,1,1,0.9332494735717773,3
169,169,0.831482470035553,0.8250563144683838,0.8113188147544861,1,1,1,1,0.837730348110199,3
170,170,0.9131624698638916,0.9078726768493652,0.8944141864776611,1,1,1,1,0.9175638556480408,3
171,171,0.647938072681427,0.6335836052894592,0.6042925715446472,1,1,1,1,0.66169673204422,3
172,172,0.09950236231088637,0.11643370985984802,0.14986148476600647,1,1,0,0,0.13763776421546936,3
173,173,0.7404112815856934,0.7231330871582031,0.6836804151535034,1,1,1,1,0.7574397921562195,3
174,174,0.7712051868438721,0.7628390789031982,0.745392382144928,1,1,1,1,0.7793224453926086,3
175,175,0.9578453302383424,0.9555533528327942,0.9506852626800537,1,1,1,1,0.959941565990448,3
176,176,0.3101004958152771,0.30165261030197144,0.28045573830604553,1,1,1,1,0.31728941202163696,3
177,177,0.3680310249328613,0.35918718576431274,0.3493545651435852,1,1,1,1,0.37749916315078735,3
178,178,0.6301754713058472,0.6229202151298523,0.6086159944534302,1,1,1,1,0.6371774673461914,3
179,179,0.8831184506416321,0.8792514801025391,0.8710490465164185,1,1,1,1,0.8867553472518921,3
180,180,0.8599530458450317,0.8545395731925964,0.8425431251525879,1,1,1,1,0.8651320934295654,3
181,181,0.5265205502510071,0.512895941734314,0.4924127757549286,1,1,1,1,0.54063481092453,3
182,182,0.24098320305347445,0.2264779657125473,0.1736413687467575,1,1,1,1,0.2573668360710144,3
183,183,0.504780113697052,0.4905316829681397,0.46437159180641174,1,1,1,1,0.5207011699676514,3
184,184,0.873458743095398,0.8688308596611023,0.8590840697288513,1,1,1,1,0.8779754638671875,3
185,185,0.98044353723526,0.9796791076660156,0.9779520034790039,1,1,1,1,0.9811968207359314,3
186,186,0.8863236904144287,0.8847569227218628,0.878173828125,1,1,1,1,0.8869801759719849,3
187,187,0.5087966322898865,0.4864365458488464,0.4429320991039276,1,1,1,1,0.5310691595077515,3
188,188,0.8177250623703003,0.8098313212394714,0.794346809387207,1,1,1,1,0.8252785205841064,3
189,189,0.4895190596580506,0.4765084981918335,0.45417919754981995,1,1,1,1,0.5019761323928833,3
190,190,0.9152329564094543,0.9121887087821959,0.9056232571601868,1,1,1,1,0.9182740449905396,3
191,191,0.5966233611106873,0.5800672769546509,0.5435471534729004,1,1,1,1,0.6128660440444946,3
192,192,0.9037541151046752,0.8982231020927429,0.8864143490791321,1,1,1,1,0.9088544249534607,3
193,193,0.5640055537223816,0.5532239079475403,0.5290625691413879,1,1,1,1,0.5769200325012207,3
194,194,0.8457654714584351,0.8373939394950867,0.8135839104652405,1,1,1,1,0.8528475165367126,3
195,195,0.35857754945755005,0.3469449877738953,0.32721492648124695,1,1,1,1,0.3712707757949829,3
196,196,0.3097748160362244,0.29910650849342346,0.2725416123867035,1,1,1,1,0.3181993365287781,3
197,197,0.966528058052063,0.96439129114151,0.9597744345664978,1,1,1,1,0.9685434103012085,3
198,198,0.8773309588432312,0.8672028183937073,0.8431781530380249,1,1,1,1,0.8863559365272522,3
199,199,0.9468955397605896,0.9423766136169434,0.9310880303382874,1,1,1,1,0.9508097171783447,3
200,200,0.7742172479629517,0.7621452212333679,0.7349173426628113,1,1,1,1,0.7854111194610596,3
201,201,0.4297254681587219,0.3922592997550965,0.34662479162216187,1,1,1,1,0.4684387445449829,3
202,202,0.3625611662864685,0.3501256108283997,0.32592466473579407,1,1,1,1,0.3762999176979065,3
203,203,0.6654849648475647,0.6558288931846619,0.6356782913208008,1,1,1,1,0.6751409769058228,3
204,204,0.4746685326099396,0.4646063148975372,0.4496418833732605,1,1,1,1,0.487121045589447,3
205,205,0.8104293346405029,0.8056519627571106,0.7909694910049438,1,1,1,1,0.8146061301231384,3
206,206,0.9189286231994628,0.916767120361328,0.9115771055221558,1,1,1,1,0.9212003350257874,3
207,207,0.9578438997268676,0.9540339708328248,0.9449179172515869,1,1,1,1,0.9613376259803772,3
208,208,0.9697815179824828,0.9690127968788148,0.9676178097724915,1,1,1,1,0.9705890417098999,3
209,209,0.5423209071159363,0.5279943943023682,0.49889373779296875,1,1,1,1,0.5552387237548828,3
210,210,0.991666615009308,0.9913342595100404,0.9906806349754333,1,1,1,1,0.9919724464416504,3
211,211,0.34167495369911194,0.3029737770557404,0.21470776200294495,1,1,1,1,0.3724473714828491,3
212,212,0.7455577254295349,0.738628089427948,0.7241295576095581,1,1,1,1,0.7525491714477539,3
213,213,0.2727551758289337,0.2506299614906311,0.20852623879909515,1,1,1,1,0.29393821954727173,3
214,214,0.4423738420009613,0.4430613517761231,0.4421798586845398,1,1,1,1,0.44113266468048096,3
215,215,0.9543018341064452,0.9527827501296996,0.9493642449378967,1,1,1,1,0.955999493598938,3
216,216,0.5710802674293518,0.5566028952598572,0.5220862030982971,1,1,1,1,0.5853632688522339,3
217,217,0.6703035235404968,0.6650944948196411,0.653522253036499,1,1,1,1,0.6757187247276306,3
218,218,0.9900996088981628,0.9896620512008668,0.9888303875923157,1,1,1,1,0.990530788898468,3
219,219,0.9689806699752808,0.964544713497162,0.9529534578323364,1,1,1,1,0.9723747372627258,3
220,220,0.6951878070831299,0.6837623119354248,0.6593145728111267,1,1,1,1,0.7063547968864441,3
221,221,0.6035119295120239,0.5894788503646851,0.5607835054397583,1,1,1,1,0.617725133895874,3
222,222,0.4816609919071198,0.4678314924240112,0.4382855296134949,1,1,1,1,0.49540653824806213,3
223,223,0.8951768279075623,0.8888010978698729,0.8770195841789246,1,1,1,1,0.9009566307067871,3
224,224,0.7236989140510559,0.7115349769592285,0.6792934536933899,1,1,1,1,0.735318660736084,4
225,225,0.9714953899383544,0.9712013602256776,0.9702749252319336,1,1,1,1,0.9716957807540894,4
226,226,0.9009811878204346,0.8966317772865295,0.8863135576248169,1,1,1,1,0.9047704339027405,4
227,227,0.7108363509178162,0.69948810338974,0.6752082109451294,1,1,1,1,0.7221354246139526,4
228,228,0.6292432546615601,0.6250424981117249,0.6155491471290588,1,1,1,1,0.6336057782173157,4
229,229,0.9718552231788636,0.9705171585083008,0.9677008986473083,1,1,1,1,0.9731239676475525,4
230,230,0.5758367776870728,0.5711966753005981,0.5595779418945312,1,1,1,1,0.580969512462616,4
231,231,0.8827767372131348,0.8761496543884277,0.8617646098136902,1,1,1,1,0.8891050815582275,4
232,232,0.9232337474822998,0.9192852973937988,0.9107134342193604,1,1,1,1,0.9271702170372009,4
233,233,0.8864405751228333,0.8827770948410034,0.8753035664558411,1,1,1,1,0.8901159763336182,4
234,234,0.620281457901001,0.605852484703064,0.5726035237312317,0,1,1,1,0.6341660618782043,3
235,235,0.9009686112403872,0.8960840106010437,0.8853817582130432,1,1,1,1,0.9055812954902649,4
236,236,0.948338508605957,0.9454881548881532,0.9399455785751343,1,1,1,1,0.9508688449859619,4
237,237,0.8964723348617554,0.8915352821350098,0.8816388249397278,1,1,1,1,0.9011859893798828,4
238,238,0.91352117061615,0.9099236726760864,0.9019723534584045,1,1,1,1,0.9170776009559631,4
239,239,0.9521834850311279,0.9498128890991212,0.94463711977005,1,1,1,1,0.9545104503631592,4
240,240,0.7557190656661987,0.7467228174209595,0.7277475595474243,1,1,1,1,0.7642500400543213,4
241,241,0.8583092093467712,0.8456197381019592,0.8099109530448914,1,1,1,1,0.868463933467865,4
242,242,0.8192157745361328,0.8115428686141968,0.7938510179519653,1,1,1,1,0.8261447548866272,4
243,243,0.8273846507072449,0.816294252872467,0.789704442024231,0,1,1,1,0.8369647264480591,3
244,244,0.8406071066856384,0.8335439562797546,0.8173257112503052,1,1,1,1,0.847317636013031,4
245,245,0.8063242435455322,0.7981392741203308,0.7775712609291077,1,1,1,1,0.8136768341064453,4
246,246,0.9648841023445128,0.9631219506263732,0.9591870903968811,1,1,1,1,0.966508686542511,4
247,247,0.6668443083763123,0.6633067727088928,0.6525781750679016,1,1,1,1,0.6707143187522888,4
248,248,0.7542880177497864,0.7492879629135132,0.7404460310935974,1,1,1,1,0.7586540579795837,4
249,249,0.6234456896781921,0.6099114418029785,0.577019989490509,1,1,1,1,0.6333084106445312,4
250,250,0.6470226049423218,0.6450651288032532,0.6396313905715942,0,1,1,1,0.6483331322669983,3
251,251,0.9234320521354676,0.9187726974487304,0.9085137248039246,1,1,1,1,0.9278762340545654,4
252,252,0.8297297358512878,0.8188203573226929,0.7867501378059387,1,1,1,1,0.8398882150650024,4
253,253,0.9600319266319276,0.9583573341369628,0.9550432562828064,1,1,1,1,0.961534857749939,4
254,254,0.9189373850822448,0.9145343899726868,0.9042763113975525,1,1,1,1,0.9229300618171692,5
255,255,0.10129912197589874,0.08212060481309891,0.11160796135663986,1,1,0,0,0.12620382010936737,5
256,256,0.05835867673158645,0.06602733582258223,0.09193229675292969,1,0,0,0,0.055772773921489716,5
257,257,0.2391226440668106,0.2252683788537979,0.19264061748981476,1,1,1,1,0.2547457814216614,5
258,258,0.3304334878921509,0.3356984853744507,0.33713093400001526,1,1,1,1,0.32428044080734253,5
259,259,0.9296233654022216,0.92460697889328,0.9104169011116028,1,1,1,1,0.9336267113685608,5
260,260,0.8627601265907288,0.8541558384895325,0.8340111374855042,1,1,1,1,0.8708940148353577,5
261,261,0.9512855410575868,0.9498441219329834,0.9461461901664734,1,1,1,1,0.9525045156478882,5
262,262,0.16654671728610992,0.18726447224617004,0.25144606828689575,1,1,0,0,0.1680607795715332,5
263,263,0.2632991075515747,0.2529311180114746,0.23527540266513824,1,1,1,1,0.2715337872505188,5
264,264,0.6760264039039612,0.6872060298919678,0.6957437992095947,1,1,1,1,0.658669114112854,5
265,265,0.4586323201656342,0.4412340819835663,0.4057960510253906,1,1,1,1,0.4758833050727844,5
266,266,0.09164510667324066,0.10374143719673157,0.13288438320159912,0,0,0,0,0.0864742249250412,80
267,267,0.27964070439338684,0.2597609758377075,0.220757856965065,0,1,1,1,0.3117402493953705,264
268,268,0.13650447130203247,0.12907667458057406,0.15097761154174805,0,1,1,0,0.14678040146827698,3
269,269,0.9057800769805908,0.901071310043335,0.8899129629135132,1,1,1,1,0.9100359678268433,5
270,270,0.9577763080596924,0.9564219117164612,0.9534538388252258,1,1,1,1,0.9591550827026367,5
271,271,0.935736894607544,0.9324023723602296,0.9242849946022034,1,1,1,1,0.9388269186019897,5
