,sample_idx,resnet50_sbb_l_trades8_255_adv_conf1_255,resnet50_sbb_l_trades8_255_adv_conf2_255,resnet50_sbb_l_trades8_255_adv_conf4_255,resnet50_sbb_l_trades8_255_is_acc,resnet50_sbb_l_trades8_255_is_rob1_255,resnet50_sbb_l_trades8_255_is_rob2_255,resnet50_sbb_l_trades8_255_is_rob4_255,resnet50_sbb_l_trades8_255_nat_conf,resnet50_sbb_l_trades8_255_pred
23,23,0.8011958003044128,0.7983110547065735,0.7925636768341064,1,1,1,1,0.8039450645446777,0
24,24,0.7942004203796387,0.7903573513031006,0.7818677425384521,1,1,1,1,0.7979524731636047,0
25,25,0.9570953845977784,0.952335774898529,0.9409042000770569,0,1,1,1,0.9614328145980835,1
26,26,0.8413944244384766,0.8380430340766907,0.8305684328079224,1,1,1,1,0.844731330871582,0
27,27,0.7935506701469421,0.7907748818397522,0.7850744724273682,1,1,1,1,0.7962296009063721,0
28,28,0.8406406044960022,0.838043212890625,0.833570122718811,1,1,1,1,0.8433747291564941,0
29,29,0.8710658550262451,0.8676216006278992,0.8612884283065796,1,1,1,1,0.8745101094245911,0
30,30,0.7643335461616516,0.7613824009895325,0.7537143230438232,1,1,1,1,0.766900360584259,0
31,31,0.8641090989112854,0.8625715970993042,0.859552800655365,1,1,1,1,0.8656525015830994,0
32,32,0.755196750164032,0.7421494126319885,0.7142640352249146,1,1,1,1,0.7673173546791077,0
33,33,0.6946395635604858,0.6841148138046265,0.6616392731666565,0,1,1,1,0.7052978277206421,1
34,34,0.8549829721450806,0.8489920496940613,0.8347591161727905,1,1,1,1,0.8603746294975281,0
35,35,0.6190605163574219,0.6099562048912048,0.5909584164619446,1,1,1,1,0.6275591254234314,0
36,36,0.7575271129608154,0.7510433793067932,0.7395128607749939,1,1,1,1,0.7636892199516296,0
37,37,0.9158340096473694,0.9139286875724792,0.9100661873817444,1,1,1,1,0.9177037477493286,0
38,38,0.8578090071678162,0.8557482957839966,0.8508394956588745,1,1,1,1,0.85979825258255,0
39,39,0.7561166286468506,0.7540909647941589,0.7499770522117615,1,1,1,1,0.758497953414917,0
40,40,0.7710257768630981,0.7633842825889587,0.7462167143821716,1,1,1,1,0.7766631245613098,0
41,41,0.8854675889015198,0.8829212188720703,0.8775144219398499,1,1,1,1,0.888098418712616,0
42,42,0.3588866591453552,0.3487240672111511,0.3604338765144348,0,1,1,0,0.3695663511753082,3
43,43,0.7441583871841431,0.7405006885528564,0.7313492894172668,1,1,1,1,0.7475188970565796,0
44,44,0.585052490234375,0.5659983158111572,0.5283119082450867,1,1,1,1,0.602996289730072,0
45,45,0.4664555490016937,0.44937610626220703,0.41384392976760864,1,1,1,0,0.4805287718772888,0
46,46,0.5293560028076172,0.510930061340332,0.45989924669265747,1,1,1,1,0.5456361770629883,0
47,47,0.732296347618103,0.711731493473053,0.665795087814331,1,1,1,1,0.7508803009986877,0
48,48,0.5999743342399597,0.5786354541778564,0.5333880186080933,0,1,1,1,0.6221370100975037,1
49,49,0.8623837232589722,0.8591480255126953,0.8520970940589905,1,1,1,1,0.8654143214225769,0
50,50,0.727787435054779,0.7221369743347168,0.7085447311401367,1,1,1,1,0.7330927848815918,0
51,51,0.4475273191928864,0.42971229553222656,0.3806878626346588,1,1,1,0,0.4628719985485077,0
52,52,0.6587927937507629,0.6452347636222839,0.6151968240737915,1,1,1,1,0.6715076565742493,0
53,53,0.7795946002006531,0.7758755087852478,0.7677815556526184,1,1,1,1,0.7834281921386719,0
54,54,0.5180295705795288,0.4944199025630951,0.42229631543159485,1,1,1,1,0.5374378561973572,0
55,55,0.8023712635040283,0.7978833317756653,0.7873439192771912,1,1,1,1,0.8059967756271362,0
56,56,0.6729749441146851,0.6645244359970093,0.6453644633293152,1,1,1,1,0.6804506778717041,0
57,57,0.4834389090538025,0.4720906019210816,0.438032329082489,1,1,1,1,0.49584221839904785,0
58,58,0.6805676817893982,0.6751328706741333,0.6634448170661926,1,1,1,1,0.6857879757881165,0
59,59,0.7009776830673218,0.6873523592948914,0.6539797186851501,1,1,1,1,0.7128759622573853,0
60,60,0.8301886320114136,0.8225231766700745,0.8050128221511841,1,1,1,1,0.837393045425415,0
61,61,0.7705815434455872,0.7601004242897034,0.7337000966072083,1,1,1,1,0.7800052165985107,0
62,62,0.648044228553772,0.6442844271659851,0.6352102160453796,1,1,1,1,0.6514380574226379,0
63,63,0.430795818567276,0.44663047790527344,0.48246869444847107,1,0,0,0,0.4330221116542816,0
64,64,0.4086111187934876,0.3923812210559845,0.3799556791782379,0,1,1,0,0.4181421399116516,1
65,65,0.6747679710388184,0.6659777760505676,0.649360179901123,1,1,1,1,0.6828846335411072,0
66,66,0.3127362132072449,0.33158352971076965,0.3663575053215027,1,0,0,0,0.34548839926719666,0
67,67,0.8149799108505249,0.7987568378448486,0.7632654905319214,0,1,1,1,0.830122709274292,1
68,68,0.6303601861000061,0.6246824264526367,0.6091194748878479,1,1,1,1,0.635985791683197,0
69,69,0.7707964777946472,0.7666629552841187,0.7574029564857483,1,1,1,1,0.7746835947036743,0
70,70,0.801823079586029,0.7984153032302856,0.7918224334716797,1,1,1,1,0.8051265478134155,0
71,71,0.9296186566352844,0.9269438982009888,0.9210637211799622,1,1,1,1,0.932047963142395,0
72,72,0.6323076486587524,0.6170849204063416,0.5836567878723145,1,1,1,1,0.646115779876709,0
73,73,0.6960296034812927,0.6818784475326538,0.6491701602935791,1,1,1,1,0.7089610695838928,0
74,74,0.648310661315918,0.634486198425293,0.601023256778717,1,1,1,1,0.6587031483650208,0
75,75,0.977301299571991,0.9749382138252258,0.9684657454490662,0,1,1,1,0.9792929887771606,1
76,76,0.4816392064094544,0.4616591036319733,0.413903146982193,1,1,1,1,0.500042200088501,0
77,77,0.7430617809295654,0.7301582098007202,0.6976581811904907,1,1,1,1,0.7548220157623291,0
78,78,0.812656044960022,0.8093438744544983,0.802590012550354,1,1,1,1,0.8158218860626221,0
79,79,0.8565065264701843,0.8536489605903625,0.8475111126899719,1,1,1,1,0.8592104911804199,0
80,80,0.7344832420349121,0.7320113778114319,0.7274907827377319,1,1,1,1,0.7370476722717285,0
81,81,0.5582217574119568,0.5475180149078369,0.5262485146522522,1,1,1,1,0.5693200826644897,0
82,82,0.9146114587783812,0.91362202167511,0.9116088151931763,1,1,1,1,0.9156558513641357,0
83,83,0.8525288105010986,0.8481888175010681,0.8389496207237244,0,1,1,1,0.8567526936531067,3
84,84,0.6460810899734497,0.6456199884414673,0.6442697644233704,0,1,1,1,0.6464226841926575,3
85,85,0.7399961352348328,0.7317039370536804,0.7128676772117615,1,1,1,1,0.7481997609138489,0
86,86,0.6394447088241577,0.6117465496063232,0.5451810956001282,1,1,1,1,0.6646007299423218,0
87,87,0.6702433228492737,0.6559968590736389,0.6244363784790039,1,1,1,1,0.6836170554161072,0
88,88,0.7557063698768616,0.7320984005928041,0.682934582233429,1,1,1,1,0.7757934927940369,0
89,89,0.6381773948669434,0.6287418007850647,0.6082465648651123,1,1,1,1,0.6471244096755981,0
90,90,0.6969220042228699,0.6894024610519409,0.672624409198761,1,1,1,1,0.7035996317863464,0
91,91,0.3287431299686432,0.34658721089363104,0.3844730257987976,1,0,0,0,0.3403136730194092,0
92,92,0.4923160076141357,0.5538181662559509,0.6658880114555359,1,0,0,0,0.4733911156654358,0
93,93,0.7323755621910095,0.7219594120979309,0.6963012218475342,1,1,1,1,0.7419055700302124,0
94,94,0.7424004673957825,0.7304600477218628,0.704348087310791,1,1,1,1,0.7526106834411621,0
95,95,0.9350717067718506,0.9333393573760986,0.9296008944511414,1,1,1,1,0.9367074966430664,0
96,96,0.7377398610115051,0.7132328152656555,0.6538103818893433,1,1,1,1,0.7602441310882568,0
97,97,0.7562633156776428,0.7299723625183105,0.6515993475914001,1,1,1,1,0.7750036716461182,0
98,98,0.8560912013053894,0.8550460338592529,0.8518754243850708,1,1,1,1,0.8572959303855896,0
99,99,0.7294950485229492,0.7194539904594421,0.6966071724891663,1,1,1,1,0.7390811443328857,0
100,100,0.6798411011695862,0.6669062972068787,0.6368688941001892,1,1,1,1,0.6913443803787231,0
101,101,0.6975346803665161,0.689092218875885,0.6704716682434082,1,1,1,1,0.705668568611145,0
102,102,0.71308434009552,0.6732426881790161,0.5626447200775146,1,1,1,1,0.7462081909179688,0
103,103,0.7861378192901611,0.7756453156471252,0.7494115233421326,1,1,1,1,0.7946679592132568,0
104,104,0.7255902886390686,0.7223265767097473,0.7148081064224243,1,1,1,1,0.728517472743988,1
105,105,0.6997489333152771,0.6898589730262756,0.6663589477539062,1,1,1,1,0.708404004573822,1
106,106,0.6652804017066956,0.6570795178413391,0.6363542079925537,1,1,1,1,0.6732497811317444,1
107,107,0.7281357645988464,0.7210860252380371,0.7018558382987976,1,1,1,1,0.7337339520454407,1
108,108,0.6328056454658508,0.6221485137939453,0.5996940732002258,1,1,1,1,0.6413301229476929,1
109,109,0.6699261069297789,0.6527711749076843,0.6046798229217529,1,1,1,1,0.6851035356521606,1
110,110,0.9362488389015198,0.9310027956962584,0.918853223323822,1,1,1,1,0.9410952925682068,1
111,111,0.8605992794036865,0.8557146787643433,0.8417538404464722,1,1,1,1,0.864541232585907,1
112,112,0.9444072842597958,0.93987637758255,0.9300750494003296,1,1,1,1,0.9486190676689148,1
113,113,0.8102409839630127,0.800906777381897,0.7772133350372314,1,1,1,1,0.8171537518501282,1
114,114,0.9084153175354004,0.9046818017959596,0.8964117765426636,1,1,1,1,0.9119916558265686,1
115,115,0.7910462617874146,0.7780021429061891,0.7492073774337769,1,1,1,1,0.8026110529899597,1
116,116,0.6800997853279114,0.6735842227935791,0.6567038297653198,1,1,1,1,0.6853294372558594,1
117,117,0.7540275454521179,0.7416622638702393,0.7182467579841614,1,1,1,1,0.765771746635437,1
118,118,0.6216999292373657,0.5981811881065369,0.5412304997444153,1,1,1,1,0.643326997756958,1
119,119,0.8964346647262573,0.8899644017219543,0.8654330372810364,1,1,1,1,0.901671290397644,1
120,120,0.6752510070800781,0.6628710031509399,0.6318382024765015,1,1,1,1,0.6864418983459473,1
121,121,0.6788794994354248,0.6732456088066101,0.6601024866104126,1,1,1,1,0.6838127374649048,1
122,122,0.862656831741333,0.8567074537277222,0.8388833403587341,1,1,1,1,0.8678836822509766,1
123,123,0.8878350257873535,0.8811421394348145,0.8613588809967041,1,1,1,1,0.8930038213729858,1
124,124,0.7978730201721191,0.7935415506362915,0.7830450534820557,1,1,1,1,0.8015342354774475,1
125,125,0.9006366133689879,0.8961860537528992,0.8845992684364319,1,1,1,1,0.9045414328575134,1
126,126,0.8567759990692139,0.8513576984405518,0.8363215327262878,1,1,1,1,0.8613361716270447,1
127,127,0.9129669666290284,0.909434735774994,0.9017757773399353,1,1,1,1,0.916343629360199,1
128,128,0.7332242131233215,0.7235069274902344,0.6986482739448547,1,1,1,1,0.7413692474365234,1
129,129,0.6024978160858154,0.579364538192749,0.5410650968551636,1,1,1,1,0.6253106594085693,1
130,130,0.7692807912826538,0.7665005922317505,0.7579035758972168,1,1,1,1,0.771525502204895,1
131,131,0.6287080645561218,0.6232727766036987,0.6067158579826355,1,1,1,1,0.6334229111671448,1
132,132,0.7595160007476807,0.7493456602096558,0.7215558886528015,1,1,1,1,0.7674626111984253,1
133,133,0.4635000824928284,0.4492423534393311,0.4205244779586792,1,1,1,1,0.4778950810432434,1
134,134,0.6244760751724243,0.605513334274292,0.5600712895393372,1,1,1,1,0.6390578150749207,1
135,135,0.8327223062515259,0.819907546043396,0.783265233039856,1,1,1,1,0.8418672680854797,1
136,136,0.6866554617881775,0.6793590188026428,0.6595017910003662,1,1,1,1,0.6937533020973206,1
137,137,0.7219917774200441,0.7167994976043701,0.7024986743927002,1,1,1,1,0.7268069982528687,1
138,138,0.8456001281738281,0.8375287055969238,0.8163026571273804,1,1,1,1,0.8523799777030945,1
139,139,0.5696614384651184,0.542275071144104,0.48586100339889526,1,1,1,0,0.5950205326080322,1
140,140,0.8917505145072937,0.8847058415412903,0.8656521439552307,1,1,1,1,0.8974656462669373,1
141,141,0.8854331970214844,0.8816837668418884,0.8729225993156433,1,1,1,1,0.8887229561805725,1
142,142,0.7889057397842407,0.7841053605079651,0.770912766456604,1,1,1,1,0.7931939959526062,1
143,143,0.7371333837509155,0.7324894070625305,0.7213299870491028,1,1,1,1,0.740870475769043,1
144,144,0.9050071239471436,0.9008753299713136,0.891079306602478,1,1,1,1,0.9087144136428833,1
145,145,0.7106797099113464,0.70689457654953,0.697282612323761,1,1,1,1,0.7141926884651184,1
146,146,0.7112791538238525,0.7049873471260071,0.6907370090484619,1,1,1,1,0.7171526551246643,1
147,147,0.7587555646896362,0.7465720772743225,0.717961311340332,1,1,1,1,0.769801676273346,1
148,148,0.9759016036987304,0.9741530418395996,0.970346987247467,1,1,1,1,0.9775552749633789,1
149,149,0.9182229042053224,0.914554476737976,0.9047049283981323,1,1,1,1,0.9216187596321106,1
150,150,0.7627559304237366,0.7540143132209778,0.7264450788497925,1,1,1,1,0.7693341374397278,1
151,151,0.7964394092559814,0.7888112664222717,0.7679973840713501,1,1,1,1,0.8034718632698059,1
152,152,0.9115917682647704,0.9083144068717957,0.9009912610054016,1,1,1,1,0.9148649573326111,1
153,153,0.9117842316627502,0.908116102218628,0.8991580009460449,1,1,1,1,0.9153368473052979,1
154,154,0.6800792813301086,0.6760485768318176,0.6647666692733765,1,1,1,1,0.6836894154548645,1
155,155,0.6459301114082336,0.636231005191803,0.6068227887153625,1,1,1,1,0.6545761823654175,1
156,156,0.6907762289047241,0.6850768327713013,0.6714311838150024,1,1,1,1,0.6954789161682129,1
157,157,0.715352475643158,0.711602509021759,0.7018324136734009,1,1,1,1,0.7190254926681519,1
158,158,0.8842429518699646,0.8797028660774231,0.8674694895744324,1,1,1,1,0.8886525630950928,1
159,159,0.722068190574646,0.7179640531539917,0.7043620347976685,1,1,1,1,0.7256137728691101,1
160,160,0.7767180800437927,0.7697563171386719,0.7527401447296143,1,1,1,1,0.7831984758377075,1
161,161,0.8821771144866943,0.8719221949577332,0.8420476913452148,1,1,1,1,0.8910042643547058,1
162,162,0.7081516981124878,0.6982423663139343,0.6776807904243469,1,1,1,1,0.7184239625930786,1
163,163,0.7731403708457947,0.7698078751564026,0.7585022449493408,1,1,1,1,0.7757173776626587,1
164,164,0.7216022610664368,0.7097021341323853,0.6828619837760925,1,1,1,1,0.7318801879882812,1
165,165,0.7575657367706299,0.7430169582366943,0.71091628074646,1,1,1,1,0.7701734304428101,1
166,166,0.8646886348724365,0.8502717018127441,0.815210223197937,1,1,1,1,0.876815140247345,1
167,167,0.9507220983505248,0.9471516013145448,0.9395840167999268,1,1,1,1,0.9541352391242981,1
168,168,0.8601384162902832,0.8507105112075806,0.8293207883834839,1,1,1,1,0.8682106733322144,1
169,169,0.8014031648635864,0.7903202176094055,0.7683621048927307,1,1,1,1,0.8118880391120911,1
170,170,0.79292893409729,0.7856891751289368,0.7629130482673645,1,1,1,1,0.7992400527000427,1
171,171,0.8076340556144714,0.8012865781784058,0.7850286960601807,1,1,1,1,0.8132712244987488,1
172,172,0.7027237415313721,0.6851750016212463,0.642519474029541,1,1,1,1,0.7175697088241577,1
173,173,0.7806922793388367,0.7736167311668396,0.7564569115638733,1,1,1,1,0.7866140007972717,1
174,174,0.7910261154174805,0.7848103046417236,0.7717058658599854,1,1,1,1,0.7970288991928101,1
175,175,0.6390728950500488,0.6230693459510803,0.5895732045173645,1,1,1,1,0.6551580429077148,1
176,176,0.6938100457191467,0.6830216646194458,0.6581785678863525,1,1,1,1,0.7041961550712585,1
177,177,0.7114238142967224,0.7012701034545898,0.6774343848228455,1,1,1,1,0.7205408215522766,1
178,178,0.7106207609176636,0.6994695067405701,0.6729506254196167,1,1,1,1,0.7204182744026184,1
179,179,0.7109979391098022,0.7054126262664795,0.690598726272583,1,1,1,1,0.7156676054000854,1
180,180,0.7536582350730896,0.747073769569397,0.7308783531188965,1,1,1,1,0.7598659992218018,1
181,181,0.7181738018989563,0.7139885425567627,0.7011158466339111,1,1,1,1,0.7221860289573669,1
182,182,0.7841747403144836,0.7809006571769714,0.7720087766647339,1,1,1,1,0.7871673107147217,1
183,183,0.629420280456543,0.6225572824478149,0.6007048487663269,1,1,1,1,0.635396420955658,1
184,184,0.6752377152442932,0.6571654081344604,0.6133113503456116,1,1,1,1,0.6899201273918152,1
185,185,0.8014770746231079,0.7974143624305725,0.7869782447814941,1,1,1,1,0.8049874305725098,1
186,186,0.8308857083320618,0.8263667225837708,0.8155913949012756,1,1,1,1,0.8352912068367004,1
187,187,0.6716161966323853,0.6633638143539429,0.6394917368888855,1,1,1,1,0.6775959730148315,1
188,188,0.8000529408454895,0.7893323302268982,0.7590648531913757,1,1,1,1,0.8077069520950317,1
189,189,0.650084376335144,0.6336058974266052,0.5974898338317871,1,1,1,1,0.6646630167961121,1
190,190,0.7380572557449341,0.7302209734916687,0.7122034430503845,1,1,1,1,0.746021032333374,1
191,191,0.8039400577545166,0.8008605837821959,0.7932851314544678,1,1,1,1,0.8068280816078186,1
192,192,0.8056699633598328,0.7990065813064575,0.7809144258499146,1,1,1,1,0.8118606805801392,1
193,193,0.6904446482658386,0.6869906187057495,0.6773717403411865,1,1,1,1,0.6931539177894592,1
194,194,0.655954897403717,0.6501202583312988,0.6359160542488098,1,1,1,1,0.6606618762016296,1
195,195,0.7235872149467468,0.7163146138191223,0.6987038254737854,1,1,1,1,0.7295481562614441,1
196,196,0.6390028595924377,0.6372581124305725,0.6240590810775757,1,1,1,1,0.639767587184906,1
197,197,0.7382219433784485,0.7275888323783875,0.7046294808387756,1,1,1,1,0.7475311160087585,1
198,198,0.7653067111968994,0.7556115388870239,0.728766143321991,1,1,1,1,0.773156464099884,1
199,199,0.6535301208496094,0.6467862129211426,0.6292544603347778,1,1,1,1,0.6586035490036011,1
200,200,0.6508356928825378,0.6450663805007935,0.6310843825340271,1,1,1,1,0.654951274394989,1
201,201,0.8374195098876953,0.8325420618057251,0.8202338814735413,1,1,1,1,0.8412785530090332,1
202,202,0.6822683215141296,0.6711668968200684,0.642598032951355,1,1,1,1,0.6924992203712463,1
203,203,0.6568514108657837,0.6440107226371765,0.6123171448707581,1,1,1,1,0.6683317422866821,1
204,204,0.789798378944397,0.7853544354438782,0.7735093235969543,1,1,1,1,0.7933537364006042,1
205,205,0.7028703093528748,0.6914864778518677,0.6625849604606628,1,1,1,1,0.7118250727653503,1
206,206,0.7272540926933289,0.7184862494468689,0.6956358551979065,1,1,1,1,0.735422670841217,1
207,207,0.6845124363899231,0.6737276315689087,0.6468003392219543,1,1,1,1,0.6931217312812805,1
208,208,0.7827554941177368,0.7757099866867065,0.7579444646835327,1,1,1,1,0.7889761924743652,1
209,209,0.8858028650283813,0.8796602487564087,0.8643551468849182,1,1,1,1,0.8914243578910828,1
210,210,0.9865728616714478,0.9860026836395264,0.9847502708435059,1,1,1,1,0.9870721697807312,1
211,211,0.5782000422477722,0.5676899552345276,0.5462120771408081,1,1,1,1,0.5893478989601135,1
212,212,0.7544816732406616,0.7519343495368958,0.7427217960357666,1,1,1,1,0.7564735412597656,1
213,213,0.6309797167778015,0.6174980401992798,0.5884471535682678,1,1,1,1,0.6423983573913574,1
214,214,0.6586600542068481,0.6482842564582825,0.622733473777771,1,1,1,1,0.6676653623580933,1
215,215,0.4756821990013122,0.4674187898635864,0.5019593834877014,1,1,0,0,0.4941088855266571,1
216,216,0.6950768232345581,0.6838343739509583,0.651276171207428,1,1,1,1,0.7048785090446472,1
217,217,0.6759924292564392,0.6631476283073425,0.6344152092933655,1,1,1,1,0.6869317293167114,1
218,218,0.6706516146659851,0.6604911088943481,0.6356501579284668,1,1,1,1,0.6788545846939087,1
219,219,0.6380290985107422,0.6312789916992188,0.6123533844947815,1,1,1,1,0.6425213813781738,1
220,220,0.6087338328361511,0.6040109395980835,0.5915209054946899,1,1,1,1,0.6125627160072327,1
221,221,0.6015686392784119,0.5924757122993469,0.5701373219490051,1,1,1,1,0.6082081198692322,1
222,222,0.6214333772659302,0.611297607421875,0.5831389427185059,1,1,1,1,0.6321089863777161,1
223,223,0.6558986306190491,0.6545129418373108,0.649526059627533,1,1,1,1,0.6568880677223206,1
224,224,0.8120952844619751,0.8072018027305603,0.790428638458252,1,1,1,1,0.8157738447189331,1
225,225,0.7342460155487059,0.7266783714294434,0.7115818858146667,1,1,1,1,0.7416651844978333,1
226,226,0.7596023678779602,0.7556031346321106,0.7443726062774658,1,1,1,1,0.7627629637718201,1
227,227,0.5448589920997621,0.5349858999252319,0.5126644372940063,1,1,1,1,0.555016815662384,1
228,228,0.7806195616722107,0.7717187404632568,0.7483794093132019,1,1,1,1,0.7875792980194092,1
229,229,0.5591816902160645,0.5410369634628296,0.5005483627319336,1,1,1,1,0.5782138109207153,1
230,230,0.7383837699890137,0.7314168810844421,0.7124189138412476,1,1,1,1,0.7448322772979736,1
231,231,0.6997164487838745,0.696616530418396,0.6882234215736389,1,1,1,1,0.7022888660430908,1
232,232,0.7981877326965332,0.7930268049240112,0.778888463973999,1,1,1,1,0.8023768663406372,1
233,233,0.913489818572998,0.912608802318573,0.9102579951286316,1,1,1,1,0.9141739010810852,1
234,234,0.6056469678878784,0.5856973528862,0.5273194909095764,1,1,1,1,0.6192740797996521,1
235,235,0.6416054964065552,0.6387674808502197,0.6319327354431152,1,1,1,1,0.6444423794746399,1
236,236,0.6205767989158629,0.6036569476127625,0.5676687359809875,0,1,1,1,0.6379515528678894,3
237,237,0.7453137636184692,0.739175021648407,0.7220698595046997,1,1,1,1,0.7504645586013794,1
238,238,0.7211585640907288,0.7165474891662598,0.7052463889122009,1,1,1,1,0.7252371311187744,1
239,239,0.6393991112709045,0.6284342408180237,0.6035581827163696,1,1,1,1,0.6493669748306274,1
240,240,0.7351970672607422,0.7289162278175354,0.7137393355369568,1,1,1,1,0.740821361541748,1
241,241,0.7659854292869568,0.7536537647247314,0.7278941869735718,0,1,1,1,0.7776591181755066,3
242,242,0.6700108647346497,0.6622306108474731,0.645470380783081,1,1,1,1,0.6773533821105957,1
243,243,0.7544218301773071,0.7499545216560364,0.7404717206954956,1,1,1,1,0.7586831450462341,1
244,244,0.7549523115158081,0.7528030872344971,0.7469897270202637,1,1,1,1,0.7568025588989258,1
245,245,0.7101930379867554,0.7068737745285034,0.6994538307189941,1,1,1,1,0.7132987380027771,1
246,246,0.7781108617782593,0.7704311609268188,0.7506358623504639,1,1,1,1,0.785060465335846,1
247,247,0.6480391621589661,0.6425782442092896,0.6290587186813354,1,1,1,1,0.6527838110923767,1
248,248,0.5540440678596497,0.5382305979728699,0.5003018975257874,0,1,1,1,0.5680340528488159,3
249,249,0.5004110932350159,0.4744001924991608,0.5256170630455017,1,1,1,0,0.5259844064712524,1
250,250,0.9194567203521729,0.9135662913322448,0.8980891704559326,1,1,1,1,0.9245724678039551,1
251,251,0.853685200214386,0.8386553525924683,0.7933417558670044,1,1,1,1,0.8650067448616028,1
252,252,0.792415976524353,0.7878075838088989,0.7752535939216614,1,1,1,1,0.7964031100273132,1
253,253,0.785797119140625,0.765324592590332,0.7084810733795166,1,1,1,1,0.8014587163925171,1
254,254,0.7445296645164491,0.7397621870040894,0.7294331192970276,1,1,1,1,0.7490001320838928,1
255,255,0.6331870555877686,0.6315312385559082,0.6264616250991821,1,1,1,1,0.6351554989814758,1
256,256,0.7497493624687195,0.7457377910614014,0.7308353781700134,1,1,1,1,0.7522836327552795,1
257,257,0.8525039553642273,0.846724271774292,0.8325861096382141,1,1,1,1,0.8576831817626953,1
258,258,0.7550098299980164,0.7517635822296143,0.7421184778213501,1,1,1,1,0.7576127648353577,1
259,259,0.7274659276008606,0.7223197221755981,0.7097881436347961,1,1,1,1,0.7320722937583923,1
260,260,0.4868019819259644,0.5033297538757324,0.5319979190826416,1,0,0,0,0.4774828553199768,1
261,261,0.750493049621582,0.7362426519393921,0.7027038335800171,1,1,1,1,0.763929545879364,1
262,262,0.46949756145477295,0.4809188544750214,0.5018974542617798,1,0,0,0,0.4780603349208832,1
263,263,0.7456827163696289,0.7423503994941711,0.732947051525116,1,1,1,1,0.7486613392829895,1
264,264,0.7742302417755127,0.7705504298210144,0.7601168751716614,1,1,1,1,0.7774972915649414,1
265,265,0.728397786617279,0.7261749505996704,0.7214205861091614,1,1,1,1,0.7303177118301392,1
266,266,0.6671522855758667,0.6597545742988586,0.6414288878440857,1,1,1,1,0.6733770370483398,1
267,267,0.6403079628944397,0.6354064345359802,0.6238059401512146,1,1,1,1,0.6450731754302979,1
268,268,0.7105163931846619,0.7055232524871826,0.6903614401817322,1,1,1,1,0.7145662307739258,1
269,269,0.7336872220039368,0.7210589647293091,0.6880856156349182,1,1,1,1,0.7452051043510437,1
270,270,0.6441056728363037,0.6363095045089722,0.6182140111923218,1,1,1,1,0.6511509418487549,1
271,271,0.6320513486862183,0.628812313079834,0.6220911145210266,1,1,1,1,0.6354221701622009,1
272,272,0.8805322647094727,0.8776238560676575,0.8713132739067078,1,1,1,1,0.8833160400390625,1
