,sample_idx,Carmon2019Unlabeled_cifar10_trades4_255_adv_conf4_255,Carmon2019Unlabeled_cifar10_trades4_255_is_acc,Carmon2019Unlabeled_cifar10_trades4_255_is_rob4_255,Carmon2019Unlabeled_cifar10_trades4_255_nat_conf,Carmon2019Unlabeled_cifar10_trades4_255_pred
109,109,0.9937452077865601,1,1,0.9958479404449463,7
110,110,0.9361629486083984,1,1,0.9504702687263489,4
111,111,0.9980079531669617,1,1,0.9986239671707153,0
112,112,0.744907021522522,1,0,0.858171284198761,6
113,113,0.9326837658882141,1,1,0.9560030102729797,2
114,114,0.9905072450637817,1,1,0.998213529586792,1
115,115,0.9799864888191223,1,1,0.9872487187385559,3
116,116,0.9939578771591187,1,1,0.9958343505859375,0
117,117,0.951172947883606,1,0,0.6368656158447266,4
118,118,0.8388959765434265,0,0,0.5142916440963745,3
119,119,0.9663372039794922,0,0,0.713007926940918,5
120,120,0.7857301831245422,1,1,0.9868422150611877,8
121,121,0.9008614420890808,1,0,0.4833744466304779,3
122,122,0.9983094930648804,1,1,0.9989171028137207,1
123,123,0.9791848659515381,1,1,0.9839398860931396,2
124,124,0.8845527172088623,1,1,0.9714860320091248,8
125,125,0.7496342062950134,1,0,0.37741026282310486,0
126,126,0.8715531229972839,1,1,0.9747622609138489,8
127,127,0.8763296604156494,1,1,0.9412591457366943,3
128,128,0.5360264182090759,0,1,0.9400768876075745,3
129,129,0.8538163900375366,1,0,0.9241992235183716,2
130,130,0.8582184314727783,1,0,0.9065157771110535,4
131,131,0.9996107220649719,1,1,0.9996742010116577,1
132,132,0.985051155090332,1,1,0.9942930936813354,8
133,133,0.9994675517082214,1,1,0.9995562434196472,9
134,134,0.9978796243667603,1,1,0.9986590147018433,1
135,135,0.8947644233703613,1,1,0.9734719395637512,2
136,136,0.99897301197052,1,1,0.9993329644203186,9
137,137,0.9992609620094299,1,1,0.9995049238204956,7
138,138,0.872380793094635,1,1,0.9091666340827942,2
139,139,0.9793703556060791,0,0,0.5117465257644653,1
140,140,0.40961623191833496,1,0,0.8793594241142273,6
141,141,0.9937084913253784,1,1,0.9949305653572083,5
142,142,0.9641581773757935,1,1,0.9934052228927612,6
143,143,0.9174407720565796,1,1,0.9684671759605408,3
144,144,0.9963964819908142,1,1,0.9977096319198608,8
145,145,0.48794203996658325,1,0,0.9898958206176758,7
146,146,0.9666734933853149,1,1,0.9777862429618835,6
147,147,0.5314504504203796,0,1,0.9727005958557129,5
148,148,0.9678788781166077,1,1,0.9890758991241455,5
149,149,0.9700769782066345,1,1,0.9844282269477844,2
150,150,0.9959408044815063,1,1,0.9973415732383728,8
151,151,0.886810839176178,1,1,0.9932517409324646,9
152,152,0.8604831099510193,1,1,0.965403139591217,6
153,153,0.9416359663009644,1,1,0.9911069273948669,0
154,154,0.9903428554534912,1,1,0.9945634007453918,0
155,155,0.9542808532714844,1,1,0.9753713607788086,5
156,156,0.9873108863830566,1,1,0.9912441968917847,2
157,157,0.9982732534408569,1,1,0.9989504814147949,9
158,158,0.7612555623054504,0,0,0.6374770998954773,3
159,159,0.9926742911338806,1,1,0.9951900243759155,4
160,160,0.9958040118217468,1,1,0.9971060156822205,2
161,161,0.9977003931999207,1,1,0.9984230995178223,1
162,162,0.9175328016281128,0,0,0.707898736000061,3
163,163,0.7847594618797302,1,0,0.8593990802764893,6
164,164,0.8987485766410828,0,1,0.9836169481277466,0
165,165,0.8970942497253418,0,0,0.9375946521759033,2
166,166,0.9895261526107788,1,1,0.9949344992637634,8
167,167,0.7522475719451904,1,0,0.7480131983757019,4
168,168,0.9591879844665527,1,1,0.9850950241088867,5
169,169,0.8235615491867065,0,0,0.7530885934829712,8
170,170,0.9982665181159973,1,1,0.998863935470581,9
171,171,0.8759500980377197,1,1,0.9921120405197144,9
172,172,0.6006059050559998,1,0,0.9766149520874023,9
173,173,0.9955413937568665,1,1,0.9967495203018188,8
174,174,0.9973174929618835,1,1,0.9984853863716125,9
175,175,0.9994899034500122,1,1,0.9995903372764587,9
176,176,0.9767616987228394,1,1,0.9831104278564453,3
177,177,0.7926985025405884,1,1,0.9644398093223572,7
178,178,0.8584156632423401,0,0,0.6128139495849609,3
179,179,0.9962729215621948,1,1,0.9976913928985596,0
180,180,0.996075451374054,1,1,0.996729850769043,0
181,181,0.993946373462677,1,1,0.9958178400993347,5
182,182,0.8716487288475037,1,1,0.9783737659454346,2
183,183,0.5200773477554321,1,0,0.6942279934883118,2
184,184,0.9488770961761475,1,1,0.9784162044525146,3
185,185,0.9958102703094482,1,1,0.9968369007110596,8
186,186,0.6998024582862854,1,0,0.6009241938591003,6
187,187,0.9259085059165955,1,0,0.7965274453163147,3
188,188,0.830690860748291,1,1,0.9428831338882446,4
189,189,0.5422766804695129,1,0,0.787836492061615,0
190,190,0.9861035346984863,1,1,0.9904335737228394,5
191,191,0.7061963081359863,1,0,0.9735114574432373,8
192,192,0.7096132040023804,1,1,0.9890425801277161,0
193,193,0.9963860511779785,1,1,0.9982056617736816,1
194,194,0.9725486040115356,1,1,0.9813960194587708,7
195,195,0.854919970035553,1,0,0.4687859117984772,2
196,196,0.9971428513526917,1,1,0.9981385469436646,8
197,197,0.9127344489097595,1,1,0.9896065592765808,8
198,198,0.9959900975227356,1,1,0.996720016002655,7
199,199,0.7833072543144226,1,1,0.9909282326698303,8
200,200,0.8786992430686951,1,1,0.9614077806472778,5
201,201,0.64444899559021,1,0,0.9380837082862854,1
202,202,0.9911319613456726,1,1,0.9938929080963135,8
203,203,0.9964311122894287,1,1,0.9978415966033936,7
204,204,0.9980913996696472,1,1,0.9986892342567444,1
205,205,0.8669757843017578,1,1,0.9480567574501038,3
206,206,0.9650462865829468,1,1,0.9869950413703918,0
207,207,0.9691550731658936,1,1,0.9784871935844421,5
208,208,0.9969526529312134,1,1,0.9977372884750366,7
209,209,0.9805220365524292,1,1,0.996349573135376,9
210,210,0.8690745234489441,1,0,0.8717606067657471,7
211,211,0.8581300973892212,1,1,0.988318920135498,4
212,212,0.9968351721763611,1,1,0.9984234571456909,5
213,213,0.6435275673866272,0,0,0.963883638381958,8
214,214,0.9678272604942322,1,1,0.9939553141593933,8
215,215,0.9965542554855347,1,1,0.9976370334625244,0
216,216,0.9979116320610046,1,1,0.9982059001922607,7
217,217,0.9975520968437195,1,1,0.9990074038505554,9
218,218,0.7890135049819946,0,0,0.4211578965187073,0
219,219,0.9410815238952637,1,1,0.9604504704475403,2
220,220,0.7038607001304626,1,0,0.9501264095306396,7
221,221,0.8018065690994263,0,0,0.46661216020584106,5
222,222,0.9952501058578491,1,1,0.9991625547409058,9
223,223,0.8292526602745056,0,1,0.9034739136695862,5
224,224,0.9477958083152771,1,0,0.46627214550971985,3
225,225,0.9774176478385925,1,1,0.9967798590660095,9
226,226,0.6393924951553345,0,0,0.9219188690185547,4
227,227,0.9826419353485107,1,1,0.9904016852378845,4
228,228,0.9943227767944336,1,1,0.9969654679298401,7
229,229,0.8112387657165527,1,0,0.8169031143188477,6
230,230,0.9985353946685791,1,1,0.9987586736679077,5
231,231,0.9997001886367798,1,1,0.9997410178184509,1
232,232,0.7916550636291504,1,0,0.7290761470794678,5
233,233,0.9093759059906006,1,1,0.9908945560455322,8
234,234,0.9413721561431885,1,1,0.9919623732566833,8
235,235,0.9975868463516235,1,1,0.9979110360145569,0
236,236,0.9071550369262695,1,1,0.9380509853363037,4
237,237,0.894845724105835,0,0,0.8932522535324097,2
238,238,0.9279125928878784,1,1,0.9817642569541931,5
239,239,0.9907564520835876,1,1,0.9926464557647705,5
240,240,0.999139666557312,1,1,0.9992603659629822,1
241,241,0.9972846508026123,1,1,0.998584508895874,1
242,242,0.7158693671226501,1,0,0.9250507354736328,8
243,243,0.9979173541069031,1,1,0.9991554021835327,9
244,244,0.9939523339271545,1,1,0.9956091046333313,0
245,245,0.82667076587677,1,1,0.9664024114608765,3
246,246,0.9980145692825317,1,1,0.9989174604415894,1
247,247,0.5556790828704834,0,0,0.8163745999336243,8
248,248,0.9807186126708984,1,1,0.9873390197753906,2
249,249,0.8628031611442566,1,1,0.9770089983940125,2
250,250,0.976303219795227,1,1,0.9823007583618164,5
251,251,0.8901920318603516,1,0,0.6394733786582947,3
252,252,0.9990935325622559,1,1,0.9993354678153992,9
253,253,0.9928043484687805,1,1,0.995420515537262,9
254,254,0.7039048075675964,1,0,0.7209796905517578,4
255,255,0.8104473948478699,1,1,0.9913401007652283,0
256,256,0.8100990653038025,1,1,0.9726354479789734,3
257,257,0.9943506121635437,1,1,0.997143566608429,0
258,258,0.9222425818443298,1,1,0.9857158064842224,0
259,259,0.9955853223800659,1,1,0.9982506632804871,9
260,260,0.997119665145874,1,1,0.9985564351081848,8
261,261,0.7606023550033569,1,1,0.996450662612915,1
262,262,0.5969564318656921,1,0,0.89377760887146,5
263,263,0.9373457431793213,1,1,0.9702765941619873,7
264,264,0.7246021032333374,0,1,0.9695749282836914,8
265,265,0.6197272539138794,1,0,0.9077419638633728,8
266,266,0.8652437329292297,1,0,0.8837825655937195,2
267,267,0.9932778477668762,1,1,0.9952706694602966,4
268,268,0.9930663108825684,1,1,0.9961147308349609,7
269,269,0.8696667551994324,0,0,0.5015033483505249,3
270,270,0.7932514548301697,1,0,0.8856614828109741,2
271,271,0.783832848072052,0,1,0.9461480379104614,5
272,272,0.9730302691459656,1,1,0.9837313890457153,6
273,273,0.555888295173645,1,1,0.9687827825546265,3
274,274,0.9888136982917786,1,1,0.9941529631614685,8
275,275,0.9416731595993042,0,1,0.9681988954544067,3
276,276,0.8323298692703247,1,1,0.9718095064163208,0
277,277,0.8165563941001892,1,0,0.38624897599220276,3
278,278,0.8287882804870605,1,1,0.9700024127960205,4
279,279,0.8677027821540833,1,0,0.7083560824394226,3
280,280,0.9945996999740601,1,1,0.9977160692214966,9
281,281,0.7792523503303528,1,0,0.983007550239563,0
282,282,0.8914157152175903,1,1,0.9612959623336792,6
283,283,0.9992357492446899,1,1,0.9993638396263123,1
284,284,0.6599307060241699,1,1,0.9802728891372681,0
285,285,0.9984423518180847,1,1,0.9989724159240723,9
286,286,0.9712151885032654,1,1,0.9971076846122742,1
287,287,0.974609375,1,0,0.5741173624992371,0
288,288,0.997907280921936,1,1,0.9986722469329834,7
289,289,0.9982882142066956,1,1,0.9986677169799805,9
290,290,0.9989067316055298,1,1,0.9991801381111145,1
291,291,0.9532963037490845,1,1,0.9639992713928223,2
292,292,0.9707496762275696,1,1,0.9795825481414795,6
293,293,0.8594050407409668,1,1,0.980219304561615,9
294,294,0.9700406789779663,1,1,0.9951620697975159,3
295,295,0.8614484071731567,1,1,0.9495557546615601,4
296,296,0.985765814781189,1,1,0.9889100193977356,6
297,297,0.9962688684463501,1,1,0.9967585206031799,0
298,298,0.5321158170700073,1,0,0.979810893535614,0
299,299,0.9553409218788147,1,1,0.9683930277824402,6
300,300,0.9808988571166992,1,1,0.9862037897109985,6
301,301,0.8784680366516113,1,1,0.9588663578033447,6
302,302,0.8991032242774963,1,0,0.8952957391738892,3
303,303,0.9336967468261719,1,1,0.982793927192688,2
304,304,0.8725070357322693,1,1,0.9164689779281616,6
305,305,0.9971587657928467,1,1,0.9979279041290283,1
306,306,0.9920204281806946,1,1,0.9946103096008301,8
307,307,0.8506385684013367,1,0,0.9370580315589905,2
308,308,0.9726594686508179,1,1,0.9982097148895264,1
309,309,0.552766740322113,0,0,0.6349063515663147,4
310,310,0.9837799668312073,1,1,0.9897570610046387,8
311,311,0.9946126937866211,1,1,0.9959946870803833,6
312,312,0.9572097063064575,1,0,0.5814210176467896,8
313,313,0.6629537343978882,0,0,0.7482050657272339,2
314,314,0.7955073714256287,1,0,0.819135844707489,4
315,315,0.979282021522522,1,1,0.9936019778251648,0
316,316,0.7096836566925049,1,0,0.9616125822067261,7
317,317,0.9883071780204773,1,1,0.9932976365089417,7
318,318,0.9709185361862183,1,1,0.9844024181365967,5
319,319,0.919805645942688,1,1,0.9709794521331787,5
320,320,0.90616375207901,1,1,0.948037326335907,3
321,321,0.9535592198371887,1,1,0.9927543997764587,5
322,322,0.9609837532043457,1,1,0.9711224436759949,2
323,323,0.7405078411102295,1,1,0.8655610084533691,3
324,324,0.8482837677001953,1,0,0.7696714997291565,4
325,325,0.9820366501808167,1,1,0.9982408285140991,1
326,326,0.8955448269844055,1,1,0.9710502624511719,7
327,327,0.6674346327781677,1,1,0.9104946851730347,5
328,328,0.9812811017036438,1,1,0.9877343773841858,4
329,329,0.7965851426124573,1,1,0.9447153806686401,6
330,330,0.9995988011360168,1,1,0.9996567964553833,1
331,331,0.9992827773094177,1,1,0.9993946552276611,9
332,332,0.6778689026832581,0,0,0.8609764575958252,6
333,333,0.9767281413078308,1,1,0.9858887791633606,6
334,334,0.94121915102005,1,1,0.9632346034049988,6
335,335,0.9883869290351868,1,1,0.9945650100708008,9
336,336,0.9578122496604919,1,1,0.9745125770568848,3
337,337,0.9807140231132507,1,1,0.9919291734695435,8
338,338,0.9972196817398071,1,1,0.9976623058319092,0
339,339,0.9964648485183716,1,1,0.9971646666526794,7
340,340,0.8640944361686707,0,0,0.6752155423164368,6
341,341,0.9815042614936829,1,1,0.9873636364936829,6
342,342,0.8748412728309631,1,0,0.5356579422950745,2
343,343,0.9776736497879028,1,1,0.9889222383499146,5
344,344,0.929224967956543,1,1,0.9878925085067749,8
345,345,0.9912233352661133,1,1,0.9947311878204346,5
346,346,0.47237178683280945,1,1,0.8876734972000122,4
347,347,0.9420051574707031,1,1,0.9692907929420471,6
348,348,0.9988111257553101,1,1,0.9989804625511169,8
349,349,0.8020244836807251,1,0,0.9418801665306091,9
350,350,0.9976392984390259,1,1,0.9990929365158081,9
351,351,0.9433565735816956,1,1,0.9974103569984436,1
352,352,0.8923072218894958,1,0,0.8921038508415222,0
353,353,0.9993873834609985,1,1,0.999433696269989,2
354,354,0.6890368461608887,1,0,0.8145145773887634,2
355,355,0.8991093039512634,0,0,0.5299010276794434,4
356,356,0.7144454121589661,0,0,0.3525030314922333,4
357,357,0.4456302523612976,1,0,0.8817203640937805,2
358,358,0.9825467467308044,1,1,0.9916676878929138,8
359,359,0.9911818504333496,1,1,0.9943116903305054,0
360,360,0.996709942817688,1,1,0.9978001713752747,9
361,361,0.9955939650535583,1,1,0.9970359802246094,5
362,362,0.9978005290031433,1,1,0.9984972476959229,8
363,363,0.8916620016098022,1,1,0.976925790309906,1
364,364,0.9993359446525574,1,1,0.9994465708732605,9
365,365,0.6486454010009766,1,0,0.8956556916236877,4
366,366,0.9628143906593323,1,1,0.9970222115516663,1
367,367,0.7408098578453064,1,1,0.9629527926445007,3
368,368,0.809801459312439,0,0,0.966058075428009,0
369,369,0.999285876750946,1,1,0.9994397759437561,1
370,370,0.8301563858985901,1,0,0.5545077919960022,4
371,371,0.9990909099578857,1,1,0.9992321729660034,7
372,372,0.9969792366027832,1,1,0.9980699419975281,9
373,373,0.48692750930786133,1,1,0.9415202140808105,4
374,374,0.9915850162506104,1,1,0.9939129948616028,2
375,375,0.9973142743110657,1,1,0.997992992401123,7
376,376,0.9067168831825256,1,1,0.9786615371704102,0
377,377,0.8688338994979858,1,1,0.9942728877067566,7
378,378,0.5876260995864868,0,0,0.9425079226493835,8
379,379,0.9918481111526489,1,1,0.9946415424346924,6
380,380,0.9523548483848572,1,1,0.9686455726623535,6
381,381,0.9941390752792358,1,1,0.9979974627494812,9
382,382,0.9989303946495056,1,1,0.9990543723106384,0
383,383,0.608557403087616,1,0,0.9650225639343262,9
384,384,0.5100828409194946,1,1,0.8747750520706177,2
385,385,0.9238767623901367,1,1,0.9642394185066223,8
386,386,0.9801946878433228,1,1,0.9969371557235718,7
387,387,0.6044212579727173,1,1,0.8696258068084717,2
388,388,0.9613889455795288,1,1,0.98456209897995,2
389,389,0.9835538864135742,1,1,0.9891543984413147,5
390,390,0.9991534948348999,1,1,0.9993265867233276,1
391,391,0.9976703524589539,1,1,0.9979442954063416,2
392,392,0.9888696670532227,1,1,0.9924780130386353,6
393,393,0.7615101933479309,1,1,0.9296008348464966,2
394,394,0.6178549528121948,1,0,0.9438475966453552,9
395,395,0.536346435546875,1,1,0.7954842448234558,6
396,396,0.9243615865707397,1,1,0.9860162138938904,2
397,397,0.667041540145874,1,0,0.8741945028305054,3
398,398,0.9490482211112976,1,1,0.983906626701355,0
399,399,0.9802844524383545,1,1,0.9922296404838562,3
400,400,0.9988364577293396,1,1,0.9991093277931213,9
401,401,0.9798536896705627,1,1,0.9939892292022705,8
402,402,0.9021906852722168,1,0,0.875360906124115,7
403,403,0.9385690093040466,1,1,0.9730284810066223,8
404,404,0.9694886207580566,1,1,0.9848160743713379,8
405,405,0.778892457485199,0,0,0.3396754562854767,5
406,406,0.9969403743743896,1,1,0.9982706308364868,0
407,407,0.9843510389328003,1,1,0.996882438659668,1
408,408,0.9749438762664795,1,1,0.9879568219184875,8
409,409,0.9924916625022888,1,1,0.9943715333938599,2
410,410,0.9957006573677063,1,1,0.9971518516540527,7
411,411,0.9627362489700317,1,1,0.9892529845237732,9
412,412,0.4959925413131714,1,1,0.8897353410720825,3
413,413,0.9859543442726135,1,1,0.98967045545578,6
414,414,0.9990946054458618,1,1,0.9992629885673523,1
415,415,0.9987649917602539,1,1,0.9990490078926086,9
416,416,0.6033333539962769,1,1,0.9360109567642212,0
417,417,0.9963580965995789,1,1,0.9979193806648254,7
418,418,0.8787693381309509,1,0,0.3835642337799072,3
419,419,0.989177942276001,1,1,0.9948729872703552,7
420,420,0.9533407092094421,1,1,0.9816433787345886,4
421,421,0.9551085829734802,1,1,0.9738731384277344,5
422,422,0.7315816879272461,0,0,0.9339175224304199,8
423,423,0.9840750694274902,1,1,0.9938843846321106,0
424,424,0.7188464999198914,1,1,0.8802109360694885,2
425,425,0.998878538608551,1,1,0.9991223216056824,9
426,426,0.9320354461669922,0,0,0.6512231826782227,5
427,427,0.8733033537864685,1,1,0.945357620716095,4
428,428,0.9498323798179626,1,1,0.9941051006317139,0
429,429,0.9960162043571472,1,1,0.9973811507225037,6
430,430,0.8528688549995422,1,0,0.9200540781021118,2
431,431,0.9840124845504761,1,1,0.9878161549568176,5
432,432,0.8277252316474915,1,0,0.8495928645133972,3
433,433,0.9190851449966431,1,0,0.7055037021636963,7
434,434,0.4852694869041443,1,1,0.9100518822669983,3
435,435,0.9907674193382263,1,1,0.9949813485145569,7
436,436,0.39212194085121155,1,0,0.9538344740867615,2
437,437,0.8824891448020935,0,0,0.42956846952438354,4
438,438,0.938137412071228,1,1,0.9667927026748657,3
439,439,0.5664262175559998,0,0,0.811606228351593,9
440,440,0.9980494976043701,1,1,0.998826801776886,1
441,441,0.8502674102783203,1,1,0.9092480540275574,4
442,442,0.999150276184082,1,1,0.9992865920066833,9
443,443,0.9811497926712036,1,1,0.994073212146759,9
444,444,0.9776803851127625,1,1,0.9903298616409302,5
445,445,0.9509957432746887,1,1,0.9721766710281372,7
446,446,0.9179311394691467,1,1,0.9588532447814941,5
447,447,0.9911120533943176,1,1,0.9925318360328674,0
448,448,0.9317963123321533,1,1,0.9745546579360962,2
449,449,0.9244310259819031,0,0,0.6846007704734802,0
450,450,0.9306545853614807,1,1,0.972588300704956,2
451,451,0.998802900314331,1,1,0.9990732669830322,9
452,452,0.9967361092567444,1,1,0.9980111122131348,7
453,453,0.6744950413703918,1,0,0.750454306602478,3
454,454,0.9975036978721619,1,1,0.9982333183288574,9
455,455,0.9666215777397156,1,1,0.9812633991241455,4
456,456,0.8903955817222595,0,0,0.4822492003440857,4
457,457,0.9733901023864746,1,1,0.9869563579559326,5
458,458,0.8124062418937683,0,0,0.6346350312232971,3
459,459,0.8422083854675293,0,0,0.610347330570221,8
460,460,0.9886119961738586,1,1,0.9926919341087341,5
461,461,0.8408094048500061,1,1,0.9372888803482056,6
462,462,0.9984787106513977,1,1,0.998940646648407,1
463,463,0.8360398411750793,0,0,0.4195024371147156,5
464,464,0.48324620723724365,1,1,0.9544402956962585,3
465,465,0.5731533765792847,1,0,0.9029395580291748,4
466,466,0.991828441619873,1,1,0.9962083101272583,4
467,467,0.991706132888794,1,1,0.9933468103408813,3
468,468,0.9971444010734558,1,1,0.9977421760559082,7
469,469,0.9978895783424377,1,1,0.9985803365707397,8
470,470,0.8620346188545227,1,0,0.340898334980011,3
471,471,0.9879330992698669,1,1,0.9966394901275635,7
472,472,0.9867201447486877,1,1,0.9925400614738464,8
473,473,0.9832483530044556,1,1,0.9917402267456055,0
474,474,0.753872811794281,1,0,0.8026226162910461,5
475,475,0.9711046814918518,1,1,0.9948208332061768,7
476,476,0.576525866985321,1,0,0.9096445441246033,6
477,477,0.6595780253410339,1,1,0.9826219081878662,0
478,478,0.8323498368263245,1,1,0.948282778263092,5
479,479,0.5900630950927734,1,1,0.9514630436897278,4
480,480,0.5317569971084595,1,0,0.9965037107467651,8
481,481,0.9764237999916077,1,1,0.9850132465362549,6
482,482,0.9804702401161194,1,1,0.9860098361968994,8
483,483,0.8135024905204773,0,0,0.5585780739784241,4
484,484,0.9938806295394897,1,1,0.9956707954406738,5
485,485,0.9243942499160767,0,0,0.830862820148468,8
486,486,0.9973936080932617,1,1,0.9984031319618225,9
487,487,0.9974901676177979,1,1,0.9986417889595032,9
488,488,0.8404525518417358,1,1,0.9553263783454895,5
489,489,0.9898180365562439,1,1,0.9927443265914917,0
490,490,0.9991494417190552,1,1,0.9993807077407837,1
491,491,0.9908037185668945,1,1,0.9971188306808472,0
