,sample_idx,cifar_resnet50_cifar10_trades4_255_adv_conf4_255,cifar_resnet50_cifar10_trades4_255_is_acc,cifar_resnet50_cifar10_trades4_255_is_rob4_255,cifar_resnet50_cifar10_trades4_255_nat_conf,cifar_resnet50_cifar10_trades4_255_pred
231,231,0.9969010353088379,1,1,0.9978247880935669,1
232,232,0.4553126394748688,0,1,0.5545551776885986,3
233,233,0.5237231254577637,1,1,0.7481258511543274,8
234,234,0.8252924084663391,1,1,0.9095590710639954,8
235,235,0.9971844553947449,1,1,0.9977319240570068,0
236,236,0.6819007396697998,1,1,0.7609153985977173,4
237,237,0.640953004360199,0,0,0.42824622988700867,2
238,238,0.4460148811340332,1,0,0.43419763445854187,5
239,239,0.8659638166427612,1,1,0.9190585613250732,5
240,240,0.9866299629211426,1,1,0.9902771711349487,1
241,241,0.8345063328742981,1,1,0.9156620502471924,1
242,242,0.40102607011795044,1,0,0.3328178822994232,8
243,243,0.9192237257957458,1,1,0.9636203646659851,9
244,244,0.9701718091964722,1,1,0.9800997376441956,0
245,245,0.5164398550987244,1,1,0.6827048063278198,3
246,246,0.9514005184173584,1,1,0.9649762511253357,1
247,247,0.6425918936729431,0,1,0.7569248080253601,8
248,248,0.8218899965286255,1,1,0.8794313669204712,2
249,249,0.6006657481193542,0,0,0.44861993193626404,0
250,250,0.7585572600364685,1,1,0.8364948630332947,5
251,251,0.5746200084686279,1,1,0.7161813378334045,3
252,252,0.9799060225486755,1,1,0.9840966463088989,9
253,253,0.5988203883171082,1,1,0.7311137914657593,9
254,254,0.40212708711624146,0,0,0.40356379747390747,6
255,255,0.4398570954799652,1,0,0.5122671127319336,0
256,256,0.5285730361938477,0,0,0.4488825798034668,6
257,257,0.9671844244003296,1,1,0.9809603691101074,0
258,258,0.7653236389160156,1,0,0.4845125377178192,0
259,259,0.7640780210494995,1,1,0.9029152393341064,9
260,260,0.38813599944114685,1,1,0.6477139592170715,8
261,261,0.6573529243469238,1,1,0.8053743243217468,1
262,262,0.6403828263282776,1,0,0.5493347644805908,5
263,263,0.3886927366256714,0,0,0.23595434427261353,3
264,264,0.6686201691627502,0,0,0.4999479651451111,8
265,265,0.7978046536445618,1,1,0.8870696425437927,8
266,266,0.5176133513450623,1,0,0.2902897596359253,2
267,267,0.9497005343437195,1,1,0.9634385108947754,4
268,268,0.8194676041603088,1,1,0.890984058380127,7
269,269,0.5329810380935669,1,0,0.5436146855354309,0
270,270,0.5245553851127625,0,0,0.39212867617607117,4
271,271,0.43096408247947693,0,0,0.5403913855552673,5
272,272,0.8256388306617737,1,1,0.859153151512146,6
273,273,0.4687879979610443,1,0,0.566318154335022,3
274,274,0.9030687212944031,1,1,0.9394359588623047,8
275,275,0.49876952171325684,0,0,0.5359498858451843,3
276,276,0.8125733733177185,1,1,0.8790532946586609,0
277,277,0.39045771956443787,0,0,0.30039888620376587,4
278,278,0.48825353384017944,1,0,0.3766883313655853,4
279,279,0.5656750202178955,0,0,0.47495996952056885,5
280,280,0.8041427135467529,1,1,0.9159252643585205,9
281,281,0.7081755995750427,1,1,0.8734599351882935,0
282,282,0.673353910446167,1,1,0.7266554236412048,6
283,283,0.9836533069610596,1,1,0.9858165979385376,1
284,284,0.6015861630439758,1,0,0.5349887013435364,0
285,285,0.9610481858253479,1,1,0.9738286733627319,9
286,286,0.8956509828567505,1,1,0.936582088470459,1
287,287,0.5918990969657898,0,0,0.7740933895111084,8
288,288,0.9821538925170898,1,1,0.9885010719299316,7
289,289,0.9738808274269104,1,1,0.9845426678657532,9
290,290,0.9632516503334045,1,1,0.975162923336029,1
291,291,0.7000283002853394,1,1,0.7576153874397278,2
292,292,0.7922114133834839,1,1,0.8367081880569458,6
293,293,0.528782844543457,1,0,0.6648434400558472,9
294,294,0.897304117679596,1,1,0.9384872317314148,3
295,295,0.632763683795929,1,1,0.7285208106040955,4
296,296,0.8516235947608948,1,1,0.8972072601318359,6
297,297,0.9975912570953369,1,1,0.9980831146240234,0
298,298,0.9108015298843384,1,1,0.9454742670059204,0
299,299,0.7791892886161804,1,1,0.8226884007453918,6
300,300,0.787523090839386,1,1,0.8183394074440002,6
301,301,0.4472062587738037,1,1,0.5895740389823914,6
302,302,0.5022369623184204,1,0,0.3193591237068176,3
303,303,0.8428933620452881,1,1,0.9076974987983704,2
304,304,0.7135748863220215,1,1,0.7822779417037964,6
305,305,0.9436548948287964,1,1,0.9669596552848816,1
306,306,0.5821205973625183,1,0,0.5791999101638794,8
307,307,0.42208024859428406,1,1,0.5833514332771301,2
308,308,0.6334501504898071,1,0,0.7548794150352478,1
309,309,0.5034573674201965,0,1,0.6354773640632629,4
310,310,0.888334333896637,1,1,0.9290376305580139,8
311,311,0.922429621219635,1,1,0.9385449886322021,6
312,312,0.7425753474235535,0,0,0.613723635673523,0
313,313,0.5977843999862671,0,1,0.7328683137893677,2
314,314,0.389677494764328,0,0,0.39472874999046326,3
315,315,0.9697002172470093,1,1,0.9826130867004395,0
316,316,0.4649924039840698,1,0,0.3916127681732178,7
317,317,0.6487435102462769,1,1,0.7883659601211548,7
318,318,0.7078472971916199,1,1,0.795097827911377,5
319,319,0.5006519556045532,1,1,0.6582249999046326,5
320,320,0.5115683674812317,1,1,0.6529437899589539,3
321,321,0.4060386121273041,1,0,0.5461938381195068,5
322,322,0.6345514059066772,1,1,0.7329432368278503,2
323,323,0.3542745113372803,1,0,0.45023754239082336,3
324,324,0.3805287778377533,1,0,0.44310271739959717,4
325,325,0.7653480768203735,1,1,0.8718692660331726,1
326,326,0.36365097761154175,1,0,0.46704456210136414,7
327,327,0.41565409302711487,1,1,0.49400216341018677,5
328,328,0.6135038733482361,1,0,0.6310356259346008,4
329,329,0.46638205647468567,1,0,0.5904830098152161,6
330,330,0.9938674569129944,1,1,0.9951000809669495,1
331,331,0.9955623149871826,1,1,0.9968814849853516,9
332,332,0.36673375964164734,0,0,0.45065832138061523,6
333,333,0.8470292687416077,1,1,0.8738045692443848,6
334,334,0.6957623362541199,1,1,0.7564529776573181,6
335,335,0.7813485264778137,1,1,0.8950889706611633,9
336,336,0.5640559792518616,1,1,0.6723669767379761,3
337,337,0.6019095778465271,1,1,0.8049415946006775,8
338,338,0.5501326322555542,1,1,0.7657638788223267,0
339,339,0.8205139636993408,1,1,0.87079256772995,7
340,340,0.43454301357269287,0,0,0.40138503909111023,4
341,341,0.7679179310798645,1,1,0.8452981114387512,6
342,342,0.623884379863739,1,0,0.6180400252342224,2
343,343,0.7152129411697388,1,1,0.8262206315994263,5
344,344,0.5849237442016602,1,1,0.8328061103820801,8
345,345,0.8783326148986816,1,1,0.9190409779548645,5
346,346,0.3982366919517517,1,1,0.6164782643318176,4
347,347,0.5729281902313232,1,1,0.7283734679222107,6
348,348,0.9943570494651794,1,1,0.9956919550895691,8
349,349,0.60816490650177,1,0,0.6764882206916809,9
350,350,0.9385997653007507,1,1,0.9593591690063477,9
351,351,0.538135826587677,1,0,0.8375903367996216,1
352,352,0.648400604724884,1,0,0.5906479358673096,0
353,353,0.9980019927024841,1,1,0.9984561204910278,2
354,354,0.3665841519832611,0,0,0.3373894691467285,3
355,355,0.4205198287963867,0,1,0.48534563183784485,3
356,356,0.35955092310905457,0,0,0.2779448926448822,2
357,357,0.3982985019683838,1,0,0.42420241236686707,2
358,358,0.464689701795578,1,1,0.6780889630317688,8
359,359,0.8558903932571411,1,1,0.9292459487915039,0
360,360,0.5589509010314941,1,1,0.7573357820510864,9
361,361,0.7763954997062683,1,1,0.8765085935592651,5
362,362,0.9863798022270203,1,1,0.9892255663871765,8
363,363,0.6590643525123596,0,0,0.516477108001709,8
364,364,0.9715619683265686,1,1,0.9835211038589478,9
365,365,0.823150098323822,1,1,0.9077267646789551,4
366,366,0.71117103099823,1,1,0.8860628604888916,1
367,367,0.7412689328193665,1,1,0.8280268311500549,3
368,368,0.43615004420280457,0,0,0.632642388343811,0
369,369,0.9327268004417419,1,1,0.9724303483963013,1
370,370,0.3971370756626129,1,0,0.5268713235855103,4
371,371,0.9911566972732544,1,1,0.9936332702636719,7
372,372,0.92070472240448,1,1,0.9519320726394653,9
373,373,0.5089371800422668,1,1,0.5758934617042542,4
374,374,0.9322218894958496,1,1,0.9556741118431091,2
375,375,0.8244025111198425,1,1,0.8794199228286743,7
376,376,0.5496934056282043,0,0,0.5059675574302673,9
377,377,0.47174105048179626,1,0,0.40627560019493103,7
378,378,0.46844810247421265,0,0,0.2681986093521118,6
379,379,0.883651852607727,1,1,0.9137254357337952,6
380,380,0.6721093058586121,1,1,0.7593003511428833,6
381,381,0.8629069328308105,1,1,0.9300469756126404,9
382,382,0.9982195496559143,1,1,0.9989218711853027,0
383,383,0.8253958821296692,1,1,0.884617269039154,9
384,384,0.5200386643409729,1,0,0.43425482511520386,2
385,385,0.6314830780029297,1,0,0.5846080183982849,8
386,386,0.71098393201828,1,1,0.8323127627372742,7
387,387,0.4792391061782837,0,0,0.3465951979160309,4
388,388,0.5822671055793762,1,1,0.7518899440765381,2
389,389,0.7431601881980896,1,1,0.8323894143104553,5
390,390,0.9589231610298157,1,1,0.9726263880729675,1
391,391,0.9686692357063293,1,1,0.982579231262207,2
392,392,0.8163295388221741,1,1,0.8687770366668701,6
393,393,0.45360779762268066,0,0,0.35572001338005066,5
394,394,0.38158661127090454,1,0,0.4686923623085022,9
395,395,0.43812012672424316,1,1,0.5743393301963806,6
396,396,0.5752412676811218,1,1,0.7175424098968506,2
397,397,0.4834884703159332,1,0,0.6335961222648621,3
398,398,0.8280090689659119,1,1,0.8736177086830139,0
399,399,0.5765742659568787,1,1,0.7786099314689636,3
400,400,0.9689688086509705,1,1,0.9783229827880859,9
401,401,0.6465651988983154,0,0,0.4609833359718323,1
402,402,0.34649792313575745,1,1,0.5950785279273987,7
403,403,0.7014529705047607,1,1,0.8483265042304993,8
404,404,0.8286986947059631,1,1,0.9021702408790588,8
405,405,0.43052950501441956,0,0,0.34275272488594055,6
406,406,0.9849859476089478,1,1,0.989850640296936,0
407,407,0.8286600112915039,1,1,0.9120005965232849,1
408,408,0.7221423983573914,1,1,0.8098939061164856,8
409,409,0.5596466660499573,1,0,0.5949835777282715,2
410,410,0.8172168731689453,1,1,0.8751220703125,7
411,411,0.6857357621192932,1,1,0.7852970957756042,9
412,412,0.535049319267273,0,1,0.6453652381896973,5
413,413,0.872710645198822,1,1,0.9016693830490112,6
414,414,0.9621426463127136,1,1,0.9782944917678833,1
415,415,0.9623928666114807,1,1,0.9745134711265564,9
416,416,0.4646943211555481,1,0,0.6216230392456055,0
417,417,0.866569459438324,1,1,0.9456128478050232,7
418,418,0.4739130437374115,0,0,0.36459723114967346,5
419,419,0.6381167769432068,1,1,0.809136688709259,7
420,420,0.4356759786605835,1,1,0.6195498108863831,4
421,421,0.4111163020133972,1,0,0.39917218685150146,5
422,422,0.5102018713951111,0,0,0.706822395324707,8
423,423,0.9458087682723999,1,1,0.9587335586547852,0
424,424,0.4798143208026886,1,0,0.5785894393920898,2
425,425,0.9777676463127136,1,1,0.9840249419212341,9
426,426,0.4700060486793518,0,0,0.34127169847488403,5
427,427,0.4089250862598419,1,0,0.365607351064682,4
428,428,0.5037198066711426,1,0,0.3230412006378174,0
429,429,0.9444106817245483,1,1,0.9667943716049194,6
430,430,0.5381207466125488,1,0,0.3837828040122986,2
431,431,0.8876128196716309,1,1,0.9411693811416626,5
432,432,0.3971162438392639,1,0,0.4270097017288208,3
433,433,0.37531018257141113,0,0,0.4525875449180603,3
434,434,0.34978559613227844,1,0,0.40639528632164,3
435,435,0.7135836482048035,1,1,0.8211179375648499,7
436,436,0.43245214223861694,1,0,0.7024358510971069,2
437,437,0.475449800491333,1,0,0.2990737855434418,5
438,438,0.5254344940185547,1,0,0.5620607137680054,3
439,439,0.47627153992652893,0,0,0.7017889618873596,9
440,440,0.8926212191581726,1,1,0.9467660784721375,1
441,441,0.4240259826183319,1,1,0.5831450819969177,4
442,442,0.9626537561416626,1,1,0.9732865691184998,9
443,443,0.8201954364776611,1,1,0.8978189826011658,9
444,444,0.722728431224823,1,1,0.8593738079071045,5
445,445,0.42429593205451965,1,0,0.6198389530181885,7
446,446,0.31520190834999084,1,0,0.43637919425964355,5
447,447,0.9530732035636902,1,1,0.9635045528411865,0
448,448,0.4848595857620239,1,1,0.6771047711372375,2
449,449,0.6363007426261902,0,1,0.802968442440033,0
450,450,0.8616668581962585,1,1,0.9116219282150269,2
451,451,0.9471738338470459,1,1,0.9707724452018738,9
452,452,0.9686251878738403,1,1,0.9774887561798096,7
453,453,0.36851146817207336,1,0,0.43094402551651,3
454,454,0.8997766971588135,1,1,0.9314207434654236,9
455,455,0.36557537317276,0,0,0.449745774269104,2
456,456,0.4787207245826721,0,0,0.3734208047389984,6
457,457,0.48381638526916504,1,1,0.7144993543624878,5
458,458,0.44063904881477356,0,0,0.43095627427101135,6
459,459,0.4568496644496918,0,0,0.40726351737976074,8
460,460,0.9358506798744202,1,1,0.9542373418807983,5
461,461,0.5059852600097656,1,1,0.632696270942688,6
462,462,0.9108654260635376,1,1,0.9456474781036377,1
463,463,0.4232833683490753,0,0,0.2954332232475281,5
464,464,0.3240490257740021,1,1,0.45263615250587463,3
465,465,0.4528486430644989,1,0,0.6374624371528625,4
466,466,0.8470771908760071,1,1,0.9041994214057922,4
467,467,0.9003729224205017,1,1,0.9340188503265381,3
468,468,0.729103684425354,1,1,0.8385012745857239,7
469,469,0.8809826970100403,1,1,0.9217298626899719,8
470,470,0.4260473847389221,0,0,0.25773751735687256,5
471,471,0.6006549000740051,1,1,0.8313477635383606,7
472,472,0.8827995657920837,1,1,0.9200206995010376,8
473,473,0.5838842391967773,1,1,0.7710681557655334,0
474,474,0.4608801007270813,1,1,0.5556252002716064,5
475,475,0.892397403717041,1,1,0.9332994818687439,7
476,476,0.4469199478626251,1,0,0.5750231146812439,6
477,477,0.5304169058799744,1,0,0.6738970875740051,0
478,478,0.34666669368743896,1,1,0.47540125250816345,5
479,479,0.4249788820743561,1,1,0.6310403943061829,4
480,480,0.6618080735206604,1,0,0.5807954668998718,8
481,481,0.8577843904495239,1,1,0.8903748393058777,6
482,482,0.8904704451560974,1,1,0.9290103912353516,8
483,483,0.39852938055992126,0,0,0.21182410418987274,2
484,484,0.8419957160949707,1,1,0.8793572187423706,5
485,485,0.6073448061943054,0,0,0.4933759570121765,8
486,486,0.9489293694496155,1,1,0.9646478891372681,9
487,487,0.8998075723648071,1,1,0.9531680345535278,9
488,488,0.5167048573493958,1,0,0.34308359026908875,5
489,489,0.8357746005058289,1,1,0.8984981775283813,0
490,490,0.9688429832458496,1,1,0.9779613018035889,1
491,491,0.9306357502937317,1,1,0.9602882862091064,0
492,492,0.49427953362464905,1,1,0.6822624802589417,8
