,sample_idx,resnet50_sbb_l_trades4_255_adv_conf4_255,resnet50_sbb_l_trades4_255_is_acc,resnet50_sbb_l_trades4_255_is_rob4_255,resnet50_sbb_l_trades4_255_nat_conf,resnet50_sbb_l_trades4_255_pred
44,44,0.9279589653015137,1,1,0.9567053914070129,0
45,45,0.840482771396637,1,1,0.9042112231254578,0
46,46,0.7827097773551941,1,1,0.8881892561912537,0
47,47,0.9796863198280334,1,1,0.9882687330245972,0
48,48,0.5232208371162415,1,1,0.7376815676689148,0
49,49,0.9890862703323364,1,1,0.9907020330429077,0
50,50,0.9644665718078613,1,1,0.9725428223609924,0
51,51,0.8010943531990051,1,1,0.8879863619804382,0
52,52,0.9386342167854309,1,1,0.9501763582229614,0
53,53,0.985066294670105,1,1,0.9868859052658081,0
54,54,0.7952204346656799,1,1,0.8870282173156738,0
55,55,0.9814426302909851,1,1,0.9849024415016174,0
56,56,0.9508675932884216,1,1,0.9638141989707947,0
57,57,0.9128327369689941,1,1,0.9391858577728271,0
58,58,0.9551999568939209,1,1,0.9652947187423706,0
59,59,0.9623546600341797,1,1,0.969795286655426,0
60,60,0.9829034209251404,1,1,0.9866194128990173,0
61,61,0.9767392873764038,1,1,0.9805256724357605,0
62,62,0.9531115293502808,1,1,0.959960401058197,0
63,63,0.8240955471992493,1,1,0.8962013721466064,0
64,64,0.43777167797088623,0,0,0.5789726376533508,4
65,65,0.9404247999191284,1,1,0.9537039399147034,0
66,66,0.405715674161911,1,0,0.819586992263794,0
67,67,0.5447487831115723,0,0,0.587557852268219,1
68,68,0.900899350643158,1,1,0.9343798160552979,0
69,69,0.9726505279541016,1,1,0.977607011795044,0
70,70,0.9805445671081543,1,1,0.9824495315551758,0
71,71,0.9934019446372986,1,1,0.9947776794433594,0
72,72,0.9401857256889343,1,1,0.9541138410568237,0
73,73,0.9768056869506836,1,1,0.9817801117897034,0
74,74,0.9262602925300598,1,1,0.9450401067733765,0
75,75,0.9132906198501587,0,1,0.9786449670791626,1
76,76,0.9262416958808899,1,1,0.9469599723815918,0
77,77,0.9753184914588928,1,1,0.9807251691818237,0
78,78,0.9856982827186584,1,1,0.9873088002204895,0
79,79,0.9847812652587891,1,1,0.9872942566871643,0
80,80,0.9786108136177063,1,1,0.9803611040115356,0
81,81,0.9347099661827087,1,1,0.9525132775306702,0
82,82,0.9912596344947815,1,1,0.9919945001602173,0
83,83,0.907566487789154,0,1,0.928162157535553,3
84,84,0.6513735055923462,0,1,0.6922793388366699,3
85,85,0.9414426684379578,1,1,0.9606717824935913,0
86,86,0.9028154611587524,1,1,0.9464781284332275,0
87,87,0.9558000564575195,1,1,0.9668881893157959,0
88,88,0.921708881855011,1,1,0.9546086192131042,0
89,89,0.9315645098686218,1,1,0.9481424689292908,0
90,90,0.9501692056655884,1,1,0.9564788937568665,0
91,91,0.5342419147491455,1,1,0.7444431781768799,0
92,92,0.6560384035110474,1,1,0.8905990719795227,0
93,93,0.9631261229515076,1,1,0.9726446866989136,0
94,94,0.9527078866958618,1,1,0.9647703766822815,0
95,95,0.9933291673660278,1,1,0.9943615198135376,0
96,96,0.977867066860199,1,1,0.9864994287490845,0
97,97,0.9311633110046387,1,1,0.9676887392997742,0
98,98,0.9899442195892334,1,1,0.991203784942627,0
99,99,0.9510186910629272,1,1,0.9633364677429199,0
100,100,0.976972222328186,1,1,0.9823442697525024,0
101,101,0.9509233236312866,1,1,0.963494598865509,0
102,102,0.936120331287384,1,1,0.9743639230728149,0
103,103,0.9578572511672974,1,1,0.9689597487449646,0
104,104,0.8853698968887329,1,1,0.9027010798454285,1
105,105,0.6820203065872192,1,1,0.7912030816078186,1
106,106,0.7606101632118225,1,1,0.8071464896202087,1
107,107,0.8318751454353333,1,1,0.8762994408607483,1
108,108,0.6610608696937561,1,1,0.7716401219367981,1
109,109,0.7054641842842102,1,1,0.8626982569694519,1
110,110,0.9608302116394043,1,1,0.9711503982543945,1
111,111,0.9418349862098694,1,1,0.957534670829773,1
112,112,0.9651102423667908,1,1,0.9760962128639221,1
113,113,0.8706072568893433,1,1,0.9203294515609741,1
114,114,0.9633391499519348,1,1,0.9724422693252563,1
115,115,0.8585445880889893,1,1,0.9310384392738342,1
116,116,0.8094682097434998,1,1,0.8555837869644165,1
117,117,0.7818717360496521,1,1,0.8880599141120911,1
118,118,0.571304440498352,1,1,0.7576799988746643,1
119,119,0.9479917883872986,1,1,0.9698778986930847,1
120,120,0.6757282018661499,1,1,0.8332847952842712,1
121,121,0.7911995649337769,1,1,0.8381114602088928,1
122,122,0.927112340927124,1,1,0.9497475028038025,1
123,123,0.9514935612678528,1,1,0.9701429605484009,1
124,124,0.7843236327171326,1,1,0.8842186331748962,1
125,125,0.957779586315155,1,1,0.9699068665504456,1
126,126,0.9366039633750916,1,1,0.9603759050369263,1
127,127,0.9658974409103394,1,1,0.974210262298584,1
128,128,0.8004154562950134,1,1,0.8825218081474304,1
129,129,0.5003105401992798,1,0,0.7273237109184265,1
130,130,0.9252220392227173,1,1,0.9385579824447632,1
131,131,0.7529288530349731,1,1,0.8100002408027649,1
132,132,0.8615123629570007,1,1,0.9101610779762268,1
133,133,0.537964403629303,0,0,0.3500029742717743,3
134,134,0.5354436039924622,1,1,0.7265205383300781,1
135,135,0.8989620804786682,1,1,0.9468664526939392,1
136,136,0.7597708106040955,1,1,0.8351506590843201,1
137,137,0.871985137462616,1,1,0.8984677791595459,1
138,138,0.9316802024841309,1,1,0.9566390514373779,1
139,139,0.5138329863548279,1,1,0.7097268104553223,1
140,140,0.9418506622314453,1,1,0.9656776189804077,1
141,141,0.968370795249939,1,1,0.9750968217849731,1
142,142,0.8879441022872925,1,1,0.9196503162384033,1
143,143,0.8844557404518127,1,1,0.9152123928070068,1
144,144,0.9691888689994812,1,1,0.978110134601593,1
145,145,0.8578466773033142,1,1,0.8798772692680359,1
146,146,0.8202095031738281,1,1,0.8817970156669617,1
147,147,0.7696760892868042,1,1,0.8628621697425842,1
148,148,0.9916090369224548,1,1,0.9936129450798035,1
149,149,0.9599291682243347,1,1,0.973407506942749,1
150,150,0.8379672169685364,1,1,0.894557774066925,1
151,151,0.8617562055587769,1,1,0.9140011072158813,1
152,152,0.9709107875823975,1,1,0.9796209931373596,1
153,153,0.9677492380142212,1,1,0.9759449362754822,1
154,154,0.7916786670684814,1,1,0.8362497091293335,1
155,155,0.7439097762107849,1,1,0.8280731439590454,1
156,156,0.8263044357299805,1,1,0.8595874309539795,1
157,157,0.8491722941398621,1,1,0.8718101382255554,1
158,158,0.9521135687828064,1,1,0.967670202255249,1
159,159,0.8636740446090698,1,1,0.8973351120948792,1
160,160,0.8596860766410828,1,1,0.8936037421226501,1
161,161,0.9305752515792847,1,1,0.9649909138679504,1
162,162,0.5614012479782104,1,1,0.6484670042991638,1
163,163,0.9017612338066101,1,1,0.9286878705024719,1
164,164,0.7410419583320618,1,1,0.8426976203918457,1
165,165,0.7275286316871643,1,1,0.8652564883232117,1
166,166,0.5252755284309387,1,1,0.7892137169837952,1
167,167,0.9762819409370422,1,1,0.982848584651947,1
168,168,0.8513967394828796,1,1,0.9191586971282959,1
169,169,0.7779062390327454,1,1,0.88100665807724,1
170,170,0.835540771484375,1,1,0.9108958840370178,1
171,171,0.8912773728370667,1,1,0.918367862701416,1
172,172,0.6995886564254761,1,1,0.8698400855064392,1
173,173,0.9132009148597717,1,1,0.9409480094909668,1
174,174,0.9050986170768738,1,1,0.9241645336151123,1
175,175,0.5265814065933228,1,1,0.7073665857315063,1
176,176,0.7623273134231567,1,1,0.8373655080795288,1
177,177,0.7901471257209778,1,1,0.8534380197525024,1
178,178,0.7505666017532349,1,1,0.8534923195838928,1
179,179,0.8437109589576721,1,1,0.8771611452102661,1
180,180,0.8607485890388489,1,1,0.8880841135978699,1
181,181,0.5012418627738953,1,0,0.6600493788719177,1
182,182,0.9218111038208008,1,1,0.9339170455932617,1
183,183,0.6397950649261475,1,1,0.7326910495758057,1
184,184,0.6296861171722412,1,1,0.8366782665252686,1
185,185,0.925694465637207,1,1,0.9393568634986877,1
186,186,0.9022898077964783,1,1,0.9260194301605225,1
187,187,0.788164496421814,1,1,0.850965678691864,1
188,188,0.7902685403823853,1,1,0.9011632800102234,1
189,189,0.48519638180732727,1,1,0.6743693947792053,1
190,190,0.833594799041748,1,1,0.8712338209152222,1
191,191,0.9409299492835999,1,1,0.9483094811439514,1
192,192,0.8934816718101501,1,1,0.9250727891921997,1
193,193,0.8034253120422363,1,1,0.8474900126457214,1
194,194,0.8005022406578064,1,1,0.8361344337463379,1
195,195,0.8483805656433105,1,1,0.8814986944198608,1
196,196,0.6548269987106323,1,1,0.7504914999008179,1
197,197,0.7712941765785217,1,1,0.8552464842796326,1
198,198,0.8521897196769714,1,1,0.9111724495887756,1
199,199,0.7902777791023254,1,1,0.8363221287727356,1
200,200,0.7165267467498779,1,1,0.8143137693405151,1
201,201,0.9287700057029724,1,1,0.9474081993103027,1
202,202,0.7566348910331726,1,1,0.8544995188713074,1
203,203,0.6461324095726013,1,1,0.7943621277809143,1
204,204,0.8776455521583557,1,1,0.9128698110580444,1
205,205,0.7388961911201477,1,1,0.8375062942504883,1
206,206,0.7985923886299133,1,1,0.8699389100074768,1
207,207,0.8025628328323364,1,1,0.8551242351531982,1
208,208,0.8914923667907715,1,1,0.9225894808769226,1
209,209,0.9213533401489258,1,1,0.9488351345062256,1
210,210,0.9966597557067871,1,1,0.9974309802055359,1
211,211,0.49216505885124207,1,0,0.6156200170516968,1
212,212,0.9084720015525818,1,1,0.9221690893173218,1
213,213,0.5709324479103088,1,1,0.7604413628578186,1
214,214,0.7007335424423218,1,1,0.8049206137657166,1
215,215,0.604038417339325,1,0,0.516043484210968,1
216,216,0.721534013748169,1,1,0.8541378974914551,1
217,217,0.7354145646095276,1,1,0.8341796398162842,1
218,218,0.7033535838127136,1,1,0.8265135884284973,1
219,219,0.7945379018783569,1,1,0.8521427512168884,1
220,220,0.7409170269966125,1,1,0.8095969557762146,1
221,221,0.7034319639205933,1,1,0.7876597046852112,1
222,222,0.5687094926834106,1,1,0.7205895185470581,1
223,223,0.7829781174659729,1,1,0.8244690895080566,1
224,224,0.9313896894454956,1,1,0.9465886354446411,1
225,225,0.8363215327262878,1,1,0.8715004920959473,1
226,226,0.9007787108421326,1,1,0.9227421283721924,1
227,227,0.6471527814865112,1,1,0.7467169761657715,1
228,228,0.8592185974121094,1,1,0.9032815098762512,1
229,229,0.5745303630828857,1,0,0.6495094299316406,1
230,230,0.8375180959701538,1,1,0.8868867754936218,1
231,231,0.7835094332695007,1,1,0.8521164059638977,1
232,232,0.928351879119873,1,1,0.943071722984314,1
233,233,0.9852960109710693,1,1,0.9860493540763855,1
234,234,0.5540434122085571,1,1,0.7368184924125671,1
235,235,0.8176132440567017,1,1,0.8377076387405396,1
236,236,0.6540241241455078,0,1,0.778878927230835,3
237,237,0.8585121631622314,1,1,0.9105849266052246,1
238,238,0.7906758189201355,1,1,0.8793156743049622,1
239,239,0.6622167229652405,1,1,0.7583134770393372,1
240,240,0.8275928497314453,1,1,0.8966826796531677,1
241,241,0.8729102611541748,0,1,0.9091652035713196,3
242,242,0.7859151363372803,1,1,0.8453215956687927,1
243,243,0.8812395334243774,1,1,0.9196314811706543,1
244,244,0.9149169325828552,1,1,0.9261302351951599,1
245,245,0.8868089914321899,1,1,0.9011355042457581,1
246,246,0.8731109499931335,1,1,0.9156752228736877,1
247,247,0.8270200490951538,1,1,0.8653841018676758,1
248,248,0.6046963930130005,0,1,0.7287009358406067,3
249,249,0.6349017024040222,1,0,0.562663733959198,1
250,250,0.979448139667511,1,1,0.9899173378944397,1
251,251,0.9040589928627014,1,1,0.965674877166748,1
252,252,0.9215549826622009,1,1,0.937535285949707,1
253,253,0.7370403409004211,1,1,0.9230262041091919,1
254,254,0.8768170475959778,1,1,0.8950818777084351,1
255,255,0.8215047121047974,1,1,0.8480929136276245,1
256,256,0.8944529294967651,1,1,0.9163962602615356,1
257,257,0.9279069304466248,1,1,0.9543516635894775,1
258,258,0.9174171090126038,1,1,0.9306727647781372,1
259,259,0.8738739490509033,1,1,0.9065074920654297,1
260,260,0.5744382739067078,0,0,0.5852386951446533,3
261,261,0.7753284573554993,1,1,0.9012143611907959,1
262,262,0.48511889576911926,0,1,0.6297276616096497,3
263,263,0.8943930268287659,1,1,0.9097257852554321,1
264,264,0.9018551111221313,1,1,0.9179851412773132,1
265,265,0.8866370320320129,1,1,0.9015552401542664,1
266,266,0.7917637825012207,1,1,0.8398150205612183,1
267,267,0.7424819469451904,1,1,0.8083819150924683,1
268,268,0.785674512386322,1,1,0.8548961877822876,1
269,269,0.8283765912055969,1,1,0.909153163433075,1
270,270,0.7352994680404663,1,1,0.8139957785606384,1
271,271,0.8080225586891174,1,1,0.8347700834274292,1
272,272,0.9694857001304626,1,1,0.9749890565872192,1
273,273,0.9127233028411865,1,1,0.9302006363868713,1
274,274,0.9106920957565308,1,1,0.9408345818519592,1
275,275,0.8591195344924927,1,1,0.9355780482292175,1
276,276,0.7327384948730469,0,1,0.7998179793357849,3
277,277,0.6250041127204895,1,1,0.8405711650848389,1
278,278,0.8155860900878906,1,1,0.8824863433837891,1
279,279,0.9262645244598389,1,1,0.9463645219802856,1
280,280,0.5759226083755493,1,1,0.7122230529785156,1
281,281,0.5671824216842651,1,1,0.7010580897331238,1
282,282,0.903832733631134,1,1,0.9381240010261536,1
283,283,0.8626900315284729,1,1,0.9100589156150818,1
284,284,0.877812385559082,1,1,0.9015071392059326,1
285,285,0.8184067010879517,1,1,0.8840014338493347,1
286,286,0.7992759943008423,1,1,0.8636293411254883,1
287,287,0.9210777878761292,1,1,0.936751127243042,1
288,288,0.7484279274940491,1,1,0.8413755893707275,1
289,289,0.4464946687221527,1,0,0.5095701217651367,1
290,290,0.601740300655365,1,1,0.7309082746505737,1
291,291,0.7010210752487183,1,1,0.7615513801574707,1
292,292,0.5453318357467651,0,1,0.7962568998336792,3
293,293,0.7100910544395447,1,1,0.7895545959472656,1
294,294,0.5586119294166565,1,1,0.7746707797050476,1
295,295,0.8790121674537659,1,1,0.9176720380783081,1
296,296,0.5905750393867493,0,0,0.6496192216873169,3
297,297,0.6686930656433105,1,1,0.7431312203407288,1
298,298,0.872334897518158,1,1,0.901410698890686,1
299,299,0.8763238191604614,1,1,0.9094040989875793,1
300,300,0.5653032660484314,0,1,0.679020881652832,3
301,301,0.8068773150444031,1,1,0.8677580952644348,1
302,302,0.8540753126144409,1,1,0.9003655910491943,1
303,303,0.5545549392700195,1,1,0.6950529217720032,1
304,304,0.6752290725708008,1,1,0.8212411403656006,1
305,305,0.842391848564148,1,1,0.8863635063171387,1
306,306,0.7542486190795898,1,1,0.8579405546188354,1
307,307,0.7808483242988586,1,1,0.855415403842926,1
308,308,0.8705959320068359,1,1,0.906639039516449,1
309,309,0.7139006853103638,1,1,0.8197624683380127,1
310,310,0.7436293363571167,1,1,0.843621551990509,1
311,311,0.6551439166069031,1,1,0.7919901013374329,1
312,312,0.5257410407066345,1,0,0.604608952999115,1
313,313,0.6159271001815796,1,1,0.7779624462127686,1
314,314,0.6528482437133789,1,1,0.8161757588386536,1
315,315,0.910495400428772,1,1,0.9606831073760986,1
316,316,0.6773704886436462,1,1,0.8044678568840027,1
317,317,0.7826699614524841,1,1,0.8815396428108215,1
318,318,0.9504414796829224,0,1,0.961432158946991,3
319,319,0.8714904189109802,1,1,0.90386962890625,1
320,320,0.8307332992553711,1,1,0.8806346654891968,1
321,321,0.9428687691688538,0,1,0.9671375751495361,3
322,322,0.9299989342689514,1,1,0.9514934420585632,1
323,323,0.5544149875640869,1,1,0.7731996774673462,1
324,324,0.8309963941574097,1,1,0.9017086029052734,1
325,325,0.7322940230369568,1,1,0.8153222799301147,1
326,326,0.898512601852417,1,1,0.915346622467041,1
327,327,0.8609719276428223,1,1,0.8991531729698181,1
328,328,0.5968900322914124,1,1,0.7617287039756775,1
329,329,0.8234105706214905,1,1,0.8934892416000366,1
330,330,0.7520833611488342,1,1,0.8419867753982544,1
331,331,0.7929325103759766,1,1,0.8447948098182678,1
332,332,0.5654839277267456,1,1,0.7697552442550659,1
333,333,0.5906053781509399,1,1,0.8219075798988342,1
334,334,0.609605610370636,1,1,0.7994012236595154,1
335,335,0.8562037348747253,1,1,0.9012949466705322,1
336,336,0.7464101314544678,1,1,0.7971243858337402,1
337,337,0.7490314841270447,1,1,0.8545411825180054,1
338,338,0.7934218645095825,1,1,0.8352125287055969,1
339,339,0.8253908157348633,1,1,0.8802382349967957,1
340,340,0.8870022296905518,1,1,0.9192017912864685,1
341,341,0.6163578629493713,1,1,0.8351073265075684,1
342,342,0.6096829175949097,1,1,0.7638396620750427,1
343,343,0.8689284324645996,1,1,0.9026215076446533,1
344,344,0.6500434875488281,1,1,0.8136923909187317,1
345,345,0.9182949662208557,1,1,0.933992326259613,1
346,346,0.5530333518981934,1,1,0.7263548374176025,1
347,347,0.8357887864112854,1,1,0.8767053484916687,1
348,348,0.9007940888404846,1,1,0.9189996123313904,1
349,349,0.867674708366394,1,1,0.9064596891403198,1
350,350,0.874096691608429,1,1,0.912732720375061,1
351,351,0.899722158908844,1,1,0.9215236902236938,1
352,352,0.9650004506111145,1,1,0.9733647108078003,1
353,353,0.9879205226898193,1,1,0.9932564496994019,1
354,354,0.8297131061553955,1,1,0.8837712407112122,1
355,355,0.640312671661377,0,0,0.4749792218208313,3
356,356,0.9879599809646606,1,1,0.9913995265960693,1
357,357,0.666856050491333,1,1,0.7239856123924255,1
358,358,0.9584406614303589,1,1,0.9792963862419128,1
359,359,0.5083553194999695,0,1,0.5918747782707214,3
360,360,0.8857907652854919,1,1,0.9102563858032227,1
361,361,0.7033661007881165,1,1,0.8220388293266296,1
362,362,0.8427335619926453,1,1,0.8905983567237854,1
363,363,0.9977685213088989,1,1,0.9980612397193909,1
364,364,0.9012377262115479,1,1,0.9557976722717285,1
365,365,0.9931610822677612,1,1,0.9965364933013916,1
366,366,0.9892866611480713,1,1,0.9938242435455322,1
367,367,0.42677679657936096,1,1,0.597015380859375,1
368,368,0.7764957547187805,1,1,0.865929126739502,1
369,369,0.6995549201965332,1,1,0.8033924102783203,1
370,370,0.9952379465103149,1,1,0.9961734414100647,1
371,371,0.7374379634857178,1,1,0.8020420670509338,1
372,372,0.9976504445075989,1,1,0.9979496598243713,1
373,373,0.9955737590789795,1,1,0.9965672492980957,1
374,374,0.995716392993927,1,1,0.9970068335533142,1
375,375,0.5622431039810181,0,0,0.4640029966831207,3
376,376,0.4724710285663605,0,0,0.46146178245544434,3
377,377,0.997674286365509,1,1,0.9980010390281677,1
378,378,0.9957566857337952,1,1,0.9963372945785522,1
379,379,0.9953750967979431,1,1,0.9958667755126953,1
380,380,0.8645806908607483,1,1,0.8961552977561951,1
381,381,0.9709968566894531,1,1,0.9836967587471008,1
382,382,0.9856824278831482,1,1,0.9898451566696167,1
383,383,0.8801460862159729,1,1,0.9150258898735046,1
384,384,0.9973515272140503,1,1,0.9978365302085876,1
385,385,0.9977830052375793,1,1,0.9981264472007751,1
386,386,0.9948291182518005,1,1,0.9960665106773376,1
387,387,0.9064049124717712,1,1,0.9186460375785828,1
388,388,0.8344139456748962,1,1,0.9091466665267944,1
389,389,0.8587141036987305,1,1,0.8925105929374695,1
390,390,0.7500662803649902,1,1,0.8800060749053955,1
391,391,0.37101536989212036,1,0,0.2993665933609009,1
392,392,0.8063900470733643,1,1,0.8610621690750122,1
393,393,0.8511650562286377,1,1,0.8958480358123779,1
394,394,0.993463397026062,1,1,0.9955745935440063,1
395,395,0.9802190661430359,1,1,0.9864165782928467,1
396,396,0.8555911183357239,1,1,0.9228647351264954,1
397,397,0.919367790222168,1,1,0.9406746029853821,1
398,398,0.9308231472969055,1,1,0.9408222436904907,1
399,399,0.9188426733016968,1,1,0.9386304616928101,1
400,400,0.8954301476478577,1,1,0.9322983622550964,1
401,401,0.9938329458236694,1,1,0.9949743747711182,1
402,402,0.9958154559135437,1,1,0.9965214729309082,1
403,403,0.9914754629135132,1,1,0.993547260761261,1
404,404,0.9233291745185852,1,1,0.9429948925971985,1
405,405,0.8484900593757629,1,1,0.8766718506813049,1
406,406,0.9836801886558533,1,1,0.9899581074714661,1
407,407,0.8085120916366577,1,1,0.9029465317726135,1
408,408,0.9945036172866821,1,1,0.9956191182136536,1
409,409,0.8321482539176941,1,1,0.8997723460197449,1
410,410,0.9956912398338318,1,1,0.9963467717170715,1
411,411,0.8665024042129517,1,1,0.9157608151435852,1
412,412,0.8552966117858887,1,1,0.913933515548706,1
413,413,0.86250901222229,1,1,0.8967015743255615,1
414,414,0.8616912364959717,1,1,0.8863750100135803,1
415,415,0.7599040865898132,1,1,0.8640846610069275,1
416,416,0.8835873603820801,1,1,0.9160840511322021,1
417,417,0.7280723452568054,1,1,0.8602660894393921,1
418,418,0.767800509929657,1,1,0.8119978308677673,1
419,419,0.31740710139274597,1,0,0.37474697828292847,1
420,420,0.9873453974723816,1,1,0.9904899597167969,1
421,421,0.9191640019416809,1,1,0.9364773035049438,1
422,422,0.7666648030281067,1,1,0.8863233923912048,1
423,423,0.9853876233100891,1,1,0.9903621673583984,1
424,424,0.9974621534347534,1,1,0.9978468418121338,1
425,425,0.7169705033302307,1,1,0.8010671734809875,1
426,426,0.8355565071105957,1,1,0.8730562329292297,1
427,427,0.9949501752853394,1,1,0.9960963129997253,1
428,428,0.9801928400993347,1,1,0.9847034811973572,1
429,429,0.8809893727302551,1,1,0.9303825497627258,1
430,430,0.9316989183425903,1,1,0.942450761795044,1
431,431,0.8283708691596985,1,1,0.8468917012214661,1
432,432,0.9175735712051392,1,1,0.9333405494689941,1
433,433,0.8349032998085022,1,1,0.8966993689537048,1
434,434,0.8817185759544373,1,1,0.9034380912780762,1
435,435,0.8701393604278564,1,1,0.8968443870544434,1
436,436,0.5838190317153931,1,0,0.5168676972389221,1
437,437,0.8769974708557129,1,1,0.9206244945526123,1
438,438,0.8982390761375427,1,1,0.9147764444351196,1
439,439,0.7485801577568054,1,1,0.8133796453475952,1
440,440,0.9724227786064148,1,1,0.9775672554969788,1
441,441,0.5590156316757202,1,1,0.7535688877105713,1
442,442,0.9928551316261292,1,1,0.994841992855072,1
443,443,0.9666571021080017,1,1,0.9784471392631531,1
444,444,0.98536217212677,1,1,0.9905423521995544,1
445,445,0.5113177299499512,1,1,0.6710939407348633,1
446,446,0.6669013500213623,1,1,0.72443026304245,1
447,447,0.5990606546401978,0,1,0.7252391576766968,3
448,448,0.8143693208694458,1,1,0.8302515745162964,1
449,449,0.8633954524993896,1,1,0.899323582649231,1
450,450,0.7533677220344543,1,1,0.7986534833908081,1
451,451,0.7703030705451965,1,1,0.8424658179283142,1
452,452,0.9880185127258301,1,1,0.9894212484359741,1
453,453,0.748802900314331,1,1,0.8183016777038574,1
454,454,0.692840039730072,0,0,0.4963896572589874,3
455,455,0.6604917645454407,1,1,0.7573464512825012,1
456,456,0.744086742401123,1,1,0.7924022078514099,1
457,457,0.7205528616905212,1,1,0.8366138935089111,1
458,458,0.7957008481025696,1,1,0.8183524012565613,1
459,459,0.6317805647850037,1,1,0.7724547386169434,1
460,460,0.9706545472145081,1,1,0.9758408665657043,1
461,461,0.6927807331085205,1,1,0.8016673922538757,1
462,462,0.5429288744926453,1,1,0.7637212872505188,1
463,463,0.97585529088974,1,1,0.9836943745613098,1
464,464,0.8419921398162842,1,1,0.8725499510765076,1
465,465,0.888679563999176,1,1,0.913901150226593,1
466,466,0.8559694290161133,1,1,0.8855922818183899,1
467,467,0.8350715041160583,1,1,0.8742398023605347,1
468,468,0.7070183157920837,1,1,0.813983678817749,1
469,469,0.8355581760406494,1,1,0.8711140751838684,1
470,470,0.874200701713562,1,1,0.901932418346405,1
471,471,0.7083570957183838,1,1,0.7835191488265991,1
472,472,0.7656769156455994,1,1,0.8245400190353394,1
473,473,0.738830029964447,1,1,0.8221547603607178,1
474,474,0.45156130194664,1,0,0.6068073511123657,1
475,475,0.7486823797225952,1,1,0.8035083413124084,1
476,476,0.9032767415046692,1,1,0.9295485615730286,1
477,477,0.8585227727890015,1,1,0.9034658074378967,1
478,478,0.8779248595237732,1,1,0.8988684415817261,1
479,479,0.726650595664978,1,1,0.8489599227905273,1
480,480,0.5910399556159973,1,1,0.7406548261642456,1
481,481,0.5687428116798401,1,1,0.7100750803947449,1
482,482,0.7364500761032104,1,1,0.8166381120681763,1
483,483,0.763688862323761,1,1,0.8627971410751343,1
484,484,0.7413312196731567,1,1,0.8326596617698669,1
485,485,0.5845975279808044,1,0,0.6091623902320862,1
486,486,0.8946794271469116,1,1,0.9195325970649719,1
487,487,0.9840362668037415,1,1,0.9926244616508484,1
488,488,0.8572918772697449,1,1,0.8930155038833618,1
489,489,0.5042744874954224,1,1,0.789646327495575,1
490,490,0.4541108012199402,0,0,0.556864857673645,3
491,491,0.88005530834198,1,1,0.9035934209823608,1
492,492,0.5604521632194519,1,1,0.7615098357200623,1
493,493,0.7965658903121948,1,1,0.8434243202209473,1
494,494,0.8995071649551392,1,1,0.9179263710975647,1
