,sample_idx,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_trades2_255_adv_conf2_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_trades2_255_is_acc,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_trades2_255_is_rob2_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_trades2_255_nat_conf,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_trades2_255_pred
28,28,0.9946997165679932,1,1,0.9986670017242432,8
29,29,0.3916153609752655,0,1,0.5407320857048035,45
30,30,0.9991828799247742,1,1,0.9993973970413208,20
31,31,0.51726233959198,0,0,0.8690358996391296,10
32,32,0.9994912147521973,1,1,0.999702513217926,41
33,33,0.6221057772636414,0,1,0.8902105689048767,73
34,34,0.98068767786026,1,1,0.9990804195404053,56
35,35,0.9621222019195557,0,0,0.30535727739334106,30
36,36,0.9841237664222717,1,1,0.9964640736579895,58
37,37,0.8751412630081177,0,1,0.9735524654388428,35
38,38,0.9972987771034241,1,1,0.9996902942657471,25
39,39,0.7206964492797852,0,0,0.33391687273979187,90
40,40,0.8925639390945435,1,0,0.5637893080711365,63
41,41,0.7843617796897888,0,0,0.4047682285308838,95
42,42,0.6454795002937317,1,0,0.8551348447799683,49
43,43,0.967128336429596,0,1,0.9935632944107056,30
44,44,0.9998480081558228,1,1,0.9999053478240967,56
45,45,0.9998175501823425,1,1,0.999874472618103,22
46,46,0.56170254945755,1,0,0.8943856954574585,41
47,47,0.9999486207962036,1,1,0.9999666213989258,58
48,48,0.9992318153381348,1,1,0.9998241066932678,75
49,49,0.7023387551307678,1,0,0.6343802809715271,17
50,50,0.9933887720108032,1,1,0.9988889098167419,4
51,51,0.8128418326377869,1,1,0.9659110307693481,6
52,52,0.9996802806854248,1,1,0.9997743964195251,9
53,53,0.6461348533630371,1,1,0.9010807871818542,57
54,54,0.727399468421936,1,1,0.9392400979995728,2
55,55,0.9986900687217712,1,1,0.9999147653579712,32
56,56,0.9989746809005737,1,1,0.9996612071990967,71
57,57,0.8074187636375427,1,1,0.9366527795791626,52
58,58,0.9998028874397278,1,1,0.9999157190322876,42
59,59,0.9995132684707642,1,1,0.9998648166656494,69
60,60,0.8016175031661987,0,0,0.5344722270965576,99
61,61,0.9997588992118835,1,1,0.9999665021896362,27
62,62,0.9384068250656128,0,1,0.9866161346435547,31
63,63,0.8637704849243164,0,0,0.8865285515785217,55
64,64,0.8858643174171448,0,0,0.5002606511116028,45
65,65,0.6928238868713379,1,0,0.5534622669219971,35
66,66,0.9563248157501221,1,1,0.9976871013641357,43
67,67,0.5448786020278931,1,1,0.9343097805976868,82
68,68,0.9993062019348145,1,1,0.9995749592781067,63
69,69,0.6068567633628845,0,0,0.5673267841339111,18
70,70,0.9353861212730408,1,1,0.9902530908584595,66
71,71,0.7322361469268799,0,0,0.7233715653419495,81
72,72,0.55308997631073,0,0,0.3429507613182068,76
73,73,0.995703399181366,1,1,0.9983567595481873,91
74,74,0.4560874104499817,0,0,0.520876407623291,67
75,75,0.9996211528778076,1,1,0.9997393488883972,32
76,76,0.9992876648902893,1,1,0.9995386600494385,82
77,77,0.6128159165382385,1,1,0.9355612397193909,10
78,78,0.5375186800956726,1,1,0.9466995596885681,77
79,79,0.9788554310798645,0,1,0.9879405498504639,61
80,80,0.9940722584724426,1,1,0.9984490871429443,71
81,81,0.5597277283668518,1,0,0.7850923538208008,78
82,82,0.99982088804245,1,1,0.9998972415924072,54
83,83,0.99250328540802,1,1,0.9965915679931641,6
84,84,0.9997921586036682,1,1,0.9998996257781982,29
85,85,0.9918975830078125,1,1,0.9986868500709534,89
86,86,0.9427013397216797,0,1,0.9571442008018494,99
87,87,0.7366004586219788,0,0,0.4861128330230713,31
88,88,0.40754881501197815,0,0,0.1886838674545288,51
89,89,0.5065805912017822,0,0,0.8121882081031799,30
90,90,0.706275463104248,1,1,0.9251284003257751,22
91,91,0.9996416568756104,1,1,0.9998921155929565,18
92,92,0.730475664138794,1,1,0.9880295395851135,27
93,93,0.8831347227096558,1,1,0.9925327897071838,21
94,94,0.930990993976593,1,1,0.9964317083358765,13
95,95,0.9989305138587952,1,1,0.9999226331710815,21
96,96,0.5269166827201843,1,0,0.2833618223667145,50
97,97,0.9844557046890259,1,1,0.9990381002426147,75
98,98,0.7650928497314453,0,0,0.8400963544845581,68
99,99,0.4602629542350769,0,0,0.5114911794662476,85
100,100,0.45438238978385925,1,0,0.8996071219444275,26
101,101,0.6155532002449036,0,0,0.5124914050102234,57
102,102,0.41418108344078064,1,0,0.8747414946556091,47
103,103,0.38694557547569275,0,0,0.48427072167396545,86
104,104,0.9999685287475586,1,1,0.9999880790710449,43
105,105,0.9998947381973267,1,1,0.9999252557754517,69
106,106,0.9998973608016968,1,1,0.99991774559021,76
107,107,0.9767611026763916,1,1,0.9972654581069946,17
108,108,0.9973004460334778,1,1,0.9992363452911377,57
109,109,0.7311763167381287,0,0,0.6548900008201599,47
110,110,0.9527910947799683,1,1,0.9866796135902405,25
111,111,0.9989230036735535,1,1,0.9990930557250977,20
112,112,0.9999547004699707,1,1,0.999981164932251,27
113,113,0.5157231688499451,1,1,0.7076989412307739,0
114,114,0.9077234268188477,1,1,0.997946560382843,9
115,115,0.6084403991699219,1,1,0.9038920402526855,71
116,116,0.6584465503692627,0,0,0.6294580698013306,48
117,117,0.999936580657959,1,1,0.9999638795852661,43
118,118,0.8390784859657288,1,1,0.955695629119873,57
119,119,0.9999295473098755,1,1,0.9999555349349976,56
120,120,0.5199921727180481,1,1,0.9386426210403442,85
121,121,0.6239193677902222,0,0,0.45387187600135803,65
122,122,0.9909883141517639,1,1,0.9992087483406067,19
123,123,0.8429971933364868,1,0,0.5870682597160339,92
124,124,0.9702089428901672,1,1,0.993449866771698,33
125,125,0.9970794916152954,1,1,0.9988076686859131,20
126,126,0.5107576251029968,0,0,0.8016199469566345,3
127,127,0.8756783604621887,0,0,0.41509827971458435,80
128,128,0.9986873269081116,1,1,0.99947589635849,70
129,129,0.8360902667045593,0,0,0.461376428604126,98
130,130,0.4430931806564331,0,0,0.5908093452453613,46
131,131,0.9993876218795776,1,1,0.9996058344841003,16
132,132,0.47206535935401917,1,0,0.8787928223609924,1
133,133,0.7603203654289246,1,0,0.7042029500007629,74
134,134,0.576531708240509,0,0,0.35201260447502136,34
135,135,0.9997643828392029,1,1,0.9998759031295776,91
136,136,0.9986191987991333,1,1,0.9991409778594971,60
137,137,0.7868529558181763,0,0,0.38929882645606995,97
138,138,0.9351135492324829,1,1,0.9840037226676941,52
139,139,0.9985122084617615,1,1,0.9996920824050903,23
140,140,0.9978158473968506,1,1,0.9998961687088013,4
141,141,0.982528567314148,1,1,0.9959393739700317,11
142,142,0.7175374031066895,1,1,0.8373889327049255,52
143,143,0.6751411557197571,0,0,0.8389117121696472,72
144,144,0.817603588104248,0,0,0.8780904412269592,7
145,145,0.9863653182983398,1,1,0.996600329875946,95
146,146,0.8526080250740051,1,0,0.8098815083503723,25
147,147,0.9998644590377808,1,1,0.9999256134033203,39
148,148,0.9228672981262207,1,0,0.8556270599365234,51
149,149,0.9924117922782898,1,1,0.9981803894042969,58
150,150,0.7101115584373474,1,1,0.9142355918884277,58
151,151,0.6926347613334656,1,1,0.9748134613037109,77
152,152,0.8160971403121948,0,0,0.4187289774417877,66
153,153,0.9003604650497437,0,0,0.5504637956619263,60
154,154,0.9991693496704102,1,1,0.999834418296814,45
155,155,0.7231132984161377,1,1,0.9930819869041443,66
156,156,0.9994140863418579,1,1,0.9996330738067627,58
157,157,0.9997954964637756,1,1,0.99986732006073,20
158,158,0.8682066202163696,0,1,0.9774349927902222,7
159,159,0.9122111797332764,0,0,0.2547515332698822,89
160,160,0.9989027976989746,1,1,0.9995946288108826,36
161,161,0.9491841793060303,1,1,0.9991655349731445,8
162,162,0.7175191044807434,0,0,0.1687680035829544,31
163,163,0.6641263365745544,1,1,0.9650865793228149,10
164,164,0.33663827180862427,0,0,0.2234620898962021,37
165,165,0.8586682081222534,1,0,0.3356820344924927,47
166,166,0.9992892742156982,1,1,0.9994332194328308,54
167,167,0.9892358183860779,1,1,0.9987466335296631,99
168,168,0.9677221775054932,1,1,0.9954866766929626,51
169,169,0.97517991065979,0,1,0.996239423751831,0
170,170,0.5351628065109253,1,1,0.9430080056190491,9
171,171,0.6811119914054871,0,0,0.8875265717506409,26
172,172,0.8592504858970642,0,0,0.9043037295341492,74
173,173,0.813562273979187,1,1,0.9668301343917847,83
174,174,0.9920810461044312,1,1,0.9967936873435974,95
175,175,0.9111207127571106,0,0,0.5568028688430786,53
176,176,0.7384382486343384,0,1,0.9625178575515747,95
177,177,0.5477399230003357,1,1,0.8442639112472534,73
178,178,0.6543050408363342,0,0,0.369030237197876,34
179,179,0.999934196472168,1,1,0.9999645948410034,40
180,180,0.9599283933639526,1,0,0.7032236456871033,39
181,181,0.4954100549221039,1,1,0.813257098197937,64
182,182,0.9994200468063354,1,1,0.9997206330299377,22
183,183,0.759867787361145,0,0,0.6246578097343445,65
184,184,0.4232185482978821,0,1,0.8419289588928223,16
185,185,0.9923391342163086,1,1,0.9990161657333374,28
186,186,0.4548776149749756,0,0,0.13529212772846222,87
187,187,0.9696483016014099,1,1,0.996005117893219,95
188,188,0.9975101947784424,1,1,0.9995430707931519,98
189,189,0.9922866821289062,1,1,0.9989075660705566,83
190,190,0.9997054934501648,1,1,0.9998559951782227,12
191,191,0.7384881377220154,0,1,0.9651884436607361,7
192,192,0.5006757378578186,1,0,0.18272019922733307,45
193,193,0.9996351003646851,1,1,0.9998524188995361,13
194,194,0.9994801878929138,1,1,0.999699592590332,94
195,195,0.9980706572532654,1,1,0.9987707734107971,24
196,196,0.9363443851470947,1,1,0.9833893179893494,58
197,197,0.9995183944702148,1,1,0.9999125003814697,63
198,198,0.9827940464019775,1,1,0.9989331364631653,7
199,199,0.9927088022232056,1,1,0.9987711310386658,87
200,200,0.6204946637153625,0,0,0.26743632555007935,14
201,201,0.9992839694023132,1,1,0.9997029900550842,78
202,202,0.8742024302482605,1,1,0.9939174056053162,68
203,203,0.9332664012908936,1,1,0.9774817824363708,60
204,204,0.9101831912994385,1,1,0.9942939877510071,6
205,205,0.9962371587753296,1,1,0.9993510842323303,23
206,206,0.9289208650588989,1,1,0.9769121408462524,44
207,207,0.4872688949108124,1,0,0.8189394474029541,31
208,208,0.7061951160430908,1,1,0.9270370602607727,80
209,209,0.5496546626091003,1,1,0.9416716694831848,93
210,210,0.43984565138816833,0,0,0.6903067231178284,67
211,211,0.6424946188926697,0,0,0.8961679339408875,11
212,212,0.5488990545272827,1,0,0.8511093854904175,49
213,213,0.8571820259094238,0,0,0.7662200927734375,41
214,214,0.9998045563697815,1,1,0.9998767375946045,97
215,215,0.9297386407852173,1,0,0.7311840653419495,59
216,216,0.983311653137207,0,1,0.9969947338104248,53
217,217,0.5059971809387207,0,1,0.8480345010757446,30
218,218,0.7523655295372009,0,1,0.9374825358390808,83
219,219,0.9212425351142883,1,1,0.9959632158279419,81
220,220,0.9982580542564392,1,1,0.9991520643234253,94
221,221,0.8657033443450928,0,0,0.16335280239582062,55
222,222,0.431682288646698,0,1,0.6810200810432434,25
223,223,0.9947263598442078,1,1,0.9989420771598816,77
224,224,0.9385779500007629,1,1,0.9883044958114624,12
225,225,0.8027588725090027,0,0,0.4835977256298065,72
226,226,0.6210466027259827,1,1,0.886434018611908,0
227,227,0.6716681122779846,1,1,0.9262438416481018,76
228,228,0.7221871614456177,1,1,0.9964708089828491,79
229,229,0.9743214845657349,1,1,0.9908872842788696,71
230,230,0.9998959302902222,1,1,0.9999556541442871,89
231,231,0.9296959042549133,1,1,0.9827557802200317,57
232,232,0.5506582856178284,0,1,0.8060926795005798,59
233,233,0.9988595247268677,1,1,0.9990946054458618,24
234,234,0.9259306788444519,1,1,0.989373505115509,65
235,235,0.25432226061820984,0,0,0.1804022490978241,70
236,236,0.9025076031684875,1,1,0.991910994052887,32
237,237,0.9791602492332458,1,1,0.998268723487854,36
238,238,0.9991269707679749,1,1,0.9994329810142517,82
239,239,0.39767986536026,1,0,0.5401800274848938,31
240,240,0.9998786449432373,1,1,0.9999221563339233,23
241,241,0.9997208714485168,1,1,0.9997852444648743,24
242,242,0.9654252529144287,1,1,0.9972768425941467,34
243,243,0.9986760020256042,1,1,0.9997311234474182,21
244,244,0.9204005599021912,1,1,0.9805107712745667,11
245,245,0.9853890538215637,1,1,0.9959612488746643,53
246,246,0.9946029782295227,1,1,0.999657154083252,80
247,247,0.8165359497070312,1,0,0.9669747948646545,44
248,248,0.7617812156677246,0,0,0.2144000083208084,65
249,249,0.8239243030548096,1,1,0.9501187801361084,39
250,250,0.9998735189437866,1,1,0.999947190284729,91
251,251,0.9998573064804077,1,1,0.999985933303833,16
252,252,0.5499410033226013,1,0,0.64180588722229,36
253,253,0.8111304640769958,1,1,0.9949765205383301,68
254,254,0.5584457516670227,1,1,0.8662852048873901,50
255,255,0.5731866359710693,0,0,0.7390226721763611,38
256,256,0.7137543559074402,0,0,0.8280656337738037,8
257,257,0.6837374567985535,0,1,0.9816833734512329,75
258,258,0.5859895348548889,0,0,0.5096272826194763,79
259,259,0.9952216744422913,1,1,0.9996167421340942,42
260,260,0.6371578574180603,1,1,0.9470704197883606,80
261,261,0.9999182224273682,1,1,0.9999552965164185,76
262,262,0.8413451910018921,1,0,0.7183651328086853,89
263,263,0.8827316164970398,1,0,0.27179795503616333,55
264,264,0.9610068798065186,1,1,0.9940290451049805,19
265,265,0.9967382550239563,1,1,0.9991745352745056,91
266,266,0.7408140301704407,0,0,0.43512213230133057,1
267,267,0.47136422991752625,1,1,0.8713093400001526,1
268,268,0.6185327768325806,0,0,0.7042244076728821,77
269,269,0.6178104281425476,1,1,0.895455002784729,62
270,270,0.9995962977409363,1,1,0.9997554421424866,99
271,271,0.9994922876358032,1,1,0.9998986721038818,51
272,272,0.5211883783340454,0,0,0.8968961834907532,59
273,273,0.9995009899139404,0,1,0.9998111128807068,0
274,274,0.58295077085495,1,1,0.9478195905685425,42
275,275,0.9291926622390747,1,0,0.5273045301437378,18
276,276,0.997317373752594,1,1,0.9991993308067322,67
277,277,0.3054717183113098,0,0,0.8684050440788269,28
278,278,0.9987621307373047,1,1,0.9996371269226074,40
279,279,0.9963799118995667,1,1,0.9981524348258972,62
280,280,0.7885194420814514,1,0,0.3114115297794342,78
281,281,0.999869704246521,1,1,0.9999308586120605,84
282,282,0.8822516798973083,1,1,0.9863167405128479,28
283,283,0.993100643157959,1,1,0.9975683093070984,89
284,284,0.9790257811546326,1,1,0.992939829826355,30
285,285,0.9997138381004333,1,1,0.9999183416366577,66
286,286,0.899833619594574,1,1,0.990199863910675,18
287,287,0.9674262404441833,0,1,0.9964119791984558,19
288,288,0.6312404274940491,0,0,0.852638840675354,43
289,289,0.6973043084144592,1,0,0.9400297999382019,92
290,290,0.7924739122390747,1,0,0.9501232504844666,27
291,291,0.701931357383728,0,0,0.37419426441192627,55
292,292,0.8242397904396057,0,0,0.5688493251800537,87
293,293,0.6787635684013367,0,0,0.48771509528160095,27
294,294,0.9973512887954712,1,1,0.9988835453987122,96
295,295,0.9998489618301392,1,1,0.999916672706604,12
296,296,0.8323922753334045,1,0,0.41879087686538696,16
297,297,0.5831894278526306,1,0,0.5835474729537964,67
298,298,0.7925894260406494,0,0,0.8054854869842529,34
299,299,0.5650226473808289,1,1,0.9107365608215332,89
300,300,0.4837760925292969,0,0,0.3398505747318268,52
301,301,0.9863730669021606,1,1,0.9957084655761719,12
302,302,0.9998602867126465,1,1,0.9999151229858398,40
303,303,0.7985696792602539,1,1,0.9463340640068054,7
304,304,0.7241664528846741,0,1,0.9823582768440247,49
305,305,0.4617091417312622,0,0,0.5034380555152893,79
306,306,0.9994027614593506,1,1,0.9995678067207336,76
307,307,0.8567573428153992,1,0,0.7656070590019226,31
308,308,0.418865442276001,0,0,0.2971518933773041,27
309,309,0.9883764386177063,1,1,0.9957018494606018,28
310,310,0.7294576168060303,1,1,0.9213431477546692,19
311,311,0.8345116376876831,1,0,0.4554036557674408,18
312,312,0.9994179010391235,1,1,0.9995130300521851,41
313,313,0.45691102743148804,1,1,0.9650430679321289,42
314,314,0.768795907497406,0,0,0.4227077066898346,15
315,315,0.40712064504623413,0,0,0.6844603419303894,37
316,316,0.3985738158226013,0,0,0.13297955691814423,33
317,317,0.8108483552932739,1,1,0.9818806648254395,15
318,318,0.6123712062835693,0,0,0.8331778645515442,61
319,319,0.9997435212135315,1,1,0.9998098015785217,8
320,320,0.8829919695854187,0,0,0.8010104298591614,17
321,321,0.49330756068229675,1,1,0.9532909989356995,89
322,322,0.900951087474823,0,0,0.7256881594657898,14
323,323,0.6824946999549866,1,1,0.9560685753822327,67
324,324,0.998633086681366,1,1,0.9997064471244812,12
325,325,0.9999123811721802,1,1,0.9999721050262451,2
326,326,0.9939420819282532,1,1,0.9990099668502808,19
327,327,0.994023859500885,1,1,0.9971203804016113,91
328,328,0.9953224062919617,1,1,0.9988763928413391,94
329,329,0.9716174602508545,0,1,0.9879578948020935,79
330,330,0.8074012398719788,1,0,0.8671296834945679,71
331,331,0.32781749963760376,1,0,0.38175079226493835,36
332,332,0.9995480179786682,1,1,0.9997974038124084,61
333,333,0.9646044969558716,1,1,0.989972710609436,62
334,334,0.4425172805786133,0,1,0.6198437809944153,36
335,335,0.9428701996803284,1,1,0.9855673313140869,60
336,336,0.7557404041290283,0,0,0.7853720188140869,67
337,337,0.7343969345092773,1,0,0.7793615460395813,91
338,338,0.594206690788269,0,0,0.7786840200424194,80
339,339,0.5136578679084778,0,0,0.320195734500885,72
340,340,0.586761474609375,0,0,0.6045470833778381,22
341,341,0.7226189970970154,0,0,0.6604965925216675,70
342,342,0.9993914365768433,1,1,0.9997369647026062,68
343,343,0.9999487400054932,1,1,0.9999675750732422,62
344,344,0.9713209867477417,1,1,0.9862040281295776,99
345,345,0.999664306640625,1,1,0.9998316764831543,66
346,346,0.5691877603530884,1,0,0.8141713738441467,46
347,347,0.7449896335601807,1,0,0.7566127777099609,7
348,348,0.40353018045425415,0,0,0.3905320465564728,83
349,349,0.20534460246562958,0,0,0.2592104375362396,3
350,350,0.9991762042045593,1,1,0.9997751116752625,68
351,351,0.9528698921203613,0,0,0.6911827325820923,65
352,352,0.6719359755516052,0,0,0.5297929644584656,49
353,353,0.9960131645202637,1,1,0.9982399940490723,58
354,354,0.9963592886924744,1,1,0.9988246560096741,48
355,355,0.999864935874939,1,1,0.9999017715454102,40
356,356,0.8848800659179688,1,0,0.9727550745010376,96
357,357,0.6018779873847961,1,0,0.8239761590957642,14
358,358,0.9321367144584656,0,1,0.9892985820770264,35
359,359,0.8895514607429504,0,0,0.2395758330821991,42
360,360,0.9973251819610596,1,1,0.998717188835144,64
361,361,0.9999655485153198,1,1,0.9999786615371704,39
362,362,0.4487922787666321,0,1,0.8174930214881897,12
363,363,0.5786424875259399,1,1,0.9865767955780029,94
364,364,0.998335063457489,1,1,0.999157190322876,63
365,365,0.4833393692970276,1,1,0.8732702732086182,10
366,366,0.9888553023338318,1,0,0.6625475287437439,89
367,367,0.9871009588241577,0,1,0.9967350363731384,54
368,368,0.5037076473236084,1,0,0.9132964015007019,90
369,369,0.7477276921272278,0,0,0.8793618083000183,38
370,370,0.9980441331863403,1,1,0.999708354473114,90
371,371,0.9981085062026978,1,1,0.9992156028747559,33
372,372,0.8223956227302551,1,1,0.938268780708313,28
373,373,0.999197781085968,1,1,0.999711811542511,29
374,374,0.8650507926940918,0,0,0.5681366920471191,84
375,375,0.9983957409858704,1,1,0.9997435212135315,86
376,376,0.9984208345413208,1,1,0.9994600415229797,7
377,377,0.9992844462394714,1,1,0.9996609687805176,0
378,378,0.9987587928771973,1,1,0.9991810917854309,94
379,379,0.9072657227516174,0,0,0.3498605489730835,35
380,380,0.9709794521331787,1,1,0.9988441467285156,26
381,381,0.9997175335884094,1,1,0.9999208450317383,6
382,382,0.9997491240501404,1,1,0.9997950196266174,41
383,383,0.6251725554466248,0,0,0.4474606215953827,80
384,384,0.9998832941055298,1,1,0.9999525547027588,69
385,385,0.41618090867996216,0,1,0.9533048868179321,45
386,386,0.7347083687782288,1,1,0.9294890761375427,29
387,387,0.8539754748344421,0,1,0.9812823534011841,73
388,388,0.998196542263031,1,1,0.9988038539886475,85
389,389,0.9995692372322083,1,1,0.9999102354049683,65
390,390,0.9254260659217834,0,0,0.4056197702884674,77
391,391,0.9285602569580078,1,1,0.9709703326225281,57
392,392,0.27628108859062195,0,0,0.12955789268016815,45
393,393,0.9989433884620667,1,1,0.9995754361152649,30
394,394,0.3942968249320984,0,0,0.8218358159065247,64
395,395,0.8728288412094116,1,0,0.8455362319946289,27
396,396,0.6354892253875732,0,1,0.9332125186920166,4
397,397,0.8752976655960083,1,1,0.9878644347190857,49
398,398,0.8515165448188782,1,1,0.9575401544570923,52
399,399,0.7183690667152405,0,1,0.9143784046173096,73
400,400,0.997581958770752,1,1,0.9983468055725098,40
401,401,0.8453599214553833,1,0,0.5453464388847351,93
402,402,0.8659281730651855,0,0,0.42363592982292175,8
403,403,0.9112861752510071,0,1,0.9875770807266235,12
404,404,0.9965724945068359,1,1,0.999157190322876,6
405,405,0.9250802397727966,1,1,0.9958392381668091,57
406,406,0.648176372051239,1,0,0.9054940938949585,72
407,407,0.9999707937240601,1,1,0.9999817609786987,16
408,408,0.5458431839942932,1,0,0.7590715289115906,98
409,409,0.6550182700157166,0,0,0.6933454871177673,48
410,410,0.999975323677063,1,1,0.999985933303833,40
411,411,0.8561451435089111,0,1,0.9680699706077576,47
412,412,0.8921427726745605,1,0,0.6122573018074036,71
413,413,0.9438351988792419,0,0,0.40926074981689453,25
414,414,0.49167102575302124,0,0,0.29924777150154114,46
415,415,0.6545696258544922,1,1,0.9806129932403564,66
416,416,0.4993194043636322,0,0,0.3726206123828888,68
417,417,0.9305652976036072,1,0,0.5359225869178772,8
418,418,0.4871883690357208,1,1,0.7960529923439026,53
419,419,0.8828417062759399,0,0,0.42033588886260986,88
420,420,0.8503457307815552,0,0,0.2940950393676758,4
421,421,0.9282817244529724,1,0,0.7049002051353455,81
422,422,0.5989531874656677,1,0,0.7139116525650024,88
423,423,0.9270657300949097,1,0,0.6472275257110596,96
424,424,0.7970761060714722,1,0,0.34731537103652954,68
425,425,0.9039713144302368,1,0,0.8602010011672974,42
426,426,0.9577627182006836,1,1,0.9973936080932617,77
427,427,0.8735325336456299,0,0,0.3687545955181122,16
428,428,0.9999732971191406,1,1,0.9999934434890747,27
429,429,0.5299323797225952,0,0,0.3734164834022522,70
430,430,0.45878055691719055,1,0,0.8200556039810181,79
431,431,0.9998724460601807,1,1,0.9999483823776245,98
432,432,0.34322789311408997,1,0,0.3499951958656311,18
433,433,0.9982950091362,1,1,0.9988687634468079,51
434,434,0.9951648712158203,1,1,0.9993727803230286,2
435,435,0.4853114187717438,0,1,0.9523547291755676,51
436,436,0.8221643567085266,1,0,0.6005722284317017,31
437,437,0.7801758646965027,0,0,0.38669833540916443,95
438,438,0.4801121652126312,1,1,0.9095183610916138,36
439,439,0.6554489135742188,1,0,0.4899473488330841,10
440,440,0.6119071245193481,1,0,0.8951354622840881,16
441,441,0.9948465824127197,1,1,0.9993745684623718,5
442,442,0.9929469227790833,1,1,0.9979938268661499,81
443,443,0.9973928928375244,1,1,0.9994229078292847,85
444,444,0.8573054671287537,0,0,0.742462694644928,42
445,445,0.9555999636650085,1,1,0.9885076284408569,85
446,446,0.47246167063713074,1,1,0.9259323477745056,65
447,447,0.6503396034240723,0,0,0.7646175026893616,79
448,448,0.5068421959877014,1,1,0.6972553730010986,55
449,449,0.352359414100647,0,1,0.6956071257591248,13
450,450,0.8036062121391296,1,1,0.9389289617538452,22
451,451,0.5776342749595642,0,1,0.8507865071296692,17
452,452,0.7479432225227356,0,0,0.849141538143158,22
453,453,0.9781194925308228,1,1,0.9985042810440063,18
454,454,0.8806856870651245,0,0,0.381724089384079,11
455,455,0.8851655125617981,1,1,0.9572006464004517,9
456,456,0.8620620965957642,0,0,0.4209333062171936,42
457,457,0.8837069869041443,0,0,0.6048478484153748,93
458,458,0.8371661901473999,1,1,0.9923755526542664,7
459,459,0.975674569606781,1,0,0.4886360764503479,5
460,460,0.6329955458641052,1,0,0.946380615234375,58
461,461,0.9998408555984497,1,1,0.9998742341995239,87
462,462,0.619059681892395,0,0,0.6794434785842896,69
463,463,0.8819648027420044,0,1,0.9913768768310547,87
464,464,0.8831183910369873,0,0,0.4317346513271332,92
465,465,0.8730224370956421,0,0,0.4052584171295166,44
466,466,0.840151846408844,0,0,0.5732525587081909,65
467,467,0.7823313474655151,1,1,0.9565803408622742,17
468,468,0.9994920492172241,1,1,0.9996862411499023,6
469,469,0.9958435893058777,1,1,0.998663067817688,0
470,470,0.6117948293685913,1,1,0.9663129448890686,79
471,471,0.9994633793830872,1,1,0.9997163414955139,97
472,472,0.6106806397438049,0,0,0.3177852928638458,77
473,473,0.6716745495796204,0,0,0.6530921459197998,95
474,474,0.40911298990249634,0,0,0.15074820816516876,14
475,475,0.777935802936554,0,0,0.7281932234764099,6
476,476,0.7631317973136902,0,0,0.30801382660865784,80
477,477,0.9576799869537354,1,0,0.873396098613739,42
478,478,0.8191961050033569,1,0,0.5083126425743103,4
479,479,0.9309096932411194,1,0,0.5960390567779541,25
480,480,0.5754156708717346,1,1,0.9550439119338989,37
481,481,0.9988528490066528,1,1,0.9991788268089294,75
482,482,0.48371759057044983,0,1,0.8817530870437622,10
483,483,0.5759809017181396,1,0,0.8982706069946289,41
484,484,0.9999246597290039,1,1,0.9999614953994751,0
485,485,0.6434283256530762,1,0,0.7064787745475769,99
486,486,0.9401272535324097,0,0,0.5483832955360413,38
