,sample_idx,Sehwag2021Proxy_R18_cifar10_trades0.12_adv_conf0.12,Sehwag2021Proxy_R18_cifar10_trades0.12_is_acc,Sehwag2021Proxy_R18_cifar10_trades0.12_is_rob0.12,Sehwag2021Proxy_R18_cifar10_trades0.12_nat_conf,Sehwag2021Proxy_R18_cifar10_trades0.12_pred
32,32,0.7629730701446533,1,1,0.9030330181121826,4
33,33,0.9214679002761841,1,1,0.9561991691589355,5
34,34,0.9970536231994629,1,1,0.9976111650466919,9
35,35,0.6264972686767578,0,1,0.6845788955688477,3
36,36,0.5849570631980896,0,0,0.5473508238792419,7
37,37,0.6195963025093079,0,1,0.7243288159370422,9
38,38,0.9948348999023438,1,1,0.9954966306686401,9
39,39,0.9924966096878052,1,1,0.9956598877906799,5
40,40,0.9969918727874756,1,1,0.9980066418647766,4
41,41,0.9974315762519836,1,1,0.9982155561447144,6
42,42,0.9989218711853027,1,1,0.9992157220840454,5
43,43,0.9732778668403625,1,1,0.9829520583152771,6
44,44,0.9939360022544861,1,1,0.995890200138092,0
45,45,0.9977516531944275,1,1,0.9980465173721313,9
46,46,0.9808712601661682,1,1,0.9902785420417786,3
47,47,0.4269427955150604,1,1,0.538974404335022,9
48,48,0.9845294952392578,1,1,0.9914273023605347,7
49,49,0.9557905793190002,1,1,0.9784626960754395,6
50,50,0.978675365447998,1,1,0.9852498173713684,9
51,51,0.9703126549720764,1,1,0.9836921691894531,8
52,52,0.5150206089019775,0,1,0.6909723877906799,3
53,53,0.6039268374443054,1,1,0.8343343138694763,3
54,54,0.9980989098548889,1,1,0.9985018968582153,8
55,55,0.9949560761451721,1,1,0.9974629878997803,8
56,56,0.926089346408844,1,1,0.9556103944778442,7
57,57,0.4848664104938507,1,0,0.480330228805542,7
58,58,0.48893484473228455,0,1,0.8392970561981201,3
59,59,0.7388449907302856,1,1,0.8469568490982056,6
60,60,0.9993411898612976,1,1,0.9994656443595886,7
61,61,0.6406129002571106,1,1,0.7593676447868347,3
62,62,0.9992722868919373,1,1,0.9994895458221436,6
63,63,0.584638774394989,1,1,0.7329303026199341,3
64,64,0.9909132719039917,1,1,0.9947082996368408,6
65,65,0.911846935749054,1,1,0.9587817788124084,2
66,66,0.9474737048149109,1,1,0.9676653742790222,1
67,67,0.9995831847190857,1,1,0.9996742010116577,2
68,68,0.9161563515663147,1,1,0.9593145251274109,3
69,69,0.9791032671928406,1,1,0.9866004586219788,7
70,70,0.8627105951309204,1,1,0.9482263922691345,2
71,71,0.7465476393699646,1,1,0.9188781976699829,6
72,72,0.9970357418060303,1,1,0.9979729056358337,8
73,73,0.9988434314727783,1,1,0.9990309476852417,8
74,74,0.9562433958053589,1,1,0.9768125414848328,0
75,75,0.9998052716255188,1,1,0.9998718500137329,2
76,76,0.9602330327033997,1,1,0.9783446788787842,9
77,77,0.9890822172164917,1,1,0.9933037161827087,3
78,78,0.90185546875,1,1,0.9417693614959717,3
79,79,0.9992990493774414,1,1,0.9994674324989319,8
80,80,0.9980687499046326,1,1,0.9986048340797424,8
81,81,0.8393305540084839,1,1,0.9175093173980713,1
82,82,0.9988110065460205,1,1,0.9989750385284424,1
83,83,0.9991849064826965,1,1,0.9994383454322815,7
84,84,0.9955572485923767,1,1,0.9970247149467468,2
85,85,0.8869239091873169,0,1,0.9256868958473206,7
86,86,0.44256892800331116,1,0,0.3815811276435852,2
87,87,0.5133582949638367,1,1,0.7490212321281433,7
88,88,0.9989752769470215,1,1,0.9992398023605347,8
89,89,0.9986282587051392,1,1,0.9988551139831543,9
90,90,0.9967244267463684,1,1,0.9980389475822449,0
91,91,0.9881999492645264,1,1,0.9941455125808716,3
92,92,0.9980449676513672,1,1,0.998513400554657,8
93,93,0.998893678188324,1,1,0.9992096424102783,6
94,94,0.9648064374923706,1,1,0.9825569987297058,4
95,95,0.9634013175964355,1,1,0.9784834384918213,6
96,96,0.9987982511520386,1,1,0.9992938041687012,6
97,97,0.9896195530891418,1,1,0.9918091893196106,0
98,98,0.9990906715393066,1,1,0.9992005228996277,0
99,99,0.9995748400688171,1,1,0.9997155070304871,7
100,100,0.9079079031944275,1,1,0.9692756533622742,4
101,101,0.9883784651756287,1,1,0.9943142533302307,5
102,102,0.9995219707489014,1,1,0.9997296929359436,6
103,103,0.9987791180610657,1,1,0.9992470741271973,3
104,104,0.9988879561424255,1,1,0.9990389347076416,1
105,105,0.9988691210746765,1,1,0.9990135431289673,1
106,106,0.987141489982605,1,1,0.9906773567199707,3
107,107,0.9984459280967712,1,1,0.9988277554512024,6
108,108,0.991840124130249,1,1,0.9940903782844543,8
109,109,0.9999570846557617,1,1,0.9999674558639526,7
110,110,0.9655737280845642,1,1,0.9819782376289368,4
111,111,0.9949795603752136,1,1,0.9963338375091553,0
112,112,0.5768041610717773,1,1,0.6912288069725037,6
113,113,0.9741816520690918,1,1,0.987445592880249,2
114,114,0.9944292306900024,1,1,0.9963521957397461,1
115,115,0.9332952499389648,1,1,0.9591104388237,3
116,116,0.9992601275444031,1,1,0.9994925260543823,0
117,117,0.9861502051353455,1,1,0.9898079037666321,4
118,118,0.7388271689414978,0,1,0.8606634736061096,3
119,119,0.9572645425796509,1,1,0.9771034717559814,7
120,120,0.9196893572807312,1,1,0.9545852541923523,8
121,121,0.888105571269989,1,1,0.9376362562179565,3
122,122,0.998427152633667,1,1,0.9988054037094116,1
123,123,0.99993896484375,1,1,0.9999547004699707,2
124,124,0.9666034579277039,1,1,0.9795061349868774,8
125,125,0.4123954176902771,1,1,0.5043394565582275,0
126,126,0.9777291417121887,1,1,0.9829041361808777,8
127,127,0.9533722400665283,1,1,0.9789537787437439,3
128,128,0.5494952201843262,1,0,0.6530005931854248,5
129,129,0.7044115662574768,1,1,0.8152506351470947,2
130,130,0.96773761510849,1,1,0.9813269972801208,4
131,131,0.9995013475418091,1,1,0.9995847344398499,1
132,132,0.9934211373329163,1,1,0.9954168796539307,8
133,133,0.9991750121116638,1,1,0.9992654919624329,9
134,134,0.997975766658783,1,1,0.9983922839164734,1
135,135,0.9959684610366821,1,1,0.9976983666419983,2
136,136,0.9959904551506042,1,1,0.9974579215049744,9
137,137,0.9986710548400879,1,1,0.9988977909088135,7
138,138,0.9876733422279358,1,1,0.9938095211982727,2
139,139,0.7482808232307434,0,1,0.8723684549331665,8
140,140,0.9942375421524048,1,1,0.9959120750427246,6
141,141,0.9975799322128296,1,1,0.9982067346572876,5
142,142,0.9978355765342712,1,1,0.9982947707176208,6
143,143,0.7721368074417114,1,1,0.8804630041122437,3
144,144,0.9942913055419922,1,1,0.9961158037185669,8
145,145,0.8411887884140015,1,1,0.8849320411682129,7
146,146,0.9990426898002625,1,1,0.9994019269943237,6
147,147,0.9291300773620605,0,1,0.9584429264068604,5
148,148,0.9705509543418884,1,1,0.9805567264556885,5
149,149,0.9906010627746582,1,1,0.9938263297080994,2
150,150,0.998008668422699,1,1,0.9985002279281616,8
151,151,0.8941500186920166,1,1,0.9577063918113708,9
152,152,0.9959560036659241,1,1,0.997928261756897,6
153,153,0.9605130553245544,1,1,0.972663938999176,0
154,154,0.992104172706604,1,1,0.994125485420227,0
155,155,0.9974638223648071,1,1,0.9984706044197083,5
156,156,0.9748767614364624,1,1,0.9892078042030334,2
157,157,0.9991003274917603,1,1,0.9992762207984924,9
158,158,0.8642482757568359,0,1,0.9130851030349731,3
159,159,0.9990200996398926,1,1,0.9993245601654053,4
160,160,0.9989619255065918,1,1,0.9992212057113647,2
161,161,0.9984769225120544,1,1,0.9987163543701172,1
162,162,0.5745423436164856,1,0,0.4891529977321625,6
163,163,0.9887776970863342,1,1,0.9951712489128113,6
164,164,0.7412814497947693,0,1,0.8423230648040771,0
165,165,0.815933346748352,0,1,0.9044675230979919,2
166,166,0.9965962767601013,1,1,0.9977116584777832,8
167,167,0.7332383990287781,1,1,0.9574739933013916,4
168,168,0.965519368648529,1,1,0.9774004817008972,5
169,169,0.7854542136192322,1,1,0.8400217294692993,0
170,170,0.9982215762138367,1,1,0.9985858201980591,9
171,171,0.7770830988883972,1,1,0.8698298931121826,9
172,172,0.9854072332382202,1,1,0.9936562180519104,9
173,173,0.9953096508979797,1,1,0.9965360164642334,8
174,174,0.9982736110687256,1,1,0.9985983967781067,9
175,175,0.9992826581001282,1,1,0.9993873834609985,9
176,176,0.9989826083183289,1,1,0.999397873878479,3
177,177,0.9927899241447449,1,1,0.9968355298042297,7
178,178,0.7635132670402527,0,1,0.8759347200393677,3
179,179,0.9995929598808289,1,1,0.9997187256813049,0
180,180,0.9978354573249817,1,1,0.9982349872589111,0
181,181,0.9970658421516418,1,1,0.997687816619873,5
182,182,0.9973803162574768,1,1,0.9983283877372742,2
183,183,0.8766602873802185,1,1,0.9335127472877502,2
184,184,0.9178943634033203,1,1,0.9624891877174377,3
185,185,0.9993022680282593,1,1,0.9994662404060364,8
186,186,0.7999864220619202,1,1,0.925301730632782,6
187,187,0.8989905118942261,1,1,0.9609318971633911,3
188,188,0.6636573672294617,0,1,0.7254251837730408,3
189,189,0.9554932713508606,1,1,0.9689513444900513,0
190,190,0.9819584488868713,1,1,0.9884597063064575,5
191,191,0.9782498478889465,1,1,0.9850965142250061,8
192,192,0.45757389068603516,1,1,0.517325758934021,0
193,193,0.9973347783088684,1,1,0.998286783695221,1
194,194,0.9993736147880554,1,1,0.999707043170929,7
195,195,0.49527961015701294,1,0,0.5916669368743896,2
196,196,0.9998624324798584,1,1,0.9998987913131714,8
197,197,0.9938555359840393,1,1,0.9958853125572205,8
198,198,0.9998525381088257,1,1,0.9998981952667236,7
199,199,0.9699086546897888,1,1,0.9825800061225891,8
200,200,0.9856067895889282,1,1,0.9926247000694275,5
201,201,0.9870285987854004,1,1,0.9907295107841492,1
202,202,0.9974554181098938,1,1,0.9978343844413757,8
203,203,0.9963904023170471,1,1,0.9974789023399353,7
204,204,0.9996077418327332,1,1,0.9996765851974487,1
205,205,0.9982825517654419,1,1,0.9990259408950806,3
206,206,0.9854326844215393,1,1,0.9890068769454956,0
207,207,0.9989860653877258,1,1,0.9993299245834351,5
208,208,0.9994811415672302,1,1,0.9995903372764587,7
209,209,0.996954083442688,1,1,0.9974645376205444,9
210,210,0.5747625827789307,1,1,0.8127050995826721,7
211,211,0.8475887775421143,1,1,0.8962879180908203,4
212,212,0.9859234094619751,1,1,0.9902376532554626,5
213,213,0.5158336758613586,1,0,0.5136739611625671,9
214,214,0.9027755260467529,1,1,0.9342682957649231,8
215,215,0.9798160791397095,1,1,0.9865164756774902,0
216,216,0.9977026581764221,1,1,0.9979798197746277,7
217,217,0.9962155222892761,1,1,0.9978066086769104,9
218,218,0.7790673971176147,1,1,0.8727102875709534,8
219,219,0.9955997467041016,1,1,0.9975929856300354,2
220,220,0.9559310078620911,1,1,0.9751689434051514,7
221,221,0.7165406942367554,1,1,0.8545884490013123,6
222,222,0.9924108982086182,1,1,0.9936432838439941,9
223,223,0.9753984212875366,1,1,0.9825786352157593,4
224,224,0.6270878314971924,1,1,0.7933996319770813,3
225,225,0.9333401322364807,1,1,0.9649709463119507,9
226,226,0.7602753043174744,0,1,0.8940765261650085,4
227,227,0.9974880218505859,1,1,0.9984191656112671,4
228,228,0.9970276951789856,1,1,0.9983618855476379,7
229,229,0.919148325920105,1,1,0.9559963345527649,6
230,230,0.99894779920578,1,1,0.9991055130958557,5
231,231,0.9999244213104248,1,1,0.9999337196350098,1
232,232,0.5998051762580872,0,1,0.7175178527832031,3
233,233,0.9045006632804871,1,1,0.9577091336250305,8
234,234,0.9987679123878479,1,1,0.9991689920425415,8
235,235,0.9994361996650696,1,1,0.9995052814483643,0
236,236,0.9974014759063721,1,1,0.9979724287986755,4
237,237,0.5855266451835632,1,0,0.5071923732757568,0
238,238,0.8586965203285217,1,1,0.9036362767219543,5
239,239,0.9988711476325989,1,1,0.9992393255233765,5
240,240,0.9997866749763489,1,1,0.9998106360435486,1
241,241,0.9988501071929932,1,1,0.9991387128829956,1
242,242,0.5735117197036743,1,1,0.6660925149917603,8
243,243,0.9920097589492798,1,1,0.9946812987327576,9
244,244,0.9990358352661133,1,1,0.9992203712463379,0
245,245,0.9585815072059631,1,1,0.9761831164360046,3
246,246,0.9965323209762573,1,1,0.9972431659698486,1
247,247,0.4455793499946594,0,0,0.5366919636726379,8
248,248,0.998889148235321,1,1,0.9992484450340271,2
249,249,0.9125935435295105,1,1,0.9607524275779724,2
250,250,0.9985658526420593,1,1,0.9991624355316162,5
251,251,0.9159961938858032,1,1,0.9565114974975586,3
252,252,0.9985733032226562,1,1,0.9987674951553345,9
253,253,0.9982388019561768,1,1,0.9987564086914062,9
254,254,0.7830807566642761,0,0,0.5240151286125183,6
255,255,0.5406518578529358,1,1,0.7589187026023865,0
256,256,0.9984766840934753,1,1,0.9991177916526794,3
257,257,0.9847931861877441,1,1,0.987936794757843,0
258,258,0.7675181031227112,1,1,0.8926496505737305,0
259,259,0.9932736158370972,1,1,0.996435284614563,9
260,260,0.9876263737678528,1,1,0.9917346239089966,8
261,261,0.9967148303985596,1,1,0.9977044463157654,1
262,262,0.9562945365905762,1,1,0.9821824431419373,5
263,263,0.9963335990905762,1,1,0.9979732632637024,7
264,264,0.5089859366416931,0,1,0.695673406124115,8
265,265,0.9927707314491272,1,1,0.9943716526031494,8
266,266,0.4675517678260803,1,1,0.7857200503349304,2
267,267,0.9999295473098755,1,1,0.9999462366104126,4
268,268,0.9984453320503235,1,1,0.9987952709197998,7
269,269,0.9879570603370667,1,1,0.9929296374320984,0
270,270,0.9855505228042603,1,1,0.994130551815033,2
271,271,0.9278318881988525,0,1,0.9503915309906006,5
272,272,0.9987773299217224,1,1,0.999128520488739,6
273,273,0.977382242679596,1,1,0.9862161874771118,3
274,274,0.9978159666061401,1,1,0.998508870601654,8
275,275,0.6274622678756714,0,1,0.7410975098609924,3
276,276,0.7895503640174866,1,1,0.8339493274688721,0
277,277,0.5195710062980652,0,0,0.42740127444267273,4
278,278,0.9744093418121338,1,1,0.9850988388061523,4
279,279,0.8734825253486633,1,1,0.9251683950424194,3
280,280,0.9781512022018433,1,1,0.9861851334571838,9
281,281,0.812584400177002,1,1,0.8782947659492493,0
282,282,0.9994609951972961,1,1,0.9996211528778076,6
283,283,0.999053418636322,1,1,0.9991668462753296,1
284,284,0.6218735575675964,1,1,0.8335143327713013,0
285,285,0.9991668462753296,1,1,0.999326229095459,9
286,286,0.9943590760231018,1,1,0.9963093400001526,1
287,287,0.5331277251243591,1,0,0.6829883456230164,0
288,288,0.9950053095817566,1,1,0.9957512617111206,7
289,289,0.9993165731430054,1,1,0.9994623064994812,9
290,290,0.9987816214561462,1,1,0.9990008473396301,1
291,291,0.9987953901290894,1,1,0.9991832375526428,2
292,292,0.9911918044090271,1,1,0.9950719475746155,6
293,293,0.6823908090591431,1,1,0.8130796551704407,9
294,294,0.9187098145484924,1,1,0.9477218389511108,3
295,295,0.9110288619995117,1,1,0.9523292183876038,4
296,296,0.9991046786308289,1,1,0.9993001222610474,6
297,297,0.9980650544166565,1,1,0.9984239339828491,0
298,298,0.9984598159790039,1,1,0.9987847208976746,0
299,299,0.9942507743835449,1,1,0.9955499172210693,6
300,300,0.9993870258331299,1,1,0.9995540976524353,6
301,301,0.9961277842521667,1,1,0.9978638291358948,6
302,302,0.5618016719818115,1,1,0.7876659631729126,3
303,303,0.9684426784515381,1,1,0.9792031049728394,2
304,304,0.9944702386856079,1,1,0.9966945648193359,6
305,305,0.9981751441955566,1,1,0.998620867729187,1
306,306,0.7661057710647583,1,1,0.8722975254058838,8
307,307,0.9097283482551575,1,1,0.9552862048149109,2
308,308,0.9441015124320984,1,1,0.9662381410598755,1
309,309,0.7970979809761047,0,1,0.9255701303482056,2
310,310,0.9983924031257629,1,1,0.9987896084785461,8
311,311,0.9992621541023254,1,1,0.9993886947631836,6
312,312,0.7628737092018127,0,1,0.9150526523590088,0
313,313,0.5741923451423645,0,0,0.5611639618873596,2
314,314,0.5256043672561646,1,1,0.6978543996810913,4
315,315,0.9975247979164124,1,1,0.9981029033660889,0
316,316,0.9442227482795715,1,1,0.9750311970710754,7
317,317,0.9974731802940369,1,1,0.9984196424484253,7
318,318,0.9985210299491882,1,1,0.9989585876464844,5
319,319,0.9979149699211121,1,1,0.9989746809005737,5
320,320,0.999627947807312,1,1,0.9997943043708801,3
321,321,0.9889000654220581,1,1,0.9922949075698853,5
322,322,0.9987094402313232,1,1,0.9994340538978577,2
323,323,0.9976623058319092,1,1,0.9988594055175781,3
324,324,0.6614720225334167,0,1,0.7895746827125549,3
325,325,0.906282901763916,1,1,0.956093966960907,1
326,326,0.9950438737869263,1,1,0.9969322681427002,7
327,327,0.9416154026985168,1,1,0.9721797108650208,5
328,328,0.9834301471710205,1,1,0.9909374713897705,4
329,329,0.9912350177764893,1,1,0.9946075677871704,6
330,330,0.9993315935134888,1,1,0.9994638562202454,1
331,331,0.9996204376220703,1,1,0.9997140765190125,9
332,332,0.7297876477241516,0,1,0.8793213367462158,6
333,333,0.9995430707931519,1,1,0.9996148347854614,6
334,334,0.9982166886329651,1,1,0.9988000392913818,6
335,335,0.97540682554245,1,1,0.9858916401863098,9
336,336,0.999930739402771,1,1,0.9999481439590454,3
337,337,0.9952141046524048,1,1,0.9963580965995789,8
338,338,0.9881035685539246,1,1,0.9909778833389282,0
339,339,0.9963663816452026,1,1,0.9973723888397217,7
340,340,0.45381268858909607,0,1,0.6120417714118958,6
341,341,0.9987338185310364,1,1,0.9990267753601074,6
342,342,0.8557201027870178,1,1,0.9144374132156372,2
343,343,0.9870195388793945,1,1,0.9911620616912842,5
344,344,0.9982613921165466,1,1,0.9991303086280823,8
345,345,0.899747908115387,1,1,0.9398435950279236,5
346,346,0.9872165322303772,1,1,0.9925218224525452,4
347,347,0.9990361928939819,1,1,0.9994202852249146,6
348,348,0.9998481273651123,1,1,0.9998705387115479,8
349,349,0.9912202954292297,1,1,0.9938896894454956,9
350,350,0.9930155277252197,1,1,0.9943540096282959,9
351,351,0.996640682220459,1,1,0.9981828331947327,1
352,352,0.7663188576698303,1,1,0.8923870921134949,0
353,353,0.999226450920105,1,1,0.9993792772293091,2
354,354,0.5161499381065369,1,1,0.8507095575332642,2
355,355,0.5694631338119507,1,1,0.7228901386260986,7
356,356,0.48136353492736816,0,0,0.5893484354019165,6
357,357,0.8788424134254456,1,1,0.9372203946113586,2
358,358,0.9688169360160828,1,1,0.9822064638137817,8
359,359,0.9952064156532288,1,1,0.9966553449630737,0
360,360,0.9993840456008911,1,1,0.9995949864387512,9
361,361,0.9894640445709229,1,1,0.9937400817871094,5
362,362,0.9991890788078308,1,1,0.9993476271629333,8
363,363,0.9003996253013611,1,1,0.923964262008667,1
364,364,0.9984186887741089,1,1,0.998634397983551,9
365,365,0.9766167998313904,1,1,0.9840613007545471,4
366,366,0.9766569137573242,1,1,0.9856152534484863,1
367,367,0.9554298520088196,1,1,0.973818302154541,3
368,368,0.5846782922744751,0,0,0.5128173232078552,4
369,369,0.9952250719070435,1,1,0.9963071346282959,1
370,370,0.5034480690956116,1,0,0.716852068901062,4
371,371,0.9990947246551514,1,1,0.9991931319236755,7
372,372,0.9994025230407715,1,1,0.9995379447937012,9
373,373,0.9626132845878601,1,1,0.9811345338821411,4
374,374,0.9992799162864685,1,1,0.9994412064552307,2
375,375,0.9996702671051025,1,1,0.9997509121894836,7
376,376,0.8598932027816772,1,1,0.9105161428451538,0
377,377,0.9793084263801575,1,1,0.9902043342590332,7
378,378,0.6227936148643494,0,1,0.7530768513679504,8
379,379,0.9972684383392334,1,1,0.9978678226470947,6
380,380,0.9992631077766418,1,1,0.9995092153549194,6
381,381,0.9948441982269287,1,1,0.9971151351928711,9
382,382,0.9985774755477905,1,1,0.998868465423584,0
383,383,0.9866386651992798,1,1,0.9916380047798157,9
384,384,0.5335795283317566,1,0,0.7163825631141663,2
385,385,0.944495439529419,1,1,0.9592676758766174,8
386,386,0.996936559677124,1,1,0.9978604912757874,7
387,387,0.5070281028747559,1,1,0.6148778200149536,2
388,388,0.9910025000572205,1,1,0.9954417943954468,2
389,389,0.9994496703147888,1,1,0.9996148347854614,5
390,390,0.9992982149124146,1,1,0.9994204044342041,1
391,391,0.9978004097938538,1,1,0.9985643029212952,2
392,392,0.9997218251228333,1,1,0.9998236298561096,6
393,393,0.41652530431747437,0,1,0.5753611326217651,6
394,394,0.8441740870475769,1,1,0.9059353470802307,9
395,395,0.9957938194274902,1,1,0.9977636337280273,6
396,396,0.9967312812805176,1,1,0.998281717300415,2
397,397,0.6703293919563293,1,1,0.7262657284736633,3
398,398,0.9453366994857788,1,1,0.9664193391799927,0
399,399,0.9916547536849976,1,1,0.9953416585922241,3
400,400,0.9959625601768494,1,1,0.996658205986023,9
401,401,0.7675244212150574,1,1,0.8467751741409302,8
402,402,0.9284668564796448,1,1,0.9578047394752502,7
403,403,0.8064702153205872,1,1,0.8884854912757874,8
404,404,0.9985160231590271,1,1,0.9989043474197388,8
405,405,0.46696075797080994,1,0,0.7581549286842346,4
406,406,0.9976195693016052,1,1,0.9980456829071045,0
407,407,0.9856680631637573,1,1,0.9909425377845764,1
408,408,0.9862859845161438,1,1,0.9902909398078918,8
409,409,0.9857014417648315,1,1,0.9922447800636292,2
410,410,0.9990472197532654,1,1,0.999215841293335,7
411,411,0.9944360256195068,1,1,0.9963909983634949,9
412,412,0.5279327630996704,0,0,0.6068763136863708,5
413,413,0.9979597330093384,1,1,0.9984425902366638,6
414,414,0.9975383281707764,1,1,0.998027503490448,1
415,415,0.9991346001625061,1,1,0.9992697834968567,9
416,416,0.9246610403060913,1,1,0.9483688473701477,0
417,417,0.9920279383659363,1,1,0.9945095181465149,7
418,418,0.9724493622779846,1,1,0.9868025183677673,3
419,419,0.9997615218162537,1,1,0.9998395442962646,7
420,420,0.9976020455360413,1,1,0.9990366697311401,4
421,421,0.6031150817871094,1,0,0.6208634376525879,5
422,422,0.6526939272880554,0,1,0.8198699951171875,8
423,423,0.997572124004364,1,1,0.9982282519340515,0
424,424,0.9486392140388489,1,1,0.9854176044464111,2
425,425,0.9993818998336792,1,1,0.9995120763778687,9
426,426,0.6117491722106934,0,0,0.5511206984519958,5
427,427,0.9915942549705505,1,1,0.9953057169914246,4
428,428,0.9484029412269592,1,1,0.9672741889953613,0
429,429,0.9979370832443237,1,1,0.9983060359954834,6
430,430,0.8965619206428528,1,1,0.9697525501251221,2
431,431,0.9808487892150879,1,1,0.9914295077323914,5
432,432,0.9558627009391785,1,1,0.9757477641105652,3
433,433,0.49347057938575745,1,1,0.6903637051582336,7
434,434,0.8147384524345398,1,1,0.8924053907394409,3
435,435,0.9991911053657532,1,1,0.9993979930877686,7
436,436,0.9956405162811279,1,1,0.9982206225395203,2
437,437,0.9083017110824585,1,1,0.9344024062156677,5
438,438,0.9949263334274292,1,1,0.9973477125167847,3
439,439,0.5938340425491333,1,0,0.5230356454849243,1
440,440,0.99440997838974,1,1,0.9956433773040771,1
441,441,0.9758068919181824,1,1,0.9886981844902039,4
442,442,0.9990072846412659,1,1,0.999157190322876,9
443,443,0.9980958104133606,1,1,0.9988240599632263,9
444,444,0.9402601718902588,1,1,0.9679885506629944,5
445,445,0.9984117746353149,1,1,0.9991018772125244,7
446,446,0.9934705495834351,1,1,0.996132493019104,5
447,447,0.9775870442390442,1,1,0.9871319532394409,0
448,448,0.9963117241859436,1,1,0.9988551139831543,2
449,449,0.8566421866416931,1,1,0.9168077707290649,2
450,450,0.9875091910362244,1,1,0.9913648366928101,2
451,451,0.9997469782829285,1,1,0.9998070597648621,9
452,452,0.9981903433799744,1,1,0.9985582232475281,7
453,453,0.8326248526573181,1,1,0.8986149430274963,3
454,454,0.9989131689071655,1,1,0.9991644620895386,9
455,455,0.9514722228050232,1,1,0.9691913723945618,4
456,456,0.803411602973938,1,0,0.4850504398345947,3
457,457,0.95738285779953,1,1,0.9718093872070312,5
458,458,0.5462408661842346,0,0,0.4010886549949646,3
459,459,0.42916542291641235,1,0,0.5481070280075073,6
460,460,0.9985920786857605,1,1,0.9987622499465942,5
461,461,0.9980186223983765,1,1,0.9989523887634277,6
462,462,0.9981739521026611,1,1,0.9986807703971863,1
463,463,0.5934510827064514,0,0,0.6830242872238159,5
464,464,0.8541208505630493,1,1,0.9389254450798035,3
465,465,0.9827431440353394,1,1,0.9916832447052002,4
466,466,0.9945502877235413,1,1,0.9966147541999817,4
467,467,0.9945029020309448,1,1,0.9958751797676086,3
468,468,0.9686427712440491,1,1,0.9803262948989868,7
469,469,0.9996362924575806,1,1,0.9997403025627136,8
470,470,0.5580500960350037,1,0,0.42549705505371094,3
471,471,0.9863935112953186,1,1,0.99204421043396,7
472,472,0.9977567791938782,1,1,0.9982818365097046,8
473,473,0.852306604385376,1,1,0.9094797372817993,0
474,474,0.9600175023078918,1,1,0.9711651802062988,5
475,475,0.9943016767501831,1,1,0.9964087605476379,7
476,476,0.9501230716705322,1,1,0.9746286273002625,6
477,477,0.7426471710205078,1,1,0.834410548210144,0
478,478,0.9900593757629395,1,1,0.9928601384162903,5
479,479,0.9881004095077515,1,1,0.9929163455963135,4
480,480,0.6979173421859741,0,0,0.4956198036670685,9
481,481,0.996874213218689,1,1,0.9975468516349792,6
482,482,0.9995620846748352,1,1,0.9996507167816162,8
483,483,0.7312877178192139,1,1,0.8646404147148132,5
484,484,0.9968922734260559,1,1,0.9978142976760864,5
485,485,0.4334874451160431,0,0,0.515632152557373,8
486,486,0.9996269941329956,1,1,0.9997071623802185,9
487,487,0.9961525797843933,1,1,0.9968018531799316,9
488,488,0.9758376479148865,1,1,0.9919667840003967,5
489,489,0.962680459022522,1,1,0.9733169674873352,0
490,490,0.998687207698822,1,1,0.9988806843757629,1
