,sample_idx,cifar_resnet50_cifar10_autoaugment_trades4_255_adv_conf4_255,cifar_resnet50_cifar10_autoaugment_trades4_255_is_acc,cifar_resnet50_cifar10_autoaugment_trades4_255_is_rob4_255,cifar_resnet50_cifar10_autoaugment_trades4_255_nat_conf,cifar_resnet50_cifar10_autoaugment_trades4_255_pred
110,110,0.34459176659584045,1,0,0.3620734214782715,4
111,111,0.7943430542945862,1,1,0.8402791619300842,0
112,112,0.5815378427505493,0,0,0.40232932567596436,2
113,113,0.3728611469268799,1,1,0.5047705173492432,2
114,114,0.733169436454773,1,1,0.9099802374839783,1
115,115,0.6501748561859131,1,1,0.7195165157318115,3
116,116,0.7071295380592346,1,1,0.8122716546058655,0
117,117,0.4705484211444855,1,1,0.583303689956665,4
118,118,0.38973429799079895,0,0,0.35408303141593933,3
119,119,0.5303888320922852,0,0,0.35367339849472046,5
120,120,0.4050249457359314,1,1,0.7041364312171936,8
121,121,0.338444322347641,0,0,0.44639572501182556,4
122,122,0.887923002243042,1,1,0.9235823154449463,1
123,123,0.904342532157898,1,1,0.9317911267280579,2
124,124,0.7022340297698975,1,1,0.837189793586731,8
125,125,0.2885398268699646,0,1,0.28730806708335876,2
126,126,0.3763141930103302,1,1,0.5425129532814026,8
127,127,0.44704189896583557,1,1,0.530524492263794,3
128,128,0.4332933723926544,0,1,0.47777068614959717,3
129,129,0.4567314386367798,1,1,0.6438180804252625,2
130,130,0.5222030878067017,1,1,0.6761302947998047,4
131,131,0.9935241937637329,1,1,0.9958469271659851,1
132,132,0.5373445153236389,1,1,0.7109801769256592,8
133,133,0.9733482003211975,1,1,0.9814178347587585,9
134,134,0.6341994404792786,1,1,0.7640169262886047,1
135,135,0.3936235010623932,1,1,0.505110502243042,2
136,136,0.8768301606178284,1,1,0.9154042601585388,9
137,137,0.8769506216049194,1,1,0.9125546216964722,7
138,138,0.5176180005073547,1,1,0.5820378661155701,2
139,139,0.5798726081848145,0,1,0.7363682985305786,8
140,140,0.42535319924354553,1,1,0.556340754032135,6
141,141,0.8472487330436707,1,1,0.8786571025848389,5
142,142,0.773201048374176,1,1,0.8677926659584045,6
143,143,0.4058946669101715,0,0,0.2862215042114258,7
144,144,0.6994751691818237,1,1,0.8184003233909607,8
145,145,0.5760418176651001,1,1,0.7215836644172668,7
146,146,0.6045411825180054,1,1,0.7695199251174927,6
147,147,0.4778231084346771,0,0,0.6109277009963989,5
148,148,0.5958750247955322,1,1,0.6936320662498474,5
149,149,0.5803232192993164,1,1,0.7607840895652771,2
150,150,0.8041099905967712,1,1,0.8525708913803101,8
151,151,0.618766188621521,1,1,0.7640590667724609,9
152,152,0.3152773678302765,1,1,0.40425604581832886,6
153,153,0.501899242401123,1,1,0.6591531038284302,0
154,154,0.8390380144119263,1,1,0.9117356538772583,0
155,155,0.5733346343040466,1,1,0.6862280368804932,5
156,156,0.510179877281189,1,1,0.6272411942481995,2
157,157,0.89930659532547,1,1,0.937328040599823,9
158,158,0.38661232590675354,0,0,0.34691715240478516,3
159,159,0.7424924969673157,1,1,0.8008285164833069,4
160,160,0.7877593040466309,1,1,0.8600272536277771,2
161,161,0.9012268781661987,1,1,0.9279645085334778,1
162,162,0.3292379677295685,1,0,0.36931312084198,6
163,163,0.4490951597690582,1,0,0.5011738538742065,6
164,164,0.46192529797554016,1,0,0.3996627628803253,8
165,165,0.5241747498512268,0,0,0.4280475676059723,2
166,166,0.6620087623596191,1,1,0.7886573076248169,8
167,167,0.49739691615104675,1,0,0.3931483030319214,4
168,168,0.43083158135414124,1,0,0.4421759247779846,5
169,169,0.6313471794128418,1,1,0.7447423934936523,0
170,170,0.842491090297699,1,1,0.8831115961074829,9
171,171,0.49029257893562317,1,1,0.6610478758811951,9
172,172,0.4788846969604492,1,0,0.3902401328086853,9
173,173,0.4245743751525879,1,0,0.5026574730873108,8
174,174,0.8466689586639404,1,1,0.881202220916748,9
175,175,0.9647986888885498,1,1,0.9714577794075012,9
176,176,0.3916720449924469,1,1,0.547928512096405,3
177,177,0.4286481440067291,1,1,0.5011404156684875,7
178,178,0.3873324692249298,1,0,0.38422608375549316,5
179,179,0.8247019052505493,1,1,0.8784258961677551,0
180,180,0.9250563383102417,1,1,0.9498358964920044,0
181,181,0.6387569308280945,1,1,0.7860652804374695,5
182,182,0.584854245185852,1,1,0.6742310523986816,2
183,183,0.2609961926937103,1,1,0.3065205216407776,2
184,184,0.5650639533996582,1,0,0.343563050031662,3
185,185,0.8078303933143616,1,1,0.8533204793930054,8
186,186,0.35529625415802,1,0,0.4117945730686188,6
187,187,0.38599053025245667,1,0,0.36546236276626587,3
188,188,0.44605743885040283,0,1,0.5204535722732544,3
189,189,0.6297910213470459,0,0,0.5585879683494568,8
190,190,0.6083061099052429,1,1,0.7694984674453735,5
191,191,0.36255741119384766,1,0,0.515760600566864,8
192,192,0.3906703293323517,1,1,0.5762984752655029,0
193,193,0.9244229793548584,1,1,0.9480367302894592,1
194,194,0.5644379258155823,1,1,0.6629931330680847,7
195,195,0.3107686936855316,1,0,0.40806153416633606,2
196,196,0.7687948346138,1,1,0.8374459147453308,8
197,197,0.5842183828353882,1,1,0.7183329463005066,8
198,198,0.9104611873626709,1,1,0.930374801158905,7
199,199,0.2714052200317383,1,1,0.43637582659721375,8
200,200,0.5227280259132385,1,1,0.6705275177955627,5
201,201,0.40162765979766846,1,0,0.5096699595451355,1
202,202,0.8957343101501465,1,1,0.925446629524231,8
203,203,0.5522613525390625,1,1,0.7501392960548401,7
204,204,0.8827930688858032,1,1,0.9115056991577148,1
205,205,0.566931426525116,1,1,0.6131668090820312,3
206,206,0.5910148620605469,1,1,0.7402880787849426,0
207,207,0.5305765271186829,1,1,0.6763519048690796,5
208,208,0.9110884070396423,1,1,0.9362035989761353,7
209,209,0.770754873752594,1,1,0.8611783981323242,9
210,210,0.37499943375587463,1,0,0.24974074959754944,7
211,211,0.5354320406913757,1,1,0.6672981977462769,4
212,212,0.9040564894676208,1,1,0.9412197470664978,5
213,213,0.5468440055847168,0,0,0.33744171261787415,7
214,214,0.4687637388706207,1,1,0.6266047358512878,8
215,215,0.8542409539222717,1,1,0.9188989400863647,0
216,216,0.967434287071228,1,1,0.9746055006980896,7
217,217,0.5669571161270142,1,1,0.8560045957565308,9
218,218,0.4387885332107544,1,0,0.2775440812110901,8
219,219,0.4882437586784363,1,1,0.590350866317749,2
220,220,0.7411410808563232,1,1,0.8505303263664246,7
221,221,0.41128018498420715,1,0,0.38341954350471497,6
222,222,0.9141263961791992,1,1,0.9303135275840759,9
223,223,0.4273797571659088,1,1,0.5809262990951538,4
224,224,0.39284583926200867,1,1,0.49082937836647034,3
225,225,0.5074464082717896,1,1,0.8435177206993103,9
226,226,0.3706430196762085,0,0,0.35924118757247925,4
227,227,0.4217880964279175,1,1,0.5630000233650208,4
228,228,0.4719938039779663,1,0,0.5570055842399597,7
229,229,0.3907798230648041,1,0,0.3760126829147339,6
230,230,0.9072815179824829,1,1,0.9319584369659424,5
231,231,0.9937275648117065,1,1,0.9956597685813904,1
232,232,0.45605775713920593,0,0,0.40515202283859253,3
233,233,0.453442245721817,1,1,0.6157614588737488,8
234,234,0.7780516147613525,1,1,0.8451330661773682,8
235,235,0.9911273121833801,1,1,0.9936373233795166,0
236,236,0.6214527487754822,1,1,0.6753193736076355,4
237,237,0.3982126712799072,0,0,0.4465252757072449,2
238,238,0.4681088626384735,1,1,0.4976801574230194,5
239,239,0.8754415512084961,1,1,0.9080575108528137,5
240,240,0.9669823050498962,1,1,0.975837230682373,1
241,241,0.7933982610702515,1,1,0.8679488301277161,1
242,242,0.3233327269554138,1,0,0.32128313183784485,8
243,243,0.7055991291999817,1,1,0.8720685839653015,9
244,244,0.9512856602668762,1,1,0.9666365385055542,0
245,245,0.4210270941257477,1,1,0.5937782526016235,3
246,246,0.9127999544143677,1,1,0.9335647821426392,1
247,247,0.37446367740631104,0,0,0.37904345989227295,8
248,248,0.6999303698539734,1,1,0.8014974594116211,2
249,249,0.578755259513855,0,0,0.48608797788619995,0
250,250,0.6621289849281311,1,1,0.7377902269363403,5
251,251,0.548867404460907,1,1,0.6676777601242065,3
252,252,0.952178955078125,1,1,0.9595528841018677,9
253,253,0.6402146220207214,1,1,0.7685592174530029,9
254,254,0.41143733263015747,0,0,0.355773001909256,6
255,255,0.38415175676345825,1,0,0.43291035294532776,0
256,256,0.5248705148696899,0,0,0.382038950920105,6
257,257,0.9668497443199158,1,1,0.976668655872345,0
258,258,0.6071266531944275,0,0,0.5936300158500671,8
259,259,0.6085801720619202,1,1,0.7581440210342407,9
260,260,0.3589765131473541,1,1,0.5715923309326172,8
261,261,0.6696176528930664,1,1,0.790241003036499,1
262,262,0.5914167761802673,1,0,0.43689197301864624,5
263,263,0.32372379302978516,1,0,0.36674177646636963,7
264,264,0.5733802318572998,0,0,0.5340338349342346,8
265,265,0.7472773194313049,1,1,0.8245936036109924,8
266,266,0.305378258228302,1,0,0.4599616825580597,2
267,267,0.8858839869499207,1,1,0.9146602749824524,4
268,268,0.7353758811950684,1,1,0.8214071989059448,7
269,269,0.3483683466911316,1,0,0.4450162649154663,0
270,270,0.49169161915779114,1,0,0.3504599332809448,2
271,271,0.3739393651485443,0,0,0.44015008211135864,5
272,272,0.7563490271568298,1,1,0.7978745698928833,6
273,273,0.5367720723152161,1,0,0.49810221791267395,3
274,274,0.726142942905426,1,1,0.8498572111129761,8
275,275,0.4888991117477417,0,0,0.4330124855041504,3
276,276,0.671256422996521,1,1,0.7401689291000366,0
277,277,0.3968426287174225,0,0,0.24991241097450256,2
278,278,0.38706159591674805,1,0,0.34097185730934143,4
279,279,0.5279305577278137,0,0,0.4423915445804596,5
280,280,0.6962454915046692,1,1,0.8175076842308044,9
281,281,0.5499170422554016,1,1,0.7179157733917236,0
282,282,0.5907859206199646,1,1,0.6491369009017944,6
283,283,0.972223162651062,1,1,0.9784824252128601,1
284,284,0.4131380319595337,1,0,0.575705349445343,0
285,285,0.9210711121559143,1,1,0.9426413774490356,9
286,286,0.8220678567886353,1,1,0.8844764232635498,1
287,287,0.6788468956947327,0,0,0.5592330694198608,8
288,288,0.9525246024131775,1,1,0.9696376919746399,7
289,289,0.945814847946167,1,1,0.9629871249198914,9
290,290,0.9449338912963867,1,1,0.9598668813705444,1
291,291,0.6222083568572998,1,1,0.6922047734260559,2
292,292,0.7275950312614441,1,1,0.7986253499984741,6
293,293,0.6607813239097595,1,0,0.5442125201225281,9
294,294,0.7376007437705994,1,1,0.7882923483848572,3
295,295,0.4833925664424896,1,1,0.6247872710227966,4
296,296,0.8108575940132141,1,1,0.8606289625167847,6
297,297,0.9920589923858643,1,1,0.9939733147621155,0
298,298,0.7986132502555847,1,1,0.8674870729446411,0
299,299,0.6798139214515686,1,1,0.7228326797485352,6
300,300,0.7242935299873352,1,1,0.7647204399108887,6
301,301,0.385360449552536,1,1,0.5205476880073547,6
302,302,0.3974829316139221,1,0,0.3172816336154938,3
303,303,0.8058598637580872,1,1,0.8636890053749084,2
304,304,0.6229614615440369,1,1,0.7394226789474487,6
305,305,0.8657543063163757,1,1,0.9158287644386292,1
306,306,0.41403070092201233,1,0,0.47921955585479736,8
307,307,0.46614161133766174,1,1,0.5596832633018494,2
308,308,0.6042195558547974,1,0,0.6508275270462036,1
309,309,0.4049089550971985,0,0,0.4512765407562256,4
310,310,0.8293012976646423,1,1,0.8822560906410217,8
311,311,0.8970871567726135,1,1,0.9175863862037659,6
312,312,0.6493373513221741,0,0,0.5129849314689636,0
313,313,0.4906156361103058,0,0,0.5765500068664551,2
314,314,0.4462850093841553,1,0,0.2976981997489929,4
315,315,0.9076980948448181,1,1,0.9474929571151733,0
316,316,0.42722830176353455,0,0,0.33982178568840027,2
317,317,0.6924066543579102,1,1,0.7921178936958313,7
318,318,0.6561355590820312,1,1,0.7614546418190002,5
319,319,0.5060591101646423,1,1,0.6108993291854858,5
320,320,0.39226579666137695,1,1,0.4775030314922333,3
321,321,0.4372861087322235,1,1,0.5760387182235718,5
322,322,0.6553032398223877,1,1,0.7514084577560425,2
323,323,0.30216777324676514,1,0,0.3141774833202362,3
324,324,0.41993340849876404,1,0,0.39629825949668884,4
325,325,0.7599416375160217,1,1,0.8195457458496094,1
326,326,0.34163179993629456,1,1,0.48563462495803833,7
327,327,0.3470129072666168,1,1,0.42195019125938416,5
328,328,0.41427311301231384,1,1,0.558152973651886,4
329,329,0.395075261592865,1,0,0.5550574660301208,6
330,330,0.9840463995933533,1,1,0.9872888326644897,1
331,331,0.9875285625457764,1,1,0.9931568503379822,9
332,332,0.3395218849182129,0,0,0.4154157340526581,6
333,333,0.7687163352966309,1,1,0.8237448334693909,6
334,334,0.664472758769989,1,1,0.7243659496307373,6
335,335,0.5746881365776062,1,1,0.7991715669631958,9
336,336,0.6373952031135559,1,1,0.7331649661064148,3
337,337,0.6242595911026001,1,1,0.7750769257545471,8
338,338,0.7467449307441711,1,1,0.8641569018363953,0
339,339,0.7727099657058716,1,1,0.8261134028434753,7
340,340,0.4385226368904114,0,0,0.30743739008903503,4
341,341,0.7588685154914856,1,1,0.8296672701835632,6
342,342,0.5857838988304138,0,0,0.46729522943496704,0
343,343,0.5667549967765808,1,1,0.6509984135627747,5
344,344,0.6502503156661987,1,1,0.7985213398933411,8
345,345,0.8094673156738281,1,1,0.8669142127037048,5
346,346,0.34931424260139465,1,1,0.4901736378669739,4
347,347,0.4995066523551941,1,1,0.6231178641319275,6
348,348,0.9778136014938354,1,1,0.9825313687324524,8
349,349,0.6319422721862793,1,0,0.5499985814094543,9
350,350,0.8851632475852966,1,1,0.9198188185691833,9
351,351,0.6201705932617188,1,1,0.8601119518280029,1
352,352,0.6705880761146545,1,0,0.5262202024459839,0
353,353,0.9894582033157349,1,1,0.9914247989654541,2
354,354,0.37742140889167786,0,0,0.2493320107460022,6
355,355,0.3843297064304352,0,1,0.4797297418117523,3
356,356,0.3750905692577362,0,0,0.25247064232826233,6
357,357,0.3698478937149048,1,0,0.3423974812030792,2
358,358,0.5122355818748474,1,1,0.671906054019928,8
359,359,0.8221954703330994,1,1,0.8910251259803772,0
360,360,0.6560249328613281,1,1,0.7582083344459534,9
361,361,0.7663084864616394,1,1,0.8473312258720398,5
362,362,0.9390822649002075,1,1,0.9504724144935608,8
363,363,0.5736815929412842,1,0,0.5597561597824097,1
364,364,0.9519535303115845,1,1,0.9607710242271423,9
365,365,0.611178457736969,1,1,0.7585390210151672,4
366,366,0.5823560357093811,1,1,0.7504400610923767,1
367,367,0.6249794960021973,1,1,0.7151634693145752,3
368,368,0.511728048324585,0,0,0.400561660528183,0
369,369,0.9334862232208252,1,1,0.964168906211853,1
370,370,0.39069533348083496,1,0,0.42085716128349304,4
371,371,0.9787222743034363,1,1,0.9844011664390564,7
372,372,0.85721355676651,1,1,0.9059425592422485,9
373,373,0.32949739694595337,1,1,0.4409078061580658,4
374,374,0.678977370262146,1,1,0.7768762707710266,2
375,375,0.7564002871513367,1,1,0.8247052431106567,7
376,376,0.45642977952957153,0,0,0.46919548511505127,9
377,377,0.411314994096756,1,0,0.378598690032959,7
378,378,0.3905404508113861,0,0,0.21257805824279785,2
379,379,0.8362900614738464,1,1,0.883751392364502,6
380,380,0.45994123816490173,1,1,0.5973883867263794,6
381,381,0.8141809105873108,1,1,0.889539361000061,9
382,382,0.9859071969985962,1,1,0.9909201860427856,0
383,383,0.41132697463035583,1,1,0.6395474672317505,9
384,384,0.4985913038253784,1,0,0.3948553502559662,2
385,385,0.5193464756011963,0,0,0.5542514324188232,0
386,386,0.5929054021835327,1,1,0.7124974727630615,7
387,387,0.3951222002506256,0,0,0.30766814947128296,5
388,388,0.5663856863975525,1,1,0.702376663684845,2
389,389,0.7119415402412415,1,1,0.7864186763763428,5
390,390,0.9224674105644226,1,1,0.9432972073554993,1
391,391,0.8561738133430481,1,1,0.9090399742126465,2
392,392,0.7806546688079834,1,1,0.8307291269302368,6
393,393,0.3911704421043396,0,0,0.23962488770484924,5
394,394,0.37676331400871277,1,0,0.34409159421920776,9
395,395,0.45918670296669006,1,1,0.5526375770568848,6
396,396,0.5129664540290833,1,1,0.6560273170471191,2
397,397,0.517577588558197,1,0,0.4961870610713959,3
398,398,0.5466427803039551,1,1,0.667622447013855,0
399,399,0.510972261428833,1,1,0.7453404068946838,3
400,400,0.9319482445716858,1,1,0.9558213949203491,9
401,401,0.609225869178772,1,0,0.5817297101020813,8
402,402,0.392488569021225,1,0,0.42529773712158203,7
403,403,0.5990310311317444,1,1,0.7073477506637573,8
404,404,0.7347991466522217,1,1,0.8344449996948242,8
405,405,0.37047410011291504,1,0,0.23872816562652588,4
406,406,0.9302737712860107,1,1,0.9477121829986572,0
407,407,0.7692279815673828,1,1,0.8403915166854858,1
408,408,0.5795038938522339,1,1,0.6668127775192261,8
409,409,0.46415555477142334,1,0,0.5399419665336609,2
410,410,0.825064480304718,1,1,0.8730077743530273,7
411,411,0.5015597343444824,1,0,0.4834952652454376,9
412,412,0.4488251209259033,0,0,0.4224543273448944,5
413,413,0.8462218046188354,1,1,0.8735517859458923,6
414,414,0.9335715174674988,1,1,0.9582953453063965,1
415,415,0.9058057069778442,1,1,0.9310548901557922,9
416,416,0.5605944991111755,1,1,0.7059926986694336,0
417,417,0.5381752848625183,1,1,0.7488437294960022,7
418,418,0.3181994557380676,0,1,0.37727898359298706,5
419,419,0.5638065934181213,1,1,0.7254427671432495,7
420,420,0.4571557641029358,1,1,0.5838300585746765,4
421,421,0.48673656582832336,0,0,0.36363524198532104,3
422,422,0.4590646028518677,0,0,0.663770318031311,8
423,423,0.9338019490242004,1,1,0.9483700394630432,0
424,424,0.4741957485675812,1,0,0.47823143005371094,2
425,425,0.9329270720481873,1,1,0.9535783529281616,9
426,426,0.397651344537735,0,0,0.41819846630096436,5
427,427,0.3348502814769745,1,0,0.35382845997810364,4
428,428,0.3418932855129242,1,0,0.28135496377944946,0
429,429,0.9149479866027832,1,1,0.94376540184021,6
430,430,0.40403875708580017,1,0,0.38932958245277405,2
431,431,0.6831346154212952,1,1,0.776100218296051,5
432,432,0.35343724489212036,1,0,0.35123077034950256,3
433,433,0.4026593863964081,0,0,0.37022864818573,3
434,434,0.4513932764530182,1,0,0.359282523393631,3
435,435,0.619676947593689,1,1,0.760741114616394,7
436,436,0.5223444700241089,1,0,0.3492588400840759,2
437,437,0.3894781172275543,1,0,0.35301485657691956,5
438,438,0.5780061483383179,1,0,0.504277765750885,3
439,439,0.5282641053199768,0,0,0.3880704939365387,9
440,440,0.9231017827987671,1,1,0.9460240602493286,1
441,441,0.3438500463962555,1,1,0.42510223388671875,4
442,442,0.9138467907905579,1,1,0.9393041729927063,9
443,443,0.7167167663574219,1,1,0.8135690689086914,9
444,444,0.7418328523635864,1,1,0.8264198899269104,5
445,445,0.42369917035102844,1,0,0.4821794629096985,7
446,446,0.27683383226394653,1,0,0.3025166988372803,5
447,447,0.9367402195930481,1,1,0.9483245611190796,0
448,448,0.3748038411140442,1,1,0.5275173783302307,2
449,449,0.6719488501548767,0,1,0.7632066011428833,0
450,450,0.678352952003479,1,1,0.7658149003982544,2
451,451,0.9121284484863281,1,1,0.9576197266578674,9
452,452,0.9314038753509521,1,1,0.9515647888183594,7
453,453,0.4012092351913452,1,0,0.3221348226070404,3
454,454,0.7836114168167114,1,1,0.8400707244873047,9
455,455,0.33413055539131165,0,0,0.4336704909801483,2
456,456,0.5236707329750061,0,0,0.31850501894950867,4
457,457,0.4786534309387207,1,1,0.6714684963226318,5
458,458,0.5240578055381775,0,0,0.3249136805534363,3
459,459,0.5427116751670837,0,0,0.347368985414505,8
460,460,0.8848758339881897,1,1,0.9146974682807922,5
461,461,0.5091186165809631,1,1,0.5778341293334961,6
462,462,0.8745347261428833,1,1,0.9038349390029907,1
463,463,0.35662052035331726,1,0,0.34031301736831665,4
464,464,0.38465064764022827,1,1,0.42985957860946655,3
465,465,0.4579002857208252,1,0,0.5502496957778931,4
466,466,0.8264920115470886,1,1,0.8892416954040527,4
467,467,0.8875618577003479,1,1,0.9137608408927917,3
468,468,0.6351225972175598,1,1,0.7460260391235352,7
469,469,0.7014185190200806,1,1,0.7701278328895569,8
470,470,0.4189149737358093,0,0,0.30621176958084106,5
471,471,0.43946224451065063,1,0,0.5987078547477722,7
472,472,0.858572244644165,1,1,0.8970790505409241,8
473,473,0.513437807559967,1,0,0.5288189053535461,0
474,474,0.6302244663238525,1,1,0.6958035230636597,5
475,475,0.8276558518409729,1,1,0.8828945755958557,7
476,476,0.4565514028072357,1,0,0.47096145153045654,6
477,477,0.5499688386917114,1,0,0.5467855334281921,0
478,478,0.38719451427459717,1,1,0.496334046125412,5
479,479,0.47626015543937683,1,1,0.5253604650497437,4
480,480,0.6091463565826416,0,0,0.3486737012863159,9
481,481,0.8136748671531677,1,1,0.8491843342781067,6
482,482,0.7071017026901245,1,1,0.7651644349098206,8
483,483,0.3432428538799286,0,0,0.3264721930027008,2
484,484,0.7504091858863831,1,1,0.7990567684173584,5
485,485,0.5182127952575684,0,0,0.39171266555786133,8
486,486,0.8597580790519714,1,1,0.9035706520080566,9
487,487,0.8492634296417236,1,1,0.9189605116844177,9
488,488,0.464006632566452,0,0,0.2823455333709717,4
489,489,0.6821118593215942,1,1,0.759946346282959,0
490,490,0.9551941752433777,1,1,0.967538058757782,1
