,sample_idx,Gowal2020Uncovering_28_10_extra_adv_conf1_255,Gowal2020Uncovering_28_10_extra_adv_conf2_255,Gowal2020Uncovering_28_10_extra_adv_conf4_255,Gowal2020Uncovering_28_10_extra_is_acc,Gowal2020Uncovering_28_10_extra_is_rob1_255,Gowal2020Uncovering_28_10_extra_is_rob2_255,Gowal2020Uncovering_28_10_extra_is_rob4_255,Gowal2020Uncovering_28_10_extra_nat_conf,Gowal2020Uncovering_28_10_extra_pred
61,61,0.2541465163230896,0.2526272237300873,0.2860542833805084,0,1,0,0,0.2636050283908844,5
62,62,0.6164172887802124,0.6102498769760132,0.5979313850402832,1,1,1,1,0.6224616169929504,6
63,63,0.421726793050766,0.3872304856777191,0.3666433095932007,0,1,1,0,0.4536876678466797,9
64,64,0.4345177710056305,0.4231261610984802,0.39806607365608215,1,1,1,1,0.4447900950908661,6
65,65,0.3036540746688843,0.2959146797657013,0.3232938051223755,1,1,1,0,0.3105241060256958,2
66,66,0.7489179372787476,0.7449049949645996,0.7351065874099731,1,1,1,1,0.7524789571762085,1
67,67,0.8276738524436951,0.8239337801933289,0.815813422203064,1,1,1,1,0.8312784433364868,2
68,68,0.3538363873958588,0.34220507740974426,0.3163723945617676,1,1,1,1,0.3649750351905823,3
69,69,0.5767586827278137,0.5519999265670776,0.48573964834213257,1,1,1,1,0.5971301794052124,7
70,70,0.3212035596370697,0.31265461444854736,0.2919233441352844,1,1,1,1,0.32789045572280884,2
71,71,0.3779788911342621,0.3583367168903351,0.3235311806201935,1,1,1,1,0.3978300094604492,6
72,72,0.7890670299530029,0.7827135920524597,0.7701877355575562,1,1,1,1,0.7949507236480713,8
73,73,0.7782379388809204,0.7723927497863771,0.7602708339691162,1,1,1,1,0.7835492491722107,8
74,74,0.6089193224906921,0.59400874376297,0.5498179197311401,1,1,1,1,0.6205112338066101,0
75,75,0.5677860379219055,0.5639784932136536,0.5552899837493896,1,1,1,1,0.5711224675178528,2
76,76,0.7675065398216248,0.7616097331047058,0.7473405599594116,1,1,1,1,0.7727950811386108,9
77,77,0.5328288674354553,0.517781674861908,0.480191707611084,1,1,1,1,0.5453951358795166,3
78,78,0.3801741898059845,0.3686707317829132,0.3437757194042206,1,1,1,1,0.39065006375312805,3
79,79,0.8738447427749634,0.8706559538841248,0.8638917207717896,1,1,1,1,0.8768779039382935,8
80,80,0.6698331236839294,0.6562968492507935,0.6206050515174866,1,1,1,1,0.6814349293708801,8
81,81,0.5486728549003601,0.5245540738105774,0.4733256697654724,1,1,1,1,0.5715821385383606,1
82,82,0.8841426968574524,0.8827346563339233,0.8797361850738525,1,1,1,1,0.8853400945663452,1
83,83,0.8326658606529236,0.8281803131103516,0.8195850849151611,1,1,1,1,0.8369243144989014,7
84,84,0.7945594191551208,0.7869758009910583,0.7694229483604431,1,1,1,1,0.8013312816619873,2
85,85,0.5454888939857483,0.5202769637107849,0.46529313921928406,0,1,1,1,0.5682836174964905,7
86,86,0.8246548175811768,0.8136226534843445,0.7843683958053589,1,1,1,1,0.8342334628105164,2
87,87,0.3500469028949737,0.3762340545654297,0.440419465303421,1,0,0,0,0.33699652552604675,7
88,88,0.7473474144935608,0.7429144978523254,0.7329002618789673,1,1,1,1,0.7513980865478516,8
89,89,0.8232932090759277,0.8164453506469727,0.800809383392334,1,1,1,1,0.8295031785964966,9
90,90,0.7926189303398132,0.7853125333786011,0.7670471668243408,1,1,1,1,0.7987177968025208,0
91,91,0.26517733931541443,0.25668612122535706,0.27630019187927246,1,1,1,0,0.272861510515213,3
92,92,0.8913343548774719,0.8895969390869141,0.8858436346054077,1,1,1,1,0.8930253982543945,8
93,93,0.5189565420150757,0.512911856174469,0.5010497570037842,1,1,1,1,0.5246831774711609,6
94,94,0.3647960424423218,0.35983994603157043,0.347351998090744,1,1,1,1,0.3691292107105255,4
95,95,0.3610854744911194,0.3531759977340698,0.33483263850212097,1,1,1,1,0.36800074577331543,6
96,96,0.5929642915725708,0.5879576206207275,0.5772567987442017,1,1,1,1,0.5979612469673157,6
97,97,0.5569599866867065,0.5335007309913635,0.4917067587375641,1,1,1,1,0.5751588940620422,0
98,98,0.9548263549804688,0.954386293888092,0.9534086585044861,1,1,1,1,0.9553000330924988,0
99,99,0.8135401606559753,0.8100259900093079,0.800560474395752,1,1,1,1,0.8165918588638306,7
100,100,0.2848406434059143,0.27674031257629395,0.25363197922706604,1,1,1,1,0.29144832491874695,4
101,101,0.3985143303871155,0.392318606376648,0.3788245618343353,1,1,1,1,0.4043307602405548,5
102,102,0.7362431287765503,0.7317208647727966,0.7220383286476135,1,1,1,1,0.7405049800872803,6
103,103,0.5583847761154175,0.5550050139427185,0.5456694960594177,1,1,1,1,0.561808168888092,3
104,104,0.9096696972846984,0.9072286486625672,0.9019055366516113,1,1,1,1,0.9120884537696838,1
105,105,0.9011380076408386,0.8984735012054443,0.8926751613616943,1,1,1,1,0.9036654233932495,1
106,106,0.33027875423431396,0.32363250851631165,0.3055238127708435,1,1,1,1,0.3358929753303528,3
107,107,0.5510909557342529,0.5431929230690002,0.5246137380599976,1,1,1,1,0.5583116412162781,6
108,108,0.7587234973907471,0.7506045699119568,0.7301996946334839,1,1,1,1,0.765901505947113,8
109,109,0.8529363870620728,0.8492600917816162,0.8413751721382141,1,1,1,1,0.8564819693565369,7
110,110,0.4410170912742615,0.43369260430336,0.41499024629592896,1,1,1,1,0.4465406835079193,4
111,111,0.8654282093048096,0.8624516129493713,0.8557236790657043,1,1,1,1,0.8681862950325012,0
112,112,0.3676359951496124,0.3808178305625916,0.4303411543369293,1,1,0,0,0.3901717960834503,6
113,113,0.5008399486541748,0.4897312223911285,0.4686301350593567,1,1,1,1,0.5100780129432678,2
114,114,0.8487995862960815,0.8413882255554199,0.8232994675636292,1,1,1,1,0.8554502129554749,1
115,115,0.6011701226234436,0.5907027125358582,0.5670185685157776,1,1,1,1,0.6110029220581055,3
116,116,0.7938082814216614,0.7844750881195068,0.7643753290176392,1,1,1,1,0.8026561737060547,0
117,117,0.4172968864440918,0.4060122966766357,0.3791932761669159,1,1,1,1,0.42721572518348694,4
118,118,0.22452354431152344,0.2358166575431824,0.2642948627471924,0,1,0,0,0.22685441374778748,3
119,119,0.4565028250217438,0.416628360748291,0.33059728145599365,1,1,1,1,0.4915792942047119,7
120,120,0.5935014486312866,0.5673799514770508,0.4993368983268738,1,1,1,1,0.6145049929618835,8
121,121,0.4442200064659119,0.434211939573288,0.41282975673675537,0,1,1,1,0.4546111226081848,4
122,122,0.755380392074585,0.7490314841270447,0.734563946723938,1,1,1,1,0.7612587809562683,1
123,123,0.6805652379989624,0.6739355325698853,0.6599997282028198,1,1,1,1,0.6866852045059204,2
124,124,0.6916632056236267,0.6806171536445618,0.6532264351844788,1,1,1,1,0.7014673352241516,8
125,125,0.2735392153263092,0.2741182446479797,0.27160629630088806,0,1,1,1,0.27151718735694885,6
126,126,0.4572091698646546,0.4543167352676392,0.44246232509613037,1,1,1,1,0.45892688632011414,8
127,127,0.3926376104354857,0.3886619806289673,0.37024956941604614,1,1,1,1,0.3922916650772095,3
128,128,0.3221461772918701,0.31479328870773315,0.34558218717575073,1,1,1,0,0.32804980874061584,5
129,129,0.5320277810096741,0.517427921295166,0.47765758633613586,1,1,1,1,0.5439462065696716,2
130,130,0.5477672815322876,0.5427019596099854,0.5266014337539673,1,1,1,1,0.5517532229423523,4
131,131,0.9808202981948853,0.980134665966034,0.9786086678504944,1,1,1,1,0.9815015196800232,1
132,132,0.4563150405883789,0.4383212625980377,0.38639307022094727,1,1,1,1,0.4710334241390228,8
133,133,0.9223241209983826,0.9206555485725404,0.9169800877571106,1,1,1,1,0.9239194989204407,9
134,134,0.7534047961235046,0.7494223117828369,0.7390514016151428,1,1,1,1,0.7569323778152466,1
135,135,0.5136831402778625,0.493280291557312,0.4490460157394409,1,1,1,1,0.5326690077781677,2
136,136,0.8215613365173341,0.8187040090560913,0.8118763566017151,1,1,1,1,0.8240818977355957,9
137,137,0.7299096584320068,0.7217371463775635,0.7034175992012024,1,1,1,1,0.7379045486450195,7
138,138,0.4829013049602509,0.4738026261329651,0.454553484916687,1,1,1,1,0.491353839635849,2
139,139,0.4610270857810974,0.4398810863494873,0.4057120084762573,0,1,1,1,0.48525169491767883,8
140,140,0.3144294321537018,0.3051825165748596,0.2843751311302185,1,1,1,1,0.3218978941440582,6
141,141,0.769649863243103,0.765476405620575,0.7567163109779358,1,1,1,1,0.7734814286231995,5
142,142,0.7852330803871155,0.7778340578079224,0.7606687545776367,1,1,1,1,0.7926414608955383,6
143,143,0.4046621322631836,0.3923612833023071,0.359061062335968,1,1,1,1,0.41367220878601074,3
144,144,0.8357283473014832,0.8315036296844482,0.8222302198410034,1,1,1,1,0.8396360278129578,8
145,145,0.5685818791389465,0.5392538905143738,0.4664008915424347,1,1,1,1,0.5937768220901489,7
146,146,0.5814312100410461,0.5723084211349487,0.5505411624908447,1,1,1,1,0.5898042917251587,6
147,147,0.6294556260108948,0.6012431383132935,0.5391062498092651,0,1,1,1,0.654508650302887,5
148,148,0.7578794956207275,0.7535575032234192,0.7425860166549683,1,1,1,1,0.7616444230079651,5
149,149,0.713598370552063,0.7105885148048401,0.7042702436447144,1,1,1,1,0.7162108421325684,2
150,150,0.7434521317481995,0.7399110198020935,0.7317428588867188,1,1,1,1,0.7469035983085632,8
151,151,0.6436429023742676,0.6344969272613525,0.609514057636261,1,1,1,1,0.6514103412628174,9
152,152,0.3814697265625,0.3736625611782074,0.35455024242401123,1,1,1,1,0.3872506022453308,6
153,153,0.8050962090492249,0.7990483045578003,0.7857877612113953,1,1,1,1,0.810977041721344,0
154,154,0.7422948479652405,0.7316154241561891,0.7090209126472473,1,1,1,1,0.7520605325698853,0
155,155,0.4079298675060272,0.3917615413665772,0.35631829500198364,1,1,1,1,0.42284315824508667,5
156,156,0.5791425108909607,0.5521852374076843,0.48701050877571106,1,1,1,1,0.6009929180145264,2
157,157,0.8502610325813293,0.8452326059341431,0.8338536024093628,1,1,1,1,0.8548884391784668,9
158,158,0.2798910140991211,0.2694817781448364,0.2886447310447693,1,1,1,0,0.28964248299598694,5
159,159,0.6767549514770508,0.6706505417823792,0.6560373306274414,1,1,1,1,0.6825900673866272,4
160,160,0.9155706763267516,0.913791000843048,0.9099276065826416,1,1,1,1,0.9173467755317688,2
161,161,0.7943913340568542,0.7903627157211304,0.7806680798530579,1,1,1,1,0.7977740168571472,1
162,162,0.2581224739551544,0.2418326288461685,0.26273390650749207,1,1,1,0,0.2742272913455963,6
163,163,0.4073340892791748,0.39146146178245533,0.35757431387901306,1,1,1,1,0.4227137863636017,6
164,164,0.5306974053382874,0.5165202021598816,0.48113587498664856,0,1,1,1,0.5426647663116455,0
165,165,0.30104684829711914,0.34347209334373474,0.4261274039745331,1,0,0,0,0.30269855260849,4
166,166,0.7787949442863464,0.7707940340042114,0.7525324821472168,1,1,1,1,0.7861043810844421,8
167,167,0.3334692716598511,0.3469642102718353,0.37122616171836853,0,0,0,0,0.3224378526210785,6
168,168,0.42321154475212097,0.4151841998100281,0.3946540653705597,1,1,1,1,0.4302007257938385,5
169,169,0.5278266072273254,0.5057646036148071,0.45482540130615234,1,1,1,1,0.5474882125854492,0
170,170,0.8407679200172424,0.8379288315773009,0.8317195177078247,1,1,1,1,0.8434650301933289,9
171,171,0.5973066687583923,0.5711683034896851,0.505673885345459,1,1,1,1,0.6189637780189514,9
172,172,0.3546379506587982,0.3521088659763336,0.3362235426902771,1,1,1,1,0.352853924036026,9
173,173,0.7459763288497925,0.7424252033233643,0.7327673435211182,1,1,1,1,0.7489141821861267,8
174,174,0.7987403869628906,0.7942968606948853,0.7850467562675476,1,1,1,1,0.8029460906982422,9
175,175,0.8931765556335449,0.8912118077278137,0.8870293498039246,1,1,1,1,0.8951416015625,9
176,176,0.5513581037521362,0.5469982624053955,0.5373805165290833,1,1,1,1,0.5549648404121399,3
177,177,0.4632076025009155,0.4587422311306,0.4485684037208557,1,1,1,1,0.46702635288238525,7
178,178,0.2359547913074493,0.2533392012119293,0.28973862528800964,1,0,0,0,0.23639780282974243,5
179,179,0.7640641927719116,0.7575333714485168,0.7435216903686523,1,1,1,1,0.7703927159309387,0
180,180,0.9223888516426086,0.9196124076843262,0.9138190150260925,1,1,1,1,0.925055742263794,0
181,181,0.669658362865448,0.6607832908630371,0.6402831077575684,1,1,1,1,0.6779658794403076,5
182,182,0.5762059688568115,0.5686424374580383,0.5522379875183105,1,1,1,1,0.5833196043968201,2
183,183,0.34254398941993713,0.3332737684249878,0.3119341731071472,1,1,1,1,0.3516550660133362,2
184,184,0.4873899519443512,0.4804221093654633,0.46069180965423584,1,1,1,1,0.4931268095970154,3
185,185,0.8010790348052979,0.79841148853302,0.7919653654098511,1,1,1,1,0.803473711013794,8
186,186,0.4708646535873413,0.4600646495819092,0.4380144774913788,1,1,1,1,0.48144516348838806,6
187,187,0.3190373778343201,0.2990623116493225,0.2573060095310211,1,1,1,1,0.337558388710022,3
188,188,0.7064040899276733,0.6906277537345886,0.655155599117279,1,1,1,1,0.720792293548584,4
189,189,0.6134575009346008,0.6013534069061279,0.575531542301178,1,1,1,1,0.6249393224716187,0
190,190,0.5883036255836487,0.578850507736206,0.5568920969963074,1,1,1,1,0.596744179725647,5
191,191,0.4227280914783478,0.3880017995834351,0.30650416016578674,1,1,1,1,0.4529778063297272,8
192,192,0.4334525465965271,0.4042831361293793,0.3402960002422333,1,1,1,1,0.4602985084056854,0
193,193,0.8215845823287964,0.815871000289917,0.80103999376297,1,1,1,1,0.8266093730926514,1
194,194,0.4546398520469666,0.4443376064300537,0.42271071672439575,1,1,1,1,0.4648059010505676,7
195,195,0.2708704173564911,0.2645251750946045,0.27326735854148865,1,1,1,0,0.27678635716438293,2
196,196,0.7807587385177612,0.7769176959991455,0.7682581543922424,1,1,1,1,0.7843919396400452,8
197,197,0.6394914984703064,0.6199727058410645,0.5741837620735168,1,1,1,1,0.6563724279403687,8
198,198,0.8214304447174072,0.8175482749938965,0.8099353313446045,1,1,1,1,0.825325071811676,7
199,199,0.6142705678939819,0.5922722816467285,0.5337764024734497,1,1,1,1,0.6326906085014343,8
200,200,0.4642092287540436,0.4537171721458435,0.43116867542266846,1,1,1,1,0.47428685426712036,5
201,201,0.4438272714614868,0.42550763487815857,0.38336116075515747,1,1,1,1,0.4598010182380676,1
202,202,0.7547752261161804,0.7493399977684021,0.7375454902648926,1,1,1,1,0.7599521279335022,8
203,203,0.7793108224868774,0.7603861093521118,0.7254036068916321,1,1,1,1,0.7966514229774475,7
204,204,0.788413405418396,0.7824205160140991,0.7695286273956299,1,1,1,1,0.7940322160720825,1
205,205,0.5067464113235474,0.5039971470832825,0.4954986572265625,1,1,1,1,0.5088263750076294,3
206,206,0.6493095755577087,0.6381255984306335,0.615197479724884,1,1,1,1,0.6601278185844421,0
207,207,0.4966363310813904,0.4873379170894623,0.4660727083683014,1,1,1,1,0.5053308010101318,5
208,208,0.790000319480896,0.7838552594184875,0.7707754373550415,1,1,1,1,0.7958566546440125,7
209,209,0.6983463764190674,0.6769171953201294,0.6189621686935425,1,1,1,1,0.7166426777839661,9
210,210,0.3719047904014587,0.3482995927333832,0.28932246565818787,1,1,1,1,0.39105528593063354,7
211,211,0.645190954208374,0.6357532143592834,0.6126464009284973,1,1,1,1,0.6530905365943909,4
212,212,0.854028582572937,0.8451404571533203,0.8227623701095581,1,1,1,1,0.861797571182251,5
213,213,0.314859002828598,0.3566800653934479,0.44014227390289307,1,0,0,0,0.3241809606552124,9
214,214,0.6004889011383057,0.5926777720451355,0.5735136270523071,1,1,1,1,0.6071057915687561,8
215,215,0.9009149074554444,0.8933379650115967,0.8725133538246155,1,1,1,1,0.9071782231330872,0
216,216,0.8685468435287476,0.8668083548545837,0.8632465600967407,1,1,1,1,0.8702435493469238,7
217,217,0.8445952534675598,0.8388794064521791,0.8264089822769165,1,1,1,1,0.8498817086219788,9
218,218,0.2891974449157715,0.2735298573970795,0.3156338930130005,0,1,1,0,0.3055684566497803,0
219,219,0.4979281723499298,0.4916475117206574,0.47681933641433716,1,1,1,1,0.5034698247909546,2
220,220,0.7565943598747253,0.7507153153419495,0.7379629611968994,1,1,1,1,0.7623087167739868,7
221,221,0.3026486337184906,0.2956700325012207,0.277742475271225,1,1,1,1,0.3085472583770752,6
222,222,0.8504121899604797,0.8461623191833496,0.836908221244812,1,1,1,1,0.8541775941848755,9
223,223,0.3431161940097809,0.3301580846309662,0.3547326326370239,1,1,1,0,0.35513222217559814,4
224,224,0.22321948409080505,0.2444029152393341,0.28263312578201294,0,0,0,0,0.2163025587797165,9
225,225,0.7816344499588013,0.768932044506073,0.7338349223136902,1,1,1,1,0.7921577095985413,9
226,226,0.2798534035682678,0.27541011571884155,0.2632997930049896,0,1,1,1,0.2837677299976349,4
227,227,0.5129818916320801,0.5047777891159058,0.4850739538669586,1,1,1,1,0.5207480788230896,4
228,228,0.6083661913871765,0.5960088968276978,0.564615786075592,1,1,1,1,0.619213342666626,7
229,229,0.2592361867427826,0.2480916231870651,0.2663918137550354,1,1,1,0,0.26935040950775146,6
230,230,0.8842548131942749,0.882531464099884,0.8790098428726196,1,1,1,1,0.8858761191368103,5
231,231,0.961683988571167,0.9608889818191528,0.9591612815856934,1,1,1,1,0.9624700546264648,1
232,232,0.5658467411994934,0.5462880730628967,0.5041567087173462,1,1,1,1,0.5843728184700012,5
233,233,0.39862921833992,0.368125855922699,0.3445303738117218,1,1,1,0,0.4214443862438202,8
234,234,0.7052489519119263,0.6923162341117859,0.654129683971405,1,1,1,1,0.7159350514411926,8
235,235,0.9357966780662536,0.9348322749137878,0.9327784180641174,1,1,1,1,0.9367232918739319,0
236,236,0.5213105082511902,0.511243999004364,0.4901777505874634,1,1,1,1,0.530984103679657,4
237,237,0.3877742290496826,0.34449976682662964,0.31223469972610474,0,1,1,0,0.43184694647789,7
238,238,0.4150829017162323,0.3962377309799193,0.3535540699958801,1,1,1,1,0.4317019581794739,5
239,239,0.8078938126564026,0.8038916587829591,0.7952594757080078,1,1,1,1,0.8118495345115662,5
240,240,0.9054597020149232,0.9045234918594359,0.902585506439209,1,1,1,1,0.9063575863838196,1
241,241,0.7539374828338623,0.7487988471984863,0.7366421818733215,1,1,1,1,0.7584999203681946,1
242,242,0.20861747860908508,0.20040957629680636,0.2446579933166504,1,1,1,0,0.21507632732391357,8
243,243,0.7773813009262085,0.7703716158866882,0.7538092136383057,1,1,1,1,0.7842546105384827,9
244,244,0.8687042593955994,0.8656176328659058,0.8593029975891113,1,1,1,1,0.8717210292816162,0
245,245,0.3743649423122406,0.3492531478404999,0.40768641233444214,1,1,1,0,0.3982759714126587,3
246,246,0.7861746549606323,0.7791698575019836,0.7633718252182007,1,1,1,1,0.7925270795822144,1
247,247,0.5832830667495728,0.5767942667007446,0.5601779222488403,0,1,1,1,0.589028000831604,8
248,248,0.7775411009788513,0.7691483497619629,0.7495523691177368,1,1,1,1,0.7850870490074158,2
249,249,0.3629510402679443,0.34550410509109497,0.32850974798202515,1,1,1,0,0.38029244542121887,2
250,250,0.530315101146698,0.5207467079162598,0.49989691376686096,1,1,1,1,0.5383573174476624,5
251,251,0.5272977352142334,0.5091719627380371,0.46830499172210693,1,1,1,1,0.5437560081481934,3
252,252,0.8485186100006104,0.8461729288101196,0.8409253358840942,1,1,1,1,0.8507128357887268,9
253,253,0.6134679317474365,0.6039913892745972,0.5891933441162109,1,1,1,1,0.6225860118865967,9
254,254,0.2529502213001251,0.268023282289505,0.2984970211982727,0,0,0,0,0.2507772743701935,6
255,255,0.6728227138519287,0.637489378452301,0.5572829246520996,1,1,1,1,0.7025105953216553,0
256,256,0.43519774079322815,0.41946229338645935,0.3755757212638855,1,1,1,1,0.44846588373184204,3
257,257,0.861220121383667,0.8589736819267273,0.8540241718292236,1,1,1,1,0.8633952140808105,0
258,258,0.4649078249931336,0.4367271065711975,0.539478600025177,1,1,0,0,0.5034862160682678,0
259,259,0.7090886235237122,0.7055690288543701,0.6976155638694763,1,1,1,1,0.7123652696609497,9
260,260,0.618245542049408,0.596575140953064,0.5408013463020325,1,1,1,1,0.6370858550071716,8
261,261,0.6505829691886902,0.6334484219551086,0.5880155563354492,1,1,1,1,0.6655306816101074,1
262,262,0.4538156390190125,0.4336255192756653,0.3823472857475281,1,1,1,1,0.4703356623649597,5
263,263,0.2734668552875519,0.2608092427253723,0.23541003465652466,1,1,1,0,0.2845402657985687,7
264,264,0.40453478693962097,0.3802969455718994,0.3395928144454956,0,1,1,0,0.42854437232017517,8
265,265,0.6209714412689209,0.6043277382850647,0.5655129551887512,1,1,1,1,0.6357719898223877,8
266,266,0.24476635456085205,0.2631931006908417,0.3274500072002411,1,1,0,0,0.2760544419288635,2
267,267,0.7841616272926331,0.7784470319747925,0.7663854956626892,1,1,1,1,0.7896478176116943,4
268,268,0.6749092936515808,0.6683510541915894,0.6546236276626587,1,1,1,1,0.6814159750938416,7
269,269,0.3580329120159149,0.33179381489753723,0.41973307728767395,0,1,1,0,0.3817978799343109,6
270,270,0.28703492879867554,0.2889581322669983,0.31700432300567627,1,1,0,0,0.2962803542613983,2
271,271,0.3544981777667999,0.34209349751472473,0.3836667537689209,0,1,0,0,0.3678586483001709,5
