,sample_idx,resnet50_cifar10_trades2_255_adv_conf1_255,resnet50_cifar10_trades2_255_adv_conf2_255,resnet50_cifar10_trades2_255_is_acc,resnet50_cifar10_trades2_255_is_rob1_255,resnet50_cifar10_trades2_255_is_rob2_255,resnet50_cifar10_trades2_255_nat_conf,resnet50_cifar10_trades2_255_pred
37,37,0.7118807435035706,0.52271968126297,1,1,0,0.8664795160293579,1
38,38,0.9987950325012207,0.9984398484230042,1,1,1,0.9990310668945312,9
39,39,0.992484986782074,0.9895573258399964,1,1,1,0.994482159614563,5
40,40,0.9855894446372986,0.9756996631622314,1,1,1,0.9910354614257812,4
41,41,0.9873380661010742,0.9839696884155272,1,1,1,0.9899084568023682,6
42,42,0.992175281047821,0.9896528124809264,1,1,1,0.9939197301864624,5
43,43,0.8576305508613586,0.7978107333183289,1,1,1,0.8974162340164185,6
44,44,0.9974700212478638,0.9961954355239868,1,1,1,0.9981254935264587,0
45,45,0.9989295601844788,0.9985983967781068,1,1,1,0.9991796612739563,9
46,46,0.7911313772201538,0.7207488417625427,1,1,1,0.8460844159126282,3
47,47,0.4387127459049225,0.41399601101875305,1,1,0,0.6066363453865051,9
48,48,0.9000943303108215,0.8640084862709045,1,1,1,0.9246655106544495,7
49,49,0.576282262802124,0.4682669043540954,1,1,0,0.7213999032974243,6
50,50,0.994655966758728,0.9927444458007812,1,1,1,0.9958736300468445,9
51,51,0.8283200860023499,0.715898334980011,1,1,1,0.9040622115135193,8
52,52,0.471971720457077,0.6476678252220154,1,0,0,0.37110820412635803,0
53,53,0.46083560585975647,0.6034808158874512,0,0,0,0.5914623141288757,5
54,54,0.9980474710464478,0.9973921775817872,1,1,1,0.9985079169273376,8
55,55,0.8166490793228149,0.6188825964927673,1,1,1,0.9112246036529541,8
56,56,0.9509617686271667,0.9196096062660216,1,1,1,0.9698532819747925,7
57,57,0.6853422522544861,0.5823540687561035,0,1,1,0.7659307718276978,5
58,58,0.3251601755619049,0.4193150997161865,0,0,0,0.3753868043422699,3
59,59,0.43894028663635254,0.43926262855529785,0,1,0,0.49006006121635437,3
60,60,0.9801988005638123,0.9762752652168274,1,1,1,0.9833954572677612,7
61,61,0.4923499822616577,0.4937390089035034,1,1,0,0.5749897956848145,3
62,62,0.975182294845581,0.968483865261078,1,1,1,0.9799096584320068,6
63,63,0.7173910140991211,0.5498358011245728,0,1,1,0.8286840915679932,9
64,64,0.801572859287262,0.6953167319297789,1,1,1,0.867618978023529,6
65,65,0.5936547517776489,0.5157750844955444,1,1,1,0.660065233707428,2
66,66,0.9577655792236328,0.9140913486480712,1,1,1,0.9773818850517273,1
67,67,0.9923457503318787,0.9880828261375428,1,1,1,0.9950762391090393,2
68,68,0.905244767665863,0.8552466630935669,1,1,1,0.9349237680435181,3
69,69,0.6508727073669434,0.5982366800308228,1,1,0,0.8282627463340759,7
70,70,0.3912229537963867,0.5489138960838318,1,1,0,0.4857681095600128,2
71,71,0.8198695182800293,0.6863058805465698,1,1,1,0.8953104615211487,6
72,72,0.9907220602035522,0.9869428873062134,1,1,1,0.9934130311012268,8
73,73,0.9961041212081909,0.9951881170272828,1,1,1,0.9968427419662476,8
74,74,0.5041555166244507,0.7430565357208252,1,0,0,0.707276463508606,0
75,75,0.9832557439804077,0.9792390465736388,1,1,1,0.9861131310462952,2
76,76,0.7933347821235657,0.6567148566246033,1,1,1,0.8866705894470215,9
77,77,0.8594539165496826,0.781600832939148,1,1,1,0.9068921208381653,3
78,78,0.8075076341629028,0.7282490730285645,1,1,1,0.8628894090652466,3
79,79,0.9994712471961975,0.9992000460624696,1,1,1,0.999642014503479,8
80,80,0.914739727973938,0.8498452305793762,1,1,1,0.9510244131088257,8
81,81,0.687317430973053,0.5824059247970581,1,1,1,0.7746723294258118,1
82,82,0.9996798038482666,0.99963116645813,1,1,1,0.9997195601463318,1
83,83,0.9961270689964294,0.99424946308136,1,1,1,0.9973297119140625,7
84,84,0.9909117221832275,0.9862550497055054,1,1,1,0.9937991499900818,2
85,85,0.8447141051292419,0.7602574229240417,0,1,1,0.9005487561225891,7
86,86,0.4318437874317169,0.5812562704086304,1,0,0,0.4384891092777252,2
87,87,0.7199042439460754,0.600151002407074,0,1,1,0.8073639273643494,3
88,88,0.9952118396759033,0.993585765361786,1,1,1,0.9963563680648804,8
89,89,0.9950863718986511,0.9928889274597168,1,1,1,0.9964912533760071,9
90,90,0.9961243271827698,0.9899187088012696,1,1,1,0.9973033666610718,0
91,91,0.7514747381210327,0.6574075818061829,1,1,1,0.8198403120040894,3
92,92,0.9986400008201599,0.9975572824478148,1,1,1,0.9992140531539917,8
93,93,0.9521679282188416,0.94212007522583,1,1,1,0.9605342745780945,6
94,94,0.8057265877723694,0.7501191496849059,1,1,1,0.8418294191360474,4
95,95,0.7239431142807007,0.6168637871742249,1,1,1,0.7998664975166321,6
96,96,0.9356667399406433,0.892717182636261,1,1,1,0.9588207006454468,6
97,97,0.8794385194778442,0.8723067045211792,1,1,1,0.884188711643219,0
98,98,0.9996680021286011,0.999619960784912,1,1,1,0.9997071623802185,0
99,99,0.9998313188552856,0.9997978806495668,1,1,1,0.999858021736145,7
100,100,0.7220640778541565,0.64408940076828,1,1,1,0.7767084240913391,4
101,101,0.814714789390564,0.7574920654296875,1,1,1,0.8542172312736511,5
102,102,0.9946432113647461,0.9927922487258912,1,1,1,0.9956978559494019,6
103,103,0.9645794630050659,0.9575231075286864,1,1,1,0.9702513813972473,3
104,104,0.9984593391418457,0.9981563687324524,1,1,1,0.9987053871154785,1
105,105,0.9997816681861877,0.9997465014457704,1,1,1,0.999811589717865,1
106,106,0.6070984601974487,0.5617539882659912,1,1,1,0.6430072784423828,3
107,107,0.962297260761261,0.956064999103546,1,1,1,0.9685966968536377,6
108,108,0.9906554818153381,0.9845618605613708,1,1,1,0.9939675331115723,8
109,109,0.9976097345352173,0.9971203804016112,1,1,1,0.9979798197746277,7
110,110,0.6544244289398193,0.56574547290802,1,1,1,0.7289476990699768,4
111,111,0.9849128127098083,0.9653775691986084,1,1,1,0.9936060905456543,0
112,112,0.7512918710708618,0.6403299570083618,1,1,1,0.8167147040367126,6
113,113,0.8802304863929749,0.8037306666374207,1,1,1,0.9230902194976807,2
114,114,0.9683144688606262,0.9418778419494628,1,1,1,0.9808947443962097,1
115,115,0.9155227541923523,0.8849748969078064,1,1,1,0.9358819127082825,3
116,116,0.9856659770011902,0.9793086647987366,1,1,1,0.9899017810821533,0
117,117,0.9358606934547424,0.9075555801391602,1,1,1,0.9543988108634949,4
118,118,0.909756064414978,0.8811473250389099,0,1,1,0.9296120405197144,3
119,119,0.7232646346092224,0.5717536807060242,1,1,1,0.830656886100769,7
120,120,0.8386848568916321,0.6654734015464783,1,1,1,0.9239314198493958,8
121,121,0.3704843819141388,0.4718122184276581,1,0,0,0.4404357373714447,3
122,122,0.9975065588951111,0.9965740442276,1,1,1,0.9981310963630676,1
123,123,0.9996345043182373,0.9995346069335938,1,1,1,0.999716579914093,2
124,124,0.9809369444847107,0.958970308303833,1,1,1,0.9905956983566284,8
125,125,0.37893471121788025,0.4677776992321014,1,1,0,0.46635836362838745,0
126,126,0.9669457077980042,0.9389591217041016,1,1,1,0.9799636006355286,8
127,127,0.6638316512107849,0.5298101902008057,1,1,1,0.7861379981040955,3
128,128,0.6036766767501831,0.5233491063117981,0,1,1,0.6793535947799683,3
129,129,0.9612958431243896,0.9285100102424622,1,1,1,0.9772306084632874,2
130,130,0.9428998231887817,0.9089148640632628,1,1,1,0.9599019289016724,4
131,131,0.999845027923584,0.9998047947883606,1,1,1,0.9998750686645508,1
132,132,0.9757911562919617,0.9606605768203736,1,1,1,0.9843201637268066,8
133,133,0.9997974038124084,0.9997509121894836,1,1,1,0.9998337030410767,9
134,134,0.9802265167236328,0.9764644503593444,1,1,1,0.9826323986053467,1
135,135,0.9362456798553467,0.8949729204177856,1,1,1,0.9601920247077942,2
136,136,0.9979475140571594,0.9970561265945436,1,1,1,0.9985330104827881,9
137,137,0.9974164962768555,0.9964162111282348,1,1,1,0.9980478286743164,7
138,138,0.8797001838684082,0.8477228879928589,1,1,1,0.9041737914085388,2
139,139,0.789991557598114,0.6989471912384033,0,1,1,0.861372709274292,8
140,140,0.882256269454956,0.8327797055244446,1,1,1,0.9085632562637329,6
141,141,0.9735841155052185,0.9595093131065368,1,1,1,0.9827510714530945,5
142,142,0.9685109853744507,0.9446167945861816,1,1,1,0.9803486466407776,6
143,143,0.9355226755142212,0.8986262679100037,1,1,1,0.9540707468986511,3
144,144,0.9749950766563416,0.9448893070220948,1,1,1,0.9885021448135376,8
145,145,0.9341906309127808,0.8678593635559082,1,1,1,0.9653892517089844,7
146,146,0.9793285131454468,0.9754694700241088,1,1,1,0.9826168417930603,6
147,147,0.791141152381897,0.6651750802993774,0,1,1,0.8726097941398621,5
148,148,0.38649454712867737,0.597934901714325,1,1,0,0.5600132942199707,5
149,149,0.982147216796875,0.9728325009346008,1,1,1,0.9875319600105286,2
150,150,0.9976553916931152,0.9967982172966005,1,1,1,0.9982613921165466,8
151,151,0.9740486145019531,0.9606884717941284,1,1,1,0.9815264344215393,9
152,152,0.8789696097373962,0.8439345955848694,1,1,1,0.9034819006919861,6
153,153,0.9909889101982117,0.9850910902023317,1,1,1,0.9946269392967224,0
154,154,0.9992307424545288,0.998729169368744,1,1,1,0.9995136260986328,0
155,155,0.9011979103088379,0.8585343956947327,1,1,1,0.9305243492126465,5
156,156,0.9600015878677368,0.9232301712036132,1,1,1,0.976631224155426,2
157,157,0.998890221118927,0.9985232949256896,1,1,1,0.9991492033004761,9
158,158,0.5060906410217285,0.4377071559429169,0,1,1,0.5625708699226379,3
159,159,0.996536135673523,0.9949570298194884,1,1,1,0.9975566864013672,4
160,160,0.9502750635147095,0.9294792413711548,1,1,1,0.9653774499893188,2
161,161,0.9952089190483093,0.9941230416297911,1,1,1,0.9960364699363708,1
162,162,0.510518491268158,0.6647186875343323,1,0,0,0.5537217259407043,6
163,163,0.806788444519043,0.7430816888809204,1,1,1,0.8461014032363892,6
164,164,0.7067239880561829,0.5724809765815735,0,1,1,0.8003770112991333,0
165,165,0.5747388005256653,0.7188143134117126,1,0,0,0.4449698030948639,4
166,166,0.9660073518753052,0.9380558133125304,1,1,1,0.9801321625709534,8
167,167,0.6260849237442017,0.4832141995429993,1,1,1,0.7136157751083374,4
168,168,0.722379744052887,0.5799958109855652,1,1,1,0.8227428793907166,5
169,169,0.937774121761322,0.8559512495994568,1,1,1,0.973321259021759,0
170,170,0.9985015392303467,0.9980079531669616,1,1,1,0.9988418221473694,9
171,171,0.9226452708244324,0.8214703798294067,1,1,1,0.9662594199180603,9
172,172,0.8146679401397705,0.6759930849075317,1,1,1,0.8860085010528564,9
173,173,0.8928512334823608,0.8004029393196106,1,1,1,0.9424059391021729,8
174,174,0.9959542751312256,0.9948797225952148,1,1,1,0.9967184662818909,9
175,175,0.999735414981842,0.9996935129165648,1,1,1,0.9997687935829163,9
176,176,0.8624303340911865,0.7645379304885864,1,1,1,0.9211295247077942,3
177,177,0.8667922019958496,0.8090519309043884,1,1,1,0.9078516960144043,7
178,178,0.5113822221755981,0.4830154180526733,1,1,0,0.5973809361457825,5
179,179,0.9995694756507874,0.999461829662323,1,1,1,0.999645471572876,0
180,180,0.9992244243621826,0.9987574815750122,1,1,1,0.9994890689849854,0
181,181,0.9571619033813477,0.940321147441864,1,1,1,0.9682531952857971,5
182,182,0.978227972984314,0.9723619222640992,1,1,1,0.9824221730232239,2
183,183,0.5237268805503845,0.4117028117179871,1,1,1,0.6202126741409302,2
184,184,0.630321204662323,0.5144413113594055,1,1,0,0.7657246589660645,3
185,185,0.9988657236099243,0.9985938668251038,1,1,1,0.9990733861923218,8
186,186,0.8205934166908264,0.7434632778167725,1,1,1,0.891168475151062,6
187,187,0.5454738140106201,0.4768970012664795,1,1,0,0.6539656519889832,3
188,188,0.4742521047592163,0.4117407202720642,0,1,1,0.5365056991577148,3
189,189,0.6304029226303101,0.5051236152648926,1,1,0,0.7512198090553284,0
190,190,0.8907610774040222,0.8075839877128601,1,1,1,0.9366997480392456,5
191,191,0.9096302390098572,0.8615773916244507,1,1,1,0.9395124316215515,8
192,192,0.937919020652771,0.8991504311561584,1,1,1,0.9612041115760803,0
193,193,0.9910071492195129,0.9840291142463684,1,1,1,0.9946746826171875,1
194,194,0.9711505174636841,0.9630035161972046,1,1,1,0.9770168662071228,7
195,195,0.4764498174190521,0.4681076407432556,1,1,0,0.6019945740699768,2
196,196,0.9939676523208618,0.9921140670776368,1,1,1,0.9952638149261475,8
197,197,0.9836307764053345,0.9733588695526124,1,1,1,0.988878071308136,8
198,198,0.9987919926643372,0.998504400253296,1,1,1,0.9990045428276062,7
199,199,0.7250688672065735,0.5489481091499329,1,1,1,0.8391034603118896,8
200,200,0.900655210018158,0.8742296695709229,1,1,1,0.9199155569076538,5
201,201,0.9643583297729492,0.9413583278656006,1,1,1,0.9766547679901123,1
202,202,0.9980792999267578,0.9975382089614868,1,1,1,0.9984685778617859,8
203,203,0.9965932965278625,0.995453119277954,1,1,1,0.9972645044326782,7
204,204,0.9953604340553284,0.9937831163406372,1,1,1,0.9964787364006042,1
205,205,0.9533296823501587,0.938414990901947,1,1,1,0.9637081027030945,3
206,206,0.9477294087409973,0.9282342791557312,1,1,1,0.9597915410995483,0
207,207,0.9686638712882996,0.9546935558319092,1,1,1,0.9770570993423462,5
208,208,0.9980900883674622,0.9976244568824768,1,1,1,0.998498797416687,7
209,209,0.9981022477149963,0.9969153404235841,1,1,1,0.9986781477928162,9
210,210,0.4374394416809082,0.4130141735076904,1,1,0,0.6366937160491943,7
211,211,0.9394395351409912,0.8991755247116089,1,1,1,0.9634810090065002,4
212,212,0.9951334595680237,0.9928603768348694,1,1,1,0.9966405630111694,5
213,213,0.5486372113227844,0.6726982593536377,1,0,0,0.49121689796447754,9
214,214,0.6176460385322571,0.5214532017707825,1,1,0,0.7529909014701843,8
215,215,0.9924782514572144,0.9890411496162416,1,1,1,0.9948291182518005,0
216,216,0.9977543950080872,0.9973860383033752,1,1,1,0.9980719089508057,7
217,217,0.9954661130905151,0.9910175800323486,1,1,1,0.9973182082176208,9
218,218,0.47525525093078613,0.5987235903739929,0,0,0,0.5309498906135559,0
219,219,0.939005434513092,0.9155831933021544,1,1,1,0.9539571404457092,2
220,220,0.9686300158500671,0.9438658952713012,1,1,1,0.981372594833374,7
221,221,0.41700825095176697,0.5139211416244507,1,0,0,0.4318336248397827,6
222,222,0.9985120892524719,0.9980514049530028,1,1,1,0.9988390803337097,9
223,223,0.8570860624313354,0.7630969882011414,1,1,1,0.9146179556846619,4
224,224,0.4427320063114166,0.3752574622631073,1,1,0,0.5079200267791748,3
225,225,0.9820652604103088,0.955200731754303,1,1,1,0.9919370412826538,9
226,226,0.27303075790405273,0.31973597407341003,0,1,0,0.3127862811088562,4
227,227,0.9028095006942749,0.8484982252120972,1,1,1,0.9338093400001526,4
228,228,0.8734508752822876,0.7829726338386536,1,1,1,0.9268025159835815,7
229,229,0.532110869884491,0.41117024421691895,1,1,1,0.6414668560028076,6
230,230,0.9994233846664429,0.9992677569389344,1,1,1,0.9995406866073608,5
231,231,0.9998736381530762,0.9998437166213988,1,1,1,0.9998975992202759,1
232,232,0.5711511969566345,0.6807398200035095,1,0,0,0.5192831754684448,5
233,233,0.9845319390296936,0.980011820793152,1,1,1,0.9874510765075684,8
234,234,0.9881575703620911,0.981134295463562,1,1,1,0.9917041063308716,8
235,235,0.999933123588562,0.9999163150787354,1,1,1,0.9999459981918335,0
236,236,0.9769201278686523,0.9726521372795104,1,1,1,0.9801284670829773,4
237,237,0.8225758671760559,0.6643113493919373,1,1,1,0.9075170159339905,0
238,238,0.659554660320282,0.5401700735092163,1,1,1,0.7572603821754456,5
239,239,0.9972155094146729,0.9962857961654664,1,1,1,0.9979032278060913,5
240,240,0.9993458390235901,0.9992257356643676,1,1,1,0.9994342923164368,1
241,241,0.984742283821106,0.9793063402175904,1,1,1,0.9886165261268616,1
242,242,0.5202131867408752,0.420470654964447,1,1,1,0.617919921875,8
243,243,0.9947110414505005,0.9900887608528136,1,1,1,0.9968641400337219,9
244,244,0.9999598264694214,0.9999418258666992,1,1,1,0.9999716281890869,0
245,245,0.9485408663749695,0.9249752759933472,1,1,1,0.9623987078666687,3
246,246,0.9951753616333008,0.9928223490715028,1,1,1,0.996538519859314,1
247,247,0.7008755803108215,0.5705483555793762,0,1,1,0.7949859499931335,8
248,248,0.9947766065597534,0.9915999174118042,1,1,1,0.9965243935585022,2
249,249,0.5640497803688049,0.5206804871559143,1,1,0,0.6855448484420776,2
250,250,0.9827256202697754,0.9746812582015992,1,1,1,0.9879025816917419,5
251,251,0.8046749830245972,0.7407334446907043,1,1,1,0.850490152835846,3
252,252,0.9995705485343933,0.9994924068450928,1,1,1,0.9996305704116821,9
253,253,0.986692488193512,0.9829100966453552,1,1,1,0.989471971988678,9
254,254,0.3934882581233978,0.5364377498626709,1,0,0,0.37597814202308655,4
255,255,0.666214644908905,0.5329862236976624,1,1,0,0.837735652923584,0
256,256,0.632442057132721,0.515056312084198,1,1,1,0.726458728313446,3
257,257,0.9999241828918457,0.999902367591858,1,1,1,0.9999403953552246,0
258,258,0.5482189059257507,0.7382035255432129,1,0,0,0.6393428444862366,0
259,259,0.9653289318084717,0.9319507479667664,1,1,1,0.9817851781845093,9
260,260,0.9703993201255798,0.9522560238838196,1,1,1,0.9808807373046875,8
261,261,0.9596045613288879,0.9378080964088441,1,1,1,0.9698349833488464,1
262,262,0.849699854850769,0.7942554354667664,1,1,1,0.8897693753242493,5
263,263,0.45162561535835266,0.4023346900939941,1,1,0,0.5315130352973938,7
264,264,0.9660540819168091,0.9509113430976868,0,1,1,0.9759516716003418,8
265,265,0.9853876233100891,0.9749123454093932,1,1,1,0.9904232025146484,8
266,266,0.473162978887558,0.6388985514640808,1,0,0,0.4233492910861969,2
267,267,0.9970910549163818,0.9961795806884766,1,1,1,0.9977777600288391,4
268,268,0.9937365055084229,0.9912898540496826,1,1,1,0.995072066783905,7
269,269,0.7189695239067078,0.5843850374221802,1,1,1,0.8170976638793945,0
270,270,0.6221517324447632,0.4772231876850128,1,1,1,0.7296738624572754,2
271,271,0.8131713271141052,0.729900598526001,0,1,1,0.8700011968612671,5
272,272,0.9809577465057373,0.9778719544410706,1,1,1,0.9836183190345764,6
273,273,0.7687310576438904,0.6900516152381897,1,1,1,0.825758159160614,3
274,274,0.9908321499824524,0.9772784113883972,1,1,1,0.9957160353660583,8
275,275,0.7195356488227844,0.6103365421295166,0,1,1,0.8042973279953003,3
276,276,0.9885872006416321,0.9829891324043274,1,1,1,0.9920749664306641,0
277,277,0.31248578429222107,0.4490880966186523,1,0,0,0.3599262535572052,3
278,278,0.7410759925842285,0.6328683495521545,1,1,1,0.8112687468528748,4
279,279,0.45376065373420715,0.5564097166061401,1,0,0,0.5089889168739319,3
280,280,0.9973264932632446,0.9951971173286438,1,1,1,0.9983602166175842,9
281,281,0.9781491160392761,0.9575583934783936,1,1,1,0.9884405136108398,0
282,282,0.9411203861236572,0.9237343668937684,1,1,1,0.9526103734970093,6
283,283,0.9992515444755554,0.9991114735603333,1,1,1,0.9993641972541809,1
284,284,0.7940061092376709,0.6377803087234497,1,1,1,0.884913444519043,0
285,285,0.999679446220398,0.9995705485343932,1,1,1,0.9997535347938538,9
286,286,0.992232084274292,0.9895076155662536,1,1,1,0.9942185878753662,1
287,287,0.5197941064834595,0.779744029045105,0,0,0,0.7556731104850769,8
288,288,0.999603807926178,0.9994835853576659,1,1,1,0.9996894598007202,7
289,289,0.9994444251060486,0.9992496371269226,1,1,1,0.9995738863945007,9
290,290,0.9974831938743591,0.9968650937080384,1,1,1,0.997945249080658,1
291,291,0.9682378172874451,0.9562565088272096,1,1,1,0.9764897227287292,2
292,292,0.9711917042732239,0.9537935853004456,1,1,1,0.9785935878753662,6
293,293,0.8394514322280884,0.7465950250625609,1,1,1,0.8977797627449036,9
294,294,0.9750326871871948,0.9548644423484802,1,1,1,0.9855974316596985,3
295,295,0.928270697593689,0.8977276682853699,1,1,1,0.9453010559082031,4
296,296,0.9940705895423889,0.9920899868011476,1,1,1,0.9952268600463867,6
297,297,0.9999217987060547,0.9999017715454102,1,1,1,0.9999372959136963,0
298,298,0.9757888317108154,0.9669888615608216,1,1,1,0.9831090569496155,0
299,299,0.9728273749351501,0.9679784774780272,1,1,1,0.9761288166046143,6
300,300,0.9857854247093201,0.9836664199829102,1,1,1,0.9874587059020996,6
301,301,0.8943331837654114,0.8438816666603088,1,1,1,0.9205436706542969,6
302,302,0.49190762639045715,0.6483233571052551,0,0,0,0.5337783694267273,5
303,303,0.9820088148117065,0.9684966802597046,1,1,1,0.9890157580375671,2
304,304,0.976241409778595,0.9695751667022704,1,1,1,0.9802482724189758,6
305,305,0.9990112781524658,0.9986543655395508,1,1,1,0.9992455244064331,1
306,306,0.9617449641227722,0.9084943532943726,1,1,1,0.9803279042243958,8
307,307,0.7652032375335693,0.6643621325492859,1,1,1,0.8323886394500732,2
308,308,0.7696687579154968,0.5341652631759644,1,1,1,0.9129528403282166,1
309,309,0.5532857179641724,0.6766676306724548,0,0,0,0.5141857266426086,2
310,310,0.9944994449615479,0.9917140603065492,1,1,1,0.9960390329360962,8
311,311,0.9976558685302734,0.9971911311149596,1,1,1,0.9980416297912598,6
312,312,0.6163254976272583,0.8212747573852539,0,0,0,0.623508095741272,0
313,313,0.9149771332740784,0.8846542835235596,0,1,1,0.9363613128662109,2
314,314,0.5151482224464417,0.6405232548713684,1,0,0,0.41417428851127625,4
315,315,0.9997046589851379,0.9995347261428832,1,1,1,0.9998047947883606,0
316,316,0.6469845175743103,0.5261328220367432,1,1,1,0.7413755059242249,7
317,317,0.9851363301277161,0.9769651889801024,1,1,1,0.989719808101654,7
318,318,0.9731594324111938,0.9629379510879515,1,1,1,0.9797089695930481,5
319,319,0.8743681311607361,0.8307372927665709,1,1,1,0.9062156677246094,5
320,320,0.8936740159988403,0.8574828505516052,1,1,1,0.9204961061477661,3
321,321,0.6375775337219238,0.4966137111186981,0,1,1,0.7542083263397217,4
322,322,0.8886493444442749,0.8293015360832214,1,1,1,0.9234315156936646,2
323,323,0.73538738489151,0.6783287525177002,1,1,1,0.7817505598068237,3
324,324,0.43242013454437256,0.5460748076438904,1,1,0,0.5716680884361267,4
325,325,0.9699843525886536,0.955374240875244,1,1,1,0.9784486293792725,1
326,326,0.9201551079750061,0.8993605375289917,1,1,1,0.9326481819152832,7
327,327,0.7736831903457642,0.7252638339996338,1,1,1,0.8172199130058289,5
328,328,0.8136639595031738,0.6859668493270874,1,1,1,0.893065869808197,4
329,329,0.9307377338409424,0.8470182418823242,1,1,1,0.9581440687179565,6
330,330,0.9997597336769104,0.9997256398200988,1,1,1,0.9997881054878235,1
331,331,0.9999134540557861,0.999897003173828,1,1,1,0.9999270439147949,9
332,332,0.41256222128868103,0.5237747430801392,0,0,0,0.4474264085292816,6
333,333,0.9766845703125,0.9715534448623656,1,1,1,0.9806050062179565,6
334,334,0.9587977528572083,0.949893355369568,1,1,1,0.9664610028266907,6
335,335,0.9917129278182983,0.9869816899299622,1,1,1,0.9946489930152893,9
336,336,0.973028838634491,0.9637384414672852,1,1,1,0.9792078137397766,3
337,337,0.9622187614440918,0.925555944442749,1,1,1,0.97930908203125,8
338,338,0.830964982509613,0.763788640499115,1,1,1,0.8815536499023438,0
339,339,0.9734237790107727,0.964230179786682,1,1,1,0.9800492525100708,7
340,340,0.5061731338500977,0.6154301166534424,1,0,0,0.4989456236362457,2
341,341,0.9831205606460571,0.979301691055298,1,1,1,0.9859620928764343,6
342,342,0.8921002745628357,0.8106070756912231,1,1,1,0.9383595585823059,2
343,343,0.977349579334259,0.9658299684524536,1,1,1,0.9844979643821716,5
344,344,0.9794631004333496,0.9530986547470092,1,1,1,0.9901590943336487,8
345,345,0.9944767355918884,0.9926576018333436,1,1,1,0.9957048296928406,5
346,346,0.9452921748161316,0.9180419445037842,1,1,1,0.9610384702682495,4
347,347,0.9597513675689697,0.9511107206344604,1,1,1,0.9657829403877258,6
348,348,0.9999029636383057,0.9998849630355836,1,1,1,0.9999171495437622,8
349,349,0.6239617466926575,0.6987276673316956,1,1,0,0.8637657761573792,9
350,350,0.9980407357215881,0.9975968003273009,1,1,1,0.9984092116355896,9
351,351,0.9523143768310547,0.8945308327674866,1,1,1,0.9744584560394287,1
352,352,0.5903031826019287,0.686846911907196,1,1,0,0.8259546756744385,0
