,sample_idx,Sehwag2021Proxy_R18_cifar10_autoaugment_trades0.25_adv_conf0.25,Sehwag2021Proxy_R18_cifar10_autoaugment_trades0.25_is_acc,Sehwag2021Proxy_R18_cifar10_autoaugment_trades0.25_is_rob0.25,Sehwag2021Proxy_R18_cifar10_autoaugment_trades0.25_nat_conf,Sehwag2021Proxy_R18_cifar10_autoaugment_trades0.25_pred
63,63,0.6286900043487549,1,0,0.6777427792549133,3
64,64,0.9900504350662231,1,1,0.9978779554367065,6
65,65,0.8737614750862122,1,1,0.9658918976783752,2
66,66,0.9470192790031433,1,1,0.9905486702919006,1
67,67,0.9999392032623291,1,1,0.999968409538269,2
68,68,0.7843101024627686,1,1,0.9154151082038879,3
69,69,0.9832184910774231,1,1,0.9944583177566528,7
70,70,0.7395303249359131,1,1,0.9537611603736877,2
71,71,0.6924228072166443,1,0,0.8412182331085205,6
72,72,0.9704908132553101,1,1,0.9861252903938293,8
73,73,0.9922802448272705,1,1,0.9961264729499817,8
74,74,0.9894405007362366,1,1,0.9985576272010803,0
75,75,0.9997121691703796,1,1,0.9998893737792969,2
76,76,0.9950717091560364,1,1,0.9983384609222412,9
77,77,0.9493597149848938,1,1,0.9763596653938293,3
78,78,0.8061254024505615,1,1,0.9388488531112671,3
79,79,0.9951844811439514,1,1,0.9971641898155212,8
80,80,0.9844051003456116,1,1,0.9928621649742126,8
81,81,0.7648066282272339,1,1,0.9134382605552673,1
82,82,0.9977864027023315,1,1,0.9985886216163635,1
83,83,0.9976112842559814,1,1,0.9984676241874695,7
84,84,0.9868955016136169,1,1,0.9943605065345764,2
85,85,0.5217223167419434,0,1,0.8445847034454346,7
86,86,0.571464478969574,0,0,0.4762626886367798,5
87,87,0.5738283395767212,1,1,0.9082770347595215,7
88,88,0.9950236082077026,1,1,0.9978721141815186,8
89,89,0.9981289505958557,1,1,0.9987624883651733,9
90,90,0.9931683540344238,1,1,0.9981583952903748,0
91,91,0.947934091091156,1,1,0.9903903007507324,3
92,92,0.9968211650848389,1,1,0.9987132549285889,8
93,93,0.996843695640564,1,1,0.9985860586166382,6
94,94,0.46076005697250366,1,0,0.6557834148406982,4
95,95,0.9510618448257446,1,1,0.9904083013534546,6
96,96,0.9954557418823242,1,1,0.9991515874862671,6
97,97,0.5469562411308289,1,1,0.6242222785949707,0
98,98,0.99980229139328,1,1,0.9998775720596313,0
99,99,0.9999510049819946,1,1,0.9999837875366211,7
100,100,0.5033928155899048,1,1,0.7827070355415344,4
101,101,0.9165448546409607,1,1,0.9784331321716309,5
102,102,0.9991177916526794,1,1,0.9997521042823792,6
103,103,0.9989539384841919,1,1,0.9997168183326721,3
104,104,0.998259961605072,1,1,0.9988207221031189,1
105,105,0.9924516081809998,1,1,0.9943609833717346,1
106,106,0.9914831519126892,1,1,0.9969409108161926,3
107,107,0.9984477758407593,1,1,0.9993948936462402,6
108,108,0.9946605563163757,1,1,0.9980037808418274,8
109,109,0.9992807507514954,1,1,0.9996229410171509,7
110,110,0.974177360534668,1,1,0.9978444576263428,4
111,111,0.9980498552322388,1,1,0.9989713430404663,0
112,112,0.7887147665023804,1,1,0.9579818248748779,6
113,113,0.9848030805587769,1,1,0.9983012676239014,2
114,114,0.9954955577850342,1,1,0.9993007183074951,1
115,115,0.9509056210517883,1,1,0.9849313497543335,3
116,116,0.9936530590057373,1,1,0.9975683093070984,0
117,117,0.9896100759506226,1,1,0.9961985945701599,4
118,118,0.4723258912563324,0,0,0.45527443289756775,3
119,119,0.9695642590522766,1,1,0.9946267008781433,7
120,120,0.845595121383667,1,1,0.9753409624099731,8
121,121,0.409290075302124,1,1,0.6322358846664429,3
122,122,0.9949350953102112,1,1,0.9973974227905273,1
123,123,0.9999477863311768,1,1,0.9999843835830688,2
124,124,0.7369542717933655,1,1,0.902955174446106,8
125,125,0.4282214343547821,1,0,0.6493083834648132,0
126,126,0.974014937877655,1,1,0.987497091293335,8
127,127,0.4567147195339203,1,0,0.7161841988563538,3
128,128,0.5362902879714966,1,0,0.6246566772460938,5
129,129,0.9597746729850769,1,1,0.990619421005249,2
130,130,0.9839416146278381,1,1,0.9979190230369568,4
131,131,0.9989504218101501,1,1,0.9993065595626831,1
132,132,0.9578847885131836,1,1,0.9860950708389282,8
133,133,0.9984776377677917,1,1,0.9989385008811951,9
134,134,0.9896848201751709,1,1,0.9935421943664551,1
135,135,0.9569756984710693,1,1,0.9866885542869568,2
136,136,0.9964964985847473,1,1,0.9982529282569885,9
137,137,0.9990248680114746,1,1,0.9993853569030762,7
138,138,0.9955663084983826,1,1,0.999363124370575,2
139,139,0.5332400798797607,0,0,0.6679843664169312,8
140,140,0.9752563238143921,1,1,0.9925844073295593,6
141,141,0.9998517036437988,1,1,0.9999408721923828,5
142,142,0.9963563680648804,1,1,0.9984512329101562,6
143,143,0.5646121501922607,1,0,0.7318286895751953,3
144,144,0.9962748289108276,1,1,0.9988069534301758,8
145,145,0.9622502326965332,1,1,0.9844079613685608,7
146,146,0.9965332746505737,1,1,0.9989213943481445,6
147,147,0.8831397294998169,1,0,0.5301386713981628,2
148,148,0.9832236766815186,1,1,0.9948333501815796,5
149,149,0.9660544395446777,1,1,0.9861100912094116,2
150,150,0.9919405579566956,1,1,0.9963057041168213,8
151,151,0.6156942844390869,1,1,0.9303401112556458,9
152,152,0.8720413446426392,1,1,0.9598873257637024,6
153,153,0.9843664169311523,1,1,0.9926264882087708,0
154,154,0.944053590297699,1,1,0.97203528881073,0
155,155,0.992396891117096,1,1,0.9977789521217346,5
156,156,0.9603778123855591,1,1,0.9897657036781311,2
157,157,0.9963514804840088,1,1,0.997900128364563,9
158,158,0.6520830392837524,0,1,0.7957866191864014,3
159,159,0.9986261129379272,1,1,0.9996246099472046,4
160,160,0.9998444318771362,1,1,0.9999371767044067,2
161,161,0.9967537522315979,1,1,0.9976736903190613,1
162,162,0.8206873536109924,0,0,0.5361023545265198,5
163,163,0.9936612844467163,1,1,0.9994959831237793,6
164,164,0.6778225898742676,0,1,0.9062752723693848,0
165,165,0.9554948210716248,0,1,0.9969329833984375,2
166,166,0.8510391116142273,1,1,0.9383396506309509,8
167,167,0.519339919090271,1,0,0.9632161259651184,4
168,168,0.7406084537506104,1,1,0.9063348770141602,5
169,169,0.8955933451652527,1,1,0.9541770219802856,0
170,170,0.9986270666122437,1,1,0.9991482496261597,9
171,171,0.8046941161155701,1,1,0.9474614858627319,9
172,172,0.8919258117675781,1,1,0.9650679230690002,9
173,173,0.9994733929634094,1,1,0.9997778534889221,8
174,174,0.9937252402305603,1,1,0.9958582520484924,9
175,175,0.9990013241767883,1,1,0.9993306398391724,9
176,176,0.9961374402046204,1,1,0.9985532164573669,3
177,177,0.9963309168815613,1,1,0.9994402527809143,7
178,178,0.633955717086792,0,0,0.5561770796775818,3
179,179,0.99978107213974,1,1,0.9999184608459473,0
180,180,0.9993273019790649,1,1,0.9996707439422607,0
181,181,0.9969742298126221,1,1,0.9983160495758057,5
182,182,0.999638557434082,1,1,0.9998857975006104,2
183,183,0.6231878995895386,1,1,0.789657711982727,2
184,184,0.7425412535667419,1,0,0.667436957359314,3
185,185,0.9961341619491577,1,1,0.9983855485916138,8
186,186,0.5077052116394043,1,0,0.9075801372528076,6
187,187,0.5147504806518555,1,0,0.8939422965049744,3
188,188,0.5077767372131348,0,1,0.6507865190505981,3
189,189,0.8270225524902344,1,1,0.9324309825897217,0
190,190,0.9290668964385986,1,1,0.9833871722221375,5
191,191,0.9361177086830139,1,1,0.9746792316436768,8
192,192,0.9637571573257446,1,1,0.9863744974136353,0
193,193,0.9927924871444702,1,1,0.9972169399261475,1
194,194,0.9996564388275146,1,1,0.9999450445175171,7
195,195,0.6108938455581665,0,0,0.335191011428833,5
196,196,0.9979190230369568,1,1,0.998823344707489,8
197,197,0.7614278793334961,1,1,0.8580639958381653,8
198,198,0.9999127388000488,1,1,0.9999550580978394,7
199,199,0.9182707667350769,1,1,0.9643282890319824,8
200,200,0.9327722191810608,1,1,0.9834994673728943,5
201,201,0.9887114763259888,1,1,0.9951222538948059,1
202,202,0.9988052845001221,1,1,0.9992807507514954,8
203,203,0.9868835806846619,1,1,0.9952002763748169,7
204,204,0.9977869987487793,1,1,0.9986868500709534,1
205,205,0.9476921558380127,1,1,0.9813854694366455,3
206,206,0.9540023803710938,1,1,0.9831925630569458,0
207,207,0.999505877494812,1,1,0.9998250603675842,5
208,208,0.9991747736930847,1,1,0.9995438456535339,7
209,209,0.9732891917228699,1,1,0.9830187559127808,9
210,210,0.575722336769104,1,0,0.8487971425056458,7
211,211,0.8755966424942017,1,1,0.942267894744873,4
212,212,0.9947319030761719,1,1,0.9976379871368408,5
213,213,0.7891920804977417,1,0,0.4004601240158081,9
214,214,0.9445695877075195,1,1,0.9799664616584778,8
215,215,0.9875491857528687,1,1,0.9950424432754517,0
216,216,0.9995852112770081,1,1,0.9996966123580933,7
217,217,0.9969432950019836,1,1,0.9984667897224426,9
218,218,0.4653661251068115,1,0,0.3918706774711609,8
219,219,0.999923586845398,1,1,0.9999847412109375,2
220,220,0.8386935591697693,1,1,0.9799323678016663,7
221,221,0.6960806250572205,1,1,0.9597541093826294,6
222,222,0.9848507642745972,1,1,0.9903939366340637,9
223,223,0.9011166095733643,1,1,0.9607109427452087,4
224,224,0.7432153224945068,1,0,0.7719841003417969,3
225,225,0.9363545775413513,1,1,0.9872574210166931,9
226,226,0.8622531890869141,0,1,0.9588471055030823,4
227,227,0.9995868802070618,1,1,0.9998960494995117,4
228,228,0.9606603384017944,1,1,0.9877818822860718,7
229,229,0.6817798614501953,1,1,0.9395068883895874,6
230,230,0.9993645548820496,1,1,0.9996198415756226,5
231,231,0.999854564666748,1,1,0.9998888969421387,1
232,232,0.4828666150569916,0,1,0.8148776292800903,3
233,233,0.7317183613777161,1,1,0.911121666431427,8
234,234,0.9893580675125122,1,1,0.9968865513801575,8
235,235,0.999646782875061,1,1,0.9997382760047913,0
236,236,0.9217774271965027,1,1,0.9611087441444397,4
237,237,0.6943437457084656,1,0,0.7479843497276306,0
238,238,0.752823531627655,1,1,0.884025514125824,5
239,239,0.9997327923774719,1,1,0.9999269247055054,5
240,240,0.997524082660675,1,1,0.9981149435043335,1
241,241,0.9978309273719788,1,1,0.9987154006958008,1
242,242,0.5817974805831909,0,0,0.47550877928733826,1
243,243,0.9839214086532593,1,1,0.9932148456573486,9
244,244,0.9957098960876465,1,1,0.9978343844413757,0
245,245,0.9704784750938416,1,1,0.9914250373840332,3
246,246,0.9931243062019348,1,1,0.9966139197349548,1
247,247,0.547422468662262,1,1,0.6868195533752441,9
248,248,0.9968296885490417,1,1,0.9992157220840454,2
249,249,0.9303269982337952,1,1,0.9851203560829163,2
250,250,0.9969251751899719,1,1,0.9991918206214905,5
251,251,0.6626080274581909,1,1,0.8950276374816895,3
252,252,0.9986891150474548,1,1,0.9991825222969055,9
253,253,0.9905745387077332,1,1,0.995776891708374,9
254,254,0.9423812031745911,0,0,0.45561882853507996,6
255,255,0.6892502903938293,1,0,0.5904943943023682,0
256,256,0.9945281147956848,1,1,0.9985436201095581,3
257,257,0.9730426073074341,1,1,0.9868246912956238,0
258,258,0.6904770135879517,1,0,0.8959474563598633,0
259,259,0.9878292083740234,1,1,0.9966368675231934,9
260,260,0.9785788655281067,1,1,0.9925702214241028,8
261,261,0.9995367527008057,1,1,0.999885082244873,1
262,262,0.6882779002189636,1,1,0.9133980870246887,5
263,263,0.9803086519241333,1,1,0.992965579032898,7
264,264,0.8029777407646179,0,0,0.6294170022010803,8
265,265,0.9272781610488892,1,1,0.9671287536621094,8
266,266,0.6359401941299438,1,0,0.6822038888931274,2
267,267,0.9999518394470215,1,1,0.9999803304672241,4
268,268,0.9981927275657654,1,1,0.9989297986030579,7
269,269,0.9474692940711975,1,1,0.9807451963424683,0
270,270,0.9436123371124268,1,1,0.990221381187439,2
271,271,0.9129824638366699,0,1,0.9664153456687927,5
272,272,0.9995083808898926,1,1,0.9998325109481812,6
273,273,0.9319155216217041,1,1,0.9848671555519104,3
274,274,0.9397292733192444,1,1,0.983707845211029,8
275,275,0.6919566988945007,0,1,0.8352763652801514,3
276,276,0.7367886900901794,1,1,0.8804270625114441,0
277,277,0.539703905582428,0,0,0.6766173243522644,4
278,278,0.993096649646759,1,1,0.9991322159767151,4
279,279,0.525388240814209,1,1,0.8145104646682739,3
280,280,0.9763752222061157,1,1,0.9958341121673584,9
281,281,0.877209484577179,1,1,0.9529790878295898,0
282,282,0.9981620907783508,1,1,0.9992207288742065,6
283,283,0.9958910942077637,1,1,0.9967592358589172,1
284,284,0.6677253842353821,1,0,0.6166281700134277,0
285,285,0.9984021782875061,1,1,0.9990430474281311,9
286,286,0.9780299663543701,1,1,0.9904478788375854,1
287,287,0.6778477430343628,1,0,0.6443191170692444,0
288,288,0.9981302618980408,1,1,0.9987485408782959,7
289,289,0.9994626641273499,1,1,0.9996459484100342,9
290,290,0.9961671233177185,1,1,0.997171938419342,1
291,291,0.9973458647727966,1,1,0.9989449381828308,2
292,292,0.9696869850158691,1,1,0.9982738494873047,6
293,293,0.7403984665870667,1,1,0.8870031833648682,9
294,294,0.7429523468017578,1,1,0.8661938905715942,3
295,295,0.813745379447937,1,1,0.9625614881515503,4
296,296,0.998704195022583,1,1,0.9992443323135376,6
297,297,0.9990432858467102,1,1,0.9994267225265503,0
298,298,0.9988382458686829,1,1,0.9995914101600647,0
299,299,0.9770333170890808,1,1,0.9932820796966553,6
300,300,0.999573290348053,1,1,0.9998082518577576,6
301,301,0.9946426153182983,1,1,0.9990279674530029,6
302,302,0.709215521812439,1,0,0.44091179966926575,3
303,303,0.9821177124977112,1,1,0.9913654327392578,2
304,304,0.9988308548927307,1,1,0.999718964099884,6
305,305,0.9850735068321228,1,1,0.9915726184844971,1
306,306,0.5622343420982361,1,0,0.7667809128761292,8
307,307,0.6919981241226196,1,1,0.9618818163871765,2
308,308,0.7548071146011353,1,1,0.9291080236434937,1
309,309,0.5369094610214233,0,1,0.7827939391136169,2
310,310,0.9957785606384277,1,1,0.9981986880302429,8
311,311,0.9983407258987427,1,1,0.9990236759185791,6
312,312,0.7153642773628235,0,0,0.5589445233345032,0
313,313,0.5420274138450623,1,0,0.5013841986656189,0
314,314,0.5139968395233154,1,1,0.7312584519386292,4
315,315,0.9980719089508057,1,1,0.9990791082382202,0
316,316,0.7495777606964111,1,1,0.9299256205558777,7
317,317,0.9971649050712585,1,1,0.9988222718238831,7
318,318,0.9963294863700867,1,1,0.9985926747322083,5
319,319,0.9770983457565308,1,1,0.9953712821006775,5
320,320,0.9320090413093567,1,1,0.9777171611785889,3
321,321,0.9984239339828491,1,1,0.9994696974754333,5
322,322,0.9997610449790955,1,1,0.9999445676803589,2
323,323,0.98838871717453,1,1,0.9967759251594543,3
324,324,0.708452045917511,0,1,0.9385271072387695,3
325,325,0.5977036952972412,1,1,0.8866048455238342,1
326,326,0.9665200114250183,1,1,0.9872073531150818,7
327,327,0.9357625842094421,1,1,0.9919153451919556,5
328,328,0.9648400545120239,1,1,0.9848335385322571,4
329,329,0.9841479063034058,1,1,0.9976248145103455,6
330,330,0.9995741248130798,1,1,0.9997444748878479,1
331,331,0.9999384880065918,1,1,0.9999622106552124,9
332,332,0.47159746289253235,0,0,0.8281269669532776,6
333,333,0.999398946762085,1,1,0.999736487865448,6
334,334,0.9998254179954529,1,1,0.9999644756317139,6
335,335,0.9570939540863037,1,1,0.9883164763450623,9
336,336,0.9989606142044067,1,1,0.9994726777076721,3
337,337,0.9927748441696167,1,1,0.997774064540863,8
338,338,0.9576866030693054,1,1,0.9806020259857178,0
339,339,0.997383177280426,1,1,0.9989944100379944,7
340,340,0.42494308948516846,0,1,0.6494238376617432,6
341,341,0.9998152852058411,1,1,0.9999173879623413,6
342,342,0.7024337649345398,1,1,0.8690981268882751,2
343,343,0.8563041687011719,1,1,0.940588653087616,5
344,344,0.9988914132118225,1,1,0.9998160004615784,8
345,345,0.8439171314239502,1,1,0.9416182637214661,5
346,346,0.9495968222618103,1,1,0.9890609979629517,4
347,347,0.9437414407730103,1,1,0.9823533296585083,6
348,348,0.9999804496765137,1,1,0.999988317489624,8
349,349,0.9550063014030457,1,1,0.9762387871742249,9
350,350,0.9876692891120911,1,1,0.9916913509368896,9
351,351,0.9961050748825073,1,1,0.9989199638366699,1
352,352,0.7601955533027649,1,1,0.9536389708518982,0
353,353,0.9998418092727661,1,1,0.9999135732650757,2
354,354,0.6549040675163269,1,0,0.8574404120445251,2
355,355,0.6634247303009033,0,0,0.5708565711975098,3
356,356,0.54193115234375,0,0,0.6147903800010681,6
357,357,0.7131999135017395,1,1,0.9536458849906921,2
358,358,0.9668152332305908,1,1,0.9867427349090576,8
359,359,0.9878783822059631,1,1,0.9938228130340576,0
360,360,0.9940350651741028,1,1,0.9974223375320435,9
361,361,0.8390116691589355,1,1,0.954056978225708,5
362,362,0.9994375109672546,1,1,0.9997238516807556,8
363,363,0.8688452839851379,1,1,0.922690749168396,1
364,364,0.9987694621086121,1,1,0.9992341995239258,9
365,365,0.9472984075546265,1,1,0.9765074253082275,4
366,366,0.9632015228271484,1,1,0.9934519529342651,1
367,367,0.8626846075057983,1,1,0.9335117936134338,3
368,368,0.5682573914527893,0,0,0.35517507791519165,0
369,369,0.9966490864753723,1,1,0.998022198677063,1
370,370,0.43260812759399414,1,1,0.5091598033905029,4
371,371,0.9985668063163757,1,1,0.9989666938781738,7
372,372,0.9973738193511963,1,1,0.9983736276626587,9
373,373,0.8161630034446716,1,1,0.9518585205078125,4
374,374,0.992422878742218,1,1,0.9972801208496094,2
375,375,0.9997312426567078,1,1,0.9998732805252075,7
376,376,0.9530025720596313,1,1,0.9840161800384521,0
377,377,0.9582604169845581,1,1,0.9850655198097229,7
378,378,0.7297900915145874,0,0,0.5505476593971252,8
379,379,0.9995625615119934,1,1,0.999751627445221,6
380,380,0.9956333041191101,1,1,0.9985040426254272,6
381,381,0.995591938495636,1,1,0.9980304837226868,9
382,382,0.9967793822288513,1,1,0.9980646967887878,0
383,383,0.9572781324386597,1,1,0.9914656281471252,9
384,384,0.6527611017227173,1,1,0.9574825763702393,2
385,385,0.7882628440856934,1,1,0.8756147027015686,8
386,386,0.9984540939331055,1,1,0.9994626641273499,7
387,387,0.6323924660682678,0,0,0.5638595819473267,5
388,388,0.996852457523346,1,1,0.999164342880249,2
389,389,0.9996581077575684,1,1,0.9998657703399658,5
390,390,0.9982923865318298,1,1,0.9990919828414917,1
391,391,0.9997031092643738,1,1,0.9998754262924194,2
392,392,0.9998132586479187,1,1,0.9999101161956787,6
393,393,0.5471288561820984,0,0,0.6309901475906372,6
394,394,0.6487990617752075,1,1,0.8885099291801453,9
395,395,0.9979744553565979,1,1,0.9997125267982483,6
396,396,0.9973648190498352,1,1,0.9996046423912048,2
397,397,0.46666908264160156,1,1,0.7168818712234497,3
398,398,0.9654902815818787,1,1,0.9876118302345276,0
399,399,0.8313640356063843,1,1,0.9339472055435181,3
400,400,0.9994485974311829,1,1,0.9996743202209473,9
401,401,0.8939573764801025,1,1,0.961089015007019,8
402,402,0.7741829752922058,1,1,0.9443292617797852,7
403,403,0.8834030628204346,1,1,0.9617562294006348,8
404,404,0.9965580105781555,1,1,0.9989271759986877,8
405,405,0.768904983997345,1,0,0.3775675296783447,4
406,406,0.995441198348999,1,1,0.9978975057601929,0
407,407,0.987700879573822,1,1,0.9985696077346802,1
408,408,0.9538320899009705,1,1,0.9850931763648987,8
409,409,0.9934711456298828,1,1,0.998306155204773,2
410,410,0.9980972409248352,1,1,0.9987567663192749,7
411,411,0.9817684888839722,1,1,0.9920816421508789,9
412,412,0.5593134164810181,0,0,0.7331883907318115,5
413,413,0.997524082660675,1,1,0.9988817572593689,6
414,414,0.9975513815879822,1,1,0.9983626008033752,1
415,415,0.9980952143669128,1,1,0.9987541437149048,9
416,416,0.9455282092094421,1,1,0.9858769178390503,0
417,417,0.9826241135597229,1,1,0.9939111471176147,7
418,418,0.9358862638473511,1,1,0.9815541505813599,3
419,419,0.9998632669448853,1,1,0.9999624490737915,7
420,420,0.8924047350883484,1,1,0.9697113037109375,4
421,421,0.6808190941810608,1,0,0.7475690841674805,5
422,422,0.7388169169425964,0,0,0.6111581325531006,8
423,423,0.9993804693222046,1,1,0.9996880292892456,0
424,424,0.5963577628135681,1,1,0.8839628100395203,2
425,425,0.9988142251968384,1,1,0.9992713332176208,9
426,426,0.5621514320373535,0,1,0.8494408130645752,5
427,427,0.9879996180534363,1,1,0.9976724982261658,4
428,428,0.9888823628425598,1,1,0.9984760880470276,0
429,429,0.9974549412727356,1,1,0.9984675049781799,6
430,430,0.5354806184768677,1,0,0.8954172134399414,2
431,431,0.9064788818359375,1,1,0.9761933088302612,5
432,432,0.45544493198394775,1,0,0.738777756690979,3
433,433,0.5033667087554932,1,0,0.8309192657470703,7
434,434,0.5855491161346436,1,1,0.9001500606536865,3
435,435,0.9989023208618164,1,1,0.9994645714759827,7
436,436,0.8500329256057739,1,1,0.9527794122695923,2
437,437,0.8196524381637573,1,1,0.9575513005256653,5
438,438,0.937564492225647,1,1,0.9797592759132385,3
439,439,0.856759250164032,1,1,0.9850782155990601,1
440,440,0.9922246932983398,1,1,0.9958913326263428,1
441,441,0.6997119188308716,1,1,0.8903336524963379,4
442,442,0.9982263445854187,1,1,0.9990206956863403,9
443,443,0.9951754808425903,1,1,0.9983305335044861,9
444,444,0.8371607065200806,1,1,0.9470152258872986,5
445,445,0.9997923970222473,1,1,0.9999570846557617,7
446,446,0.9225295186042786,1,1,0.9572483897209167,5
447,447,0.8264873027801514,1,1,0.8959896564483643,0
448,448,0.9651573300361633,1,1,0.9965925812721252,2
449,449,0.8025994300842285,1,1,0.9345346093177795,2
450,450,0.9957143664360046,1,1,0.999269425868988,2
451,451,0.9998842477798462,1,1,0.9999369382858276,9
452,452,0.9990137815475464,1,1,0.9994925260543823,7
453,453,0.5551465749740601,1,1,0.7758887410163879,3
454,454,0.9984732270240784,1,1,0.9990774393081665,9
455,455,0.9945119619369507,1,1,0.9981468915939331,4
456,456,0.8853968977928162,0,0,0.5573203563690186,6
457,457,0.8448266386985779,1,1,0.9868080019950867,5
458,458,0.8652337193489075,0,0,0.41671931743621826,3
459,459,0.47983846068382263,1,0,0.6956743001937866,6
460,460,0.9991036057472229,1,1,0.9993890523910522,5
461,461,0.9935287833213806,1,1,0.9988040924072266,6
462,462,0.9945053458213806,1,1,0.9977192282676697,1
463,463,0.8803002238273621,0,0,0.5536676645278931,5
464,464,0.6122666597366333,1,1,0.844261109828949,3
465,465,0.986561119556427,1,1,0.999373733997345,4
466,466,0.999415397644043,1,1,0.9999006986618042,4
467,467,0.9995495676994324,1,1,0.999783456325531,3
468,468,0.977695643901825,1,1,0.9938720464706421,7
469,469,0.9988691210746765,1,1,0.9996324777603149,8
470,470,0.5795000195503235,0,0,0.5457557439804077,4
471,471,0.9625904560089111,1,1,0.9835501909255981,7
472,472,0.9895527362823486,1,1,0.9954544305801392,8
473,473,0.6630523800849915,1,1,0.8268567323684692,0
474,474,0.9360677003860474,1,1,0.9699985980987549,5
475,475,0.9757630825042725,1,1,0.9894814491271973,7
476,476,0.7285225987434387,1,1,0.9886166453361511,6
477,477,0.6061527729034424,1,1,0.8420313000679016,0
478,478,0.9918100237846375,1,1,0.9982800483703613,5
479,479,0.9715616703033447,1,1,0.9938870072364807,4
480,480,0.8132013082504272,0,0,0.5858379006385803,9
481,481,0.9990677237510681,1,1,0.9996180534362793,6
482,482,0.9927852153778076,1,1,0.9962136149406433,8
483,483,0.6041321158409119,1,1,0.7938523888587952,5
484,484,0.9989098310470581,1,1,0.9996401071548462,5
485,485,0.6025677919387817,1,0,0.5455944538116455,9
486,486,0.9996140599250793,1,1,0.9997883439064026,9
487,487,0.9975252747535706,1,1,0.9986264705657959,9
488,488,0.6332876682281494,1,0,0.6712092161178589,5
