,sample_idx,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_autoaugment_trades2_255_adv_conf2_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_autoaugment_trades2_255_is_acc,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_autoaugment_trades2_255_is_rob2_255,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_autoaugment_trades2_255_nat_conf,Rebuffi2021Fixing_28_10_cutmix_ddpm_cifar100_autoaugment_trades2_255_pred
39,39,0.9341368675231934,1,0,0.448577880859375,37
40,40,0.9887366890907288,1,0,0.7032276391983032,63
41,41,0.8979573249816895,1,0,0.6918488144874573,24
42,42,0.9890613555908203,1,0,0.8617514371871948,49
43,43,0.7728209495544434,0,0,0.977897584438324,30
44,44,0.9991492033004761,1,1,0.9996080994606018,56
45,45,0.9975038170814514,1,1,0.9989237189292908,22
46,46,0.9300811290740967,1,1,0.9982996582984924,41
47,47,0.9997199177742004,1,1,0.9998917579650879,58
48,48,0.5899630784988403,1,0,0.9934387803077698,75
49,49,0.8565710186958313,1,0,0.8414291739463806,17
50,50,0.8056235313415527,1,0,0.9820306301116943,4
51,51,0.8161405920982361,1,0,0.9627421498298645,6
52,52,0.9966017007827759,1,1,0.9981575608253479,9
53,53,0.9581798911094666,1,1,0.9934695959091187,57
54,54,0.827598512172699,1,0,0.9061956405639648,2
55,55,0.5553895235061646,1,1,0.9991610050201416,32
56,56,0.9809846878051758,1,1,0.9975186586380005,71
57,57,0.6272374391555786,1,0,0.9881560802459717,52
58,58,0.9889861345291138,1,1,0.9995585083961487,42
59,59,0.9765235781669617,1,1,0.9988698363304138,69
60,60,0.8939952850341797,0,1,0.9820592999458313,99
61,61,0.7029576897621155,1,0,0.9965820908546448,27
62,62,0.9623737931251526,0,0,0.4335530996322632,31
63,63,0.9959753155708313,0,0,0.68329256772995,38
64,64,0.5749814510345459,0,0,0.9823185801506042,62
65,65,0.6416190266609192,1,0,0.9246993660926819,35
66,66,0.8061149716377258,1,1,0.9980742931365967,43
67,67,0.6022323966026306,1,1,0.9822914600372314,82
68,68,0.9953232407569885,1,1,0.9987145662307739,63
69,69,0.3806021809577942,1,0,0.8936182260513306,92
70,70,0.5773704648017883,1,1,0.9991006851196289,66
71,71,0.6720772981643677,1,0,0.9735468029975891,90
72,72,0.8665414452552795,0,0,0.9349880218505859,76
73,73,0.997832715511322,1,1,0.9996927976608276,91
74,74,0.9443292617797852,0,0,0.565327525138855,76
75,75,0.9986427426338196,1,1,0.99965500831604,32
76,76,0.9972934126853943,1,1,0.9987823367118835,82
77,77,0.7363250255584717,0,0,0.8513883948326111,16
78,78,0.7448994517326355,1,1,0.9821385145187378,77
79,79,0.6828601360321045,1,0,0.7631409168243408,22
80,80,0.9249329566955566,1,1,0.9952423572540283,71
81,81,0.7334622740745544,1,1,0.9587053060531616,78
82,82,0.9986670017242432,1,1,0.9997957348823547,54
83,83,0.5972424149513245,1,1,0.9625641703605652,6
84,84,0.9994773268699646,1,1,0.999855637550354,29
85,85,0.9905025959014893,1,1,0.999363362789154,89
86,86,0.7720378637313843,0,1,0.8715224266052246,99
87,87,0.9812854528427124,0,0,0.6133792996406555,42
88,88,0.5247329473495483,0,0,0.9254783391952515,35
89,89,0.9733048677444458,0,0,0.8987958431243896,73
90,90,0.9453144669532776,1,0,0.7064375877380371,22
91,91,0.9987167119979858,1,1,0.9998528957366943,18
92,92,0.9477599263191223,1,0,0.939208984375,27
93,93,0.9961231350898743,1,1,0.9988465309143066,21
94,94,0.5029515027999878,1,0,0.9889655113220215,13
95,95,0.5211792588233948,1,0,0.9916879534721375,21
96,96,0.9312199354171753,0,0,0.26317083835601807,80
97,97,0.49756643176078796,1,1,0.9886717796325684,75
98,98,0.9903565049171448,0,0,0.7351081371307373,68
99,99,0.8543052673339844,0,0,0.36090531945228577,84
100,100,0.8433501124382019,1,0,0.9742568731307983,26
101,101,0.6787726283073425,1,0,0.8148566484451294,83
102,102,0.7306873798370361,0,0,0.6150926947593689,17
103,103,0.8093039393424988,0,0,0.2263306826353073,18
104,104,0.9577643871307373,1,1,0.9998555183410645,43
105,105,0.9989145994186401,1,1,0.9993476271629333,69
106,106,0.9967939257621765,1,1,0.9982884526252747,76
107,107,0.9921614527702332,1,1,0.9996768236160278,17
108,108,0.9985635876655579,1,1,0.9995194673538208,57
109,109,0.9962117671966553,0,0,0.4947512149810791,47
110,110,0.9853176474571228,1,1,0.9987766146659851,25
111,111,0.991828441619873,1,1,0.9969059824943542,20
112,112,0.9991955161094666,1,1,0.9999545812606812,27
113,113,0.8857430219650269,1,1,0.9807718992233276,0
114,114,0.9784243106842041,1,1,0.9989677667617798,9
115,115,0.6229630708694458,1,0,0.9972127079963684,71
116,116,0.8526026010513306,0,0,0.845344066619873,48
117,117,0.9988817572593689,1,1,0.9998260140419006,43
118,118,0.9790590405464172,1,1,0.9972713589668274,57
119,119,0.9995649456977844,1,1,0.9998277425765991,56
120,120,0.6951997876167297,1,0,0.9681652784347534,85
121,121,0.8065375685691833,0,0,0.4200780391693115,65
122,122,0.8061425089836121,1,1,0.9976999163627625,19
123,123,0.8190324306488037,1,0,0.9784254431724548,92
124,124,0.6272823214530945,1,1,0.9852102398872375,33
125,125,0.7436327934265137,1,1,0.9828072786331177,20
126,126,0.7394645810127258,1,0,0.9816253185272217,21
127,127,0.6983255743980408,0,0,0.8074856400489807,80
128,128,0.9089835286140442,1,1,0.99347323179245,70
129,129,0.685606062412262,1,0,0.9399832487106323,46
130,130,0.9386910796165466,0,1,0.9863727688789368,46
131,131,0.9976123571395874,1,1,0.9987937211990356,16
132,132,0.33175748586654663,1,1,0.9763247966766357,1
133,133,0.9014902114868164,1,0,0.9773015379905701,74
134,134,0.9668350219726562,0,0,0.481170117855072,3
135,135,0.9920592308044434,1,1,0.9987832903862,91
136,136,0.9968670010566711,1,1,0.9991084933280945,60
137,137,0.8439981341362,0,0,0.6848248839378357,15
138,138,0.5869635343551636,1,1,0.9916227459907532,52
139,139,0.9948478937149048,1,1,0.9991938471794128,23
140,140,0.6960322260856628,1,1,0.9941431879997253,4
141,141,0.9899147748947144,1,1,0.9992974996566772,11
142,142,0.8565824627876282,1,1,0.9960250854492188,52
143,143,0.9882712960243225,0,0,0.35529962182044983,89
144,144,0.5743659138679504,1,1,0.9942090511322021,24
145,145,0.571304440498352,1,0,0.9747396111488342,95
146,146,0.6281437873840332,0,0,0.9885158538818359,58
147,147,0.9993900060653687,1,1,0.9997318387031555,39
148,148,0.8653585910797119,1,1,0.9937565326690674,51
149,149,0.9965776801109314,1,1,0.9993504881858826,58
150,150,0.9358125925064087,1,1,0.9922575950622559,58
151,151,0.8441440463066101,1,1,0.9785677790641785,77
152,152,0.8543621897697449,1,1,0.9994990825653076,18
153,153,0.9942325949668884,0,0,0.4991227388381958,60
154,154,0.9991137385368347,1,1,0.9998297691345215,45
155,155,0.6867408156394958,1,0,0.998548686504364,66
156,156,0.9968146681785583,1,1,0.9989529848098755,58
157,157,0.9212069511413574,1,1,0.9883024096488953,20
158,158,0.9200847744941711,0,1,0.9979153275489807,7
159,159,0.9131897687911987,0,0,0.6348031163215637,42
160,160,0.9489173889160156,1,1,0.9918580651283264,36
161,161,0.9947338104248047,1,1,0.9993011951446533,8
162,162,0.8365512490272522,1,0,0.9713356494903564,87
163,163,0.9773624539375305,1,1,0.9967425465583801,10
164,164,0.9366995096206665,1,0,0.3523443937301636,30
165,165,0.8183437585830688,0,0,0.6507753133773804,96
166,166,0.9925079941749573,1,1,0.9956990480422974,54
167,167,0.9893885254859924,1,1,0.9983592629432678,99
168,168,0.9897633790969849,1,1,0.9992417097091675,51
169,169,0.8337698578834534,1,0,0.481202632188797,83
170,170,0.776448130607605,1,1,0.9975481629371643,9
171,171,0.8343559503555298,0,0,0.8100160360336304,45
172,172,0.9877310395240784,1,0,0.4688943028450012,4
173,173,0.7787265181541443,1,0,0.9141911864280701,83
174,174,0.989446222782135,1,1,0.9976738095283508,95
175,175,0.7619239091873169,1,0,0.7336348295211792,83
176,176,0.9696003794670105,1,0,0.7573445439338684,32
177,177,0.644338071346283,1,1,0.9893084168434143,73
178,178,0.991030216217041,1,1,0.9994111061096191,18
179,179,0.9961501359939575,1,1,0.9980992674827576,40
180,180,0.9693293571472168,1,1,0.9960519671440125,39
181,181,0.8834823369979858,0,0,0.28718966245651245,66
182,182,0.998960018157959,1,1,0.9995275735855103,22
183,183,0.9445939064025879,1,0,0.7907658815383911,80
184,184,0.9928638935089111,0,0,0.6170109510421753,16
185,185,0.6794278025627136,1,1,0.9774364829063416,28
186,186,0.9013810157775879,0,0,0.18535788357257843,46
187,187,0.9946582913398743,1,1,0.9987045526504517,95
188,188,0.8306593894958496,1,1,0.9983558058738708,98
189,189,0.9839747548103333,1,1,0.9989783763885498,83
190,190,0.9993450045585632,1,1,0.99969482421875,12
191,191,0.6933450698852539,1,1,0.9882689714431763,24
192,192,0.7220249176025391,1,1,0.9866235852241516,45
193,193,0.9962930083274841,1,1,0.9991753697395325,13
194,194,0.9913305044174194,1,1,0.9972219467163086,94
195,195,0.9819637537002563,1,1,0.9945217370986938,24
196,196,0.9883719086647034,1,1,0.9985209107398987,58
197,197,0.6043961048126221,1,0,0.99518883228302,63
198,198,0.5367850661277771,1,1,0.9800739884376526,7
199,199,0.5543379187583923,1,0,0.9943285584449768,87
200,200,0.5008469223976135,1,0,0.9928515553474426,6
201,201,0.9878925681114197,1,1,0.9974701404571533,78
202,202,0.8786667585372925,1,1,0.9980959296226501,68
203,203,0.9589135050773621,1,1,0.9968026876449585,60
204,204,0.8125327229499817,1,1,0.9992049336433411,6
205,205,0.8186221122741699,1,1,0.9973168969154358,23
206,206,0.9004577994346619,0,0,0.3479492664337158,45
207,207,0.8794323801994324,1,1,0.9978885054588318,31
208,208,0.6379963159561157,1,1,0.9795112609863281,80
209,209,0.9027660489082336,1,0,0.72395259141922,93
210,210,0.8809798955917358,0,0,0.49998509883880615,67
211,211,0.9898013472557068,1,0,0.7850924134254456,98
212,212,0.8474234342575073,1,1,0.9971099495887756,49
213,213,0.9925307631492615,1,0,0.6248412132263184,90
214,214,0.9987986087799072,1,1,0.9997697472572327,97
215,215,0.993385374546051,0,0,0.6105159521102905,96
216,216,0.8416102528572083,0,0,0.8403148055076599,53
217,217,0.88176429271698,1,0,0.8918129801750183,67
218,218,0.8164476752281189,0,0,0.7186461091041565,86
219,219,0.8493353128433228,1,1,0.9976018071174622,81
220,220,0.8691559433937073,1,1,0.9732847809791565,94
221,221,0.9527382850646973,0,0,0.20766957104206085,71
222,222,0.9906236529350281,0,0,0.3498378396034241,23
223,223,0.5688603520393372,1,1,0.9903863668441772,77
224,224,0.92994225025177,1,0,0.8680385947227478,12
225,225,0.9627681970596313,0,0,0.16572053730487823,34
226,226,0.8395378589630127,1,1,0.9796987771987915,0
227,227,0.8906182646751404,0,0,0.4099183976650238,39
228,228,0.9732946753501892,1,1,0.9996426105499268,79
229,229,0.9985978007316589,1,1,0.9996867179870605,71
230,230,0.9807393550872803,1,1,0.999255359172821,89
231,231,0.7888809442520142,1,1,0.9754902124404907,57
232,232,0.951638400554657,0,0,0.8268080353736877,52
233,233,0.9994980096817017,1,1,0.9997602105140686,24
234,234,0.9137971997261047,1,0,0.6286697387695312,65
235,235,0.8343425989151001,0,0,0.4722791910171509,83
236,236,0.980103611946106,1,1,0.9997518658638,32
237,237,0.9775421619415283,1,1,0.9959686994552612,36
238,238,0.9971676468849182,1,1,0.9983097314834595,82
239,239,0.9907031059265137,1,1,0.9999082088470459,31
240,240,0.977101743221283,1,1,0.9934775829315186,23
241,241,0.9898912906646729,1,1,0.9959851503372192,24
242,242,0.8722526431083679,1,0,0.980221152305603,34
243,243,0.5762306451797485,1,0,0.9167798161506653,21
244,244,0.7351886630058289,1,0,0.7974574565887451,11
245,245,0.991309642791748,1,1,0.9986808896064758,53
246,246,0.8208320736885071,1,1,0.9998183846473694,80
247,247,0.769400954246521,1,1,0.9961428046226501,44
248,248,0.9937542080879211,1,0,0.7927643060684204,4
249,249,0.42676326632499695,1,1,0.91329425573349,39
250,250,0.9990749359130859,1,1,0.9997422099113464,91
251,251,0.9908068776130676,1,1,0.9993864297866821,16
252,252,0.979800820350647,1,0,0.7449636459350586,36
253,253,0.9782534837722778,1,1,0.99972003698349,68
254,254,0.9236664772033691,1,0,0.5602050423622131,50
255,255,0.9935011267662048,0,0,0.2598608732223511,38
256,256,0.9354744553565979,1,0,0.9993646740913391,58
257,257,0.9404380917549133,0,0,0.5809895992279053,75
258,258,0.9713984131813049,0,0,0.8058155179023743,80
259,259,0.9931873083114624,1,1,0.9996695518493652,42
260,260,0.9064434170722961,1,0,0.8549413084983826,80
261,261,0.9970621466636658,1,1,0.9993879795074463,76
262,262,0.813160240650177,1,0,0.9093324542045593,89
263,263,0.9813475608825684,1,0,0.8188561201095581,55
264,264,0.7050560712814331,1,1,0.9786540865898132,19
265,265,0.9983924031257629,1,1,0.9999366998672485,91
266,266,0.528908371925354,1,1,0.947250485420227,70
267,267,0.7674263119697571,1,0,0.9429457187652588,1
268,268,0.33431845903396606,1,1,0.9365992546081543,6
269,269,0.8945117592811584,0,0,0.29176682233810425,93
270,270,0.9993997812271118,1,1,0.9999080896377563,99
271,271,0.9980060458183289,1,1,0.9997541308403015,51
272,272,0.866598904132843,1,1,0.997270405292511,96
273,273,0.6557639241218567,0,0,0.989581823348999,0
274,274,0.9982050657272339,1,0,0.9179578423500061,42
275,275,0.7088367342948914,1,1,0.9918472766876221,18
276,276,0.9771639704704285,1,1,0.9978899359703064,67
277,277,0.9537280797958374,0,0,0.5000097155570984,36
278,278,0.991316556930542,1,1,0.9972910284996033,40
279,279,0.959777295589447,1,1,0.995988667011261,62
280,280,0.4917004406452179,1,1,0.9618610143661499,78
281,281,0.9998559951782227,1,1,0.999951958656311,84
282,282,0.9630075693130493,1,1,0.9971346855163574,28
283,283,0.932935893535614,1,1,0.9921613335609436,89
284,284,0.8176217079162598,1,1,0.9833478331565857,30
285,285,0.9749622344970703,1,1,0.9981430768966675,66
286,286,0.9047337174415588,1,0,0.8117974996566772,18
287,287,0.9064112901687622,0,0,0.5428414940834045,3
288,288,0.6367247104644775,1,0,0.9796620607376099,42
289,289,0.5631517767906189,1,0,0.989237368106842,92
290,290,0.9991101622581482,1,0,0.8332109451293945,27
291,291,0.9864442944526672,0,0,0.4640255868434906,35
292,292,0.8346545696258545,1,1,0.9992710947990417,86
293,293,0.9963105320930481,1,0,0.8265337347984314,44
294,294,0.6273515224456787,1,1,0.9521162509918213,96
295,295,0.9973214268684387,1,1,0.9989262223243713,12
296,296,0.673672080039978,1,0,0.9425323605537415,16
297,297,0.990050733089447,1,0,0.941009521484375,67
298,298,0.9981939196586609,0,0,0.8314813375473022,34
299,299,0.5176000595092773,1,0,0.971568763256073,89
300,300,0.9597181081771851,0,0,0.5625284314155579,33
301,301,0.8758795261383057,1,1,0.9916917085647583,12
302,302,0.9976977705955505,1,1,0.9989150762557983,40
303,303,0.607252299785614,1,1,0.9562737345695496,7
304,304,0.9484663009643555,0,0,0.37132492661476135,16
305,305,0.7123933434486389,0,0,0.3391445577144623,79
306,306,0.9994506239891052,1,1,0.9997853636741638,76
307,307,0.751627504825592,1,0,0.983151912689209,31
308,308,0.9146519899368286,0,0,0.4482949376106262,59
309,309,0.9976422190666199,1,1,0.9991857409477234,28
310,310,0.809484601020813,1,0,0.15789858996868134,19
311,311,0.9701511859893799,1,0,0.5474891066551208,18
312,312,0.9968344569206238,1,1,0.997572124004364,41
313,313,0.9472628235816956,1,0,0.9436663389205933,42
314,314,0.8647786378860474,0,0,0.9882088899612427,15
315,315,0.4920565187931061,0,0,0.9707268476486206,15
316,316,0.9941494464874268,1,0,0.5730935335159302,93
317,317,0.7468003034591675,1,0,0.9801442623138428,15
318,318,0.6337506771087646,0,1,0.9938395619392395,61
319,319,0.998176097869873,1,1,0.998881995677948,8
320,320,0.6352831125259399,0,1,0.9698390364646912,17
321,321,0.746161937713623,1,1,0.9963538646697998,89
322,322,0.9436327219009399,0,0,0.2027752697467804,62
323,323,0.8064205050468445,1,1,0.9957342743873596,67
324,324,0.8119187951087952,1,1,0.9992569088935852,12
325,325,0.9877188205718994,1,1,0.9994015693664551,2
326,326,0.9331272840499878,0,0,0.5360607504844666,31
327,327,0.9803717732429504,1,1,0.9953216910362244,91
328,328,0.989467203617096,1,1,0.9987527132034302,94
329,329,0.9231569170951843,1,0,0.5393871068954468,7
330,330,0.670192539691925,1,1,0.968956708908081,71
331,331,0.8185837268829346,1,0,0.9441838264465332,36
332,332,0.9975792765617371,1,1,0.9992271661758423,61
333,333,0.92620450258255,1,1,0.9936712980270386,62
334,334,0.9729716181755066,0,0,0.4762727916240692,65
335,335,0.6699869632720947,1,1,0.968996524810791,60
336,336,0.7579617500305176,0,0,0.9445707201957703,67
337,337,0.8840280771255493,1,1,0.9931859970092773,91
338,338,0.8107175230979919,1,1,0.9925658702850342,34
339,339,0.9573296904563904,0,0,0.6466472744941711,73
340,340,0.9954586029052734,1,0,0.9691508412361145,9
341,341,0.5360689759254456,1,0,0.9364575743675232,40
342,342,0.9840458631515503,1,1,0.9962730407714844,68
343,343,0.9950374960899353,1,1,0.9986358284950256,62
344,344,0.9709524512290955,1,1,0.9960135221481323,99
345,345,0.9994018077850342,1,1,0.9998772144317627,66
346,346,0.8780932426452637,1,0,0.8162758350372314,46
347,347,0.6083293557167053,0,0,0.8360034823417664,24
348,348,0.9013538956642151,1,0,0.711669921875,10
349,349,0.5748737454414368,1,0,0.3141445517539978,10
350,350,0.6608777046203613,1,1,0.975383460521698,68
351,351,0.8975569009780884,0,0,0.6189703941345215,43
352,352,0.9750409722328186,1,0,0.8188447952270508,37
353,353,0.9614526629447937,1,1,0.9962373971939087,58
354,354,0.9887655973434448,1,1,0.9997391104698181,48
355,355,0.9830812811851501,1,1,0.9945359230041504,40
356,356,0.6192097663879395,1,1,0.9994335770606995,96
357,357,0.8884716629981995,1,0,0.7444488406181335,14
358,358,0.9649685621261597,0,1,0.9979164004325867,35
359,359,0.9978141784667969,0,0,0.601434588432312,72
360,360,0.9934136271476746,1,1,0.9985699653625488,64
361,361,0.9988308548927307,1,1,0.9997051358222961,39
362,362,0.9432221055030823,0,0,0.4906271696090698,49
363,363,0.9078157544136047,1,0,0.9911822080612183,94
364,364,0.99294114112854,1,1,0.9979888200759888,63
365,365,0.947385311126709,1,0,0.8058612942695618,10
366,366,0.8899565935134888,1,0,0.9671817421913147,89
367,367,0.9612932205200195,0,1,0.9981245398521423,54
368,368,0.9237912893295288,1,1,0.9999662637710571,90
369,369,0.7507297396659851,0,0,0.48451972007751465,38
370,370,0.5888764262199402,1,0,0.996147632598877,90
371,371,0.9867377877235413,1,1,0.9971484541893005,33
372,372,0.9672813415527344,1,1,0.9916199445724487,28
373,373,0.9530878067016602,1,1,0.9949997663497925,29
374,374,0.9907659292221069,0,0,0.34730830788612366,5
375,375,0.5031805634498596,1,1,0.998342752456665,86
376,376,0.7282533049583435,1,1,0.9906976819038391,7
377,377,0.9962040781974792,1,1,0.998310923576355,0
378,378,0.9908457398414612,1,1,0.9951919317245483,94
379,379,0.8234232664108276,1,0,0.5503048896789551,11
380,380,0.5797614455223083,1,1,0.9983866214752197,26
381,381,0.9954258799552917,1,1,0.9996707439422607,6
382,382,0.9960721731185913,1,1,0.997087299823761,41
383,383,0.9789081811904907,0,0,0.4191271960735321,55
384,384,0.9977648258209229,1,1,0.9997506737709045,69
385,385,0.9735748171806335,0,0,0.587649941444397,93
386,386,0.8540863990783691,1,1,0.9869524240493774,29
387,387,0.913595974445343,1,0,0.2874075174331665,67
388,388,0.9984322190284729,1,1,0.9993329644203186,85
389,389,0.9988043308258057,1,1,0.9999613761901855,65
390,390,0.7758530974388123,1,1,0.9944859147071838,40
391,391,0.9763668179512024,1,1,0.9992096424102783,57
392,392,0.8733583688735962,1,0,0.38716864585876465,72
393,393,0.973039984703064,1,1,0.9970671534538269,30
394,394,0.936171293258667,1,0,0.8375293612480164,74
395,395,0.924568772315979,1,0,0.8644317388534546,27
396,396,0.6053568720817566,0,0,0.9609208106994629,4
397,397,0.9950555562973022,1,1,0.9994120597839355,49
398,398,0.9360830187797546,1,0,0.7545666694641113,52
399,399,0.8410454988479614,1,0,0.789942741394043,95
400,400,0.9765335917472839,1,1,0.9953514337539673,40
401,401,0.9829753041267395,0,0,0.5280693769454956,55
402,402,0.926676869392395,0,0,0.3264121413230896,80
403,403,0.8255867958068848,0,0,0.273126482963562,98
404,404,0.558495044708252,1,0,0.9379692673683167,6
405,405,0.8905261158943176,1,1,0.9980989098548889,57
406,406,0.9301120638847351,0,0,0.6160763502120972,55
407,407,0.9990897178649902,1,1,0.9994385838508606,16
408,408,0.9508878588676453,1,0,0.8422828912734985,98
409,409,0.9613667130470276,0,0,0.5983412861824036,8
410,410,0.9959818124771118,1,1,0.9980040192604065,40
411,411,0.9464360475540161,1,0,0.4072352945804596,96
412,412,0.9550645351409912,1,1,0.9962523579597473,71
413,413,0.9472159743309021,1,0,0.8426054120063782,3
414,414,0.993614673614502,0,0,0.7307395935058594,46
415,415,0.6875868439674377,1,0,0.980920672416687,66
416,416,0.9695894718170166,0,0,0.8961658477783203,65
417,417,0.648090124130249,1,0,0.9877043962478638,8
418,418,0.5688791871070862,1,0,0.9012001752853394,53
419,419,0.9677900671958923,0,0,0.4520244300365448,88
420,420,0.7875421643257141,0,0,0.531609833240509,4
421,421,0.8971170783042908,1,0,0.42881062626838684,81
422,422,0.645134449005127,1,0,0.5491622090339661,88
423,423,0.872731626033783,1,1,0.9987545013427734,96
424,424,0.5729525685310364,1,0,0.9807806611061096,68
425,425,0.5222568511962891,1,0,0.9834570288658142,42
426,426,0.9340406656265259,1,1,0.9965587258338928,77
427,427,0.6761849522590637,1,1,0.9971509575843811,10
428,428,0.9267820119857788,1,0,0.9952524900436401,27
429,429,0.8740774393081665,1,0,0.5285314917564392,32
430,430,0.9957398176193237,0,0,0.5376977920532227,80
431,431,0.9998142123222351,1,1,0.999976634979248,98
432,432,0.7260869145393372,0,0,0.8939215540885925,24
433,433,0.9868330359458923,1,1,0.9977758526802063,51
434,434,0.9414626359939575,1,1,0.9954114556312561,2
435,435,0.8309617638587952,1,0,0.9430763125419617,19
436,436,0.5820389986038208,0,0,0.8517059087753296,15
437,437,0.9778978228569031,0,0,0.5034319758415222,93
438,438,0.841916024684906,1,1,0.9879816174507141,36
439,439,0.951784074306488,0,0,0.47604867815971375,53
440,440,0.9704448580741882,1,1,0.998936116695404,16
441,441,0.9819164872169495,1,1,0.9969161748886108,5
442,442,0.9989759922027588,1,1,0.9998483657836914,81
443,443,0.9936392903327942,1,1,0.9978945851325989,85
444,444,0.9003885984420776,0,0,0.4402448236942291,6
445,445,0.9806921482086182,1,1,0.9916682243347168,85
446,446,0.6991269588470459,1,1,0.997329592704773,65
447,447,0.8612176775932312,1,0,0.983608067035675,22
448,448,0.9389390349388123,1,0,0.6827440857887268,55
449,449,0.672997772693634,1,0,0.25481292605400085,85
450,450,0.8549923896789551,1,1,0.9972871541976929,22
451,451,0.7990058064460754,0,1,0.9759684801101685,17
452,452,0.6299203038215637,0,0,0.9339087009429932,22
453,453,0.6016583442687988,1,1,0.9904831647872925,18
454,454,0.9866296052932739,0,0,0.3799290955066681,2
455,455,0.9905943870544434,1,1,0.9983934760093689,9
456,456,0.9975718855857849,0,0,0.3411927819252014,93
457,457,0.9745528697967529,0,0,0.5254403948783875,51
458,458,0.7971312999725342,1,0,0.989482045173645,7
459,459,0.6996431350708008,1,0,0.8641120791435242,5
460,460,0.8621697425842285,1,1,0.99965500831604,58
461,461,0.9995112419128418,1,1,0.9997954964637756,87
462,462,0.6357724666595459,1,1,0.9896683692932129,76
463,463,0.8977157473564148,1,0,0.5888359546661377,2
464,464,0.9146859049797058,0,0,0.444597452878952,14
465,465,0.987564742565155,1,0,0.6419135928153992,38
466,466,0.9696524739265442,1,0,0.33059701323509216,33
467,467,0.5643627047538757,1,1,0.9910299777984619,17
468,468,0.9980849027633667,1,1,0.9992035031318665,6
469,469,0.9248965978622437,1,1,0.9900444746017456,0
470,470,0.7947681546211243,1,0,0.9611361622810364,79
471,471,0.9970519542694092,1,1,0.9996659755706787,97
472,472,0.8924785256385803,1,0,0.21397764980793,14
473,473,0.9052729606628418,1,1,0.9922243356704712,14
474,474,0.9122631549835205,0,0,0.23267266154289246,67
475,475,0.8534390926361084,0,0,0.29692795872688293,14
476,476,0.8142799735069275,0,0,0.5668173432350159,38
477,477,0.9962670207023621,0,0,0.26431334018707275,79
478,478,0.9919317364692688,0,0,0.5984028577804565,27
479,479,0.531246542930603,1,1,0.9821308255195618,25
480,480,0.7650566101074219,1,0,0.9535081386566162,37
481,481,0.9942348599433899,1,1,0.996964156627655,75
482,482,0.8917252421379089,0,0,0.7364739775657654,10
483,483,0.9247048497200012,1,0,0.349285364151001,41
484,484,0.9989400506019592,1,1,0.9996359348297119,0
