,sample_idx,resnet50_sbb_l_trades8_255_mra4_255_is_acc,resnet50_sbb_l_trades8_255_mra4_255_is_rob2_255,resnet50_sbb_l_trades8_255_mra4_255_is_rob4_255,resnet50_sbb_l_trades8_255_mra4_255_pred
533,533,1,1,1,1
534,534,1,1,1,1
535,535,1,1,1,1
536,536,1,1,1,1
537,537,1,1,1,1
538,538,1,1,1,1
539,539,1,1,1,1
540,540,1,1,1,1
541,541,1,1,1,1
542,542,1,1,1,1
543,543,1,1,1,1
544,544,1,1,1,1
545,545,1,1,1,1
546,546,1,1,1,1
547,547,1,1,1,1
548,548,1,1,1,1
549,549,1,1,1,1
550,550,1,1,1,1
551,551,1,1,1,1
552,552,1,1,1,1
553,553,1,1,1,1
554,554,1,1,0,1
555,555,1,1,1,1
556,556,1,1,1,1
557,557,1,1,1,1
558,558,1,1,1,1
559,559,1,0,1,1
560,560,1,1,1,1
561,561,1,1,1,1
562,562,1,1,0,1
563,563,1,1,1,1
564,564,1,1,1,1
565,565,1,1,0,1
566,566,1,1,1,1
567,567,1,1,1,1
568,568,1,1,1,1
569,569,1,1,0,1
570,570,1,1,1,1
571,571,0,0,0,3
572,572,1,0,0,1
573,573,1,1,1,1
574,574,1,1,1,1
575,575,1,1,0,1
576,576,1,1,1,1
577,577,1,1,1,1
578,578,1,1,1,1
579,579,1,1,0,1
580,580,1,1,1,1
581,581,1,1,1,1
582,582,1,0,1,1
583,583,1,1,1,1
584,584,1,1,1,1
585,585,1,1,1,1
586,586,1,1,1,1
587,587,1,1,1,1
588,588,1,1,1,1
589,589,1,1,1,1
590,590,1,1,1,1
591,591,1,1,1,1
592,592,1,1,1,1
593,593,1,1,1,1
594,594,1,1,1,1
595,595,1,1,1,1
596,596,1,1,1,1
597,597,1,1,0,1
598,598,1,1,1,1
599,599,1,1,1,1
600,600,1,1,1,1
601,601,1,1,1,1
602,602,1,1,1,1
603,603,1,1,1,1
604,604,1,1,1,1
605,605,1,1,1,1
606,606,1,1,1,1
607,607,1,1,1,1
608,608,1,1,1,1
609,609,1,1,1,1
610,610,1,1,1,1
611,611,1,1,1,1
612,612,1,1,1,1
613,613,1,1,0,1
614,614,1,1,0,1
615,615,1,1,1,1
616,616,1,1,1,1
617,617,1,1,1,1
618,618,1,1,1,1
619,619,1,1,1,1
620,620,1,1,1,1
621,621,1,1,1,1
622,622,1,1,1,1
623,623,1,1,1,1
624,624,1,1,1,1
625,625,1,1,1,1
626,626,1,1,0,1
627,627,1,1,1,1
628,628,1,1,1,1
629,629,1,1,1,1
630,630,1,1,1,1
631,631,1,1,1,1
632,632,1,1,1,1
633,633,1,1,1,1
634,634,1,1,1,1
635,635,0,1,1,3
636,636,1,1,1,1
637,637,1,1,1,1
638,638,1,1,1,1
639,639,1,1,1,1
640,640,1,1,1,1
641,641,1,1,1,1
642,642,1,1,1,1
643,643,1,1,1,1
644,644,1,1,1,1
645,645,1,1,1,1
646,646,1,1,1,1
647,647,1,1,1,1
648,648,1,1,1,1
649,649,1,1,1,1
650,650,1,1,1,1
651,651,1,1,1,1
652,652,1,1,1,1
653,653,1,1,1,1
654,654,1,1,1,1
655,655,1,1,1,1
656,656,0,0,1,3
657,657,1,1,1,1
658,658,1,1,1,1
659,659,1,1,1,1
660,660,1,0,1,1
661,661,1,1,1,1
662,662,1,1,1,1
663,663,1,1,1,1
664,664,1,1,1,1
665,665,1,1,1,1
666,666,1,1,1,1
667,667,1,1,1,1
668,668,1,1,1,1
669,669,1,1,1,1
670,670,1,1,0,1
671,671,1,1,1,1
672,672,1,1,1,1
673,673,1,1,1,1
674,674,1,1,1,1
675,675,1,1,1,1
676,676,1,1,1,1
677,677,1,1,1,1
678,678,1,1,0,1
679,679,1,1,1,1
680,680,1,1,1,1
681,681,1,1,1,1
682,682,1,1,1,1
683,683,1,1,1,1
684,684,1,1,1,1
685,685,1,1,1,1
686,686,1,1,1,1
687,687,1,1,1,1
688,688,1,1,1,1
689,689,1,1,1,1
690,690,1,1,1,1
691,691,1,1,1,1
692,692,1,1,1,1
693,693,1,1,1,1
694,694,1,1,1,1
695,695,1,1,1,1
696,696,1,1,1,1
697,697,1,1,1,1
698,698,1,1,1,1
699,699,1,1,1,1
700,700,1,1,0,1
701,701,1,1,1,1
702,702,1,1,1,1
703,703,1,0,1,1
704,704,1,1,1,1
705,705,1,1,1,1
706,706,1,1,0,1
707,707,0,0,1,3
708,708,1,1,0,1
709,709,1,1,1,1
710,710,1,1,1,1
711,711,1,1,1,1
712,712,1,1,1,1
713,713,1,1,1,1
714,714,1,1,1,1
715,715,1,1,1,1
716,716,1,1,1,1
717,717,1,1,1,1
718,718,1,1,1,1
719,719,1,1,1,1
720,720,1,1,1,1
721,721,1,1,1,1
722,722,1,1,1,1
723,723,0,1,1,3
724,724,1,1,1,1
725,725,1,1,1,1
726,726,1,1,1,1
727,727,1,1,0,1
728,728,1,1,1,1
729,729,1,1,1,1
730,730,1,1,1,1
731,731,1,1,1,1
732,732,1,1,1,1
733,733,1,1,1,1
734,734,1,1,1,1
735,735,1,1,1,1
736,736,0,1,1,3
737,737,1,1,1,1
738,738,1,1,1,1
739,739,1,1,1,1
740,740,1,1,1,1
741,741,1,1,1,1
742,742,1,1,1,1
743,743,1,1,1,1
744,744,1,1,1,1
745,745,1,1,1,1
746,746,1,1,1,1
747,747,1,1,1,1
748,748,1,1,1,1
749,749,1,1,1,1
750,750,1,1,1,1
751,751,1,1,1,1
752,752,1,0,0,1
753,753,0,1,1,3
754,754,1,1,0,1
755,755,1,1,1,1
756,756,1,1,1,1
757,757,1,1,1,1
758,758,1,1,1,1
759,759,1,1,1,1
760,760,1,1,1,1
761,761,1,1,0,1
762,762,1,1,1,1
763,763,1,1,0,1
764,764,0,0,1,3
765,765,1,1,1,1
766,766,1,1,1,1
767,767,1,1,1,1
768,768,1,1,1,1
769,769,1,1,1,1
770,770,1,1,1,1
771,771,1,1,1,1
772,772,1,1,1,1
773,773,1,1,1,1
774,774,1,0,0,1
775,775,1,1,1,1
776,776,1,1,1,1
777,777,1,1,1,1
778,778,1,1,1,1
779,779,1,1,1,1
780,780,1,1,1,1
781,781,1,1,1,1
782,782,1,1,1,1
783,783,1,1,1,1
784,784,1,1,1,1
785,785,1,1,1,1
786,786,1,1,1,1
787,787,1,1,1,1
788,788,1,1,1,1
789,789,1,1,1,1
790,790,1,1,1,1
791,791,1,1,1,1
792,792,1,1,1,1
793,793,1,1,1,1
794,794,1,1,1,1
795,795,1,1,1,1
796,796,1,1,1,1
797,797,1,1,1,1
798,798,1,1,1,1
799,799,1,1,1,1
800,800,1,1,1,1
801,801,1,1,1,1
802,802,1,1,0,1
803,803,1,1,1,1
804,804,1,1,1,1
805,805,1,1,1,1
806,806,1,1,1,1
807,807,1,1,1,1
808,808,1,1,1,1
809,809,1,1,1,1
810,810,1,1,1,1
811,811,1,1,1,1
812,812,1,1,1,1
813,813,1,1,1,1
814,814,1,1,1,1
815,815,1,1,1,1
816,816,1,1,1,1
817,817,1,1,1,1
818,818,1,1,1,1
819,819,1,1,1,1
820,820,1,1,1,1
821,821,1,1,1,1
822,822,1,1,1,1
823,823,1,1,1,1
824,824,1,1,1,1
825,825,1,1,1,1
826,826,1,1,1,1
827,827,1,1,1,1
828,828,1,1,1,1
829,829,1,1,1,1
830,830,1,1,0,1
831,831,1,1,1,1
832,832,1,1,1,1
833,833,1,1,1,1
834,834,1,1,0,1
835,835,1,1,1,1
836,836,1,1,1,1
837,837,1,1,1,1
838,838,1,1,0,1
839,839,1,1,1,1
840,840,1,1,1,1
841,841,1,1,1,1
842,842,1,1,1,1
843,843,1,1,1,1
844,844,1,1,1,1
845,845,1,1,1,1
846,846,1,1,1,1
847,847,1,1,1,1
848,848,1,1,1,1
849,849,1,1,1,1
850,850,1,1,0,1
851,851,1,1,1,1
852,852,1,1,1,1
853,853,1,1,1,1
854,854,1,1,1,1
855,855,1,1,1,1
856,856,1,1,1,1
857,857,1,1,1,1
858,858,1,1,1,1
859,859,1,1,1,1
860,860,1,1,1,1
861,861,1,1,1,1
862,862,1,1,1,1
863,863,1,1,1,1
864,864,1,1,1,1
865,865,1,1,1,1
866,866,1,1,1,1
867,867,1,1,1,1
868,868,1,1,1,1
869,869,1,1,1,1
870,870,1,1,1,1
871,871,1,1,1,1
872,872,1,1,1,1
873,873,1,1,1,1
874,874,1,1,0,1
875,875,1,1,1,1
876,876,1,1,1,1
877,877,1,1,1,1
878,878,1,1,1,1
879,879,1,1,1,1
880,880,1,1,1,1
881,881,1,1,1,1
882,882,1,1,1,1
883,883,1,1,1,1
884,884,1,1,1,1
885,885,1,1,1,1
886,886,1,1,0,1
887,887,1,1,1,1
888,888,1,1,1,1
889,889,1,1,1,1
890,890,1,1,1,1
891,891,1,1,1,1
892,892,1,1,1,1
893,893,1,1,1,1
894,894,1,0,1,1
895,895,1,0,0,1
896,896,1,1,1,1
897,897,1,1,1,1
898,898,1,1,1,1
899,899,1,1,1,1
900,900,1,1,1,1
901,901,1,1,1,1
902,902,1,1,1,1
903,903,1,1,1,1
904,904,1,1,1,1
905,905,1,1,1,1
906,906,1,1,1,1
907,907,1,1,1,1
908,908,1,1,1,1
909,909,1,1,1,1
910,910,1,1,1,1
911,911,1,1,1,1
912,912,1,1,1,1
913,913,1,1,1,1
914,914,1,1,1,1
915,915,1,1,1,1
916,916,1,1,1,1
917,917,1,1,1,1
918,918,1,1,1,1
919,919,1,1,1,1
920,920,1,1,1,1
921,921,1,1,1,1
922,922,1,1,1,1
923,923,1,0,1,1
924,924,1,1,1,1
925,925,1,1,1,1
926,926,1,1,1,1
927,927,1,1,1,1
928,928,1,1,0,1
929,929,1,1,1,1
930,930,1,1,1,1
931,931,1,1,1,1
932,932,1,1,1,1
933,933,1,1,0,1
934,934,1,1,1,1
935,935,1,1,1,1
936,936,1,1,1,1
937,937,1,0,0,1
938,938,1,1,1,1
939,939,1,1,0,1
940,940,0,1,0,3
941,941,0,1,1,3
942,942,0,1,1,3
943,943,0,1,1,3
944,944,0,1,0,3
945,945,1,1,1,1
946,946,1,1,1,1
947,947,1,1,1,1
948,948,1,1,0,1
949,949,1,1,0,1
950,950,1,1,1,1
951,951,0,0,0,4
952,952,1,1,0,1
953,953,1,1,1,1
954,954,1,1,1,1
955,955,1,1,1,1
956,956,1,1,1,1
957,957,1,1,1,1
958,958,1,1,1,1
959,959,1,1,1,1
960,960,1,1,1,1
961,961,1,1,1,1
962,962,1,1,1,1
963,963,0,1,1,3
964,964,1,1,1,1
965,965,1,0,1,1
966,966,1,1,1,1
967,967,1,1,1,1
968,968,1,1,1,1
969,969,1,1,1,1
970,970,1,1,1,1
971,971,1,1,1,1
972,972,1,1,1,1
973,973,0,0,1,3
974,974,1,0,1,1
975,975,1,1,1,1
976,976,1,1,1,1
977,977,0,1,1,3
978,978,1,1,1,1
979,979,0,0,1,3
980,980,1,1,1,1
981,981,1,1,0,1
982,982,1,1,1,1
983,983,1,0,0,1
984,984,1,1,1,1
985,985,0,0,0,3
986,986,1,1,0,1
987,987,1,0,1,1
988,988,1,1,1,1
989,989,0,1,1,3
990,990,0,1,1,3
991,991,0,0,1,3
992,992,1,1,1,1
993,993,1,1,1,1
994,994,0,0,0,3
995,995,1,1,1,1
996,996,1,1,1,1
997,997,1,1,0,1
998,998,1,1,1,1
999,999,1,1,1,1
1000,1000,1,1,1,1
1001,1001,1,1,1,1
1002,1002,1,1,0,1
1003,1003,1,1,1,1
1004,1004,1,1,1,1
1005,1005,1,1,1,1
1006,1006,1,1,1,1
1007,1007,1,1,1,1
1008,1008,1,1,1,1
1009,1009,1,1,1,1
1010,1010,1,1,1,1
1011,1011,1,1,1,1
1012,1012,1,1,1,1
1013,1013,1,1,1,1
1014,1014,1,1,1,1
1015,1015,1,1,1,1
1016,1016,1,1,1,1
1017,1017,1,1,1,1
1018,1018,1,1,0,1
1019,1019,1,1,1,1
1020,1020,0,1,1,3
1021,1021,1,1,1,1
1022,1022,1,1,1,1
1023,1023,1,1,1,1
1024,1024,1,1,1,1
1025,1025,1,1,1,1
1026,1026,1,1,1,1
1027,1027,1,1,1,1
1028,1028,1,1,1,1
1029,1029,1,1,1,1
1030,1030,1,1,1,1
1031,1031,1,1,1,1
1032,1032,1,1,1,1
1033,1033,1,1,1,1
1034,1034,1,1,1,1
1035,1035,1,1,1,1
1036,1036,1,1,1,1
1037,1037,1,1,1,1
1038,1038,1,1,1,1
1039,1039,1,1,1,1
1040,1040,1,1,1,1
1041,1041,1,1,1,1
1042,1042,1,1,1,1
1043,1043,1,1,1,1
1044,1044,1,1,1,1
1045,1045,0,1,1,3
1046,1046,1,1,1,1
1047,1047,1,1,1,1
1048,1048,1,1,0,1
1049,1049,1,1,1,1
1050,1050,1,1,1,1
1051,1051,1,1,1,1
1052,1052,1,1,1,1
1053,1053,1,1,1,1
1054,1054,1,1,1,1
1055,1055,1,1,1,1
1056,1056,0,1,1,3
1057,1057,0,1,1,3
1058,1058,1,1,1,1
1059,1059,0,1,0,3
1060,1060,1,1,1,1
1061,1061,1,1,1,1
1062,1062,1,1,1,1
1063,1063,1,1,1,1
1064,1064,1,1,1,1
1065,1065,1,1,1,1
1066,1066,1,1,1,1
1067,1067,1,1,1,1
1068,1068,1,1,1,1
1069,1069,1,1,1,1
1070,1070,1,1,1,1
1071,1071,1,1,1,1
1072,1072,1,1,1,1
1073,1073,1,1,1,1
1074,1074,1,1,1,1
1075,1075,1,1,1,1
1076,1076,1,1,1,1
1077,1077,1,1,1,1
1078,1078,1,1,1,1
1079,1079,1,1,0,1
1080,1080,1,1,1,1
1081,1081,1,1,1,1
1082,1082,1,1,1,1
1083,1083,1,1,1,1
1084,1084,1,1,1,1
1085,1085,1,1,1,1
1086,1086,1,1,1,1
1087,1087,1,1,1,1
1088,1088,1,1,1,1
1089,1089,1,1,1,1
1090,1090,1,1,1,1
1091,1091,1,1,1,1
1092,1092,1,1,1,1
1093,1093,1,1,1,1
1094,1094,1,1,1,1
1095,1095,1,1,1,1
1096,1096,1,1,1,1
1097,1097,1,1,1,1
1098,1098,1,1,1,1
1099,1099,1,1,1,1
1100,1100,1,1,1,1
1101,1101,1,1,1,1
1102,1102,1,1,1,1
1103,1103,1,1,1,1
1104,1104,1,1,1,1
1105,1105,1,1,1,1
1106,1106,1,1,1,1
1107,1107,1,1,1,1
1108,1108,1,1,1,1
1109,1109,1,1,1,1
1110,1110,1,1,1,1
1111,1111,1,1,1,1
1112,1112,1,1,1,1
1113,1113,1,1,0,1
1114,1114,1,1,1,1
1115,1115,0,1,1,3
1116,1116,1,1,1,1
1117,1117,1,1,1,1
1118,1118,1,1,1,1
1119,1119,1,1,1,1
1120,1120,1,1,1,1
1121,1121,1,1,1,1
1122,1122,1,1,1,1
1123,1123,0,1,1,3
1124,1124,1,1,1,1
