,sample_idx,Sehwag2021Proxy_R18_adv_conf0.12,Sehwag2021Proxy_R18_adv_conf0.25,Sehwag2021Proxy_R18_is_acc,Sehwag2021Proxy_R18_is_rob0.12,Sehwag2021Proxy_R18_is_rob0.25,Sehwag2021Proxy_R18_nat_conf,Sehwag2021Proxy_R18_pred
30,30,0.9417347908020021,0.9059635400772095,1,1,1,0.9632935523986816,6
31,31,0.9374644160270692,0.8635684251785278,1,1,1,0.9691582918167114,5
32,32,0.6033782958984375,0.4537121057510376,1,1,0,0.7211529016494751,4
33,33,0.4641396105289459,0.4338133931159973,1,1,0,0.5059380531311035,5
34,34,0.9970622658729552,0.9961275458335876,1,1,1,0.997637152671814,9
35,35,0.3056463897228241,0.37834787368774414,0,1,0,0.36110854148864746,3
36,36,0.4797335863113403,0.549932062625885,1,0,0,0.5011284947395325,4
37,37,0.672250509262085,0.6094175577163696,0,1,1,0.7284315824508667,9
38,38,0.9949947595596312,0.9941837191581726,1,1,1,0.995658278465271,9
39,39,0.9530943036079408,0.9295810461044312,1,1,1,0.9680303335189819,5
40,40,0.9927690029144288,0.9885645508766174,1,1,1,0.9951627254486084,4
41,41,0.9923292994499208,0.9889786839485168,1,1,1,0.9944894313812256,6
42,42,0.9854641556739808,0.980226993560791,1,1,1,0.9891632795333862,5
43,43,0.8832007646560669,0.8224260210990906,1,1,1,0.9229218363761902,6
44,44,0.9501574039459229,0.9336645603179932,1,1,1,0.9616625905036926,0
45,45,0.9972593784332277,0.9965804219245911,1,1,1,0.9976798892021179,9
46,46,0.6875420808792114,0.6674594283103943,1,1,1,0.7021027207374573,3
47,47,0.3768203258514404,0.30524900555610657,1,1,0,0.46597981452941895,9
48,48,0.9090715050697328,0.8397681713104248,1,1,1,0.9478617906570435,7
49,49,0.7381446361541748,0.634013295173645,1,1,1,0.8211836814880371,6
50,50,0.9628608226776124,0.9510918259620667,1,1,1,0.9715277552604675,9
51,51,0.974787175655365,0.9588862061500549,1,1,1,0.983688235282898,8
52,52,0.4093555510044098,0.33276164531707764,1,1,1,0.48525601625442505,0
53,53,0.5184818506240845,0.46029067039489746,1,1,1,0.5672501921653748,3
54,54,0.9971820116043092,0.9957876801490784,1,1,1,0.9979816675186157,8
55,55,0.990157663822174,0.9838600158691406,1,1,1,0.9937964677810669,8
56,56,0.7433965802192688,0.6757171750068665,1,1,1,0.80086749792099,7
57,57,0.3842674195766449,0.5524315237998962,1,0,0,0.5990146398544312,7
58,58,0.5106003880500793,0.4960886538028717,0,1,1,0.5159788727760315,3
59,59,0.4164321720600128,0.3648822605609894,1,1,1,0.46986496448516846,6
60,60,0.9972630739212036,0.996354341506958,1,1,1,0.9978792667388916,7
61,61,0.5229420661926271,0.5040237307548523,1,1,1,0.5389066934585571,3
62,62,0.9967806339263916,0.9952735304832458,1,1,1,0.9977425336837769,6
63,63,0.5188356041908264,0.6411716938018799,1,0,0,0.49767276644706726,3
64,64,0.951948344707489,0.9172734618186951,1,1,1,0.9714000821113586,6
65,65,0.7269381284713745,0.6390401721000671,1,1,1,0.7955420017242432,2
66,66,0.9043067693710328,0.8625136017799377,1,1,1,0.9330524206161499,1
67,67,0.9996204376220704,0.9995005130767822,1,1,1,0.9997053742408752,2
68,68,0.5176894664764404,0.4794852137565613,1,1,1,0.5512799620628357,3
69,69,0.9663039445877076,0.9488425850868225,1,1,1,0.9762135744094849,7
70,70,0.6254453659057617,0.5070809125900269,1,1,1,0.7304034233093262,2
71,71,0.7227171063423157,0.5581220388412476,1,1,1,0.836301863193512,6
72,72,0.9899792671203612,0.9840076565742493,1,1,1,0.9933655858039856,8
73,73,0.9983516931533812,0.9977666139602661,1,1,1,0.9987432360649109,8
74,74,0.8698204755783081,0.785976767539978,1,1,1,0.9189033508300781,0
75,75,0.9995008707046508,0.9991040825843811,1,1,1,0.9996981620788574,2
76,76,0.8966957926750183,0.8428223729133606,1,1,1,0.9319210648536682,9
77,77,0.7216462492942809,0.6578561663627625,1,1,1,0.7823013663291931,3
78,78,0.6022139191627502,0.5841649174690247,1,1,1,0.6177604794502258,3
79,79,0.9984943866729736,0.9976462721824646,1,1,1,0.9989675283432007,8
80,80,0.988953709602356,0.9830463528633118,1,1,1,0.9926226139068604,8
81,81,0.8635521531105042,0.7700702548027039,1,1,1,0.9162248969078064,1
82,82,0.9983318448066713,0.9980462789535522,1,1,1,0.9985439777374268,1
83,83,0.9983962178230286,0.9971964359283447,1,1,1,0.9990037083625793,7
84,84,0.9798349738121032,0.9686663746833801,1,1,1,0.9866315722465515,2
85,85,0.9247614145278932,0.9054536819458008,0,1,1,0.9395361542701721,7
86,86,0.3634420037269592,0.4198581576347351,1,0,0,0.32803910970687866,2
87,87,0.2683288156986237,0.3912219703197479,1,0,0,0.2827022075653076,7
88,88,0.9984939098358154,0.9977800250053406,1,1,1,0.9989312291145325,8
89,89,0.9983059167861938,0.9978396892547607,1,1,1,0.9986225366592407,9
90,90,0.9953942298889159,0.9904631972312927,1,1,1,0.9973846077919006,0
91,91,0.490929365158081,0.44391465187072754,1,1,1,0.5299751162528992,3
92,92,0.9984731078147888,0.997885525226593,1,1,1,0.9988572597503662,8
93,93,0.9983351826667786,0.9973422884941101,1,1,1,0.9988922476768494,6
94,94,0.8199905157089233,0.7751227617263794,1,1,1,0.8540478348731995,4
95,95,0.7122009992599487,0.6201879978179932,1,1,1,0.7897515296936035,6
96,96,0.9965493679046632,0.9926626682281494,1,1,1,0.9982560276985168,6
97,97,0.7777231931686401,0.7517674565315247,1,1,1,0.7950825691223145,0
98,98,0.9977206587791444,0.997393012046814,1,1,1,0.9979822635650635,0
99,99,0.9993785619735718,0.9990667700767517,1,1,1,0.999570906162262,7
100,100,0.6491607427597046,0.6295258402824402,1,1,1,0.6566409468650818,4
101,101,0.5830642580986023,0.5462627410888672,1,1,1,0.618112325668335,5
102,102,0.9954503178596495,0.9896678924560547,1,1,1,0.9977486729621887,6
103,103,0.9544426798820496,0.9357341527938843,1,1,1,0.966951310634613,3
104,104,0.9990240335464478,0.9988335967063904,1,1,1,0.9991663694381714,1
105,105,0.9988656044006348,0.9986454844474792,1,1,1,0.9990183115005493,1
106,106,0.6742733120918274,0.6471186876296997,1,1,1,0.6928566694259644,3
107,107,0.9983364939689636,0.9972597360610962,1,1,1,0.9989159107208252,6
108,108,0.9873384237289428,0.9825890064239502,1,1,1,0.9904468059539795,8
109,109,0.9998273849487304,0.9997605681419373,1,1,1,0.9998718500137329,7
110,110,0.9188342094421388,0.8849125504493713,1,1,1,0.938914954662323,4
111,111,0.9783554077148438,0.9722824692726135,1,1,1,0.982907235622406,0
112,112,0.5414976477622986,0.6289939284324646,0,0,0,0.5146389603614807,2
113,113,0.9072884917259216,0.8425979018211365,1,1,1,0.9451620578765869,2
114,114,0.9820930957794191,0.9683713912963867,1,1,1,0.9893165826797485,1
115,115,0.8219612836837769,0.8026438355445862,1,1,1,0.8399763107299805,3
116,116,0.9867749214172364,0.9799806475639343,1,1,1,0.9910983443260193,0
117,117,0.9205507636070251,0.8994073867797852,1,1,1,0.9381187558174133,4
118,118,0.5862836241722107,0.44296836853027344,0,1,1,0.6930827498435974,3
119,119,0.8572584986686707,0.791088342666626,1,1,1,0.8991357088088989,7
120,120,0.8525704145431519,0.7908790111541748,1,1,1,0.8955967426300049,8
121,121,0.3103574812412262,0.3178567886352539,0,1,0,0.36182889342308044,4
122,122,0.9983325600624084,0.997526228427887,1,1,1,0.9987859129905701,1
123,123,0.9998995065689088,0.999839186668396,1,1,1,0.9999326467514038,2
124,124,0.8672766685485841,0.7891192436218262,1,1,1,0.915554940700531,8
125,125,0.44162079691886896,0.3867934048175812,1,1,1,0.4866212010383606,0
126,126,0.9003478288650513,0.8779203295707703,1,1,1,0.9151322245597839,8
127,127,0.6318666338920593,0.6020171046257019,1,1,1,0.6761301755905151,3
128,128,0.4967339336872101,0.523754894733429,0,0,0,0.5078859329223633,3
129,129,0.6194686889648438,0.5283977389335632,1,1,1,0.6968085765838623,2
130,130,0.8331112265586853,0.7664477229118347,1,1,1,0.8836461901664734,4
131,131,0.9994317889213562,0.9993003606796265,1,1,1,0.9995237588882446,1
132,132,0.9792808890342712,0.9631800055503845,1,1,1,0.9874290823936462,8
133,133,0.9992555975914,0.9991346001625061,1,1,1,0.9993471503257751,9
134,134,0.9985371828079224,0.997963547706604,1,1,1,0.9988883137702942,1
135,135,0.9594688415527344,0.924358606338501,1,1,1,0.9772841930389404,2
136,136,0.9930102229118348,0.9873592257499695,1,1,1,0.9957767724990845,9
137,137,0.9989753961563109,0.9987266659736633,1,1,1,0.9991416931152344,7
138,138,0.9815014004707336,0.9642136693000793,1,1,1,0.9898524880409241,2
139,139,0.7996088862419128,0.7107916474342346,0,1,1,0.8655977249145508,8
140,140,0.978964626789093,0.9612942934036255,1,1,1,0.9873363375663757,6
141,141,0.9884412288665771,0.9848513007164001,1,1,1,0.9911114573478699,5
142,142,0.9891418218612672,0.981429398059845,1,1,1,0.9932075142860413,6
143,143,0.4599789083003998,0.5110933780670166,0,0,0,0.4814731180667877,5
144,144,0.9905926585197448,0.9865968823432922,1,1,1,0.9933182001113892,8
145,145,0.6602840423583984,0.5982502698898315,1,1,1,0.7129105925559998,7
146,146,0.9960507750511168,0.9937422871589661,1,1,1,0.9973618388175964,6
147,147,0.8732753396034241,0.8319370746612549,0,1,1,0.9049590826034546,5
148,148,0.8728095889091492,0.8340544700622559,1,1,1,0.9019944667816162,5
149,149,0.9111077189445496,0.8812925815582275,1,1,1,0.9327535629272461,2
150,150,0.996454119682312,0.9948552846908569,1,1,1,0.9974492192268372,8
151,151,0.761083722114563,0.6305564045906067,1,1,1,0.8454334735870361,9
152,152,0.942235231399536,0.888410210609436,1,1,1,0.9691363573074341,6
153,153,0.8768798708915709,0.8422044515609741,1,1,1,0.9011341333389282,0
154,154,0.8883163928985596,0.8717531561851501,1,1,1,0.9017963409423828,0
155,155,0.9116611480712892,0.8859347701072693,1,1,1,0.931057870388031,5
156,156,0.9614012837409972,0.9313315153121948,1,1,1,0.9779945015907288,2
157,157,0.9990662932395936,0.9987072944641113,1,1,1,0.9992716908454895,9
158,158,0.5911809206008911,0.5806117057800293,0,1,1,0.6011325120925903,3
159,159,0.997081696987152,0.994476854801178,1,1,1,0.9983817338943481,4
160,160,0.9680482745170592,0.9606439471244812,1,1,1,0.9731386303901672,2
161,161,0.9960344433784484,0.9944275617599487,1,1,1,0.9970605969429016,1
162,162,0.355374813079834,0.4370558261871338,1,1,0,0.4534754455089569,6
163,163,0.9369279146194458,0.898597776889801,1,1,1,0.9605406522750854,6
164,164,0.5016057491302489,0.6046921610832214,0,0,0,0.4751347303390503,0
165,165,0.4896672368049622,0.4982626736164093,0,1,0,0.5499053001403809,2
166,166,0.9804225564002992,0.9691267609596252,1,1,1,0.9870404601097107,8
167,167,0.4538083374500274,0.4829930067062378,1,1,0,0.5319379568099976,4
168,168,0.7932664752006531,0.724880576133728,1,1,1,0.8467544317245483,5
169,169,0.7314268946647644,0.6856303811073303,1,1,1,0.7690281867980957,0
170,170,0.996948540210724,0.9960530996322632,1,1,1,0.997554361820221,9
171,171,0.6922668814659119,0.5715356469154358,1,1,1,0.7895470857620239,9
172,172,0.7773872017860413,0.6670948266983032,1,1,1,0.8628389835357666,9
173,173,0.9931118488311768,0.9906937479972839,1,1,1,0.9948022365570068,8
174,174,0.99835604429245,0.997954249382019,1,1,1,0.9986357092857361,9
175,175,0.9994195699691772,0.9993563294410706,1,1,1,0.9994738698005676,9
176,176,0.9054613709449768,0.8677213191986084,1,1,1,0.9320518374443054,3
177,177,0.8691998720169067,0.8215512037277222,1,1,1,0.9039210677146912,7
178,178,0.4228048622608185,0.46047285199165344,0,0,0,0.4072442352771759,3
179,179,0.9979974627494812,0.9970055222511292,1,1,1,0.9985733032226562,0
180,180,0.9768049120903016,0.9733031392097473,1,1,1,0.9794841408729553,0
181,181,0.9819765090942384,0.9740689992904663,1,1,1,0.9865649938583374,5
182,182,0.9943609833717346,0.9903473854064941,1,1,1,0.9965535402297974,2
183,183,0.5980431437492371,0.5378314256668091,1,1,1,0.6650568842887878,2
184,184,0.5312715768814087,0.4492955207824707,1,1,0,0.6208593249320984,3
185,185,0.9994278550148009,0.9991599321365356,1,1,1,0.9995720982551575,8
186,186,0.5766493678092957,0.4960349202156067,1,1,1,0.6590409874916077,6
187,187,0.5553460121154785,0.49495556950569153,1,1,1,0.6018125414848328,3
188,188,0.7169309854507446,0.680586040019989,0,1,1,0.747734546661377,3
189,189,0.7798668146133423,0.7139485478401184,1,1,1,0.8310694694519043,0
190,190,0.8999448418617249,0.8560521006584167,1,1,1,0.9289954900741577,5
191,191,0.9456995129585266,0.9245397448539734,1,1,1,0.9607996344566345,8
192,192,0.4089135527610779,0.3514951169490814,1,1,0,0.4697082042694092,0
193,193,0.9954545497894288,0.991953432559967,1,1,1,0.9972225427627563,1
194,194,0.9953255653381348,0.9910669922828674,1,1,1,0.9973863959312439,7
195,195,0.4138726592063904,0.48621872067451477,1,0,0,0.42492854595184326,2
196,196,0.9996571540832521,0.9994879961013794,1,1,1,0.9997575879096985,8
197,197,0.9727317690849304,0.9625207781791687,1,1,1,0.97939133644104,8
198,198,0.9998061060905457,0.9997125267982483,1,1,1,0.999862551689148,7
199,199,0.9260445833206176,0.8742618560791016,1,1,1,0.9535375237464905,8
200,200,0.6673057675361633,0.631834089756012,1,1,1,0.6995540857315063,5
201,201,0.95916348695755,0.9413300156593323,1,1,1,0.9711745977401733,1
202,202,0.9974853992462158,0.9966890215873718,1,1,1,0.997998058795929,8
203,203,0.9975927472114564,0.9964798092842102,1,1,1,0.9982696771621704,7
204,204,0.9997166991233826,0.9996284246444702,1,1,1,0.9997754693031311,1
205,205,0.6518699526786804,0.6116803288459778,1,1,1,0.6912076473236084,3
206,206,0.9383950233459472,0.9196439981460571,1,1,1,0.9516710042953491,0
207,207,0.9747033715248108,0.9634775519371033,1,1,1,0.9815952777862549,5
208,208,0.99934583902359,0.9991612434387207,1,1,1,0.9994754195213318,7
209,209,0.9933532476425172,0.989918053150177,1,1,1,0.9951066970825195,9
210,210,0.36272644996643066,0.3877790868282318,1,1,0,0.45021578669548035,7
211,211,0.7947025299072266,0.724852442741394,1,1,1,0.8481506705284119,4
212,212,0.909718096256256,0.8772420883178711,1,1,1,0.9333958029747009,5
213,213,0.4518141448497772,0.4927928149700165,1,1,0,0.5781809091567993,9
214,214,0.8410432934761047,0.7995452880859375,1,1,1,0.8721272349357605,8
215,215,0.9264472126960754,0.8980404138565063,1,1,1,0.9457563161849976,0
216,216,0.9964246153831482,0.9958719611167908,1,1,1,0.996833860874176,7
217,217,0.9916269779205322,0.9807089567184448,1,1,1,0.9957471489906311,9
218,218,0.665808379650116,0.5420036911964417,1,1,1,0.7492391467094421,8
219,219,0.935607373714447,0.8923749327659607,1,1,1,0.9608049988746643,2
220,220,0.9737869501113892,0.9570043087005615,1,1,1,0.9830326437950134,7
221,221,0.4460345208644867,0.4219914674758911,1,1,0,0.5082263946533203,6
222,222,0.9885314702987672,0.9862175583839417,1,1,1,0.9903557300567627,9
223,223,0.8132353425025941,0.7773410677909851,1,1,1,0.837024450302124,4
224,224,0.4108258485794067,0.3962549567222595,1,1,0,0.452461838722229,3
225,225,0.9324365854263306,0.8924708366394043,1,1,1,0.9580808281898499,9
226,226,0.4300729930400848,0.39839306473731995,0,1,1,0.462974488735199,4
227,227,0.9854148626327516,0.9744091033935547,1,1,1,0.9910175800323486,4
228,228,0.965012550354004,0.9360410571098328,1,1,1,0.9797430634498596,7
229,229,0.7068126201629639,0.6270627975463867,1,1,1,0.772810161113739,6
230,230,0.9929623007774352,0.9902945756912231,1,1,1,0.9946979284286499,5
231,231,0.9999425411224364,0.9999361038208008,1,1,1,0.9999477863311768,1
232,232,0.4429679811000824,0.47545912861824036,0,0,0,0.4667533040046692,3
233,233,0.8223005533218384,0.6787400245666504,1,1,1,0.9002100229263306,8
234,234,0.9970887303352356,0.995049774646759,1,1,1,0.9981301426887512,8
235,235,0.9994768500328064,0.999397873878479,1,1,1,0.9995375871658325,0
236,236,0.9813150763511658,0.9726495146751404,1,1,1,0.98646080493927,4
237,237,0.4135916531085968,0.537860095500946,1,0,0,0.3553391396999359,0
238,238,0.5273556709289551,0.5069988369941711,1,1,1,0.5489697456359863,5
239,239,0.9001365303993225,0.8745537996292114,1,1,1,0.9193227887153625,5
240,240,0.9998462200164796,0.9998237490653992,1,1,1,0.9998644590377808,1
241,241,0.9978668093681335,0.9965104460716248,1,1,1,0.9985489249229431,1
242,242,0.4102850258350372,0.4606359302997589,1,1,0,0.4512389004230499,8
243,243,0.9896811842918396,0.984885573387146,1,1,1,0.9925702214241028,9
244,244,0.9953491091728209,0.9936890602111816,1,1,1,0.9963800311088562,0
245,245,0.7670761346817017,0.698799729347229,1,1,1,0.8177894949913025,3
246,246,0.9899489879608154,0.9847042560577393,1,1,1,0.9929060935974121,1
247,247,0.7148486971855164,0.658399760723114,0,1,1,0.763424277305603,8
248,248,0.9981826543807985,0.9970417618751526,1,1,1,0.9988237023353577,2
249,249,0.6715700626373291,0.5602524280548096,1,1,1,0.7595056295394897,2
250,250,0.9685655832290648,0.9162797331809998,1,1,1,0.9863781929016113,5
251,251,0.5048874020576477,0.5413241386413574,0,0,0,0.5268769860267639,5
252,252,0.9986971020698548,0.9984704852104187,1,1,1,0.9988780617713928,9
253,253,0.9809180498123168,0.9684610366821289,1,1,1,0.9878232479095459,9
254,254,0.4283807277679443,0.44030508399009705,0,1,0,0.5216668844223022,6
255,255,0.4246251881122589,0.3455289602279663,1,1,0,0.5044636130332947,0
256,256,0.9446679353713988,0.8846869468688965,1,1,1,0.9746205806732178,3
257,257,0.9783158898353576,0.9739012718200684,1,1,1,0.9816516637802124,0
258,258,0.6129076480865479,0.7483822703361511,1,0,0,0.5202884078025818,0
259,259,0.9519384503364564,0.9167627096176147,1,1,1,0.9719761610031128,9
260,260,0.9761903882026672,0.9628466367721558,1,1,1,0.9835246801376343,8
261,261,0.9917089343070984,0.9844363927841187,1,1,1,0.995591402053833,1
262,262,0.4879639744758606,0.5397130250930786,1,1,0,0.5377853512763977,5
263,263,0.9663350582122804,0.9487594962120056,1,1,1,0.9773608446121216,7
264,264,0.5585087537765503,0.6596137881278992,0,0,0,0.49682560563087463,8
265,265,0.9576396346092224,0.941885232925415,1,1,1,0.9680118560791016,8
266,266,0.4115086793899536,0.35555166006088257,1,1,0,0.5291391015052795,2
267,267,0.9999207258224488,0.9998681545257568,1,1,1,0.9999467134475708,4
268,268,0.9984107017517091,0.9975938200950623,1,1,1,0.9988508224487305,7
269,269,0.8724198341369629,0.8224477171897888,1,1,1,0.9067538380622864,0
270,270,0.8507330417633057,0.7560763955116272,1,1,1,0.9138436913490295,2
271,271,0.556338906288147,0.5257510542869568,0,1,1,0.5816073417663574,5
272,272,0.9963332414627076,0.9945163130760193,1,1,1,0.9973980188369751,6
273,273,0.6564226150512695,0.5787643194198608,1,1,1,0.7131493091583252,3
274,274,0.9925399422645568,0.9858489036560059,1,1,1,0.9957131147384644,8
275,275,0.4752961397171021,0.4866745173931122,0,1,0,0.48691484332084656,3
276,276,0.6330256462097168,0.5923036336898804,1,1,1,0.6690762639045715,0
277,277,0.3055736422538757,0.3286076486110687,0,1,0,0.30938345193862915,5
278,278,0.6889587044715881,0.6428767442703247,1,1,1,0.7238403558731079,4
279,279,0.531053900718689,0.5739418864250183,0,0,0,0.4930149018764496,5
280,280,0.96735280752182,0.953047513961792,1,1,1,0.9759631156921387,9
281,281,0.7486895918846129,0.653331458568573,1,1,1,0.8218318819999695,0
282,282,0.9979259967803956,0.9964181184768677,1,1,1,0.9986886382102966,6
283,283,0.9992606043815612,0.9991376399993896,1,1,1,0.999344527721405,1
284,284,0.4969678223133087,0.6254677176475525,1,0,0,0.5429854393005371,0
285,285,0.999536156654358,0.9994215965270996,1,1,1,0.9996224641799927,9
286,286,0.9936927556991576,0.9895164370536804,1,1,1,0.9959190487861633,1
287,287,0.6233339905738831,0.7608004808425903,1,0,0,0.5004582405090332,0
288,288,0.9954791069030762,0.994666337966919,1,1,1,0.9961126446723938,7
289,289,0.9991101622581482,0.9986664056777954,1,1,1,0.999339759349823,9
290,290,0.9991494417190552,0.9989145994186401,1,1,1,0.9993051290512085,1
291,291,0.9918751120567322,0.9861400127410889,1,1,1,0.9949809908866882,2
292,292,0.9598703980445862,0.9100641012191772,1,1,1,0.982021689414978,6
293,293,0.5904834866523743,0.6849454641342163,0,0,0,0.5019580721855164,1
294,294,0.7168872356414795,0.6874225735664368,1,1,1,0.7460043430328369,3
295,295,0.7101532816886902,0.6568315625190735,1,1,1,0.7590529918670654,4
296,296,0.9995146989822388,0.999338686466217,1,1,1,0.9996254444122314,6
297,297,0.9977263808250428,0.9973311424255371,1,1,1,0.9980206489562988,0
298,298,0.9944406151771544,0.9927254915237427,1,1,1,0.9956358075141907,0
299,299,0.9860664010047911,0.9812948703765869,1,1,1,0.9893234372138977,6
300,300,0.9996740818023682,0.9995348453521729,1,1,1,0.9997628331184387,6
301,301,0.981361210346222,0.9670000076293945,1,1,1,0.9888546466827393,6
302,302,0.4705883860588074,0.44873932003974915,0,1,1,0.48500877618789673,5
303,303,0.9543672800064088,0.9313827753067017,1,1,1,0.9693356156349182,2
304,304,0.968017041683197,0.9381542801856995,1,1,1,0.9831861257553101,6
305,305,0.9934852719306946,0.9893145561218262,1,1,1,0.9957457184791565,1
306,306,0.6706640124320984,0.5314812064170837,1,1,1,0.7668639421463013,8
307,307,0.6932896971702576,0.6177055239677429,1,1,1,0.7523582577705383,2
308,308,0.9317908287048341,0.894819974899292,1,1,1,0.9545251727104187,1
309,309,0.5324223637580872,0.5282160639762878,0,1,0,0.6235542297363281,2
310,310,0.9952374696731568,0.9920870661735535,1,1,1,0.996798574924469,8
311,311,0.9998893737792968,0.9998650550842285,1,1,1,0.9999076128005981,6
312,312,0.6036946177482605,0.726715624332428,0,0,0,0.5185490846633911,0
313,313,0.5813007354736328,0.5317074656486511,1,1,1,0.62159663438797,0
314,314,0.3691160976886749,0.2998517155647278,1,1,0,0.45285317301750183,4
315,315,0.9919679760932922,0.9897458553314209,1,1,1,0.9936131834983826,0
316,316,0.6430302858352661,0.5870182514190674,1,1,1,0.6946884393692017,7
317,317,0.9886630177497864,0.9774001240730286,1,1,1,0.9940709471702576,7
318,318,0.9782847762107848,0.9680001735687256,1,1,1,0.9845160245895386,5
319,319,0.7647610902786255,0.7134308218955994,1,1,1,0.8169423341751099,5
320,320,0.9284570813179016,0.8605056405067444,1,1,1,0.9641150832176208,3
321,321,0.7776516079902649,0.7384469509124756,1,1,1,0.8085477948188782,5
322,322,0.980369746685028,0.9672462940216064,1,1,1,0.9879373908042908,2
323,323,0.6505287289619446,0.6078198552131653,1,1,1,0.6993170380592346,3
324,324,0.4884129166603088,0.5041537880897522,0,1,1,0.4655453562736511,3
325,325,0.8785816431045532,0.7619402408599854,1,1,1,0.9317544102668762,1
326,326,0.9764128923416138,0.9475145936012268,1,1,1,0.9879663586616516,7
327,327,0.5474209189414978,0.5110920071601868,1,1,1,0.5834846496582031,5
328,328,0.9540064334869384,0.9258829951286316,1,1,1,0.9703150987625122,4
329,329,0.9642046093940736,0.9383402466773987,1,1,1,0.9777143001556396,6
330,330,0.9993818998336792,0.9992176294326782,1,1,1,0.9994975328445435,1
331,331,0.9996235370635986,0.9995085000991821,1,1,1,0.9997046589851379,9
332,332,0.6452381014823914,0.5332630276679993,0,1,1,0.7446805834770203,6
333,333,0.9997634291648864,0.9996843338012695,1,1,1,0.9998112320899963,6
334,334,0.9921621680259703,0.9863503575325012,1,1,1,0.9953086972236633,6
335,335,0.8643295764923096,0.7940263152122498,1,1,1,0.9105483889579773,9
336,336,0.9998571872711182,0.9997169375419617,1,1,1,0.9999176263809204,3
337,337,0.9957133531570436,0.9936589598655701,1,1,1,0.996874213218689,8
338,338,0.902689516544342,0.8854100108146667,1,1,1,0.9165540337562561,0
339,339,0.9879956841468812,0.9791973233222961,1,1,1,0.992281973361969,7
340,340,0.3799096941947937,0.4903881549835205,0,0,0,0.42904579639434814,6
341,341,0.9987860321998596,0.9982303977012634,1,1,1,0.9991176724433899,6
342,342,0.5297445058822632,0.6232064962387085,0,0,0,0.5231629014015198,0
343,343,0.7513715028762817,0.6957778334617615,1,1,1,0.8015831112861633,5
344,344,0.995823621749878,0.9918023943901062,1,1,1,0.9977631568908691,8
345,345,0.7910468578338623,0.7420259118080139,1,1,1,0.8318156003952026,5
346,346,0.774946391582489,0.7245015501976013,1,1,1,0.8168736100196838,4
347,347,0.9911822080612184,0.9793223738670349,1,1,1,0.9956797361373901,6
348,348,0.999919295310974,0.9999014139175415,1,1,1,0.9999324083328247,8
349,349,0.9608450531959534,0.93887859582901,1,1,1,0.9738336801528931,9
350,350,0.995019555091858,0.9936826229095459,1,1,1,0.9959724545478821,9
351,351,0.9830065369606018,0.9669439196586609,1,1,1,0.9906241297721863,1
352,352,0.5098878741264343,0.5647703409194946,1,1,0,0.6392582654953003,0
