,sample_idx,resnet50_cifar10_trades1_255_adv_conf1_255,resnet50_cifar10_trades1_255_is_acc,resnet50_cifar10_trades1_255_is_rob1_255,resnet50_cifar10_trades1_255_nat_conf,resnet50_cifar10_trades1_255_pred
68,68,0.9268534779548645,1,1,0.972599446773529,3
69,69,0.9786070585250854,1,1,0.9887728095054626,7
70,70,0.6403111219406128,1,0,0.5051037073135376,2
71,71,0.6576675772666931,1,1,0.9165459275245667,6
72,72,0.9990435242652893,1,1,0.9995498061180115,8
73,73,0.9998688697814941,1,1,0.9999134540557861,8
74,74,0.7167922258377075,1,1,0.917611300945282,0
75,75,0.9993799924850464,1,1,0.9996024966239929,2
76,76,0.9875510334968567,1,1,0.9960131645202637,9
77,77,0.9644012451171875,1,1,0.9849944710731506,3
78,78,0.904473066329956,1,1,0.9644257426261902,3
79,79,0.9993608593940735,1,1,0.9996436834335327,8
80,80,0.9456421136856079,1,1,0.9827783703804016,8
81,81,0.9912029504776001,1,1,0.9963204860687256,1
82,82,0.9999361038208008,1,1,0.9999511241912842,1
83,83,0.9995700716972351,1,1,0.9996546506881714,7
84,84,0.9968666434288025,1,1,0.9983912110328674,2
85,85,0.5485130548477173,1,0,0.6915616393089294,5
86,86,0.5577313899993896,1,0,0.6759493947029114,2
87,87,0.6087615489959717,0,0,0.410534530878067,4
88,88,0.9992449283599854,1,1,0.9996160268783569,8
89,89,0.999466598033905,1,1,0.9996764659881592,9
90,90,0.9960000514984131,1,1,0.9991230368614197,0
91,91,0.883069634437561,1,1,0.9653192758560181,3
92,92,0.9992889165878296,1,1,0.9997262358665466,8
93,93,0.9979569911956787,1,1,0.9987820982933044,6
94,94,0.9170456528663635,1,1,0.9668745994567871,4
95,95,0.7652488350868225,1,1,0.9205167293548584,6
96,96,0.9893274307250977,1,1,0.9971513152122498,6
97,97,0.8969582915306091,1,1,0.9138692617416382,0
98,98,0.9999555349349976,1,1,0.9999675750732422,0
99,99,0.9999594688415527,1,1,0.9999721050262451,7
100,100,0.9480214715003967,1,1,0.9725825190544128,4
101,101,0.9657983779907227,1,1,0.9864832758903503,5
102,102,0.9974755644798279,1,1,0.9986487030982971,6
103,103,0.9984261989593506,1,1,0.9992384910583496,3
104,104,0.9993627667427063,1,1,0.9995524287223816,1
105,105,0.9999880790710449,1,1,0.9999898672103882,1
106,106,0.746891438961029,1,1,0.8915068507194519,3
107,107,0.9991994500160217,1,1,0.9995042085647583,6
108,108,0.9994981288909912,1,1,0.9997019171714783,8
109,109,0.9902312159538269,1,1,0.9940001964569092,7
110,110,0.9024714827537537,1,1,0.9617512822151184,4
111,111,0.9991816878318787,1,1,0.9996914863586426,0
112,112,0.6740710735321045,1,1,0.870497465133667,6
113,113,0.9697476625442505,1,1,0.992624044418335,2
114,114,0.9629322290420532,1,1,0.9941752552986145,1
115,115,0.9803544878959656,1,1,0.9908899664878845,3
116,116,0.996752142906189,1,1,0.9986144304275513,0
117,117,0.9880510568618774,1,1,0.9947659969329834,4
118,118,0.854152500629425,0,1,0.9398228526115417,3
119,119,0.929731547832489,1,1,0.975713849067688,7
120,120,0.9953961968421936,1,1,0.9985023736953735,8
121,121,0.5011878609657288,1,0,0.36264768242836,3
122,122,0.9996727705001831,1,1,0.9998414516448975,1
123,123,0.9999996423721313,1,1,0.9999997615814209,2
124,124,0.9881686568260193,1,1,0.9963819980621338,8
125,125,0.4038167893886566,1,1,0.6815049052238464,0
126,126,0.9856186509132385,1,1,0.9950191974639893,8
127,127,0.6432002782821655,1,1,0.8582043051719666,3
128,128,0.5563569664955139,0,1,0.7935498952865601,3
129,129,0.9924057126045227,1,1,0.9973891377449036,2
130,130,0.9213277697563171,1,1,0.9726956486701965,4
131,131,0.9996681213378906,1,1,0.9997907280921936,1
132,132,0.9986756443977356,1,1,0.9993034601211548,8
133,133,0.9999802112579346,1,1,0.9999865293502808,9
134,134,0.9915607571601868,1,1,0.9946441650390625,1
135,135,0.9967987537384033,1,1,0.9989614486694336,2
136,136,0.9999610185623169,1,1,0.9999839067459106,9
137,137,0.9984700083732605,1,1,0.9992258548736572,7
138,138,0.9783192276954651,1,1,0.9903182983398438,2
139,139,0.5895222425460815,1,0,0.704674243927002,9
140,140,0.993626594543457,1,1,0.996785044670105,6
141,141,0.9597117304801941,1,1,0.9878124594688416,5
142,142,0.9975810050964355,1,1,0.9990033507347107,6
143,143,0.9506033658981323,1,1,0.9774580001831055,3
144,144,0.9983763694763184,1,1,0.9994494318962097,8
145,145,0.8482056260108948,1,1,0.9504386782646179,7
146,146,0.9964579939842224,1,1,0.998272180557251,6
147,147,0.7955700755119324,1,1,0.9070833325386047,2
148,148,0.8783940672874451,1,1,0.9485452771186829,5
149,149,0.9931204319000244,1,1,0.9969086050987244,2
150,150,0.9999570846557617,1,1,0.9999728202819824,8
151,151,0.9996015429496765,1,1,0.9997630715370178,9
152,152,0.9709444046020508,1,1,0.9863359928131104,6
153,153,0.9887874722480774,1,1,0.9958564639091492,0
154,154,0.9998961687088013,1,1,0.9999396800994873,0
155,155,0.9793767929077148,1,1,0.9916908740997314,5
156,156,0.9831121563911438,1,1,0.9950366616249084,2
157,157,0.9999581575393677,1,1,0.9999740123748779,9
158,158,0.5561244487762451,0,0,0.6044681072235107,3
159,159,0.9998838901519775,1,1,0.9999293088912964,4
160,160,0.9933035969734192,1,1,0.9957290291786194,2
161,161,0.9994034767150879,1,1,0.9996280670166016,1
162,162,0.6738145351409912,1,1,0.8836092352867126,6
163,163,0.9799783825874329,1,1,0.9886060357093811,6
164,164,0.5381678342819214,0,1,0.7638125419616699,0
165,165,0.6069778203964233,0,0,0.5991643667221069,2
166,166,0.9970923662185669,1,1,0.9989032745361328,8
167,167,0.8858045339584351,1,1,0.9565937519073486,4
168,168,0.8567107915878296,1,1,0.956640899181366,5
169,169,0.9200034737586975,1,1,0.9789441823959351,0
170,170,0.9986593723297119,1,1,0.9992750287055969,9
171,171,0.673971951007843,1,1,0.8948869109153748,9
172,172,0.9842826724052429,1,1,0.9915891289710999,9
173,173,0.625055193901062,1,1,0.8529263138771057,8
174,174,0.9996008276939392,1,1,0.9997931122779846,9
175,175,0.9999445676803589,1,1,0.9999604225158691,9
176,176,0.9746999740600586,1,1,0.990497887134552,3
177,177,0.8952600359916687,1,1,0.9622113108634949,7
178,178,0.6707932353019714,0,0,0.5880358815193176,3
179,179,0.9998076558113098,1,1,0.999891996383667,0
180,180,0.9998642206192017,1,1,0.9999185800552368,0
181,181,0.9972962737083435,1,1,0.9981653094291687,5
182,182,0.998364269733429,1,1,0.9989238381385803,2
183,183,0.8374744653701782,1,1,0.9148282408714294,2
184,184,0.9553981423377991,1,1,0.9891225695610046,3
185,185,0.9999510049819946,1,1,0.9999692440032959,8
186,186,0.8071690797805786,1,1,0.9498401284217834,6
187,187,0.554157018661499,1,1,0.8276912569999695,3
188,188,0.5175288915634155,0,1,0.5986219644546509,3
189,189,0.8325453400611877,1,1,0.9186277389526367,0
190,190,0.9943922162055969,1,1,0.9977484345436096,5
191,191,0.9817548394203186,1,1,0.9906151294708252,8
192,192,0.7612122297286987,1,1,0.9313806891441345,0
193,193,0.9976688027381897,1,1,0.9987803101539612,1
194,194,0.9992534518241882,1,1,0.9996389150619507,7
195,195,0.631864607334137,1,1,0.904618501663208,2
196,196,0.9988794922828674,1,1,0.9993541836738586,8
197,197,0.9990442395210266,1,1,0.9993811845779419,8
198,198,0.9996793270111084,1,1,0.9997616410255432,7
199,199,0.9802966117858887,1,1,0.9936046004295349,8
200,200,0.9418836832046509,1,1,0.9751536250114441,5
201,201,0.9929889440536499,1,1,0.9962109327316284,1
202,202,0.9995208978652954,1,1,0.9997389912605286,8
203,203,0.9984846711158752,1,1,0.9992971420288086,7
204,204,0.9997844099998474,1,1,0.9998546838760376,1
205,205,0.9850666522979736,1,1,0.9945306181907654,3
206,206,0.8320999145507812,1,1,0.9064359664916992,0
207,207,0.9977363348007202,1,1,0.9989483952522278,5
208,208,0.9999806880950928,1,1,0.999985933303833,7
209,209,0.999903678894043,1,1,0.9999407529830933,9
210,210,0.8987929224967957,1,1,0.97030109167099,7
211,211,0.9122440814971924,1,1,0.960506021976471,4
212,212,0.9990664124488831,1,1,0.9994733929634094,5
213,213,0.4989722669124603,1,0,0.7798483967781067,9
214,214,0.5834654569625854,1,1,0.7577431201934814,8
215,215,0.999596893787384,1,1,0.9997969269752502,0
216,216,0.9999043941497803,1,1,0.9999265670776367,7
217,217,0.9996211528778076,1,1,0.9998984336853027,9
218,218,0.6681764721870422,0,0,0.5356127023696899,3
219,219,0.9867534041404724,1,1,0.9929689764976501,2
220,220,0.8116135001182556,1,1,0.9291368722915649,7
221,221,0.818476140499115,1,1,0.9331274032592773,6
222,222,0.9999780654907227,1,1,0.999985933303833,9
223,223,0.9794355630874634,1,1,0.994382381439209,4
224,224,0.6377680897712708,1,1,0.8211793303489685,3
225,225,0.9610353112220764,1,1,0.9905033111572266,9
226,226,0.2861827611923218,0,0,0.23904341459274292,9
227,227,0.9974673986434937,1,1,0.9985595345497131,4
228,228,0.7209823131561279,1,1,0.9336327314376831,7
229,229,0.9178813695907593,1,1,0.9710031747817993,6
230,230,0.9978711605072021,1,1,0.9985920786857605,5
231,231,0.9999725818634033,1,1,0.9999798536300659,1
232,232,0.8625580072402954,0,1,0.934651255607605,3
233,233,0.998006284236908,1,1,0.998988687992096,8
234,234,0.9993471503257751,1,1,0.9997689127922058,8
235,235,0.9999550580978394,1,1,0.9999711513519287,0
236,236,0.9970411658287048,1,1,0.9984887838363647,4
237,237,0.5376284718513489,1,0,0.8629111647605896,0
238,238,0.8228628039360046,1,1,0.9083033204078674,5
239,239,0.9996373653411865,1,1,0.9997839331626892,5
240,240,0.9999009370803833,1,1,0.9999247789382935,1
241,241,0.9964450001716614,1,1,0.997844934463501,1
242,242,0.8479834198951721,1,1,0.9606020450592041,8
243,243,0.9996371269226074,1,1,0.9998351335525513,9
244,244,0.9999970197677612,1,1,0.9999983310699463,0
245,245,0.9275144934654236,1,1,0.971925675868988,3
246,246,0.9975500702857971,1,1,0.9987462759017944,1
247,247,0.7334004640579224,1,0,0.5500521063804626,9
248,248,0.9996991157531738,1,1,0.9998955726623535,2
249,249,0.5649645328521729,0,0,0.6498861908912659,0
250,250,0.9990522265434265,1,1,0.9996275901794434,5
251,251,0.9366858601570129,1,1,0.973246693611145,3
252,252,0.999883770942688,1,1,0.9999222755432129,9
253,253,0.9841583967208862,1,1,0.9956386685371399,9
254,254,0.8619356155395508,1,1,0.9470217823982239,4
255,255,0.8410058617591858,1,1,0.9577319025993347,0
256,256,0.947260856628418,1,1,0.9817917943000793,3
257,257,0.9998193383216858,1,1,0.999893307685852,0
258,258,0.6908042430877686,1,1,0.9402552843093872,0
259,259,0.9885081648826599,1,1,0.9966720342636108,9
260,260,0.9967989921569824,1,1,0.998621940612793,8
261,261,0.868266224861145,1,1,0.9782789349555969,1
262,262,0.9774894118309021,1,1,0.9914694428443909,5
263,263,0.9065777063369751,1,1,0.9653464555740356,7
264,264,0.9463689923286438,0,1,0.9820228219032288,8
265,265,0.9966997504234314,1,1,0.9986336827278137,8
266,266,0.7502648234367371,1,1,0.9284289479255676,2
267,267,0.9996607303619385,1,1,0.9998501539230347,4
268,268,0.9997873902320862,1,1,0.9998644590377808,7
269,269,0.7847358584403992,1,1,0.925538182258606,0
270,270,0.9118850827217102,1,1,0.9798889756202698,2
271,271,0.53337162733078,0,1,0.7396337985992432,5
272,272,0.9995263814926147,1,1,0.9997989535331726,6
273,273,0.8099353909492493,1,1,0.8869955539703369,3
274,274,0.9962726831436157,1,1,0.9989972710609436,8
275,275,0.764956533908844,0,1,0.8807896375656128,3
276,276,0.8060673475265503,1,1,0.8841742873191833,0
277,277,0.43920743465423584,1,0,0.5533447265625,3
278,278,0.9466092586517334,1,1,0.9763581156730652,4
279,279,0.6191835999488831,1,0,0.607223391532898,3
280,280,0.9982929825782776,1,1,0.9993257522583008,9
281,281,0.9798101186752319,1,1,0.9927486777305603,0
282,282,0.9877045154571533,1,1,0.9939706325531006,6
283,283,0.9999277591705322,1,1,0.999946117401123,1
284,284,0.8733832836151123,1,1,0.9623358845710754,0
285,285,0.9999223947525024,1,1,0.9999566078186035,9
286,286,0.9953241944313049,1,1,0.9972208738327026,1
287,287,0.6508262753486633,0,0,0.7787832617759705,8
288,288,0.9971857666969299,1,1,0.9980134963989258,7
289,289,0.9998856782913208,1,1,0.9999345541000366,9
290,290,0.9996916055679321,1,1,0.9997853636741638,1
291,291,0.9990411400794983,1,1,0.9994744658470154,2
292,292,0.9888913631439209,1,1,0.9965895414352417,6
293,293,0.9473564028739929,1,1,0.9800870418548584,9
294,294,0.9996823072433472,1,1,0.9998363256454468,3
295,295,0.9938073754310608,1,1,0.9977151155471802,4
296,296,0.9997826218605042,1,1,0.9998660087585449,6
297,297,0.9999247789382935,1,1,0.9999456405639648,0
298,298,0.9904896020889282,1,1,0.9954171180725098,0
299,299,0.9989364743232727,1,1,0.9994053840637207,6
300,300,0.9992971420288086,1,1,0.9995729327201843,6
301,301,0.9641380906105042,1,1,0.9906457662582397,6
302,302,0.6606979370117188,1,0,0.7302379608154297,3
303,303,0.9654994606971741,1,1,0.9874575734138489,2
304,304,0.9986472725868225,1,1,0.9991888403892517,6
305,305,0.9985742568969727,1,1,0.9991617202758789,1
306,306,0.8687607049942017,1,1,0.9804602265357971,8
307,307,0.9470528960227966,1,1,0.978627622127533,2
308,308,0.9763423800468445,1,1,0.9952976107597351,1
309,309,0.5996603965759277,0,0,0.6997039318084717,2
310,310,0.9994133710861206,1,1,0.999757707118988,8
311,311,0.999932050704956,1,1,0.9999570846557617,6
312,312,0.7515252828598022,0,1,0.9005657434463501,0
313,313,0.6818087100982666,0,1,0.8243964910507202,2
314,314,0.7559677362442017,1,0,0.5150452852249146,4
315,315,0.9995243549346924,1,1,0.999804675579071,0
316,316,0.7949390411376953,1,1,0.9184818863868713,7
317,317,0.9996337890625,1,1,0.9997846484184265,7
318,318,0.9974923133850098,1,1,0.9989041090011597,5
319,319,0.9947935938835144,1,1,0.9975353479385376,5
320,320,0.9811941981315613,1,1,0.9911392331123352,3
321,321,0.6222532391548157,1,1,0.8545634150505066,5
322,322,0.9571148157119751,1,1,0.9838686585426331,2
323,323,0.7855870723724365,1,1,0.8892397880554199,3
324,324,0.7510860562324524,0,0,0.5097627639770508,3
325,325,0.9959357976913452,1,1,0.9977200627326965,1
326,326,0.9968987703323364,1,1,0.9982158541679382,7
327,327,0.9485541582107544,1,1,0.9795985221862793,5
328,328,0.9899731874465942,1,1,0.9958158135414124,4
329,329,0.9978298544883728,1,1,0.998980700969696,6
330,330,0.9998127818107605,1,1,0.999852180480957,1
331,331,0.9999829530715942,1,1,0.9999885559082031,9
332,332,0.5427610278129578,1,0,0.49420174956321716,3
333,333,0.999363124370575,1,1,0.9996896982192993,6
334,334,0.9990444779396057,1,1,0.9995211362838745,6
335,335,0.9996150732040405,1,1,0.9998144507408142,9
336,336,0.9995383024215698,1,1,0.9997348189353943,3
337,337,0.9282993078231812,1,1,0.979897677898407,8
338,338,0.9789749383926392,1,1,0.9892653226852417,0
339,339,0.9981800317764282,1,1,0.9989132881164551,7
340,340,0.7128725051879883,1,1,0.924756646156311,2
341,341,0.9958872199058533,1,1,0.9979729056358337,6
342,342,0.9779679179191589,1,1,0.9917846918106079,2
343,343,0.9834156036376953,1,1,0.9939498901367188,5
344,344,0.9970828890800476,1,1,0.9990139007568359,8
345,345,0.999015212059021,1,1,0.9995143413543701,5
346,346,0.9828033447265625,1,1,0.9948002099990845,4
347,347,0.9954825639724731,1,1,0.9971987009048462,6
348,348,0.9999555349349976,1,1,0.9999680519104004,8
349,349,0.5097779035568237,1,1,0.8572460412979126,9
350,350,0.999734103679657,1,1,0.9998114705085754,9
351,351,0.9690013527870178,1,1,0.991366446018219,1
352,352,0.8362494707107544,1,1,0.9653411507606506,0
353,353,0.9999687671661377,1,1,0.9999765157699585,2
354,354,0.7513019442558289,1,0,0.664893388748169,2
355,355,0.49593397974967957,1,0,0.540274977684021,7
356,356,0.6823004484176636,0,1,0.8460699915885925,5
357,357,0.9487693905830383,1,1,0.9802675247192383,2
358,358,0.9952479004859924,1,1,0.9980656504631042,8
359,359,0.9997976422309875,1,1,0.9998970031738281,0
360,360,0.9999315738677979,1,1,0.9999696016311646,9
361,361,0.9821628928184509,1,1,0.9917607307434082,5
362,362,0.9999101161956787,1,1,0.9999457597732544,8
363,363,0.9912420511245728,1,1,0.9954343438148499,1
364,364,0.999984622001648,1,1,0.9999877214431763,9
365,365,0.9858790040016174,1,1,0.9960297346115112,4
366,366,0.9971309900283813,1,1,0.9987279772758484,1
367,367,0.9969321489334106,1,1,0.9985232949256897,3
368,368,0.6278064846992493,0,0,0.5635784864425659,0
369,369,0.9994750618934631,1,1,0.9996750354766846,1
370,370,0.7118163704872131,1,0,0.6830406785011292,4
371,371,0.999382495880127,1,1,0.9996100068092346,7
372,372,0.9997479319572449,1,1,0.9998565912246704,9
373,373,0.8678892850875854,1,1,0.9560275077819824,4
374,374,0.9994887113571167,1,1,0.9997771382331848,2
375,375,0.99793541431427,1,1,0.9990602135658264,7
376,376,0.896428644657135,1,1,0.9573401808738708,0
377,377,0.9955433011054993,1,1,0.9987118244171143,7
378,378,0.7479330897331238,0,0,0.5059901475906372,2
379,379,0.9994489550590515,1,1,0.9996925592422485,6
380,380,0.9976523518562317,1,1,0.998790442943573,6
381,381,0.9994243383407593,1,1,0.9997796416282654,9
382,382,0.9999796152114868,1,1,0.9999856948852539,0
383,383,0.9978686571121216,1,1,0.9992037415504456,9
384,384,0.551673173904419,1,0,0.6833709478378296,2
385,385,0.9292320609092712,1,1,0.9589053988456726,8
386,386,0.9996552467346191,1,1,0.9998136162757874,7
387,387,0.5982717275619507,1,1,0.732988715171814,2
388,388,0.993390679359436,1,1,0.9984069466590881,2
389,389,0.9946520328521729,1,1,0.9973313808441162,5
390,390,0.9997316002845764,1,1,0.9998360872268677,1
391,391,0.9994146823883057,1,1,0.9996321201324463,2
392,392,0.9987685084342957,1,1,0.99932861328125,6
393,393,0.9690332412719727,1,1,0.9869903922080994,2
394,394,0.6801528334617615,1,1,0.8907376527786255,9
395,395,0.9818492531776428,1,1,0.9914448857307434,6
396,396,0.9988508224487305,1,1,0.9996148347854614,2
397,397,0.8751205205917358,1,1,0.9500269889831543,3
398,398,0.9968131184577942,1,1,0.998595654964447,0
399,399,0.9991414546966553,1,1,0.9997894167900085,3
400,400,0.9999862909317017,1,1,0.9999923706054688,9
401,401,0.580060601234436,1,0,0.6777472496032715,8
402,402,0.9759366512298584,1,1,0.9916819930076599,7
403,403,0.994966447353363,1,1,0.998403012752533,8
404,404,0.9983658194541931,1,1,0.9990453124046326,8
405,405,0.4794120490550995,1,0,0.6693041324615479,4
406,406,0.9997735619544983,1,1,0.9998705387115479,0
407,407,0.9936364889144897,1,1,0.9977505803108215,1
408,408,0.9984173774719238,1,1,0.9991726279258728,8
409,409,0.8880823850631714,1,1,0.9632654786109924,2
410,410,0.9986869692802429,1,1,0.9991878867149353,7
411,411,0.9995670914649963,1,1,0.9997665286064148,9
412,412,0.5238613486289978,0,1,0.6812078952789307,5
413,413,0.999580442905426,1,1,0.99973064661026,6
414,414,0.9962257146835327,1,1,0.9987555742263794,1
415,415,0.9999744892120361,1,1,0.999984860420227,9
416,416,0.9910140633583069,1,1,0.9955945611000061,0
417,417,0.8624355792999268,1,1,0.9305610060691833,7
418,418,0.5532410144805908,1,0,0.7132651209831238,3
419,419,0.9996733665466309,1,1,0.9998655319213867,7
420,420,0.947280764579773,1,1,0.9720101356506348,4
421,421,0.8479887843132019,1,1,0.9390978217124939,5
422,422,0.9945878982543945,0,1,0.9979584217071533,8
423,423,0.9996525049209595,1,1,0.9998071789741516,0
424,424,0.9965779185295105,1,1,0.9984985589981079,2
425,425,0.9999817609786987,1,1,0.9999891519546509,9
426,426,0.5306819081306458,0,0,0.33923837542533875,5
427,427,0.8912233710289001,1,1,0.9619794487953186,4
428,428,0.7217367887496948,1,1,0.8969155550003052,0
429,429,0.9941017031669617,1,1,0.9966897964477539,6
430,430,0.9062640070915222,1,1,0.9792433381080627,2
431,431,0.9968783855438232,1,1,0.9984005093574524,5
432,432,0.7693660855293274,1,1,0.8971633911132812,3
433,433,0.7128998637199402,0,0,0.5596110820770264,3
434,434,0.6260494589805603,1,0,0.5985960364341736,3
435,435,0.9989346861839294,1,1,0.999355137348175,7
436,436,0.9878495335578918,1,1,0.996891438961029,2
437,437,0.9052639007568359,1,1,0.9575604796409607,5
438,438,0.9594578146934509,1,1,0.9869058728218079,3
439,439,0.9614657759666443,0,1,0.9821761250495911,9
440,440,0.9989270567893982,1,1,0.9993896484375,1
441,441,0.9273839592933655,1,1,0.9775677919387817,4
442,442,0.9999040365219116,1,1,0.9999334812164307,9
443,443,0.9998918771743774,1,1,0.9999501705169678,9
444,444,0.9537051916122437,1,1,0.9790266752243042,5
445,445,0.976369321346283,1,1,0.9894333481788635,7
446,446,0.7918927073478699,1,1,0.9578942060470581,5
447,447,0.9966668486595154,1,1,0.9975200295448303,0
448,448,0.9934555888175964,1,1,0.9978996515274048,2
449,449,0.6767284274101257,1,0,0.5356776714324951,2
450,450,0.9993888139724731,1,1,0.9997567534446716,2
451,451,0.9998059868812561,1,1,0.9999097585678101,9
452,452,0.9995230436325073,1,1,0.9997255206108093,7
453,453,0.8244593143463135,1,1,0.9074370861053467,3
454,454,0.999976396560669,1,1,0.9999862909317017,9
455,455,0.8526819944381714,1,1,0.9337248206138611,4
456,456,0.6973249912261963,0,0,0.3668033182621002,4
457,457,0.9841107130050659,1,1,0.9952297210693359,5
458,458,0.5488817691802979,0,1,0.8327509164810181,3
459,459,0.9166991114616394,1,1,0.9714266061782837,6
460,460,0.9994138479232788,1,1,0.9995972514152527,5
461,461,0.9711900949478149,1,1,0.9866200685501099,6
462,462,0.9980328679084778,1,1,0.9990208148956299,1
463,463,0.6289986371994019,1,1,0.7980499863624573,4
464,464,0.5111643671989441,1,1,0.7487563490867615,3
465,465,0.9975972771644592,1,1,0.9987983703613281,4
466,466,0.9993964433670044,1,1,0.9998210072517395,4
467,467,0.9989853501319885,1,1,0.9993571639060974,3
468,468,0.9578274488449097,1,1,0.9842856526374817,7
469,469,0.996727466583252,1,1,0.9984806180000305,8
470,470,0.48166221380233765,0,1,0.6690806746482849,4
471,471,0.9846823215484619,1,1,0.9957875609397888,7
472,472,0.9996629953384399,1,1,0.9998145699501038,8
473,473,0.5784158110618591,1,1,0.8499672412872314,0
474,474,0.8487792015075684,1,1,0.9319298267364502,5
475,475,0.9974187612533569,1,1,0.9989989399909973,7
476,476,0.6083604097366333,1,1,0.8904260993003845,6
477,477,0.9869627356529236,1,1,0.9963012933731079,0
478,478,0.9874280095100403,1,1,0.992500364780426,5
479,479,0.9642093777656555,1,1,0.9885894060134888,4
480,480,0.8704613447189331,1,1,0.9813265204429626,8
481,481,0.9998482465744019,1,1,0.9999169111251831,6
482,482,0.9998093247413635,1,1,0.9998888969421387,8
483,483,0.7003951668739319,1,0,0.5198712348937988,5
484,484,0.9990805387496948,1,1,0.9994389414787292,5
485,485,0.5717036724090576,0,0,0.7687186002731323,8
486,486,0.9995786547660828,1,1,0.9997748732566833,9
487,487,0.999852180480957,1,1,0.9999263286590576,9
488,488,0.5489416122436523,1,1,0.8558679223060608,5
489,489,0.7750785946846008,1,1,0.8647951483726501,0
490,490,0.9996588230133057,1,1,0.9997629523277283,1
491,491,0.994297444820404,1,1,0.9968758821487427,0
492,492,0.9854685664176941,1,1,0.9941433072090149,8
493,493,0.9996390342712402,1,1,0.9997408986091614,1
494,494,0.9997920393943787,1,1,0.9998620748519897,1
